#SampleID	ERR525688	ERR525689	ERR525694	ERR525700	ERR525701	ERR525703	ERR525709	ERR525713	ERR525717	ERR525722	ERR525726	ERR525730	ERR525734	ERR525738	ERR525742	ERR525743	ERR525747	ERR525754	ERR525760	ERR525764	ERR525768	ERR525772	ERR525776	ERR525780	ERR525784	ERR525788	ERR525792	ERR525796	ERR525800	ERR525801	ERR525806	ERR525810	ERR525816	ERR525820	ERR525824	ERR525828	ERR525832	ERR525836	ERR525844	ERR525848	ERR525852	ERR525856	ERR525860	ERR525864	ERR525868	ERR525872	ERR525876	ERR525880	ERR525881	ERR525886	ERR525890	ERR525896	ERR525898	ERR525904	ERR525908	ERR525912	ERR525916	ERR525920	ERR525924	ERR525925	ERR525932	ERR525936	ERR525940	ERR525944	ERR525945	ERR525950	ERR525956	ERR525960	ERR525964	ERR525968	ERR525972	ERR525980	ERR525984	ERR525988	ERR525992	ERR525996	ERR526000	ERR526004	ERR526008	ERR526012	ERR526016	ERR526020	ERR526024	ERR526028	ERR526032	ERR526036	ERR526040	ERR526044	ERR526048	ERR526052	ERR526056	ERR526060	ERR526064	ERR526068	ERR526070	ERR526076	ERR526080	ERR526084
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__;s__	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Acetobacterium;s__	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Alkalibacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	5	0	0	0	0	0	2	1	0	0	2	1	0	0	0	1	2	0	0	1	0	0	0	0	5	0	8	1	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Garciella;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	3	6	4	26	3	4	0	0	1	2	0	1	2	1	1	0	1	2	8	0	0	8	0	0	1	1	67	1	1	2	0	1	8	0	1	0	0	2	0	0	0	1	2	0	0	1	0	0	0	5	0	1	0	1	2	10	11	6	0	0	2	4	1	0	0	0	0	0	3	0	1	0	3	0	28	4	1	0	0	0	0	0	5	1	0	0	3	0	0	6	0	3	0	0	92	16	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__;s__	0	1	1	0	0	2	0	0	1	3	0	1	0	1	0	0	4	2	0	0	0	1	0	0	0	2	0	0	2	2	0	0	0	0	1	9	0	0	1	0	3	1	0	1	0	0	0	0	0	1	0	3	0	0	0	13	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter;s__	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	17	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	0	0	11	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Lutispora;s__	5	5	19	0	7	5	2	3	5	2	6	5	3	2	1	5	6	1	0	1	1	3	3	4	0	9	7	1	2	1	0	9	4	1	2	8	2	6	3	2	0	13	3	1	5	1	3	16	2	17	5	2	8	0	1	2	8	4	7	5	1	4	7	4	3	3	0	1	4	4	1	1	3	5	8	1	8	2	3	1	5	2	1	2	0	1	1	0	4	4	0	5	1	2	8	0	0	18
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Heliobacteriaceae;g__Heliorestis;s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__JTB215;g__;s__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	6183	4588	2882	3182	952	6035	9641	4421	3795	4774	1987	7380	4068	2206	1619	2534	10085	10769	177	706	293	3053	963	1729	2555	1431	698	3557	4759	3668	2130	7398	7232	407	7667	6603	1623	3461	6768	3334	5901	4609	1797	1794	1798	2422	1881	1632	1888	7178	1091	3716	12982	3318	1997	10797	6349	6421	3720	3018	1127	10032	2882	1801	492	4172	2176	5520	4607	1149	3758	234	2986	3687	3889	8475	11683	1042	9787	2456	2879	3706	11136	4886	5030	3232	6163	1176	2077	2632	2267	1282	1546	3476	6884	2077	6242	8794
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	145	52	21	7	7	123	16	43	33	28	20	186	29	31	14	4	336	65	3	1	2	24	19	4	80	16	3	49	70	129	42	168	49	11	190	124	43	68	61	2	205	176	9	43	33	21	21	24	24	109	15	24	581	66	13	212	28	168	51	30	25	33	23	35	8	63	6	36	152	6	96	3	44	40	25	151	113	11	179	37	24	97	330	30	107	24	83	25	30	98	4	20	8	50	45	12	29	98
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	2113	4300	343	4918	260	3672	11571	1428	1547	13999	195	1199	2478	182	847	1861	1614	8231	124	1399	56	605	495	1765	2378	1650	236	2040	2692	1323	875	2445	6904	1942	832	5023	262	478	2729	8356	1143	1001	314	732	2625	4314	1276	194	1114	6828	204	1838	2499	824	1034	3404	1334	5084	1973	3373	329	767	1417	2952	526	2013	1891	9276	1277	126	76	79	2028	5702	3684	2585	5788	384	1686	752	661	2732	2380	7036	1942	3695	4699	1740	1010	738	5254	1250	2413	1702	2259	4099	5759	1169
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__obeum	29	7	0	1	0	22	16	1	6	3	0	3	0	0	11	1	19	8	0	3	0	1	0	3	6	8	0	28	0	16	1	103	2	3	2	59	1	1	4	17	2	6	0	1	2	1	1	1	2	10	0	13	3	0	1035	5	0	42	1	1	0	0	0	0	4	15	1	13	2	0	1	0	0	6	1	707	147	0	0	8	0	3	12	4	130	2	5	24	8	22	1	1	1	8	0	4	151	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__producta	154	578	411	648	246	235	5210	103	75	591	221	151	131	163	160	111	152	687	6	63	48	702	108	82	120	138	1260	210	177	134	97	187	381	57	159	203	162	323	174	267	43	69	514	56	192	226	65	169	43	434	161	87	94	126	91	285	285	1384	124	169	173	621	72	96	194	199	75	617	123	110	34	67	475	125	70	154	386	46	70	1074	612	80	247	342	149	159	200	106	86	35	129	38	81	116	197	162	313	1539
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio;s__	57	28	35	8	6	65	55	86	44	7	2	70	41	31	7	6	68	129	3	5	1	25	18	14	27	7	3	26	22	30	10	89	60	1	6	29	12	13	110	70	37	66	6	11	14	15	10	12	25	54	4	42	124	33	2	102	57	32	65	17	10	139	22	8	4	32	18	31	40	1	20	1	10	47	26	49	113	6	120	17	18	45	120	9	36	6	55	6	66	23	7	2	16	40	29	8	25	27
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__citroniae	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__colinum	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__fimetarium	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	1	4	1	0	0	0	1	0	0	0	0	0	1	4	2	3	1	3	0	0	12	1	1	3	0	1	1	0	0	0	1	0	0	2	0	0	1	4	7	0	3	5	0	3	3	1	0	1	0	0	1	1	0	3	0	2	0	0	1	2	3	12	0	9	0	0	0	13	0	2	0	0	0	0	1	0	0	2	0	5	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__hathewayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium;s__piliforme	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__	1068	1395	349	881	154	1408	2470	566	877	1222	113	1594	895	297	354	690	937	2787	54	168	68	925	189	352	409	357	143	386	916	715	336	1431	1613	135	1062	1415	418	485	1322	976	843	606	407	260	579	800	547	435	341	1542	209	1700	2097	754	706	1392	652	1507	615	536	194	3652	632	670	153	781	567	1339	965	244	534	35	680	743	1526	1136	2556	366	1432	903	291	710	1224	1756	949	761	1094	456	555	600	447	345	386	596	2664	706	1820	1289
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__catus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus	17	13	0	1	0	141	1	50	5	1	0	32	0	0	1	0	8	32	1	0	0	0	0	5	8	3	0	26	333	3	0	12	14	2	1	308	0	0	28	0	15	3	0	2	1	8	74	0	7	8	0	8	23	213	0	35	35	1	21	0	0	1	0	7	0	8	10	0	21	0	12	0	0	32	9	12	621	1	32	0	0	31	37	0	91	1	22	4	3	13	7	2	3	6	1	1	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Defluviitalea;s__saccharophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__	475	1281	736	849	960	872	2535	399	362	2466	694	960	463	466	265	434	806	4065	36	215	264	1747	456	349	501	350	529	273	439	396	508	592	897	283	558	726	853	1039	526	898	405	451	920	145	520	955	255	530	287	1822	413	568	1677	815	321	1062	610	1296	459	453	293	2185	405	335	286	376	261	1148	385	434	295	344	1531	473	726	672	1150	182	573	1659	2479	462	804	1784	537	630	832	188	175	203	500	388	341	518	809	451	1197	4368
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans	83	83	71	44	88	262	125	29	35	115	73	44	88	56	56	27	21	301	19	10	30	177	38	118	21	29	78	37	62	93	57	116	122	14	35	94	45	71	29	26	28	31	76	0	74	71	38	117	14	130	49	75	65	109	11	181	148	310	42	54	21	114	18	23	20	94	12	28	16	37	63	24	108	17	32	26	203	18	327	179	292	69	21	86	129	21	140	18	71	31	8	19	51	79	29	11	55	444
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium;s__	6	503	11	5	1	4	22	1	2	5	4	2	9	0	6	2	1	72	0	0	0	33	2	1	0	11	0	1	5	3	4	8	7	0	9	0	0	1	3	1	3	4	16	3	2	3	1	1	0	4	2	4	22	3	2	3	212	10922	4	1	4	14	4	6	2	3	3	3	2	0	1	1	7	4	5	0	5	3	4	2	6	2	9	24	1	6	4	0	0	2	2	3	6	3	14	6	2	78
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia;s__stercorisuis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__	1147	5	0	0	0	88	5	456	13	5	1	217	2	0	13	1	57	288	0	0	0	2	0	67	2	0	0	52	102	3	8	172	0	4	1	18	0	5	51	0	417	24	0	468	1	76	0	2	9	7	0	31	29	27	4	211	192	6	13	1	1	56	2260	216	0	29	89	1	19	4	86	1	3	73	254	51	387	1	34	2	1	20	732	9	7	0	12	2	12	0	33	0	1	21	1	1	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__	1265	658	71	45	36	915	210	590	6250	77	38	397	115	47	81	106	696	1696	14	10	7	80	240	216	117	65	31	140	609	309	76	1202	5361	47	324	1877	23	139	543	743	2756	1232	45	89	756	223	325	42	769	2145	26	483	2277	103	52	620	4457	267	931	101	29	107	188	1359	10	561	378	43	2002	20	1356	8	38	2870	367	638	1701	178	3664	43	78	662	1842	27	788	61	1693	356	2020	2319	88	237	37	3897	406	103	80	200
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__pectinoschiza	7	6	0	0	0	4	0	0	30	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	3	2	0	3	22	0	0	13	0	0	1	1	15	2	0	0	6	0	2	0	4	14	0	1	13	0	0	0	12	0	2	0	0	2	0	12	0	8	1	0	9	0	7	0	0	21	2	0	10	3	15	0	0	0	3	0	6	0	12	4	5	11	0	0	0	15	4	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia;s__formatexigens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__	21	0	1	3	1	3	3	2	4	3	2	8	0	4	3	1	6	7	1	2	0	2	3	4	0	0	0	0	29	4	1	6	2	0	3	5	3	5	14	4	8	3	2	0	2	1	5	12	2	22	4	3	0	4	8	9	5	9	8	1	2	3	0	2	1	7	4	9	11	0	0	0	1	8	3	3	16	1	7	5	6	1	6	7	14	1	6	2	8	2	0	0	0	12	21	3	50	7
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__indoligenes	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__	5	9	11	12	1	8	20	5	5	32	1	8	1	1	1	2	3	14	0	3	0	2	2	3	4	3	0	0	3	0	2	1	23	1	3	14	1	7	3	21	5	8	4	0	9	13	3	0	5	9	4	1	13	0	9	7	0	5	2	3	1	2	1	7	1	4	2	29	1	1	0	0	1	4	4	3	7	2	4	2	2	1	7	18	7	8	11	2	1	0	12	0	3	2	1	9	9	4
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__	4	3	0	1	0	6	0	1	4	0	0	1	0	0	0	0	4	5	0	0	0	0	0	0	2	0	0	0	3	2	0	1	2	0	0	7	0	0	0	0	15	3	0	0	4	1	0	0	2	8	0	4	14	0	0	1	0	1	0	0	1	1	0	3	0	6	0	0	2	0	8	0	1	4	0	1	1	0	4	0	2	1	2	0	1	0	6	2	2	8	0	1	1	4	0	0	0	1
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella;s__peoriensis	0	5	0	1	0	0	0	0	0	0	5	1	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	2	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	7	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__	653	122	33	85	14	379	109	1863	714	41	50	1231	567	77	48	549	1236	658	8	10	2	87	40	338	103	43	12	837	423	273	487	554	1867	20	208	319	60	97	546	129	221	228	38	150	11	330	46	10	186	81	14	375	608	132	30	1800	2252	120	320	771	23	909	187	146	10	365	604	157	399	25	382	3	170	851	322	1001	760	20	625	54	37	369	2047	82	185	113	420	65	125	47	233	18	63	540	211	110	122	170
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__faecis	146	70	22	16	7	83	33	512	24	43	4	222	31	20	18	37	141	777	1	4	0	57	15	81	5	5	10	108	74	18	24	174	89	2	6	26	15	55	68	23	8	28	47	28	1	44	3	15	10	15	25	47	42	50	2	201	258	5	38	36	9	12	22	5	12	16	81	6	15	15	186	8	50	220	127	148	238	5	14	14	5	29	148	2	16	11	38	5	7	5	52	7	7	49	12	3	5	183
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia;s__	68	2	3	4	0	42	42	125	19	1	2	282	2	3	6	3	27	17	1	4	0	3	1	65	6	2	1	50	95	17	21	60	9	12	3	71	1	5	107	3	13	14	6	7	0	65	2	3	7	6	1	47	35	16	46	128	109	29	2	2	2	10	2	1	1	2	62	13	16	0	3	0	8	49	10	118	38	0	16	3	3	52	26	6	28	5	12	3	8	4	33	0	9	17	3	2	31	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia;s__satelles	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	4	9	0	0	0	0	0	0	0	1	0	0	2	0	2	1	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	4	0	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	2	5	1	0	0	0	0	0	8	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Syntrophococcus;s__sucromutans	14	52	7	99	0	26	173	11	26	236	1	9	21	0	4	10	14	107	3	12	0	1	4	23	24	47	0	5	52	3	20	14	62	3	11	87	0	2	1	114	20	9	0	8	52	72	18	1	24	78	0	14	26	17	10	46	28	4	27	67	0	16	10	33	0	25	41	176	22	0	1	0	0	54	54	39	76	4	7	0	3	39	31	126	30	87	54	19	12	8	46	18	43	37	37	85	102	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__	66	22	18	26	2	98	140	29	46	29	24	442	52	90	90	54	36	44	64	2	16	44	14	33	58	86	143	19	24	150	28	54	44	30	12	126	14	19	37	29	24	28	92	14	10	10	57	150	5	656	6	693	53	25	12	131	79	1760	14	106	7	595	71	207	2	27	31	188	39	7	145	3	38	30	329	20	31	50	34	46	33	45	147	77	142	8	65	65	15	41	113	109	282	142	239	165	79	96
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus	800	1922	1806	1310	2059	1221	2981	883	571	2867	2074	1614	1058	1268	499	656	612	3658	86	205	445	3294	887	719	459	517	935	490	923	623	573	1037	1276	445	1191	1195	1145	2492	1179	1323	764	562	1773	253	1114	1235	501	1182	389	2179	1201	1310	1816	1251	474	1596	1424	1971	960	611	780	3666	697	504	452	664	310	907	913	763	740	667	2593	497	1284	971	1909	501	1163	2132	5947	752	1398	1206	874	949	1493	350	431	428	376	595	424	963	2193	430	1488	9638
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__torques	12	2	16	32	1	30	30	6	7	1	5	16	1	23	61	28	6	26	0	0	0	11	2	2	8	142	27	31	6	24	5	17	2	26	4	20	3	13	42	0	19	4	17	20	0	27	11	3	2	12	0	103	42	31	0	211	1	119	17	0	8	26	6	15	2	40	47	6	17	2	18	0	4	1	22	11	55	2	10	6	5	26	18	247	12	6	3	36	2	15	8	57	2	39	118	162	176	34
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__;s__	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	4	2	0	0	1	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	10	0	5	0	3	0	0	0	0	0	2	0	2	0	0	0	2	1	1	0	0	1	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Dehalobacter_Syntrophobotulus;s__	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
