,root:Engineered:Wastewater,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Human,root:Host-associated:Insecta,root:Host-associated:Mammals,root:Host-associated:Plants
ERR1385100,8.794248e-05,0.00018175434,0.0006830693,0.9976572,0.00018232153,0.0006765518,0.0005311866
ERR1691319,0.00086610636,0.0019355372,0.010120099,0.005393949,0.0019290654,0.0011556817,0.97859955
ERR2511524,8.385874e-05,0.00017889027,0.0005819829,0.9980007,0.00016848417,0.0005060943,0.00047999326
DRR060042,0.0005993348,0.99541134,0.00092887843,0.00048236846,0.00067786116,0.0012116084,0.0006884956
ERR1256006,0.0007571971,0.010172205,0.0053594527,0.008696112,0.0019272919,0.9724426,0.0006451206
SRR5180337,0.00053471787,0.9958001,0.0008770979,0.0004556114,0.00061456795,0.0010772563,0.00064067397
ERR2738785,8.398209e-05,0.00017913138,0.0005835709,0.9979943,0.00016881812,0.0005092968,0.0004809263
SRR5947869,8.382196e-05,0.00017882136,0.0005814808,0.9980026,0.0001684318,0.0005049984,0.00047977958
SRR1525724,8.37541e-05,0.00017881213,0.0005805631,0.99800533,0.00016818507,0.00050425483,0.00047913523
ERR1522661,0.0005499458,0.0029742368,0.0030788665,0.0028386551,0.0008839412,0.98948497,0.00018948683
SRR8609821,0.043013174,0.347401,0.019236272,0.06693595,0.19709076,0.0062678335,0.32005498
ERR499558,8.393781e-05,0.00017872387,0.00058336,0.99799806,0.00016899998,0.000505448,0.00048130346
DRR043019,8.375921e-05,0.00017882063,0.00058059185,0.9980052,0.0001681958,0.0005043163,0.0004791507
ERR2836058,0.0005624752,0.0031101855,0.0031245805,0.003010038,0.0009197308,0.9890708,0.00020219726
SRR6078459,0.0005350119,0.99579805,0.0008773437,0.00045578237,0.00061485276,0.0010775849,0.0006411509
SRR1060359,8.375466e-05,0.0001788123,0.0005805698,0.99800533,0.00016818619,0.00050425914,0.0004791405
SRR994860,8.3896564e-05,0.00017869569,0.000582941,0.9979996,0.00016887826,0.0005050792,0.0004809931
SRR5570708,0.00053464266,0.99580103,0.00087683194,0.00045546482,0.00061442936,0.0010769004,0.00064065895
SRR6264497,8.3782215e-05,0.00017883377,0.000580871,0.99800426,0.00016826237,0.00050463143,0.00047932964
SRR1582776,0.0005346808,0.9958008,0.0008768701,0.00045550204,0.00061446085,0.0010770075,0.0006406802
ERR719950,8.3856416e-05,0.0001788582,0.0005826532,0.9979988,0.00016851486,0.0005070929,0.00048032848
ERR1677135,0.0008661422,0.001935586,0.010122348,0.0053941202,0.0019289722,0.0011556997,0.9785971
SRR6444816,8.376141e-05,0.0001788216,0.0005806498,0.99800485,0.00016820423,0.0005044003,0.00047918255
SRR6511235,0.00053463504,0.99580103,0.0008768248,0.00045546045,0.00061442115,0.0010768854,0.00064065197
ERR522671,8.4262734e-05,0.00017910288,0.00059232186,0.99796695,0.00016995685,0.0005218115,0.0004855323
SRR5460276,0.0005346442,0.99580103,0.0008768352,0.0004554674,0.0006144317,0.001076909,0.0006406578
SRR5179874,0.0005346975,0.99580055,0.0008769694,0.00045552495,0.0006144672,0.0010771073,0.0006406911
ERR531609,8.378061e-05,0.00017882777,0.00058122555,0.9980032,0.000168276,0.00050528004,0.00047948345
DRR043700,8.37545e-05,0.00017881246,0.0005805676,0.99800533,0.00016818619,0.0005042606,0.0004791389
SRR8609918,0.030715857,0.12576893,0.046302002,0.2599478,0.39573374,0.0184069,0.123124726
ERR983871,0.00024540798,0.0022239545,0.0013587005,0.97845286,0.0012081006,0.0071838656,0.009327175
SRR924029,0.0058955443,0.08193557,0.6721552,0.010094883,0.0048934524,0.00975988,0.21526542
ERR1522261,0.0006913757,0.008713294,0.005032483,0.007049356,0.0016880983,0.9762788,0.00054661743
ERR2739014,8.505115e-05,0.0001811511,0.0005916771,0.9979588,0.0001713685,0.0005254857,0.00048654948
SRR5349101,0.0006561367,0.99507433,0.0009724568,0.0005050231,0.00073277316,0.0013305112,0.0007289261
ERR1533418,0.0005829157,0.003694719,0.003378809,0.0034247034,0.0010111695,0.98767054,0.00023712874
SRR3503181,8.37541e-05,0.00017881213,0.0005805631,0.99800533,0.00016818507,0.0005042553,0.0004791357
ERR1111207,8.400951e-05,0.00017902757,0.0005857746,0.99798787,0.00016898633,0.00051254634,0.0004818639
SRR919926,8.37541e-05,0.00017881213,0.0005805631,0.99800533,0.00016818507,0.0005042553,0.0004791357
ERR1513310,0.00067851774,0.0076569407,0.0047292323,0.006548123,0.0015940364,0.97829825,0.00049492094
ERR1689186,0.00086607545,0.0019355235,0.01011968,0.0053939107,0.001929048,0.0011556437,0.9786001
SRR2761182,0.00014427102,0.00028529888,0.0007075459,0.99702686,0.0002781138,0.0010257403,0.0005321973
SRR1031048,0.008565188,0.10899598,0.8325427,0.011268955,0.007777198,0.0018517345,0.028998202
ERR1582961,0.00053469924,0.99580044,0.00087701366,0.0004555553,0.0006145517,0.001077082,0.00064072426
ERR2662902,8.377719e-05,0.00017884128,0.0005808438,0.99800426,0.0001682449,0.00050472916,0.00047928418
ERR1256219,0.0012531152,0.18405722,0.020792639,0.043981545,0.004600261,0.7432713,0.0020439618
SRR5177294,0.00053463836,0.99580103,0.00087682856,0.00045546828,0.0006144241,0.0010768988,0.0006406526
ERR139355,0.00076606683,0.001107965,0.0021051927,0.973332,0.0014799865,0.020191703,0.0010170934
SRR6038184,8.576218e-05,0.00018093144,0.00061562966,0.9978834,0.00017407975,0.0005626951,0.0004976059
SRR995921,8.37541e-05,0.00017881213,0.0005805631,0.99800533,0.00016818507,0.0005042553,0.00047913616
ERR2511860,8.376597e-05,0.00017882774,0.00058069354,0.99800485,0.00016821403,0.0005044802,0.00047920426
ERR1896923,0.008362628,0.38201657,0.007526792,0.023413934,0.006313481,0.56200546,0.010361074
ERR2835997,0.00077250466,0.0046078656,0.0030857574,0.0033638882,0.0010660335,0.98676884,0.00033519065
ERR1689850,0.0008660418,0.0019354473,0.0101183215,0.0053938576,0.0019290706,0.0011555939,0.9786017
ERR1310963,8.37541e-05,0.00017881213,0.0005805631,0.99800533,0.00016818507,0.0005042553,0.0004791357
ERR488042,0.0013208167,0.0035553828,0.0021636141,0.030828089,0.0035098887,0.9570438,0.0015782859
DRR042876,8.375886e-05,0.00017881596,0.0005806575,0.99800485,0.00016820023,0.0005044012,0.00047918575
ERR2531898,8.3764455e-05,0.00017881853,0.00058067695,0.99800485,0.00016821451,0.00050438056,0.00047920996
SRR7704485,8.3782616e-05,0.00017883495,0.0005808604,0.99800426,0.00016826543,0.0005046189,0.00047932437
SRR6746537,0.0005352599,0.9957961,0.00087763235,0.00045641436,0.00061523484,0.0010774882,0.00064188684
SRR500389,0.00053464883,0.99580103,0.0008768373,0.00045546892,0.0006144358,0.0010769122,0.0006406657
SRR3030597,0.0008526268,0.0012304054,0.0028150363,0.956143,0.0017891804,0.035855167,0.0013145618
ERR1689962,0.0008658249,0.0019351655,0.01010736,0.0053932704,0.0019294567,0.0011552713,0.9786137
DRR042964,8.376165e-05,0.00017881766,0.00058070244,0.99800485,0.00016820985,0.00050445704,0.0004792127
SRR5178649,0.0005346391,0.99580103,0.00087683153,0.00045546395,0.0006144247,0.0010768957,0.000640656
SRR7449061,8.760596e-05,0.00017588769,0.00064606505,0.99784636,0.00018735795,0.00052659085,0.00053013436
ERR2729849,0.82704866,0.04085666,0.036879566,0.025918053,0.025473092,0.019096263,0.024727752
SRR5176058,0.0005346651,0.9958009,0.00087686564,0.00045549212,0.0006144396,0.0010769798,0.00064066926
ERR1428753,0.000866119,0.0019355183,0.010122231,0.0053940606,0.0019289205,0.0011557222,0.97859746
SRR1618114,0.0012074636,0.074554846,0.010724257,0.07833968,0.00476552,0.82700104,0.0034072418
ERR1384580,8.389295e-05,0.0001789124,0.0005831995,0.9979966,0.00016862333,0.00050815486,0.00048058355
ERR981242,8.377309e-05,0.00017882965,0.0005809274,0.99800414,0.00016824294,0.0005048398,0.00047932524
SRR2168025,0.0005347058,0.9958008,0.0008768977,0.00045553787,0.00061448343,0.0010770849,0.00064069184
SRR6413985,8.376628e-05,0.00017881682,0.00058072235,0.99800485,0.00016822077,0.00050442654,0.00047923898
ERR1522970,0.00055403984,0.0030605947,0.0031162095,0.0029040382,0.0008987741,0.9892713,0.00019502759
SRR5915654,0.00061805174,0.99529856,0.00094371237,0.0004905452,0.0006960493,0.0012514307,0.00070182537
DRR024054,8.3942236e-05,0.00017897978,0.00058429106,0.99799263,0.00016876763,0.0005102264,0.00048108675
ERR2784773,8.522474e-05,0.00017955995,0.0006208202,0.9978732,0.00017349407,0.0005676967,0.00050012657
ERR1726029,0.8271399,0.04075823,0.036731407,0.026022097,0.025472283,0.019134464,0.024741717
SRR632434,0.0005346808,0.9958008,0.000876886,0.00045552637,0.000614479,0.0010769324,0.0006407432
