,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR1598078,4.5604425e-05,0.0002767571,0.9996776,0.0
ERR1599603,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599273,4.5604338e-05,0.00027678692,0.9996776,0.0
ERR1598066,4.56374e-05,0.00027702528,0.99967736,0.0
ERR1598263,4.5616256e-05,0.0002767571,0.99967766,0.0
ERR1599229,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598945,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599272,4.5604687e-05,0.00027678692,0.9996776,0.0
ERR1598735,4.560625e-05,0.00027678692,0.99967766,0.0
ERR1598813,4.5625828e-05,0.00027678692,0.9996776,0.0
ERR1598926,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599223,4.5606506e-05,0.0002768465,0.99967754,0.0
ERR1598848,4.560642e-05,0.0002767869,0.9996776,0.0
ERR1598115,4.560695e-05,0.00027684655,0.9996776,0.0
ERR1598154,4.560625e-05,0.00027678692,0.9996776,0.0
ERR1599115,4.5604687e-05,0.00027684652,0.9996776,0.0
ERR1598633,4.5605033e-05,0.0002767571,0.99967766,0.0
ERR1599440,4.5604338e-05,0.00027678692,0.99967766,0.0
ERR1598948,4.5604425e-05,0.0002767571,0.9996776,0.0
ERR1598347,4.5604334e-05,0.0002768465,0.9996776,0.0
ERR1598486,4.5605208e-05,0.00027678692,0.9996776,0.0
ERR1599465,4.5667442e-05,0.00027681672,0.9996775,0.0
ERR1599355,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598963,4.5609646e-05,0.00027684652,0.9996776,0.0
ERR1598917,4.5605993e-05,0.00027684652,0.9996776,0.0
ERR1599488,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599244,4.5604946e-05,0.00027678692,0.99967766,0.0
ERR1599185,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598875,4.5607034e-05,0.00027684652,0.9996776,0.0
ERR1598375,4.5610777e-05,0.00027681672,0.9996776,0.0
ERR1598575,4.5620865e-05,0.00027687626,0.9996775,0.0
ERR1598287,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599602,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599307,4.5605557e-05,0.00027684652,0.9996776,0.0
ERR1599573,4.5604425e-05,0.00027678692,0.9996776,0.0
ERR1599470,4.5645498e-05,0.00027687626,0.9996775,0.0
ERR1599255,4.5604687e-05,0.0002767571,0.9996776,0.0
ERR1598147,4.5605644e-05,0.0002767571,0.9996776,0.0
ERR1598096,4.560477e-05,0.00027684652,0.9996776,0.0
ERR1599224,4.5604338e-05,0.00027678692,0.99967766,0.0
ERR1598800,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598162,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598898,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598130,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599411,4.5605208e-05,0.00027678692,0.9996776,0.0
ERR1599067,4.560425e-05,0.0002767571,0.9996776,0.0
ERR1599425,4.560451e-05,0.0002767869,0.9996776,0.0
ERR1599383,4.56046e-05,0.0002767571,0.9996776,0.0
ERR1599299,4.5605033e-05,0.00027681672,0.9996776,0.0
ERR1598865,4.5608595e-05,0.0002768465,0.99967754,0.0
ERR1599180,4.5637404e-05,0.00027687632,0.99967754,0.0
ERR1598928,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598221,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598481,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598782,4.5615907e-05,0.00027681672,0.99967754,0.0
ERR1599385,4.560729e-05,0.0002768465,0.99967754,0.0
ERR1598123,4.560634e-05,0.00027678692,0.99967766,0.0
ERR1599542,4.5604338e-05,0.0002767571,0.9996776,0.0
ERR1598678,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599407,4.563636e-05,0.0002769061,0.9996775,0.0
ERR1598454,4.560477e-05,0.00027678692,0.9996776,0.0
ERR1599182,4.560921e-05,0.00027678692,0.9996776,0.0
ERR1598303,4.5605382e-05,0.00027684652,0.9996776,0.0
ERR1598719,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599360,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598853,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598472,4.560442e-05,0.0002767869,0.9996776,0.0
ERR1598336,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598686,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599253,4.5604338e-05,0.00027678692,0.9996776,0.0
ERR1599239,4.563523e-05,0.0002767571,0.9996776,0.0
ERR1598342,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598252,4.5604425e-05,0.00027678692,0.9996776,0.0
ERR1598603,4.5604513e-05,0.0002767571,0.9996776,0.0
ERR1599101,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598684,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598843,4.5604764e-05,0.0002767869,0.9996776,0.0
ERR1598480,4.560477e-05,0.00027684652,0.9996776,0.0
ERR1598623,4.560721e-05,0.00027678692,0.9996776,0.0
ERR1599298,4.5604338e-05,0.00027678692,0.9996776,0.0
ERR1598881,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599610,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598127,4.5604338e-05,0.00027678692,0.99967766,0.0
ERR1599592,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599138,4.5604687e-05,0.00027678692,0.9996776,0.0
ERR1598996,4.5667788e-05,0.00027702528,0.99967736,0.0
ERR1599611,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598072,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598790,4.5607732e-05,0.00027678692,0.9996776,0.0
ERR1599390,4.5604338e-05,0.00027678692,0.9996776,0.0
ERR1598709,4.5706485e-05,0.00027678692,0.9996775,0.0
ERR1599293,4.5628007e-05,0.00027687632,0.99967754,0.0
ERR1599165,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599078,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598067,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599632,4.5607376e-05,0.0002768465,0.99967754,0.0
ERR1598833,4.5698376e-05,0.0002769061,0.9996774,0.0
ERR1599443,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599348,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598816,4.560477e-05,0.0002767571,0.9996776,0.0
ERR1599373,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598676,4.560468e-05,0.00027675708,0.9996776,0.0
ERR1598998,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598547,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599048,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599320,4.560512e-05,0.0002767571,0.9996776,0.0
ERR1599194,4.56046e-05,0.00027678692,0.9996776,0.0
ERR1599306,4.5610246e-05,0.0002768465,0.9996776,0.0
ERR1599305,4.5615732e-05,0.00027681672,0.9996776,0.0
ERR1598892,4.5604687e-05,0.0002767571,0.9996776,0.0
ERR1599419,4.5722267e-05,0.00027681672,0.9996774,0.0
ERR1598934,4.5604946e-05,0.00027678692,0.9996776,0.0
ERR1599156,4.5604425e-05,0.0002767571,0.9996776,0.0
ERR1598588,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599178,4.56052e-05,0.00027675708,0.9996776,0.0
ERR1598409,4.5604425e-05,0.00027678692,0.9996776,0.0
ERR1599264,4.560451e-05,0.0002767869,0.9996776,0.0
ERR1599372,4.560547e-05,0.00027684652,0.9996776,0.0
ERR1598465,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599410,4.560477e-05,0.00027684652,0.9996776,0.0
ERR1598238,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599439,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598404,4.5604338e-05,0.00027678692,0.9996776,0.0
ERR1599004,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598158,4.5615383e-05,0.00027681672,0.9996776,0.0
ERR1599527,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599628,4.5607383e-05,0.0002767571,0.9996776,0.0
ERR1599424,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1599580,4.5605295e-05,0.00027684652,0.9996776,0.0
ERR1598752,4.56086e-05,0.0002767571,0.9996776,0.0
ERR1598781,4.560442e-05,0.0002767869,0.9996776,0.0
ERR1599625,4.560425e-05,0.00027678692,0.99967766,0.0
ERR1598640,4.5604687e-05,0.00027684652,0.9996776,0.0
ERR1598331,4.56046e-05,0.0002767571,0.9996776,0.0
ERR1599288,4.5608507e-05,0.0002768465,0.99967754,0.0
ERR1598616,4.560834e-05,0.00027678692,0.9996776,0.0
ERR1599491,4.561391e-05,0.00027681672,0.9996776,0.0
ERR1599168,4.5609115e-05,0.0002768167,0.9996776,0.0
ERR1598503,4.5605993e-05,0.0002767571,0.99967766,0.0
ERR1599047,4.560442e-05,0.00027675708,0.9996776,0.0
ERR2189587,0.9871533,0.006949806,0.0058968444,0.0
ERR2189330,0.98715603,0.0069461125,0.005897803,0.0
ERR2189055,0.98715615,0.006946172,0.0058976864,0.0
ERR2189551,0.9871538,0.0069474843,0.005898794,0.0
ERR2189277,0.98715615,0.0069460543,0.005897804,0.0
ERR2189556,0.98715603,0.0069461125,0.005897803,0.0
ERR2189222,0.98715603,0.0069461125,0.005897803,0.0
ERR2189441,0.9871343,0.0069758086,0.005889838,0.0
ERR2189679,0.98715603,0.0069461125,0.005897803,0.0
ERR2189706,0.98715603,0.0069461125,0.005897803,0.0
ERR2189558,0.9871443,0.0069599417,0.005895734,0.0
ERR2189416,0.98714674,0.006958894,0.00589436,0.0
ERR2189486,0.9871082,0.0070111887,0.005880669,0.0
ERR2189367,0.98715603,0.0069461125,0.0058977446,0.0
ERR2189533,0.98715556,0.006946846,0.0058975355,0.0
ERR2189636,0.98711616,0.0069996663,0.0058841347,0.0
ERR2189307,0.98715603,0.0069461125,0.005897803,0.0
ERR2189652,0.9871465,0.0069583636,0.0058951555,0.0
ERR2189411,0.98712015,0.006994803,0.0058849826,0.0
ERR2189280,0.9871499,0.006954467,0.005895646,0.0
ERR2189176,0.9871553,0.0069471975,0.0058976226,0.0
ERR2189321,0.98715615,0.0069460543,0.005897804,0.0
ERR2189632,0.98707473,0.0070340633,0.0058911964,0.0
ERR2189128,0.9871559,0.0069462294,0.005897832,0.0
ERR2189438,0.9871541,0.0069488985,0.005897026,0.0
ERR2189481,0.9871401,0.0069678356,0.0058920826,0.0
ERR2189756,0.98715603,0.0069461125,0.005897803,0.0
ERR2189318,0.98714614,0.0069488804,0.0059049707,0.0
ERR2189418,0.9871421,0.006964844,0.0058931257,0.0
ERR2189039,0.9871543,0.0069484278,0.005897174,0.0
ERR2189291,0.98715603,0.0069461125,0.0058977446,0.0
ERR2189475,0.9871361,0.006972494,0.005891265,0.0
ERR2189638,0.9871559,0.0069462894,0.005897774,0.0
ERR2189138,0.98714685,0.0069587477,0.0058944784,0.0
ERR2189251,0.9871487,0.006956168,0.005895138,0.0
ERR2189642,0.98714894,0.0069488133,0.005902278,0.0
ERR2189654,0.98715574,0.006946493,0.0058977716,0.0
ERR2189543,0.9871554,0.0069472273,0.005897475,0.0
ERR2189424,0.98714924,0.006955229,0.0058955243,0.0
ERR2189715,0.98715615,0.0069460543,0.005897804,0.0
ERR2189085,0.98715025,0.006952998,0.00589671,0.0
ERR2189529,0.9871558,0.006946494,0.0058977134,0.0
ERR2189252,0.98715603,0.0069461125,0.005897803,0.0
ERR2189671,0.98715365,0.0069494257,0.0058969054,0.0
ERR2189392,0.98715603,0.0069461125,0.005897803,0.0
ERR2189489,0.98715603,0.0069461125,0.005897803,0.0
ERR2189718,0.9871526,0.0069506555,0.005896693,0.0
ERR2189523,0.98715484,0.006947872,0.0058973837,0.0
ERR2189247,0.9871558,0.0069463467,0.0058977725,0.0
ERR2189602,0.98715603,0.0069461125,0.005897803,0.0
ERR2189527,0.98715603,0.006946142,0.0058978326,0.0
ERR2189633,0.98715603,0.0069461125,0.005897803,0.0
ERR2189744,0.98715603,0.0069461125,0.005897803,0.0
ERR2188902,0.98715603,0.0069461125,0.005897803,0.0
ERR2189660,0.9871527,0.006950745,0.0058965464,0.0
ERR2189742,0.98715603,0.0069461125,0.005897803,0.0
ERR2189225,0.9871483,0.0069568716,0.005894988,0.0
ERR2189749,0.9871542,0.0069486923,0.005897085,0.0
ERR2189547,0.98715603,0.0069461125,0.005897803,0.0
ERR2189721,0.98715603,0.0069461125,0.005897803,0.0
ERR2188983,0.98715323,0.0069500706,0.0058967555,0.0
ERR2189327,0.98715603,0.0069461125,0.005897803,0.0
ERR2188958,0.9871556,0.0069468752,0.005897624,0.0
ERR2189616,0.98715603,0.0069461125,0.0058977446,0.0
ERR2189288,0.98715603,0.0069461125,0.005897803,0.0
ERR2189242,0.98715556,0.006946816,0.005897624,0.0
ERR2240497,0.00031644388,0.994822,0.004861483,0.0
ERR2240343,0.00031644388,0.994822,0.004861483,0.0
ERR2240257,0.00031644388,0.994822,0.004861483,0.0
ERR2240173,0.00031644388,0.994822,0.004861483,0.0
ERR2240692,0.00031644388,0.994822,0.004861483,0.0
ERR2240362,0.00031644388,0.994822,0.004861483,0.0
ERR2240565,0.00031644388,0.994822,0.004861483,0.0
ERR2240718,0.00031644388,0.994822,0.004861483,0.0
ERR2240413,0.00031644388,0.994822,0.004861483,0.0
ERR2240770,0.00031644388,0.994822,0.004861483,0.0
ERR2240197,0.00031644388,0.994822,0.004861483,0.0
ERR2240633,0.00031644388,0.994822,0.004861483,0.0
ERR2240368,0.00031644388,0.994822,0.004861483,0.0
ERR2240308,0.00038482744,0.92158246,0.07803275,0.0
ERR2240382,0.00031644388,0.994822,0.004861483,0.0
ERR2240547,0.0008136928,0.51298,0.42189562,0.06431067
ERR2240364,0.0003642192,0.9326721,0.06696373,0.0
ERR2240347,0.00031644388,0.994822,0.004861483,0.0
ERR2240702,0.00036151658,0.93406785,0.06557066,0.0
ERR2240518,0.00031644388,0.994822,0.004861483,0.0
ERR2240403,0.00031644388,0.994822,0.004861483,0.0
ERR2240556,0.00095683336,0.03427893,0.6742297,0.29053456
ERR2240184,0.00031644388,0.994822,0.004861483,0.0
ERR2240252,0.00031644388,0.994822,0.004861483,0.0
ERR2240441,0.00031644388,0.994822,0.004861483,0.0
ERR2240744,0.00031644388,0.994822,0.004861483,0.0
ERR2240315,0.00031644388,0.994822,0.004861483,0.0
ERR2240747,0.00031644388,0.994822,0.004861483,0.0
ERR2240735,0.00031644388,0.994822,0.004861483,0.0
ERR2240260,0.00031644388,0.994822,0.004861483,0.0
ERR2240635,0.00031644388,0.994822,0.004861483,0.0
ERR2240507,0.00031644388,0.994822,0.004861483,0.0
ERR2240355,0.00031644388,0.994822,0.004861483,0.0
ERR2240733,0.00031644388,0.994822,0.004861483,0.0
ERR2240688,0.00031644388,0.994822,0.004861483,0.0
ERR2240188,0.00031644388,0.994822,0.004861483,0.0
ERR2240726,0.00031644388,0.994822,0.004861483,0.0
ERR2240447,0.00036814174,0.99516433,0.004467599,0.0
ERR2240561,0.00031644388,0.994822,0.004861483,0.0
ERR2240530,0.00031644388,0.994822,0.004861483,0.0
ERR2240495,0.00031644388,0.994822,0.004861483,0.0
ERR2240159,0.00032144962,0.9948433,0.0048352396,0.0
ERR2240753,0.00031644388,0.994822,0.004861483,0.0
ERR2240289,0.00031644388,0.994822,0.004861483,0.0
ERR2240227,0.00031644388,0.994822,0.004861483,0.0
ERR2240473,0.00031644388,0.994822,0.004861483,0.0
ERR2240457,0.00031644388,0.994822,0.004861483,0.0
ERR2240376,0.00031644388,0.994822,0.004861483,0.0
ERR2240358,0.00031644388,0.994822,0.004861483,0.0
ERR2240776,0.00031644388,0.994822,0.004861483,0.0
ERR2240276,0.00031644388,0.994822,0.004861483,0.0
ERR2240629,0.00031644388,0.994822,0.004861483,0.0
ERR2539600,4.5604338e-05,0.0002767571,0.9996776,0.0
ERR2539508,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539780,4.5695393e-05,0.0002778297,0.99967647,0.0
ERR2539638,4.5607732e-05,0.00027681672,0.9996776,0.0
ERR2539833,4.5648983e-05,0.00027681672,0.99967754,0.0
ERR2539740,4.5604513e-05,0.00027684652,0.9996776,0.0
ERR2539650,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539972,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539693,4.565577e-05,0.00027714446,0.99967724,0.0
ERR2539957,4.5604338e-05,0.0002767571,0.9996776,0.0
ERR2539859,4.5604338e-05,0.00027678692,0.9996776,0.0
ERR2539745,4.61472e-05,0.000276638,0.99967724,0.0
ERR2539916,4.5604334e-05,0.0002768465,0.9996776,0.0
ERR2539533,4.5652116e-05,0.0002769955,0.99967736,0.0
ERR2539456,4.5901354e-05,0.00027902148,0.9996751,0.0
ERR2539503,4.6086934e-05,0.00028146454,0.9996725,0.0
ERR2539789,4.5616427e-05,0.00027693587,0.9996774,0.0
ERR2539644,4.5667613e-05,0.00027702528,0.9996773,0.0
ERR2540269,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539538,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539962,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2540026,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539793,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2540274,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539883,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539901,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539493,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539569,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2540025,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2540011,4.5604425e-05,0.00027684652,0.9996776,0.0
ERR2539486,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539689,4.5621466e-05,0.00027702522,0.99967736,0.0
ERR2539570,4.5604425e-05,0.00027678692,0.9996776,0.0
ERR2539792,4.591837e-05,0.00027771055,0.9996764,0.0
ERR2539807,4.5604425e-05,0.00027678692,0.99967766,0.0
ERR2539927,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2540004,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539536,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539680,4.5605993e-05,0.0002767571,0.9996776,0.0
ERR2539868,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539630,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539585,4.5604338e-05,0.0002767571,0.9996776,0.0
ERR2539640,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539969,4.560512e-05,0.0002767571,0.9996776,0.0
ERR2539843,4.560425e-05,0.00027678692,0.99967766,0.0
ERR2539730,4.5629396e-05,0.00027687632,0.99967754,0.0
ERR2539682,4.5605208e-05,0.0002767571,0.9996776,0.0
ERR2539557,4.5605375e-05,0.0002768167,0.99967754,0.0
ERZ654452,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653135,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ1027178,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ652969,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653794,4.562208e-05,0.00027687626,0.9996775,0.0
ERZ653880,4.5611123e-05,0.00027681672,0.9996776,0.0
ERZ654205,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653540,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ652872,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653763,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ1026912,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654245,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654318,4.56046e-05,0.0002767571,0.9996776,0.0
ERZ653482,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653107,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ652885,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654393,4.565185e-05,0.00027687626,0.9996775,0.0
ERZ653807,4.5604334e-05,0.00027675708,0.9996776,0.0
ERZ653958,4.5604338e-05,0.00027678692,0.9996776,0.0
ERZ653354,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653605,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653093,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653095,4.860615e-05,0.0002754763,0.9996759,0.0
ERZ652924,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653663,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653238,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654185,4.560451e-05,0.0002767869,0.9996776,0.0
ERZ654170,4.6076577e-05,0.00028083887,0.99967307,0.0
ERZ652813,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653024,4.5891375e-05,0.00027899168,0.99967515,0.0
ERZ652860,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653214,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653654,4.560512e-05,0.00027684652,0.9996776,0.0
ERZ653619,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653681,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653816,0.00095796585,0.031057835,0.68445957,0.28352463
ERZ1026913,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654087,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ1027012,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653305,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654197,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654560,4.60041e-05,0.0002779191,0.99967605,0.0
ERZ652831,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653551,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ653967,4.5611378e-05,0.0002768167,0.99967754,0.0
ERZ654084,4.5784465e-05,0.00027815747,0.9996761,0.0
ERZ654009,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ1026916,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ1027129,4.5968834e-05,0.00027833626,0.9996757,0.0
ERZ652998,0.0008136928,0.51298,0.42189562,0.06431067
ERZ654468,4.560451e-05,0.00027675708,0.9996776,0.0
ERZ653211,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ652784,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654123,4.5605026e-05,0.0002768465,0.9996776,0.0
ERZ1027146,4.560512e-05,0.00027684652,0.9996776,0.0
ERZ653683,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ652850,4.560425e-05,0.00027678692,0.99967766,0.0
ERZ654520,4.560425e-05,0.00027678692,0.99967766,0.0
