,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Mammals:Digestive_system:Stomach:Rumen,Unknown
ERR309302,0.001088649,9.320526e-05,0.00061935186,8.360405e-05,0.9981152
ERR309367,0.9927726,1.1750475e-05,0.00025564432,0.000119439275,0.0068405867
ERR309258,0.0009900928,7.2134804e-05,0.0005813837,8.582574e-05,0.9982706
ERR309326,0.8423917,6.639237e-05,0.00024214387,7.4151634e-05,0.15722561
ERR309522,0.002540499,8.0864615e-05,0.0008508861,0.00014036894,0.99638736
ERR309373,0.0006530285,4.7182533e-05,0.0004478395,8.410578e-05,0.99876785
ERR308775,0.0008725822,7.0143185e-05,0.00054341555,8.018009e-05,0.99843365
ERR309013,0.00057682395,4.773033e-05,0.00038552284,7.824075e-05,0.9989117
ERR308365,0.00062796474,5.1037212e-05,0.00043985248,7.6874145e-05,0.9988043
ERR308496,0.0013706982,6.1744315e-05,0.00044125319,8.990652e-05,0.9980364
ERR308797,0.0006815493,5.801813e-05,0.00046864152,7.514214e-05,0.99871665
ERR309659,0.0043463707,0.0007585287,0.002269566,0.000328362,0.9922972
ERR309127,0.0013667345,0.00012505054,0.003914416,0.00010895334,0.99448484
ERR309389,0.00073230267,0.000118010736,0.0005836189,8.301121e-05,0.99848306
ERR308841,0.0006483495,4.9948307e-05,0.0004452169,7.9400816e-05,0.9987771
ERR308758,0.005119264,8.111347e-05,0.00037243962,0.000121584024,0.9943056
ERR309284,0.0007099509,5.2510975e-05,0.00047180057,8.1194965e-05,0.9986845
ERR308770,0.00312227,9.32554e-05,0.0008890331,0.0019066334,0.9939888
ERR309395,0.9970057,1.2599425e-05,0.0005373359,0.00012671947,0.002317667
ERR308726,0.0005803406,5.0480146e-05,0.00042110682,7.362385e-05,0.9988744
ERR308790,0.0007534921,0.00020074844,0.0006611943,8.87599e-05,0.9982958
ERR309353,0.00086018443,5.7289177e-05,0.00046098232,7.7965524e-05,0.99854356
ERR308345,0.0009766817,7.6123004e-05,0.00048312545,6.7479785e-05,0.9983966
ERR309061,0.0005940497,4.9427348e-05,0.0004247427,7.606212e-05,0.9988557
ERR309482,0.00078350306,6.520056e-05,0.00043410063,6.3703985e-05,0.9986535
ERR308501,0.0007233918,6.798115e-05,0.0005303323,7.872186e-05,0.9985996
ERR309532,0.0005879104,4.679335e-05,0.00037810206,8.114519e-05,0.9989061
ERR308305,0.99576294,2.6487858e-05,0.0009236932,0.0001514554,0.0031354427
ERR309117,0.00074869394,6.429964e-05,0.00048074126,7.178939e-05,0.99863446
ERR309300,0.00077837706,6.3304695e-05,0.0005084276,7.8128156e-05,0.99857175
ERR309786,0.00090041757,6.3012085e-05,0.00037667155,6.18291e-05,0.9985981
ERR309713,0.0007947087,5.845466e-05,0.0004942417,8.038582e-05,0.99857223
ERR309313,0.0020219982,0.0008530617,0.00079086423,8.2845916e-05,0.9962512
ERR309817,0.0007958114,8.372405e-05,0.0005557835,7.771158e-05,0.998487
ERR309503,0.0022771657,0.00031158328,0.0013969541,0.00020763278,0.9958067
ERR309700,0.0006554723,5.444117e-05,0.00045225024,7.516063e-05,0.99876267
ERR308908,0.0024476945,5.6469344e-05,0.0002644956,0.0001809895,0.99705034
ERR308402,0.0006099045,5.259668e-05,0.0004595518,7.5445445e-05,0.9988025
ERR308778,0.00064104795,5.3409316e-05,0.0004441142,7.438217e-05,0.99878705
ERR309101,0.00060129166,4.7207017e-05,0.00042769313,8.0245576e-05,0.99884355
ERR308507,0.00066277385,5.5462006e-05,0.000451684,7.3824864e-05,0.99875623
ERR309207,0.074845135,3.7905214e-05,8.240064e-05,0.00021314621,0.9248214
