,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections,Unknown
SRR5429226,0.04148904,0.02727437,0.83895034,0.09228632,0.0
SRR5548347,0.0440678,0.000888288,0.00039845705,0.01157552,0.94306993
SRR5078789,0.009303778,0.00040715933,0.00045898557,0.008006781,0.9818233
SRR5637777,0.36525205,0.0016676188,0.00012011116,0.030131936,0.60282826
SRR051715,0.89606375,0.03394416,0.0009818375,0.0021826625,0.066827595
SRR961790,0.07485497,0.0005414486,0.00020754337,0.029848307,0.8945477
SRR5549011,0.94253325,0.009343743,0.0007985532,0.024827749,0.0224967
ERR525995,0.94478583,0.011472136,0.00024700165,0.008023769,0.03547132
SRR5343194,0.78448164,0.015817344,0.0009197295,0.0013828874,0.19739836
SRR5761712,0.045972586,0.013359636,0.0013156533,0.005559057,0.93379307
SRR6724520,0.15863757,0.7719687,0.0636902,0.0057035224,0.0
SRR6331198,0.012640893,0.00017544627,0.002141118,0.10346305,0.8815795
SRR7507646,0.020242482,0.0008368194,0.0007568002,0.0066223145,0.9715416
SRR6182532,0.010733813,0.0005815625,0.0005737543,0.008013099,0.9800978
SRR5757906,0.001798122,0.003942285,0.035246838,0.95901275,0.0
SRR6265561,0.014241636,0.0005134344,0.0005698204,0.012135476,0.97253966
SRR5202839,0.008500516,0.00038549304,0.0004439056,0.008392841,0.9822773
SRR1766081,0.02591011,0.00064849854,0.00045371056,0.0079110265,0.9650767
SRR5202912,0.8124633,0.013110787,0.00051772594,0.0031910837,0.17071712
SRR5758090,0.013843983,0.00018298626,0.038906753,0.8862679,0.060798407
SRR1008768,0.945299,0.018681794,0.0005875528,0.011182517,0.024249077
SRR6264714,0.019639045,0.0005440712,0.0014638901,0.043969035,0.934384
SRR5580452,0.013278991,0.00048333406,0.0004709959,0.008096397,0.9776703
SRR5648997,0.012258679,0.0004581213,0.00042822957,0.009213805,0.97764117
SRR6182360,0.012345552,0.00056660175,0.0005643666,0.008693218,0.9778303
SRR5548686,0.9101137,0.027955383,0.0025477707,0.012628347,0.046754837
SRR1765993,0.04847011,0.0009107888,0.00039696693,0.008949459,0.9412727
ERR209579,0.41867048,0.0024601817,0.0001808703,0.024944365,0.5537441
ERR209481,0.034640163,0.0009202957,0.00057742,0.00603199,0.95783013
SRR5983392,0.7871158,0.08934471,0.0070402324,0.0036400855,0.11285913
SRR5758025,0.05546415,0.00024423003,8.4287574e-05,0.13049689,0.81371045
SRR5648773,0.014689475,0.00049069524,0.0004271567,0.008889943,0.9755027
SRR5983278,0.24801415,0.0021402538,0.00027132034,0.020252764,0.7293215
SRR6724436,0.29462948,0.68254125,0.0142307775,0.008598458,0.0
SRR6724560,0.21655446,0.75745845,0.018914778,0.0070722396,0.0
ERR719740,0.055611044,0.0014202297,0.0006596148,0.014951378,0.92735773
ERR505100,0.6267138,0.007685393,0.00041893125,0.00409624,0.36108565
SRR5548426,0.36799887,0.00069335103,0.0014471114,0.32315996,0.3067007
SRR5202936,0.0096972585,0.00040856004,0.00043985248,0.008522391,0.98093194
ERR720068,0.012168765,0.00044968724,0.00047391653,0.008443326,0.9784643
SRR5649116,0.007939696,0.00036901236,0.00043910742,0.008557171,0.982695
ERR525972,0.62391204,0.004817575,0.00024837255,0.015134782,0.3558873
SRR5649083,0.03366986,0.00086060166,0.0005347729,0.009140134,0.95579463
SRR5078708,0.009570301,0.00041753054,0.00046390295,0.007935226,0.98161304
SRR6182381,0.025622308,0.0008074641,0.0006352961,0.0075543523,0.96538055
ERR695632,0.0191454,0.0005340576,0.00040736794,0.009568006,0.97034514
SRR7507337,0.011053205,0.0004374087,0.00048658252,0.0073076785,0.98071516
SRR5548693,0.89637387,0.007548809,0.00024610758,0.0127951205,0.083036065
SRR051686,0.01734668,0.0005930662,0.00047415495,0.008535206,0.9730509
SRR5343090,0.008835524,0.0006428063,0.0006748736,0.008402675,0.9814441
ERR719243,0.016661942,0.0004968941,0.00042036176,0.0091198385,0.97330093
SRR5548032,0.9610088,0.014924735,0.00025373697,0.007853419,0.015959263
SRR6424580,0.013871133,0.00018325448,0.03891322,0.88622004,0.060812354
SRR5429353,0.018587925,0.017080354,0.8742167,0.09011507,0.0
ERR719216,0.035369784,0.0006430447,0.00043970346,0.017182559,0.9463649
SRR6265091,0.5974436,0.26548037,0.12448189,0.008199364,0.0043947697
ERR209223,0.060023487,0.0017616451,0.0005285442,0.0058944225,0.9317919
ERR209474,0.018829972,0.0005363822,0.0004246235,0.009065539,0.9711435
SRR6876227,0.03260964,0.00047305226,0.0002655387,0.023258716,0.94339305
SRR5648946,0.011307329,0.00044879317,0.0004671812,0.008138835,0.97963786
SRR5548411,0.95951855,0.014104664,0.0002630353,0.0077213645,0.018392384
SRR6185220,0.016696125,0.00061404705,0.00049221516,0.006940335,0.9752573
ERR321078,0.017206758,0.0005375445,0.00044232607,0.010033995,0.97177935
SRR7507318,0.016357273,0.00057795644,0.0007285774,0.009382248,0.9729539
ERR719217,0.031885326,0.0006236136,0.00045001507,0.016066492,0.9509746
ERR720195,0.009025276,0.0003899634,0.00043269992,0.008760482,0.98139155
SRR6265651,0.01295203,0.00048679113,0.00047147274,0.008396149,0.97769356
SRR961835,0.070861906,0.00047248602,0.0134346485,0.6282945,0.2869364
SRR5637774,0.006503463,0.0027163029,0.0519737,0.069719076,0.86908746
SRR5813186,0.07382721,0.0011594892,0.00029361248,0.012851536,0.91186816
ERR719255,0.025588423,0.000682801,0.00048094988,0.007217258,0.9660306
SRR6928744,0.06434587,0.00042283535,0.00013357401,0.058962673,0.87613505
