,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections:Clostridium Infections,Unknown
SRR5429353,0.0053001344,0.004196942,0.008606225,0.9818967
ERR719216,0.028560877,0.027929246,0.01859647,0.9249134
SRR6265091,0.022980332,0.86960214,0.04615909,0.061258435
ERR209223,0.0041826665,0.06312734,0.036827296,0.8958627
ERR209474,0.00740999,0.06360072,0.024697036,0.9042922
SRR6876227,0.0030400753,0.014631063,0.009221941,0.9731069
SRR5648946,0.0058819354,0.005622655,0.009561062,0.97893435
SRR5548411,0.02817496,0.9212983,0.050526824,0.0
SRR6185220,0.00632298,0.02821365,0.0059357285,0.9595276
ERR321078,0.007380724,0.004570991,0.012496591,0.9755517
SRR7507318,0.010276258,0.0019867718,0.020213813,0.96752316
ERR719217,0.025133044,0.024737537,0.018599987,0.9315294
ERR720195,0.0036908686,0.007347077,0.0046801567,0.9842819
SRR6265651,0.005354494,0.0047101676,0.0093818605,0.9805535
SRR961835,0.0034531057,0.17678759,0.59838426,0.22137505
SRR5637774,0.0048235655,0.0048830807,0.009954274,0.98033905
SRR5813186,0.014226615,0.03346756,0.0034680367,0.94883776
ERR719255,0.003144145,0.05322659,0.013328999,0.93030024
SRR6928744,0.01838252,0.0027005076,0.014889687,0.9640273
SRR6265426,0.0041486323,0.0061020255,0.005752951,0.9839964
ERR209479,0.005671382,0.014175236,0.005469531,0.9746839
SRR6331145,0.008339018,0.58701515,0.07368451,0.3309613
SRR5813259,0.002962321,0.024395317,0.006202996,0.96643937
SRR6182467,0.00898689,0.0038431585,0.014131457,0.9730385
SRR5602234,0.0041348934,0.18421674,0.09877533,0.71287304
SRR5803696,0.0069161355,0.0048115253,0.008952469,0.9793199
SRR5399530,0.0018799603,0.020958573,0.0013071299,0.97585434
SRR5649073,0.00285694,0.013361633,0.0059954226,0.977786
SRR6264189,0.0022289157,0.01754722,0.024366021,0.9558579
SRR5203248,0.008544385,0.0023126602,0.017051548,0.97209144
SRR6182431,0.0018775761,0.2851659,0.008448362,0.7045082
SRR5651464,0.011528283,0.21084028,0.0013454854,0.77628595
SRR5609991,0.0027558208,0.01570654,0.0058426857,0.97569495
SRR6357161,0.0032551587,0.008921027,0.003592044,0.98423177
SRR5428889,0.0061060786,0.003347665,0.011072814,0.9794735
SRR5079029,0.002907157,0.01072076,0.004870057,0.98150206
SRR5078832,0.0027070642,0.011656761,0.004668653,0.9809675
SRR5761664,0.03239569,0.0041377544,0.009458065,0.95400846
SRR5548733,0.025982946,0.011525065,0.098226786,0.8642652
SRR1766010,0.021324337,0.0029899776,0.014192551,0.96149313
SRR5602264,0.00810039,0.0022429228,0.017416328,0.9722403
ERR719855,0.0046035945,0.008878112,0.006239891,0.9802784
SRR6264354,0.0060089827,0.0034256577,0.010669887,0.9798955
SRR6424694,0.0017566383,0.08176345,0.9010742,0.015405774
SRR5947824,0.009403586,0.50950104,0.012097776,0.4689976
ERR719866,0.0050334632,0.008170426,0.006459117,0.980337
ERR526019,0.0033867657,0.21589303,0.045824677,0.7348955
ERR321443,0.0026656687,0.06777489,0.011382401,0.918177
SRR5578987,0.0026912987,0.0120277405,0.0032031536,0.98207784
SRR6265150,0.006454438,0.0030698478,0.0121899545,0.9782858
SRR5079119,0.003450483,0.008675873,0.005299568,0.9825741
ERR209172,0.007989049,0.0028063655,0.014372736,0.9748318
SRR6901799,0.0028369129,0.013369828,0.004872471,0.9789208
SRR2914210,0.0019042492,0.020472467,0.0013396442,0.97628367
SRR5431392,0.006598532,0.003731966,0.012711018,0.9769585
SRR5649169,0.0047192276,0.00500229,0.007023245,0.98325527
SRR5577153,0.03409946,0.91157854,0.03494847,0.019373536
SRR5866418,0.02889657,0.0040879846,0.009702295,0.9573132
SRR6724406,0.010627806,0.012750685,0.0031391084,0.9734824
ERR719857,0.0050011575,0.012009233,0.0060810447,0.97690856
SRR5548541,0.07097477,0.8761778,0.02069801,0.032149434
SRR5431255,0.008366197,0.0020463765,0.019339055,0.97024834
SRR5758165,0.0014316142,0.04025659,0.16509911,0.79321265
ERR720074,0.0036907196,0.007877171,0.005574435,0.9828577
SRR6264072,0.0020960867,0.01801601,0.002239257,0.9776486
SRR6424677,0.0013311207,0.069719374,0.89524776,0.033701777
ERR209728,0.0050175786,0.043846756,0.008918911,0.94221675
SRR6264781,0.009146661,0.003202349,0.013650715,0.9740003
SRR5802234,0.0024974942,0.013864309,0.0053798854,0.9782583
SRR6724378,0.004969448,0.0050075054,0.006926477,0.9830966
SRR5078766,0.0022423267,0.015601456,0.004687935,0.97746825
SRR2142209,0.023471504,0.50076467,0.00468418,0.4710796
SRR5796802,0.026576102,0.36606586,0.1892322,0.41812587
SRR6724552,0.0026683211,0.012162417,0.0024631321,0.9827061
SRR6724557,0.0071605444,0.09878075,0.0011838675,0.89287484
SRR6182348,0.0046060383,0.0054838657,0.008641422,0.98126864
SRR6264897,0.008964747,0.0018278062,0.021861792,0.96734565
SRR5079211,0.0026756525,0.012778282,0.006343484,0.9782026
SRR5078668,0.0032046437,0.009149432,0.0034831762,0.98416275
ERR719737,0.0074654818,0.074793875,0.014843911,0.90289676
SRR5802289,0.0048463047,0.006434709,0.0071183443,0.98160064
SRR5802392,0.0031047463,0.009570032,0.0042303503,0.9830949
SRR5796813,0.062772214,0.008109748,0.01399526,0.91512275
SRR6330921,0.00442183,0.005620569,0.0066878498,0.98326975
SRR5610129,0.00848341,0.0023038685,0.01703003,0.9721827
SRR5803668,0.0049889386,0.47059268,0.014087796,0.51033056
SRR7507515,0.011122167,0.0144096315,0.025380343,0.94908786
SRR6265359,0.0036961436,0.15533906,0.08149865,0.7594662
SRR6928812,0.0035455525,0.008611947,0.012438834,0.97540367
SRR5813389,0.0035178363,0.015983105,0.004413128,0.9760859
SRR5758010,0.0015105307,0.05392602,0.5910472,0.35351622
ERR719716,0.0065377653,0.008058906,0.011348397,0.97405493
SRR6474209,0.01567778,0.0029538274,0.013691962,0.9676764
SRR5020893,0.008694977,0.0019292533,0.020639569,0.9687362
SRR1693267,0.3683733,0.1286912,0.00064980984,0.5022857
SRR5629093,0.0032654405,0.009118706,0.01739353,0.97022235
ERR634984,0.010181516,0.10616818,0.3567928,0.5268575
ERR719183,0.022414953,0.009072363,0.010755122,0.9577576
SRR5610127,0.008321464,0.0033383071,0.012485951,0.9758543
SRR5218343,0.0036770403,0.038487524,0.0029999912,0.9548354
ERR695633,0.03608492,0.008557618,0.0067920685,0.94856536
SRR5757869,0.0015287995,0.10607648,0.8459122,0.046482503
ERR719287,0.0031401217,0.016683638,0.009579718,0.97059655
SRR5649192,0.6234385,0.08457059,0.0018369853,0.29015398
SRR5610049,0.008861572,0.0054447353,0.011508405,0.9741853
SRR5648963,0.046991378,0.005427897,0.0077499747,0.9398308
SRR5078745,0.0038926601,0.0067139864,0.0055916607,0.9838017
SRR5020909,0.30505985,0.049559057,0.0014751554,0.64390594
SRR5637743,0.0057350397,0.004098654,0.012621522,0.9775448
ERR209710,0.02918896,0.7172768,0.009124279,0.24440992
DRR092047,0.009353101,0.0017912388,0.02238053,0.9664751
ERR525831,0.0037216246,0.05835429,0.007925957,0.92999816
SRR1009033,0.026503764,0.92661446,0.046881743,0.0
ERR526081,0.02133298,0.8751154,0.094516546,0.0090351105
SRR6185171,0.001983881,0.041021913,0.0070188344,0.9499754
ERR209455,0.0056940615,0.009072781,0.0069116354,0.97832155
SRR6264422,0.008382052,0.0034393966,0.011496097,0.9766824
SRR1766087,0.014063537,0.0033771396,0.012372404,0.97018695
SRR5548597,0.03620264,0.9064896,0.011745006,0.045562744
ERR321153,0.021024585,0.094296336,0.00693807,0.877741
SRR5983430,0.018812537,0.8177357,0.025496483,0.13795531
SRR6724426,0.00459823,0.005210221,0.006629914,0.98356164
SRR6264741,0.0015869141,0.037751615,0.0024394393,0.95822203
SRR7690207,0.0050908923,0.025989175,0.002699256,0.9662207
SRR5648991,0.011137605,0.0022648275,0.017733097,0.96886444
SRR5903321,0.002734542,0.013773352,0.0075240135,0.9759681
SRR5079024,0.026663303,0.0035877824,0.011333913,0.95841503
SRR5203129,0.015693903,0.0024677813,0.016775519,0.9650628
ERR719549,0.014222264,0.059276074,0.0057397187,0.92076194
SRR6264048,0.0048224926,0.004932791,0.0085915625,0.98165315
SRR5763476,0.009183615,0.0017578304,0.022820264,0.96623826
SRR5629112,0.0039168894,0.13503337,0.04697311,0.81407666
ERR719505,0.012316257,0.004346609,0.012166411,0.9711707
SRR5983269,0.025214761,0.82216597,0.02665031,0.12596893
SRR6264765,0.002328992,0.01764059,0.0039063096,0.9761241
SRR6474317,0.0027050674,0.018566757,0.0055287182,0.9731995
ERR719974,0.007187426,0.009547681,0.007623732,0.97564113
ERR011275,0.17580074,0.42114255,0.00046637654,0.4025904
SRR5758027,0.008714944,0.012961924,0.008375645,0.96994746
SRR5651397,0.0018349886,0.01966849,0.027518213,0.9509783
SRR5203212,0.012344569,0.002157718,0.018988043,0.9665097
ERR719758,0.0064219236,0.02399081,0.020408392,0.9491789
ERR1809130,0.003170818,0.029479623,0.012828499,0.95452106
SRR5079209,0.0042330027,0.005975634,0.006488025,0.9833033
SRR5202893,0.009269834,0.0017462075,0.022995353,0.96598864
SRR6724534,0.0035347044,0.06885263,0.0048843026,0.92272836
SRR6331462,0.0031394064,0.027527004,0.016066462,0.9532671
SRR5602312,0.009791225,0.0033420324,0.01295349,0.97391325
SRR7507459,0.004917383,0.0073615015,0.008413225,0.9793079
SRR5091599,0.0056452453,0.021428406,0.008432925,0.9644934
SRR6182409,0.004907608,0.18930084,0.005346656,0.8004449
SRR6264885,0.0057809353,0.00654912,0.010071814,0.97759813
SRR6265663,0.004262686,0.006195396,0.008115858,0.98142606
SRR5078673,0.018221289,0.004249543,0.01085189,0.9666773
SRR6265605,0.0027818084,0.012462258,0.021427184,0.9633287
SRR5648906,0.008847088,0.0031639636,0.012829155,0.97515976
SRR5343144,0.007281393,0.0025357008,0.015061319,0.9751216
SRR5758081,0.002625078,0.014609486,0.17094922,0.8118162
SRR5813465,0.015079409,0.078279644,0.006914884,0.89972603
SRR5602002,0.009210885,0.0017519593,0.022906959,0.9661302
SRR5802399,0.0013852417,0.03572312,0.0041870475,0.9587046
SRR6331286,0.009213537,0.0017516613,0.023224473,0.9658103
SRR5078648,0.002902329,0.010479003,0.004748404,0.9818703
SRR5079216,0.0026853085,0.012421429,0.006498456,0.9783948
ERR525854,0.0009974837,0.05452606,0.29825282,0.64622366
SRR5078900,0.018610477,0.0073028207,0.009349346,0.96473736
ERR011350,0.00778085,0.0023920834,0.016708612,0.9731184
SRR5548530,0.0018793046,0.025099427,0.0012084246,0.97181284
ERR209177,0.009020627,0.013103157,0.00846231,0.9694139
ERR209293,0.0056203604,0.006798953,0.009613186,0.9779675
SRR5813285,0.0023766756,0.016638428,0.0059084,0.9750765
SRR5757787,0.0024623573,0.017531931,0.016447514,0.9635582
SRR5983394,0.0029601753,0.048587203,0.045892537,0.9025601
SRR5942087,0.008728474,0.0019125938,0.02582419,0.9635347
SRR6724475,0.011398822,0.1713948,0.0031710863,0.8140353
ERR011180,0.0047828257,0.008903682,0.0065903068,0.9797232
SRR5757875,0.032380193,0.011395335,0.005436361,0.95078814
SRR6264104,0.0012329817,0.03742224,0.056914985,0.9044298
SRR7423261,0.006569952,0.0040522814,0.010099471,0.9792783
ERR209611,0.0028298795,0.017927468,0.0060343146,0.9732083
SRR5813422,0.0041457713,0.1350953,0.008475244,0.8522837
SRR5429088,0.0033128858,0.011440784,0.01264289,0.97260344
SRR5429242,0.0050848722,0.004467249,0.027940571,0.9625073
ERR525842,0.003015995,0.010081083,0.005310923,0.981592
ERR209804,0.028648764,0.6038297,0.002886951,0.36463457
ERR011344,0.012293577,0.0028818846,0.015429944,0.96939456
SRR7507444,0.038268715,0.009427369,0.0057289302,0.946575
SRR6264519,0.052949995,0.5993688,0.0034601092,0.34422106
SRR5813378,0.0031129718,0.028995454,0.007555276,0.9603363
SRR5343158,0.0063382685,0.0031582117,0.011847734,0.9786558
SRR6182413,0.0033622086,0.008512616,0.0050441325,0.98308104
SRR1766079,0.024431556,0.005599171,0.010063976,0.95990527
SRR6264938,0.009266049,0.0017946064,0.022339195,0.9666002
SRR5431552,0.009238988,0.0017411709,0.023066372,0.96595347
SRR5802215,0.0031555295,0.018064052,0.0074461102,0.97133434
SRR6265047,0.0022725463,0.018718421,0.0029916465,0.97601736
SRR7464879,0.026705563,0.86737716,0.019693166,0.08622408
SRR5202898,0.008542836,0.0019922853,0.019913852,0.969551
SRR6450963,0.035302073,0.005271822,0.008265644,0.95116043
SRR5091562,0.0022696257,0.046641797,0.013757974,0.9373306
SRR5548742,0.0021228492,0.17643929,0.01181668,0.8096212
SRR5866451,0.019822866,0.0028238595,0.01430738,0.9630459
SRR6265264,0.0019440353,0.018099546,0.7381215,0.24183488
ERR719296,0.004237294,0.03416273,0.008279592,0.9533204
SRR5983298,0.010325462,0.52046907,0.013920188,0.4552853
ERR209605,0.011962205,0.0041489005,0.011684895,0.97220397
SRR1763591,0.72147435,0.078486174,0.001496613,0.1985429
SRR5078797,0.006864637,0.002780974,0.014105111,0.9762493
SRR5343106,0.009083003,0.0018182993,0.022046208,0.96705246
SRR5813295,0.014533073,0.01774779,0.0052088797,0.9625102
SRR5866271,0.015055805,0.42300665,0.0030466318,0.55889094
SRR6264391,0.003980458,0.006744623,0.008607984,0.98066694
SRR5580417,0.0021974146,0.029935151,0.05553013,0.9123373
SRR5650021,0.13950092,0.29708308,0.00050991774,0.5629061
SRR2918705,0.0023691058,0.02229473,0.029477209,0.94585896
SRR5079088,0.02925232,0.0045601428,0.008771896,0.95741564
SRR5343065,0.004955739,0.0061021447,0.006621003,0.98232114
SRR1929574,0.0033848286,0.008404911,0.0038606226,0.9843496
ERR719041,0.0024050772,0.03107661,0.016948521,0.9495698
SRR6185225,0.00660342,0.04199758,0.02553472,0.9258643
ERR209450,0.010400623,0.09448576,0.018347561,0.8767661
SRR5549069,0.09340564,0.7731611,0.13343324,0.0
SRR6424483,0.002123773,0.08612004,0.8166945,0.09506166
ERR209848,0.02366814,0.8116605,0.008392423,0.15627885
SRR5803742,0.009141296,0.0024357736,0.016468674,0.9719542
SRR6185208,0.008697152,0.556184,0.002467543,0.43265128
SRR5431385,0.0052290857,0.0049653947,0.009040087,0.98076546
ERR719529,0.011768967,0.4123027,0.021153182,0.5547751
SRR5761785,0.003844738,0.0073090494,0.005181402,0.9836648
ERR719615,0.011801988,0.00815019,0.008615047,0.9714328
SRR5100589,0.0036043823,0.009933263,0.0048669875,0.9815954
SRR5802268,0.002511531,0.06706709,0.0029350817,0.9274863
SRR5649186,0.0040661097,0.00629583,0.0057800114,0.98385805
SRR5429269,0.008921653,0.0018412173,0.02203229,0.9672048
SRR5610019,0.003580153,0.009047389,0.00818339,0.97918904
SRR6264425,0.003383696,0.0089131,0.005824685,0.9818785
SRR3313076,0.028887391,0.88464594,0.025731713,0.060734987
ERR526068,0.0027215779,0.27738458,0.18681121,0.5330826
SRR5079118,0.003400892,0.008342981,0.0038241744,0.984432
ERR209330,0.0027364194,0.02849418,0.009470642,0.95929873
SRR3400428,0.029615985,0.92736053,0.04302347,0.0
ERR719362,0.0030423403,0.01341033,0.006281793,0.97726554
ERR719384,0.0029697716,0.017507136,0.006536305,0.9729868
ERR525731,0.03132963,0.92932206,0.028135628,0.011212707
SRR5761778,0.003758788,0.061166763,0.03792444,0.89715004
SRR5429074,0.003190279,0.019307494,0.0036629438,0.9738393
SRR5757792,0.0010662377,0.067920506,0.8783597,0.05265355
SRR5649194,0.0065024495,0.0031968355,0.012039512,0.97826123
SRR5866548,0.019118607,0.017944068,0.005771935,0.95716536
SRR5548407,0.05390039,0.18595731,0.009794772,0.7503475
ERR719745,0.004130006,0.009506673,0.012013465,0.97434986
ERR209144,0.015930533,0.44619462,0.0018889606,0.5359859
SRR6724482,0.008250207,0.002614677,0.015120834,0.9740143
SRR6182339,0.010577381,0.0018974245,0.02105847,0.9664667
SRR5343189,0.0072512925,0.0026118457,0.01466313,0.97547376
SRR5203200,0.0071596205,0.002898872,0.013438433,0.9765031
SRR6264298,0.0044974983,0.0053736567,0.0067988336,0.98333
SRR5548659,0.034712393,0.9205668,0.04472078,0.0
SRR5078926,0.0025296807,0.013210863,0.0022370517,0.9820224
ERR525894,0.0017716289,0.0850842,0.09581298,0.8173312
SRR961857,0.0020984113,0.017728299,0.037647426,0.94252586
SRR5548092,0.03943465,0.93038166,0.030183645,0.0
SRR6182392,0.010848165,0.0021097064,0.023069829,0.96397233
ERR719117,0.0064977407,0.015431821,0.009540409,0.96853006
SRR5947883,0.008614957,0.62829673,0.026113272,0.33697504
SRR5602136,0.013414592,0.0021964312,0.018001914,0.96638703
SRR5578996,0.0026911497,0.38476446,0.039869726,0.57267463
SRR5947849,0.027198672,0.76603943,0.009495556,0.19726634
ERR209839,0.012711078,0.0126487315,0.005611956,0.96902823
SRR5578973,0.0020347834,0.019937068,0.0019567609,0.97607136
SRR5078736,0.0005378425,0.14934471,0.088380605,0.76173687
SRR6928785,0.0039639473,0.0068259835,0.0053242743,0.98388577
SRR5078791,0.004646063,0.005370617,0.10194084,0.88804245
ERR720181,0.003127247,0.012014121,0.0049388707,0.9799198
ERR719436,0.009743422,0.0024017692,0.016716093,0.9711387
SRR5203186,0.008905262,0.0018805265,0.021249503,0.9679647
SRR5548788,0.02943373,0.9252496,0.04531658,0.0
SRR1008937,0.036120698,0.9422961,0.021583304,0.0
SRR5091535,0.0030946732,0.01881656,0.00929752,0.96879125
SRR6474236,0.015945852,0.015773147,0.0053055286,0.9629755
SRR5079179,0.018379897,0.0028755963,0.014144421,0.9646001
SRR5649165,0.0044806004,0.005427897,0.006557733,0.98353374
SRR5203201,0.015195131,0.62864137,0.042622566,0.31354094
SRR5020903,0.0003502965,0.17180738,0.013133287,0.81470907
SRR5796726,0.27349922,0.16867247,0.0005313754,0.55729693
ERR719018,0.005333334,0.0063241124,0.009497136,0.9788454
ERR719409,0.011894494,0.0022229552,0.01819852,0.96768403
ERR720020,0.0040341914,0.008886218,0.0061579943,0.9809216
SRR5580477,0.007469982,0.0033007264,0.012120366,0.97710896
SRR7507601,0.0033539534,0.029285222,0.006443262,0.9609176
SRR5983350,0.27357286,0.030759364,0.0030257404,0.69264203
SRR5578992,0.008795202,0.0022192895,0.018754333,0.9702312
SRR6264224,0.0034930706,0.00843358,0.0060373545,0.982036
SRR5429334,0.004030913,0.0062538385,0.013703287,0.976012
ERR011318,0.01239562,0.0070288777,0.00951907,0.97105646
SRR6182448,0.0009444654,0.08429068,0.008121848,0.90664303
ERR209444,0.0037654042,0.014683157,0.008716196,0.97283524
ERR719389,0.0029893816,0.018105477,0.0068250597,0.9720801
SRR5651453,0.0037036538,0.11634478,0.023501396,0.8564502
SRR5343056,0.0024695992,0.013711661,0.0021413565,0.9816774
ERR719232,0.0035910904,0.025707394,0.008436352,0.96226513
SRR1185481,0.004188359,0.12895143,0.04063511,0.8262251
SRR5548586,0.07589319,0.82042766,0.015439868,0.08823931
SRR5079139,0.00747633,0.0024383068,0.018892646,0.9711927
ERR209675,0.034368962,0.66889024,0.0041052997,0.29263544
SRR5203163,0.0068493187,0.0031716824,0.012910813,0.9770682
SRR5803647,0.061210573,0.008790553,0.005973041,0.92402583
SRR5431376,0.009257495,0.001747638,0.022975236,0.96601963
SRR5601983,0.004733175,0.019304723,0.011820018,0.9641421
SRR5649133,0.0063197315,0.0050310194,0.009097427,0.9795518
SRR5078691,0.0026876926,0.011788189,0.005756527,0.97976756
SRR5761684,0.006976843,0.0031819642,0.01196149,0.9778797
SRR6265130,0.0024996996,0.015323937,0.0022738576,0.9799025
SRR6724564,0.009388,0.003683865,0.010311931,0.9766162
ERR011153,0.0037321448,0.046059847,0.008752584,0.9414554
ERR719663,0.009596467,0.009552151,0.021873802,0.9589776
SRR5078819,0.0032998025,0.008744419,0.003619492,0.98433626
ERR209743,0.18791074,0.032577664,0.0026792586,0.77683234
ERR525772,0.10780579,0.69061285,0.006140083,0.19544125
SRR5983396,0.01401782,0.70272326,0.029474407,0.25378454
SRR5761739,0.086105525,0.27223867,0.0009546876,0.6407011
SRR6251516,0.0026367307,0.039774626,0.012785882,0.94480276
ERR505091,0.25772673,0.024626791,0.002388358,0.7152581
SRR5203256,0.009158522,0.0017656088,0.022707075,0.9663688
SRR935737,0.55231744,0.05650857,0.0017534494,0.3894205
SRR6331150,0.014435798,0.0846374,0.004388243,0.89653856
SRR5983474,0.009991884,0.17467287,0.004774481,0.81056076
SRR5078767,0.0037020147,0.0072342753,0.005534947,0.98352873
SRR6265343,0.0015954673,0.083789855,0.06294805,0.8516666
SRR5803703,0.0027763546,0.017566621,0.006655395,0.9730016
ERR321493,0.0024431348,0.01706624,0.013329685,0.96716094
SRR6265375,0.00398314,0.007329941,0.006951481,0.98173547
ERR209288,0.00240767,0.0727548,0.0105353,0.91430223
ERR209090,0.008609742,0.0019463301,0.020335376,0.9691086
SRR5866299,0.005146861,0.44772595,0.0033317208,0.54379547
SRR5866423,0.012386918,0.09530464,0.0023260713,0.88998234
SRR6182422,0.007004082,0.012573957,0.0030790567,0.9773429
ERR209640,0.011644304,0.019444257,0.005268961,0.9636425
SRR5983365,0.0087709725,0.1863769,0.0122927725,0.7925594
ERR695623,0.03239867,0.8904978,0.04065445,0.036449075
SRR5580541,0.0029335022,0.015330553,0.0071715117,0.97456443
SRR6724483,0.03330612,0.90434194,0.019164741,0.0431872
SRR5813372,0.0049509406,0.04549861,0.010005891,0.93954456
SRR5548552,0.030835092,0.9115999,0.05288288,0.0046821833
SRR5431556,0.0038315356,0.0069276094,0.004737526,0.9845033
SRR5548453,0.029339164,0.8344394,0.028936625,0.107284784
ERR720027,0.00237,0.01579976,0.0067077577,0.97512245
SRR6264934,0.002269566,0.10835692,0.2383025,0.651071
ERR209351,0.007308066,0.0039699376,0.012294322,0.9764277
SRR6265138,0.0017948449,0.24532557,0.00930059,0.74357903
ERR209329,0.002555281,0.03122741,0.010788292,0.955429
SRR2918686,0.009309262,0.0017530322,0.022917032,0.9660207
ERR719271,0.011367679,0.03703645,0.0037343502,0.94786155
SRR6330998,0.0027877688,0.015052527,0.005943656,0.9762161
SRR6424589,0.00780493,0.0026161075,0.015197992,0.97438097
SRR961833,0.08305311,0.018750876,0.007031709,0.8911643
SRR5431546,0.0019629896,0.01954034,0.0014134347,0.9770832
SRR5866292,0.0118020475,0.002596438,0.016292125,0.9693094
SRR7507426,0.0028731525,0.044540375,0.11549449,0.837092
SRR6265634,0.0037543774,0.007167369,0.004856497,0.98422176
SRR6724385,0.0018168688,0.025082886,0.0023925006,0.9707078
DRR092051,0.16772863,0.8277387,0.004532586,0.0
SRR6264941,0.0040290058,0.0534029,0.05519426,0.8873738
SRR5548724,0.030962314,0.92698765,0.042050004,0.0
ERR1809140,0.009039819,0.0026470125,0.01858601,0.96972716
SRR5218356,0.010638028,0.17992648,0.011030316,0.7984052
SRR7464887,0.013410747,0.40555787,0.017996818,0.56303453
SRR2914126,0.0036477447,0.007475108,0.0044819415,0.9843952
SRR1766042,0.009373575,0.0017617643,0.022787064,0.96607757
SRR5650140,0.025358707,0.78905165,0.0026624203,0.18292725
ERR209183,0.013685077,0.109386176,0.01618144,0.86074734
ERR719014,0.0046158135,0.008785099,0.00874421,0.97785485
ERR719831,0.0042136908,0.0076653957,0.009544313,0.9785766
SRR6264753,0.008408457,0.0022605658,0.01745525,0.9718757
SRR5580646,0.0027912557,0.01808694,0.010201991,0.9689198
ERR209217,0.005871743,0.0037476718,0.01112178,0.9792588
SRR5983362,0.063467234,0.36498737,0.0014466941,0.5700987
SRR5983468,0.040166646,0.8765837,0.011674851,0.07157481
ERR321613,0.0046860874,0.006008357,0.007619381,0.9816862
SRR5079254,0.0009290576,0.14864483,0.00924629,0.84117985
