,root:Engineered:Food_production,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Birds,root:Host-associated:Fish,root:Host-associated:Human,root:Host-associated:Mammals,root:Host-associated:Plants,Unknown
ERR309302,0.0035832054,0.0034376832,0.0138840815,0.0052909395,0.0028468657,0.023496756,0.9408349,0.006625541,0.0
ERR309367,0.0034517632,0.00037823783,0.0012652553,0.000935731,0.0037305981,0.9796755,0.0060962727,0.0044666096,0.0
ERR309258,0.003584599,0.0034369982,0.013881552,0.0052931285,0.0028473255,0.023506682,0.94082594,0.0066237818,0.0
ERR309326,0.0034763303,0.00036243402,0.0012216045,0.0009293875,0.003680496,0.97949725,0.0062872204,0.004545238,0.0
ERR309522,0.0035878583,0.0034359812,0.013876795,0.005298331,0.002848267,0.023528676,0.9408035,0.0066205855,0.0
ERR309373,0.0035833418,0.003437527,0.013883633,0.005291202,0.0028469395,0.023498198,0.940834,0.006625227,0.0
ERR308775,0.0035852492,0.00343677,0.013880525,0.005294278,0.0028475537,0.023511177,0.94082147,0.006623,0.0
ERR309013,0.0035831442,0.003437651,0.013884188,0.005290789,0.002846805,0.023496415,0.94083536,0.006625594,0.0
ERR308365,0.0035850531,0.003436867,0.013880853,0.0052938964,0.0028474787,0.023509784,0.94082284,0.006623253,0.0
ERR308496,0.0035855083,0.0034366194,0.013880098,0.0052946657,0.0028476615,0.023512803,0.94081986,0.0066228425,0.0
ERR308797,0.0035835316,0.0034374534,0.013883456,0.0052915155,0.0028469805,0.0234992,0.9408327,0.006625108,0.0
ERR309659,0.003585022,0.0034368357,0.013880844,0.005293835,0.0028475062,0.023509623,0.940823,0.006623366,0.0
ERR309127,0.0035925452,0.0034350108,0.013871093,0.0053055976,0.0028494322,0.023559537,0.94076985,0.0066169444,0.0
ERR309389,0.0035857386,0.0034365568,0.013879761,0.0052950545,0.0028476529,0.023514522,0.94081813,0.006622511,0.0
ERR308841,0.0035832727,0.0034376625,0.013883853,0.0052910694,0.0028469309,0.023497397,0.9408344,0.006625382,0.0
ERR308758,0.0035833744,0.0034375594,0.013883529,0.005291353,0.0028469132,0.023498543,0.9408335,0.0066252626,0.0
ERR309284,0.003583563,0.0034374553,0.013883318,0.0052914894,0.002846982,0.023499448,0.94083273,0.0066250246,0.0
ERR308770,0.003583701,0.0034373298,0.013882933,0.00529193,0.0028470866,0.023501106,0.94083124,0.006624684,0.0
ERR309395,0.0034747312,0.0003636511,0.0012246988,0.00092979247,0.003684149,0.97951,0.006273247,0.004539802,0.0
ERR308726,0.0035831463,0.0034376532,0.013884079,0.005290909,0.0028468065,0.023496605,0.94083506,0.0066256854,0.0
ERR308790,0.0035843044,0.0034370846,0.013882012,0.0052927313,0.002847271,0.023504488,0.94082797,0.006624132,0.0
ERR309353,0.0035832447,0.0034376052,0.013883829,0.005291042,0.0028468445,0.023497494,0.94083446,0.0066254428,0.0
ERR308345,0.0035833744,0.0034375594,0.013883558,0.0052913236,0.0028469132,0.023498543,0.94083345,0.0066252626,0.0
ERR309061,0.0035832732,0.003437546,0.013883855,0.005291099,0.0028469313,0.0234974,0.94083434,0.0066254702,0.0
ERR309482,0.0035832468,0.0034376073,0.013883779,0.0052911034,0.0028469043,0.023497652,0.94083434,0.0066254176,0.0
ERR308501,0.003585513,0.0034366823,0.013880057,0.005294731,0.0028476068,0.023513097,0.94081956,0.0066227345,0.0
ERR309532,0.0035831172,0.0034376823,0.013884108,0.0052908505,0.0028468356,0.023496576,0.94083524,0.0066256854,0.0
ERR308305,0.0034762132,0.00036293833,0.0012230597,0.000929602,0.0036819137,0.9795019,0.006280908,0.0045434795,0.0
ERR309117,0.0035835279,0.0034374497,0.013883354,0.00529151,0.0028469774,0.023499116,0.940833,0.006625072,0.0
ERR309300,0.003585582,0.0034365463,0.0138798645,0.005294863,0.0028477318,0.023513779,0.9408189,0.0066226954,0.0
ERR309786,0.0034729487,0.00036463173,0.0012275258,0.00093031354,0.0036873529,0.97952247,0.0062605287,0.0045342394,0.0
ERR309713,0.0035862885,0.003436433,0.013879005,0.0052958634,0.0028478124,0.023517996,0.94081455,0.006622026,0.0
ERR309313,0.0035855167,0.0034366276,0.013880043,0.005294766,0.002847639,0.023513326,0.9408193,0.006622712,0.0
ERR309817,0.0035830857,0.0034377095,0.013884245,0.00529076,0.002846834,0.0234963,0.94083536,0.0066257105,0.0
ERR309503,0.0035989038,0.0034277416,0.013831335,0.005318266,0.0028536182,0.023699857,0.9406787,0.0065915547,0.0
ERR309700,0.0035836005,0.0034373465,0.013883117,0.0052916477,0.0028469888,0.023500115,0.94083226,0.006624923,0.0
ERR308908,0.0035860566,0.0034365233,0.013879365,0.005295472,0.002847732,0.02351621,0.9408164,0.0066222087,0.0
ERR308402,0.0035834375,0.0034374762,0.013883517,0.0052913306,0.002846946,0.023498865,0.9408334,0.006625154,0.0
ERR308778,0.0035845635,0.0034369922,0.013881615,0.0052931192,0.0028472915,0.023506204,0.9408264,0.006623829,0.0
ERR309101,0.0035833693,0.0034375545,0.013883626,0.0052912286,0.0028469383,0.02349813,0.94083387,0.006625282,0.0
ERR308507,0.0035866254,0.0034363007,0.01387839,0.005296572,0.0028479062,0.023520801,0.9408119,0.0066215834,0.0
ERR309207,0.0034773976,0.00036249362,0.0012216952,0.0009295071,0.0036815344,0.9794944,0.0062877033,0.0045452756,0.0
ERR308326,0.0035845588,0.0034377177,0.013885451,0.0052928207,0.0028468498,0.023499224,0.94082725,0.006626068,0.0
ERR308836,0.0035963291,0.0034344248,0.013867071,0.0053114826,0.0028502953,0.023584405,0.9407414,0.0066144867,0.0
ERR308341,0.0035831162,0.0034376525,0.013884105,0.0052908496,0.0028468352,0.023496512,0.94083524,0.0066256546,0.0
ERR309849,0.003583666,0.0034373826,0.013883057,0.005291746,0.0028470529,0.023500599,0.9408318,0.0066247904,0.0
ERR308833,0.0035833723,0.0034375282,0.013883637,0.005291204,0.0028469113,0.023498295,0.9408338,0.0066252877,0.0
ERR308383,0.003583759,0.0034373295,0.013882932,0.005291929,0.0028470864,0.023501132,0.94083107,0.0066247126,0.0
ERR309710,0.0035831153,0.0034376807,0.01388416,0.00529079,0.0028468051,0.02349639,0.94083536,0.0066255946,0.0
ERR308964,0.0035941193,0.0034346792,0.0138694225,0.0053080134,0.0028497442,0.02356975,0.94075835,0.0066159186,0.0
ERR309080,0.0035856732,0.0034366376,0.0138798505,0.005294898,0.0028477057,0.023514066,0.9408185,0.006622644,0.0
ERR309268,0.0035833332,0.0034375184,0.013883862,0.0052910433,0.0028468743,0.023497527,0.94083446,0.006625386,0.0
ERR308629,0.0035898176,0.0034216202,0.013815228,0.005306891,0.0028540415,0.023717063,0.94071853,0.0065767528,0.0
ERR309336,0.0035875954,0.0034359822,0.013877179,0.005297908,0.0028481563,0.023526674,0.94080573,0.006620794,0.0
ERR308434,0.0035831172,0.0034376823,0.013884137,0.0052908505,0.0028468065,0.023496605,0.9408352,0.006625598,0.0
ERR309808,0.003584921,0.003436852,0.013880997,0.0052936985,0.0028473788,0.023508718,0.940824,0.006623458,0.0
ERR1598845,0.003398789,0.00041534723,0.0013660486,0.0009497572,0.0038424341,0.98002934,0.0056984546,0.004299859,0.0
ERR1598919,0.0034762735,0.00036249319,0.0012217232,0.00092944707,0.0036806162,0.97949755,0.0062868115,0.0045450637,0.0
ERR1598949,0.0034558,0.00037571185,0.0012579359,0.0009347093,0.0037224723,0.97964656,0.006127123,0.0044796756,0.0
ERR1598420,0.0034587926,0.0003737219,0.0012525802,0.0009339952,0.003716226,0.97962576,0.006150003,0.00448885,0.0
ERR1599031,0.0034268536,0.00039526098,0.001311647,0.000942314,0.003782736,0.97984743,0.0059061134,0.004387603,0.0
ERR1599609,0.0034393617,0.00038703068,0.0012892077,0.00093907217,0.003757852,0.9797646,0.005996395,0.0044264183,0.0
ERR1599113,0.0034163375,0.00040265959,0.0013318241,0.00094509503,0.003805279,0.9799169,0.005827103,0.0043548243,0.0
ERR1599073,0.0034578315,0.00037431606,0.0012543348,0.00093418325,0.0037181277,0.9796324,0.0061429115,0.004485955,0.0
ERR1598579,0.003412743,0.00040515573,0.001338728,0.0009460223,0.0038128833,0.97994006,0.005800781,0.0043436307,0.0
ERR1599589,0.0034625058,0.00037158295,0.0012469537,0.00093304086,0.0037101686,0.9796003,0.0061748577,0.004500597,0.0
ERR1599232,0.0034761617,0.00036258227,0.0012218727,0.0009294192,0.0036807996,0.97949874,0.0062858206,0.004544718,0.0
ERR1599124,0.00332039,0.00047743417,0.0015314221,0.000971024,0.004015468,0.9804713,0.005151652,0.0040613655,0.0
ERR1598126,0.0034712,0.00036570133,0.0012305311,0.000930718,0.0036908565,0.9795352,0.0062469924,0.0045287414,0.0
ERR1599566,0.0034572931,0.0003746723,0.0012551389,0.00093427766,0.003719095,0.9796359,0.0061392062,0.0044843913,0.0
ERR1598776,0.003333725,0.00046610905,0.0015016248,0.0009673003,0.0039851377,0.98040277,0.0052419254,0.00410137,0.0
ERR1598902,0.0033640552,0.00044152874,0.0014362304,0.00095907116,0.003917287,0.98023635,0.0054520844,0.0041934457,0.0
ERR1598628,0.0034064536,0.00040955335,0.0013504551,0.0009476878,0.003825478,0.9799802,0.005756141,0.0043241056,0.0
ERR1598638,0.0034004503,0.00041395068,0.0013621511,0.0009492922,0.0038382425,0.9800179,0.0057125725,0.0043055117,0.0
ERR1599257,0.0034383987,0.00038756605,0.0012907857,0.00093931897,0.0037599597,0.9797701,0.0059898286,0.004424051,0.0
ERR1598286,0.0034319917,0.00039166553,0.0013015897,0.0009409824,0.0037715689,0.979812,0.005946007,0.0044040913,0.0
ERR1598520,0.003396288,0.00041698187,0.0013703657,0.000950374,0.0038472044,0.9800439,0.0056822076,0.004292632,0.0
ERR1598078,0.0034745948,0.00036371124,0.0012251744,0.0009299133,0.0036846914,0.9795118,0.006271056,0.00453905,0.0
ERR1599603,0.0033547727,0.00044881066,0.0014557267,0.00096156844,0.0039377366,0.98028857,0.0053874995,0.004165212,0.0
ERR1599273,0.0034727312,0.00036484003,0.0012282692,0.000930348,0.0036884632,0.97952473,0.006257201,0.0045333793,0.0
ERR1598066,0.003568209,0.00036424195,0.0012235452,0.0009603439,0.0037642757,0.9787062,0.0068889316,0.004524248,0.0
ERR1598263,0.0034723827,0.00036492903,0.0012283595,0.00093040837,0.0036883508,0.97952634,0.0062565915,0.0045326785,0.0
ERR1599229,0.0034616895,0.00037211782,0.0012485894,0.0009331988,0.0037117435,0.97960687,0.0061681163,0.0044977874,0.0
ERR1598945,0.0034132148,0.00040470966,0.0013371527,0.0009458665,0.00381108,0.97993624,0.005806395,0.0043453923,0.0
ERR1599272,0.0033780027,0.00043073954,0.0014069723,0.00095533626,0.003888078,0.98015046,0.005552656,0.0042377994,0.0
ERR1598735,0.003394875,0.00041805187,0.0013733418,0.0009507456,0.0038507278,0.98005235,0.0056713647,0.004288462,0.0
ERR1598813,0.0034281195,0.0003942805,0.0013087624,0.0009418841,0.003779984,0.9798373,0.0059172455,0.0043925093,0.0
ERR1598926,0.0034348448,0.00038964557,0.0012962035,0.000940181,0.0037656203,0.97979254,0.0059677917,0.0044132206,0.0
ERR1599223,0.0033202458,0.0004775528,0.0015317191,0.0009711136,0.0040157083,0.98047185,0.0051508597,0.004060927,0.0
ERR1598848,0.0034554007,0.00037583127,0.0012584715,0.0009347719,0.0037228996,0.9796491,0.006124935,0.0044785133,0.0
ERR1598115,0.0034271604,0.00039505246,0.0013107553,0.0009421321,0.0037822148,0.9798438,0.005909416,0.004389468,0.0
ERR1598154,0.0033969672,0.00041644718,0.0013689672,0.00095021835,0.0038456372,0.98003983,0.005687294,0.0042946613,0.0
ERR1599115,0.0034439226,0.00038367385,0.0012798664,0.0009378039,0.0037475883,0.9797307,0.006034562,0.0044418876,0.0
ERR1598633,0.003344152,0.00045751853,0.001478616,0.000964465,0.0039616176,0.9803467,0.005313888,0.004133021,0.0
ERR1599440,0.003350288,0.00045249585,0.0014654299,0.0009628011,0.0039478685,0.98031366,0.005355991,0.004151412,0.0
ERR1598948,0.0033936566,0.00041897286,0.001375723,0.0009511139,0.0038529392,0.9800607,0.0056626555,0.0042842766,0.0
ERR1598347,0.0034151387,0.00040331334,0.0013334329,0.0009453717,0.003807035,0.97992384,0.0058204746,0.004351365,0.0
ERR1598486,0.0034041936,0.00041136527,0.0013552158,0.0009482468,0.0038308427,0.97999483,0.005738401,0.004316857,0.0
ERR1599465,0.003474827,0.0003637698,0.0012248784,0.0009299124,0.003684776,0.97951,0.006272317,0.004539458,0.0
ERR1599355,0.0034065393,0.0004095825,0.0013502474,0.00094768696,0.0038253567,0.97997975,0.0057566375,0.00432422,0.0
ERR1598963,0.0034777191,0.00036249333,0.0012216942,0.00092962425,0.0036817377,0.97949314,0.006288052,0.004545478,0.0
ERR1598917,0.0034772146,0.0003624635,0.0012215162,0.0009295349,0.003681292,0.97949404,0.0062884293,0.004545444,0.0
ERR1599488,0.003393993,0.0004187051,0.001374801,0.0009509614,0.003852742,0.98005635,0.00566599,0.0042864084,0.0
ERR1599244,0.0034187895,0.00040072858,0.0013265874,0.00094441435,0.0037993104,0.9799003,0.0058472627,0.004362614,0.0
ERR1599185,0.0034647943,0.00036980017,0.0012417183,0.0009323575,0.0037036918,0.9795813,0.0061977715,0.0045085074,0.0
ERR1598875,0.0034421128,0.00038483267,0.0012831098,0.0009382969,0.0037509168,0.97974354,0.0060212202,0.004435942,0.0
ERR1598375,0.0035565777,0.00036467062,0.0012238533,0.00096004276,0.0037618359,0.97878194,0.0068297097,0.004521397,0.0
ERR1598575,0.003484644,0.00036240462,0.0012206025,0.0009311859,0.0036891636,0.97945136,0.0063136052,0.0045471257,0.0
ERR1598287,0.0033578977,0.000446403,0.0014492967,0.00096070673,0.00393098,0.9802713,0.005408795,0.0041745664,0.0
ERR1599602,0.0034496428,0.0003795748,0.0012688274,0.0009362865,0.0037348252,0.97968996,0.006080746,0.004460181,0.0
ERR1599307,0.0034471634,0.00038180253,0.0012751621,0.0009370927,0.00374206,0.9797115,0.006054432,0.0044507845,0.0
ERR1599573,0.003365899,0.00044004293,0.0014323018,0.0009585479,0.0039134803,0.9802252,0.005465158,0.004199433,0.0
ERR1599470,0.0034160202,0.00040289643,0.001331945,0.00094509707,0.0038065852,0.97991544,0.005826525,0.004355512,0.0
ERR1599255,0.0033949616,0.0004179926,0.0013733115,0.0009507155,0.0038504894,0.98005253,0.0056715976,0.0042884597,0.0
ERR1598147,0.0034497352,0.00037966372,0.0012690942,0.00093628763,0.0037350655,0.97969013,0.0060797506,0.004460186,0.0
ERR1598096,0.0034444814,0.00038367367,0.0012802492,0.00093774445,0.0037480288,0.9797293,0.0060338215,0.00444277,0.0
ERR1599224,0.0033945916,0.00041825985,0.0013738187,0.00095077837,0.003851331,0.98005396,0.005669525,0.004287739,0.0
ERR1598800,0.0034729769,0.00036463162,0.0012274664,0.00093031325,0.0036872926,0.9795223,0.0062607327,0.004534385,0.0
ERR1598162,0.0032912642,0.00050329615,0.0015990252,0.0009792042,0.004082652,0.9806112,0.0049588038,0.0039745476,0.0
ERR1598898,0.003448292,0.00038067304,0.0012715346,0.000936599,0.0037377852,0.9797001,0.006069507,0.0044555464,0.0
ERR1598130,0.0034556007,0.0003757421,0.0012582333,0.00093471113,0.0037227452,0.9796478,0.0061260145,0.004479065,0.0
ERR1599411,0.0033983244,0.00041543663,0.0013661695,0.00094975915,0.0038430323,0.9800301,0.005697611,0.0042994847,0.0
ERR1599067,0.0033503466,0.00045252533,0.0014654298,0.000962801,0.0039479267,0.9803134,0.00535599,0.0041515883,0.0
ERR1599425,0.0034318203,0.00039166617,0.0013017687,0.0009409545,0.003771811,0.97981304,0.0059452206,0.0044037155,0.0
ERR1599383,0.0034500756,0.0003795443,0.0012686175,0.00093616603,0.0037345495,0.979688,0.006081909,0.004461083,0.0
ERR1599299,0.0033272991,0.0004714892,0.0015157352,0.00096911483,0.0039996402,0.9804359,0.0051986966,0.004082184,0.0
ERR1598865,0.0034052618,0.0004103852,0.0013525097,0.000947996,0.003827921,0.9799872,0.0057480484,0.004320625,0.0
ERR1599180,0.0034772246,0.00036347297,0.0012240165,0.0009299955,0.0036851382,0.9795007,0.0062773223,0.0045420853,0.0
ERR1598928,0.0034671128,0.000368345,0.0012378208,0.0009318297,0.0036992226,0.97956544,0.0062147235,0.0045155133,0.0
ERR1598221,0.0034773597,0.00036246324,0.0012213973,0.0009295932,0.0036814662,0.9794922,0.0062904,0.0045452053,0.0
ERR1598481,0.003470722,0.00036605756,0.0012315123,0.0009308127,0.0036919427,0.979539,0.006242966,0.0045270915,0.0
ERR1598782,0.003462923,0.00037125597,0.0012459129,0.0009329752,0.0037086678,0.9795972,0.006179413,0.004501626,0.0
ERR1599385,0.0033181412,0.00047933662,0.0015362755,0.00097163947,0.0040209456,0.98048127,0.005137045,0.004055296,0.0
ERR1598123,0.0034705824,0.0003674533,0.0012365287,0.0009313102,0.0036968798,0.97955316,0.0062223254,0.0045217336,0.0
ERR1599542,0.0033531035,0.00045032613,0.0014596849,0.0009620322,0.003941985,0.98029834,0.0053747147,0.0041599,0.0
ERR1598678,0.0034411442,0.00038533783,0.0012845381,0.00093845365,0.003752399,0.9797494,0.0060156174,0.0044331546,0.0
ERR1599407,0.0033716892,0.0004355556,0.0014203375,0.00095697667,0.0039007256,0.98019266,0.005505516,0.00421653,0.0
ERR1598454,0.003459819,0.00037324638,0.0012513587,0.00093369087,0.0037148318,0.97961974,0.0061556017,0.004491723,0.0
ERR1599182,0.0034148032,0.00040364006,0.0013342662,0.00094543584,0.0038084718,0.9799252,0.005817497,0.0043506804,0.0
ERR1598303,0.0034044269,0.0004112469,0.0013551262,0.00094827556,0.0038307512,0.97999424,0.0057386914,0.004317237,0.0
ERR1598719,0.0034454945,0.0003824264,0.0012765634,0.0009374283,0.0037434024,0.9797193,0.006048548,0.004446798,0.0
ERR1599360,0.0034420216,0.00038486184,0.0012830202,0.0009383551,0.0037507957,0.9797435,0.006021746,0.0044357316,0.0
ERR1598853,0.0034597225,0.0003730686,0.0012509135,0.00093368866,0.003714263,0.97961885,0.0061574155,0.0044920663,0.0
ERR1598472,0.003398923,0.00041508,0.0013652759,0.0009496648,0.0038417105,0.98002744,0.005701087,0.0043008155,0.0
ERR1598336,0.0033927471,0.00041950835,0.0013774192,0.0009513302,0.0038547788,0.98006594,0.0056566936,0.0042816056,0.0
ERR1598686,0.0034701,0.0003664141,0.0012324356,0.0009309672,0.003693032,0.9795433,0.006238474,0.004525269,0.0
ERR1599253,0.0033883285,0.00042292502,0.0013864362,0.0009525625,0.0038644623,0.9800929,0.0056245397,0.0042679394,0.0
ERR1599239,0.0033894414,0.00042224152,0.0013845614,0.0009522272,0.0038629728,0.9800861,0.00563091,0.0042716097,0.0
ERR1598342,0.0034777431,0.0003624633,0.0012213975,0.00092971127,0.0036818204,0.97949,0.0062914914,0.004545412,0.0
ERR1598252,0.0033759465,0.00043237547,0.0014117949,0.0009558659,0.003891999,0.980167,0.00553502,0.0042300425,0.0
ERR1598603,0.003417161,0.00040218382,0.0013303366,0.0009448207,0.0038042406,0.9799108,0.0058325944,0.0043578516,0.0
ERR1599101,0.0034574082,0.0003746425,0.0012550199,0.0009343653,0.0037190623,0.97963536,0.0061395844,0.0044845347,0.0
ERR1598684,0.0032624626,0.0005303212,0.0016694006,0.0009873775,0.0041507743,0.9807361,0.0047736596,0.0038899286,0.0
ERR1598843,0.0034472726,0.00038126748,0.00127329,0.0009368759,0.0037397773,0.97970676,0.00606215,0.004452593,0.0
ERR1598480,0.0034581413,0.00037422607,0.0012536809,0.0009340614,0.0037175226,0.9796301,0.0061453334,0.004486909,0.0
ERR1598623,0.0033542914,0.00044928578,0.0014567394,0.0009616924,0.0039393255,0.9802906,0.005384019,0.004164116,0.0
ERR1599298,0.0033895187,0.00042200403,0.0013839076,0.00095219456,0.0038618385,0.9800858,0.005633223,0.0042715957,0.0
ERR1598881,0.0034682672,0.0003675727,0.0012356492,0.0009314024,0.0036967767,0.97955674,0.0062241782,0.004519393,0.0
ERR1599610,0.0034538798,0.00037687106,0.0012613282,0.00093520404,0.00372622,0.97966033,0.006112677,0.0044734455,0.0
ERR1598127,0.003467505,0.00036810696,0.0012369585,0.00093161786,0.003698346,0.97956204,0.0062183426,0.004517079,0.0
ERR1599592,0.003475148,0.00036323574,0.0012237171,0.00092969724,0.0036829428,0.9795063,0.0062775933,0.004541361,0.0
ERR1599138,0.0033200504,0.00047779072,0.0015323446,0.0009711465,0.004016431,0.98047304,0.005148869,0.0040602908,0.0
ERR1598996,0.0034536594,0.00037716763,0.001262012,0.0009352672,0.0037273867,0.9796615,0.0061098146,0.0044730823,0.0
ERR1599611,0.0033130848,0.00048400307,0.0015486563,0.00097308663,0.004032739,0.9805085,0.005100996,0.0040389416,0.0
ERR1598072,0.0034269034,0.00039508293,0.001311024,0.0009422524,0.0037822537,0.97984624,0.0059081325,0.0043881517,0.0
ERR1598790,0.0033806558,0.00042886846,0.0014024185,0.000954602,0.0038820403,0.9801392,0.005567764,0.004244443,0.0
ERR1599390,0.0034316806,0.00039178503,0.0013021551,0.00094101555,0.0037722029,0.9798142,0.005943818,0.0044031944,0.0
ERR1598709,0.003468047,0.00036822606,0.0012379648,0.0009317387,0.0036991832,0.9795632,0.006214795,0.004516828,0.0
ERR1599293,0.0034300569,0.00039318128,0.0013060226,0.0009414229,0.0037772246,0.97982556,0.0059282477,0.004398233,0.0
ERR1599165,0.0034418912,0.00038509967,0.0012837639,0.00093833025,0.003751876,0.97974515,0.0060185315,0.0044352817,0.0
ERR1599078,0.0034585637,0.0003738406,0.0012529365,0.0009339676,0.003716587,0.9796269,0.006148777,0.004488387,0.0
ERR1598067,0.0034212526,0.00039909402,0.0013220339,0.0009437664,0.0037947118,0.9798835,0.005864992,0.004370653,0.0
ERR1599632,0.003475792,0.00036314686,0.0012234797,0.000929755,0.0036832918,0.9795034,0.0062790886,0.0045420034,0.0
ERR1598833,0.0034240417,0.00039743024,0.0013177469,0.0009431188,0.0037896729,0.979868,0.005881838,0.004378134,0.0
ERR1599443,0.0034760213,0.00036261248,0.0012221405,0.00092948,0.0036811016,0.9794998,0.006284654,0.0045441375,0.0
ERR1599348,0.0034672832,0.00036825586,0.0012375236,0.00093176897,0.00369898,0.97956425,0.006215832,0.0045160945,0.0
ERR1598816,0.0033496646,0.00045297178,0.0014669176,0.00096301525,0.003949287,0.98031723,0.005351397,0.0041494956,0.0
