,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
SRR6866469,0.99209857,0.0011194944,0.0006917715,0.0007992387,0.0003785491,0.00044450164,0.00028204918,0.0012116134,0.0010305941,0.00033068657,0.00032791495,0.0002760291,0.0010089874
ERR2198027,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
ERR1314668,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
ERR719442,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
ERR1385224,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
SRR7448602,0.0061858,0.00037896633,0.0021445155,0.0016922355,0.0006854236,0.00032538176,0.00070649385,0.0014275908,0.0012258887,0.0004298389,0.0005503893,0.0013168454,0.98293066
SRR1618345,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
SRR6394203,0.011089802,0.0003310144,0.0012935698,0.0013608634,0.00041791797,0.00028678775,0.000515759,0.0018865466,0.0011986196,0.00036168098,0.00050768256,0.0010659695,0.97968376
SRR2144020,0.992102,0.0011199117,0.0006917417,0.0007992387,0.0003785193,0.00044465065,0.0002821386,0.0012116432,0.0010307133,0.00033068657,0.00032785535,0.00027611852,0.0010048151
ERR1987733,0.0009623037,0.0030019595,0.9689783,0.010161847,0.0012030131,0.0010862157,0.0028682947,0.004255575,0.0022582507,0.00053528184,0.0021911664,0.002497804,0.0
ERR1109583,0.008111328,0.00038465858,0.002043724,0.001809895,0.00036269426,0.0003065169,0.0004299879,0.003073603,0.0010930002,0.00031137466,0.00044491887,0.0008915961,0.98073673
SRR6264285,0.99210894,0.0011207461,0.0006917119,0.0007992089,0.0003786981,0.00044491887,0.0002822578,0.0012117326,0.0010309815,0.00033083558,0.00032806396,0.00027626753,0.000995636
ERR441386,0.0052734613,0.0008789003,0.008368015,0.0026999414,0.026463956,0.002200991,0.0013099015,0.9358331,0.0016519725,0.00188905,0.0020714402,0.0046087205,0.006750524
ERR1384587,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
SRR5688083,0.97963345,0.00050896406,0.0007483661,0.0008023679,0.0002529323,0.00023972988,0.00014135242,0.001119107,0.0008327961,0.0002988875,0.0002618432,0.0001412034,0.01501894
ERR1310720,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
ERR2739102,0.99210787,0.0011206567,0.0006919205,0.0007992685,0.00037878752,0.00044494867,0.0002823174,0.0012120605,0.0010309219,0.00033080578,0.00032806396,0.00027641654,0.0009959936
ERR107002,0.00094502023,0.003013074,0.968978,0.010198694,0.001190844,0.0010871583,0.002856331,0.0043181796,0.002235906,0.000531996,0.002179738,0.0024650807,0.0
ERR498473,0.9898873,0.00091284513,0.00070655346,0.00080031157,0.00034108758,0.00037890673,0.00023576617,0.001187712,0.0009751916,0.0003221929,0.00030952692,0.00023213029,0.0037103891
ERR1913230,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
SRR1617820,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
ERR2511886,0.99210894,0.0011206865,0.0006917417,0.0007992387,0.0003786981,0.00044494867,0.0002823174,0.001211673,0.0010309219,0.00033080578,0.00032788515,0.00027638674,0.0009957552
DRR044305,0.0009523939,0.003005434,0.9690102,0.010161309,0.0011950855,0.0010864522,0.0028648567,0.004283165,0.0022426893,0.0005335362,0.0021869799,0.0024779134,0.0
