,root:Host-associated,Unknown
SRR7448994,0.9937414,0.006258607
SRR6264146,0.9937414,0.006258607
SRR5156165,0.9937414,0.006258607
ERR2003102,0.9937414,0.006258607
ERR867211,0.99374145,0.0062585473
SRR1617941,0.9937414,0.006258607
ERR1384527,0.9937414,0.006258607
DRR043087,0.9937414,0.006258607
ERR2002362,0.9937414,0.006258607
SRR995141,0.9937414,0.006258607
SRR1948853,0.9937414,0.006258607
ERR2662897,0.9937414,0.006258607
ERR441588,0.9937414,0.006258607
ERR2003230,0.9937414,0.006258607
SRR505219,0.9937414,0.006258607
ERR501125,0.9937414,0.006258607
SRR1618167,0.9937414,0.006258607
ERR2784682,0.9937414,0.006258607
ERR1759978,0.9937414,0.006258607
SRR6394194,0.9937414,0.006258607
DRR048057,0.9937414,0.006258607
SRR920954,0.9937414,0.006258607
DRR044008,0.9937414,0.006258607
ERR1383398,0.9937414,0.006258607
SRR6264925,0.9937414,0.006258607
ERR2531925,0.99357665,0.006423354
SRR6444209,0.9937414,0.006258607
ERR1659116,0.9937414,0.006258607
ERR1309660,0.9937414,0.006258607
ERR2511784,0.9937414,0.006258607
ERR1760106,0.9937414,0.006258607
DRR043729,0.9937414,0.006258607
ERR2511222,0.9937414,0.006258607
SRR6264618,0.9937414,0.006258607
SRR994657,0.9937403,0.00625968
SRR8356327,0.9937414,0.006258607
SRR6264333,0.9937414,0.006258607
DRR043879,0.9937414,0.006258607
DRR047587,0.9937414,0.006258607
SRR3094946,0.9937414,0.006258607
ERR501006,0.9937414,0.006258607
SRR1617828,0.9937414,0.006258607
SRR2145328,0.9937414,0.006258607
ERR441737,0.9937414,0.006258607
ERR500426,0.9937414,0.006258607
ERR2198017,0.9937414,0.006258607
SRR1715624,0.9937414,0.006258607
SRR935546,0.9937414,0.006258607
ERR1385523,0.9937414,0.006258607
DRR042886,0.9937414,0.006258607
ERR531874,0.9937414,0.006258607
ERR499929,0.9937414,0.006258607
SRR6264347,0.9937414,0.006258607
SRR1631688,0.9937414,0.006258607
ERR2511450,0.9937414,0.006258607
ERR1529673,0.9937414,0.006258607
ERR1313679,0.9937414,0.006258607
ERR2511059,0.9937414,0.006258607
SRR5165623,0.9937414,0.006258607
SRR3951046,0.9937407,0.006259322
ERR705772,0.9937414,0.006258607
ERR499472,0.9937414,0.006258607
SRR1617907,0.9937414,0.006258607
SRR6264936,0.9937414,0.006258607
ERR1385022,0.9937414,0.006258607
ERR1971167,0.9937414,0.006258607
ERR441029,0.9937414,0.006258607
SRR6411603,0.9937414,0.006258607
ERR2002340,0.9937414,0.006258607
ERR531728,0.9937414,0.006258607
SRR1922845,0.9937414,0.006258607
ERR2511123,0.9937414,0.006258607
ERR500329,0.9937414,0.006258607
SRR6028178,0.9937414,0.006258607
SRR1461116,0.9937414,0.006258607
SRR3951198,0.9937414,0.006258607
SRR1145368,0.9937414,0.006258607
ERR2002186,0.9937414,0.006258607
ERR1398086,0.9937414,0.006258607
SRR1617865,0.9937414,0.006258607
SRR6265028,0.9937414,0.006258607
SRR8484999,0.9937414,0.006258607
SRR6445020,0.99374133,0.0062586665
ERR1019687,0.9937414,0.006258607
ERR2784749,0.9937414,0.006258607
ERR532188,0.9937414,0.006258607
SRR2658210,0.9937414,0.006258607
ERR866564,0.9937414,0.006258607
SRR1583641,0.9937414,0.006258607
SRR6028282,0.9937414,0.006258607
DRR044182,0.9937414,0.006258607
SRR3094846,0.9937414,0.006258607
ERR499938,0.9937414,0.006258607
ERR1313494,0.9937414,0.006258607
ERR501128,0.9937414,0.006258607
ERR1385209,0.9937414,0.006258607
SRR5699180,0.9937414,0.006258607
SRR6265472,0.9937414,0.006258607
DRR029185,0.9937414,0.006258607
ERR498680,0.9937414,0.006258607
ERR107161,0.99374133,0.0062586665
SRR5165876,0.9937414,0.006258607
SRR1618182,0.9937414,0.006258607
ERR500844,0.9937414,0.006258607
SRR1145327,0.9937413,0.006258726
SRR3362189,0.9937414,0.006258607
SRR6932027,0.9937414,0.006258607
ERR500269,0.9937414,0.006258607
ERR441405,0.9937414,0.006258607
SRR1922975,0.9937414,0.006258607
SRR3094706,0.9937414,0.006258607
SRR6931191,0.9937414,0.006258607
SRR6411808,0.9937414,0.006258607
SRR6932206,0.9937414,0.006258607
ERR2511384,0.9937414,0.006258607
SRR6316017,0.9937414,0.006258607
ERR532184,0.9937414,0.006258607
SRR505185,0.9937415,0.0062584877
DRR042806,0.99374145,0.0062585473
SRR6394071,0.9937414,0.006258607
ERR443176,0.9937414,0.006258607
SRR1617687,0.9937414,0.006258607
SRR2145541,0.9937414,0.006258607
SRR1822487,0.9937414,0.006258607
SRR346876,0.9937415,0.0062584877
ERR1971219,0.9937414,0.006258607
SRR934649,0.9937414,0.006258607
ERR441428,0.9937414,0.006258607
ERR1315448,0.9937414,0.006258607
ERR1297651,0.9937414,0.006258607
ERR1384728,0.9937414,0.006258607
ERR209464,0.9937414,0.006258607
SRR3095209,0.9937414,0.006258607
ERR719343,0.9937414,0.006258607
SRR6931422,0.9937415,0.0062584877
SRR6411555,0.9937414,0.006258607
SRR7449320,0.9937414,0.006258607
ERR1315555,0.9937414,0.006258607
ERR1759979,0.9937414,0.006258607
ERR499245,0.9937414,0.006258607
SRR5156005,0.9937414,0.006258607
SRR1660134,0.9937414,0.006258607
ERR2538425,0.9937414,0.006258607
SRR6444957,0.9937414,0.006258607
ERR2784678,0.9937414,0.006258607
SRR2145534,0.9937414,0.006258607
ERR500590,0.9937414,0.006258607
ERR560687,0.9937414,0.006258607
ERR522374,0.9937414,0.006258607
ERR1960804,0.9937414,0.006258607
SRR7454129,0.99370813,0.0062918663
SRR7448612,0.99374145,0.0062585473
SRR6931140,0.9937415,0.0062584877
SRR7453415,0.9937414,0.006258607
SRR1948969,0.9937414,0.006258607
SRR2086824,0.9937414,0.006258607
ERR498637,0.9937414,0.006258607
SRR6413868,0.9937414,0.006258607
ERR2511412,0.9937414,0.006258607
ERR532183,0.9937415,0.0062584877
ERR1310152,0.9937414,0.006258607
ERR1384957,0.9937414,0.006258607
ERR2510972,0.9937414,0.006258607
ERR2739348,0.9937414,0.006258607
ERR1384288,0.9937414,0.006258607
SRR6414126,0.9937414,0.006258607
ERR500943,0.9937414,0.006258607
SRR7449502,0.9937414,0.006258607
SRR996248,0.9937414,0.006258607
SRR6028616,0.9937414,0.006258607
ERR498739,0.9937414,0.006258607
DRR047949,0.9937414,0.006258607
SRR6409274,0.9937408,0.006259203
ERR1313490,0.9937414,0.006258607
SRR2010295,0.9937414,0.006258607
DRR044200,0.9937415,0.0062584877
SRR996163,0.9937414,0.006258607
ERR441845,0.9937414,0.006258607
ERR209798,0.9937414,0.006258607
SRR995302,0.9937414,0.006258607
DRR068287,0.9937414,0.006258607
ERR2011853,0.9937414,0.006258607
SRR5467838,0.9937414,0.006258607
SRR3581155,0.9937414,0.006258607
SRR1949179,0.9937414,0.006258607
ERR2286300,0.9937414,0.006258607
ERR719740,0.9937414,0.006258607
ERR1823597,0.9937414,0.006258607
SRR6412117,0.9937414,0.006258607
SRR7454136,0.9937414,0.006258607
ERR451426,0.9937414,0.006258607
SRR2143733,0.9937414,0.006258607
DRR030482,0.9937414,0.006258607
ERR1385461,0.9937414,0.006258607
SRR3214681,0.9937414,0.006258607
SRR2145325,0.9937414,0.006258607
SRR6309264,0.9937414,0.006258607
ERR2538499,0.9937414,0.006258607
SRR6239911,0.9937414,0.006258607
SRR2658738,0.9937414,0.006258607
ERR1811326,0.9937414,0.006258607
ERR522656,0.9937414,0.006258607
SRR5165745,0.9937414,0.006258607
SRR3361491,0.9937414,0.006258607
SRR6931635,0.9937414,0.006258607
ERR451393,0.9937414,0.006258607
ERR1385197,0.9937414,0.006258607
SRR6931612,0.9937414,0.006258607
SRR5467999,0.9937414,0.006258607
SRR2658747,0.9937414,0.006258607
ERR450726,0.9937414,0.006258607
SRR6265356,0.9937414,0.006258607
ERR1310834,0.9937414,0.006258607
ERR1314932,0.9937414,0.006258607
SRR5467789,0.9937414,0.006258607
SRR1618086,0.9937414,0.006258607
SRR3931550,0.9937414,0.006258607
SRR6411720,0.9937414,0.006258607
ERR1759966,0.9937414,0.006258607
ERR522153,0.9937414,0.006258607
DRR043811,0.9937414,0.006258607
SRR2658816,0.9937414,0.006258607
SRR6413853,0.9937414,0.006258607
ERR983872,0.9937414,0.006258607
SRR7453367,0.9937414,0.006258607
ERR525813,0.9937414,0.006258607
ERR209669,0.9937414,0.006258607
DRR047556,0.9937414,0.006258607
ERR520870,0.9937414,0.006258607
SRR3094721,0.9937414,0.006258607
ERR719515,0.9937414,0.006258607
ERR579642,0.9937414,0.006258607
ERR1383057,0.9937414,0.006258607
ERR1384346,0.9937414,0.006258607
SRR6931450,0.9937414,0.006258607
SRR6264423,0.9937414,0.006258607
ERR1384786,0.9937414,0.006258607
ERR1385168,0.9937414,0.006258607
SRR1632989,0.9937414,0.006258607
DRR024149,0.9937403,0.00625968
ERR1971235,0.9937415,0.0062584877
ERR1331820,0.9937414,0.006258607
ERR499643,0.9937414,0.006258607
ERR1811304,0.9937414,0.006258607
SRR996419,0.9937414,0.006258607
ERR1384777,0.9937414,0.006258607
SRR7448683,0.9937414,0.006258607
SRR3647908,0.9937414,0.006258607
SRR6932320,0.9937414,0.006258607
ERR2002332,0.9937414,0.006258607
SRR2658312,0.9937414,0.006258607
ERR2511680,0.9937414,0.006258607
SRR3095128,0.9937414,0.006258607
SRR1631393,0.9937414,0.006258607
SRR6932444,0.9937414,0.006258607
ERR522417,0.9937414,0.006258607
DRR041956,0.9937414,0.006258607
SRR6028256,0.9937414,0.006258607
ERR501348,0.9937414,0.006258607
ERR500405,0.9937414,0.006258607
SRR2658006,0.9937414,0.006258607
ERR1624729,0.9937414,0.006258607
SRR1461195,0.9937414,0.006258607
ERR2624754,0.9937414,0.006258607
ERR2730383,0.9937414,0.006258607
ERR1331876,0.9937414,0.006258607
ERR1529674,0.9937414,0.006258607
ERR1313612,0.9937414,0.006258607
SRR7453279,0.9937414,0.006258607
ERR522321,0.9937414,0.006258607
SRR7453638,0.9937407,0.006259322
ERR443192,0.9937414,0.006258607
SRR5468050,0.9937415,0.0062584877
SRR6932482,0.9937414,0.006258607
DRR018415,0.99374115,0.0062588453
DRR047579,0.9937414,0.006258607
ERR2531949,0.9937414,0.006258607
DRR043209,0.9937414,0.006258607
SRR1949279,0.9937414,0.006258607
SRR996186,0.9937414,0.006258607
ERR209327,0.9937414,0.006258607
SRR6931982,0.9937414,0.006258607
SRR6414029,0.99374145,0.0062585473
ERR1759929,0.9937414,0.006258607
SRR7453282,0.9937414,0.006258607
SRR6264235,0.9937414,0.006258607
ERR499618,0.9937414,0.006258607
SRR5467743,0.9937414,0.006258607
SRR5467574,0.99374145,0.0062585473
SRR6411667,0.9937414,0.006258607
SRR6265248,0.9937414,0.006258607
ERR522566,0.9937414,0.006258607
ERR106981,0.9937414,0.006258607
ERR1701287,0.9937414,0.006258607
ERR1314255,0.9937414,0.006258607
SRR6931734,0.9937414,0.006258607
SRR7448663,0.9937414,0.006258607
ERR522106,0.9937414,0.006258607
SRR6264649,0.9937414,0.006258607
SRR5831875,0.9937414,0.006258607
ERR1310499,0.9937414,0.006258607
ERR498974,0.9937414,0.006258607
SRR3095108,0.9937414,0.006258607
SRR5164321,0.9937414,0.006258607
DRR042960,0.9937414,0.006258607
SRR3030629,0.9937414,0.006258607
ERR443538,0.9937414,0.006258607
SRR6931145,0.9937414,0.006258607
SRR5868689,0.9937414,0.006258607
SRR3503334,0.9937409,0.0062590837
ERR2738778,0.9937414,0.006258607
SRR996559,0.9937414,0.006258607
ERR1384606,0.9937414,0.006258607
SRR1145346,0.993737,0.0062630177
ERR1876224,0.9937414,0.006258607
SRR3037260,0.9937414,0.006258607
ERR2738901,0.9937414,0.006258607
ERR2730381,0.9937414,0.006258607
SRR6932169,0.99374115,0.0062588453
SRR1660217,0.9937414,0.006258607
ERR719417,0.9937414,0.006258607
ERR2003307,0.9937414,0.006258607
ERR500072,0.9937414,0.006258607
SRR7449274,0.9937414,0.006258607
SRR6931986,0.9937414,0.006258607
SRR7448922,0.9937414,0.006258607
ERR1311202,0.9937414,0.006258607
ERR719761,0.9937414,0.006258607
SRR6264574,0.9937414,0.006258607
SRR2145494,0.9937414,0.006258607
SRR1950709,0.9937414,0.006258607
ERR1385420,0.9937414,0.006258607
SRR7453555,0.9937414,0.006258607
SRR6028516,0.9937414,0.006258607
SRR6931338,0.9937414,0.006258607
ERR1384746,0.9937414,0.006258607
SRR7453596,0.99370587,0.0062941313
ERR579468,0.9937414,0.006258607
DRR047934,0.9937414,0.006258607
SRR7449413,0.9937414,0.006258607
SRR5831882,0.9937415,0.0062584877
DRR014378,0.9937414,0.006258607
ERR1315189,0.9937414,0.006258607
ERR1311208,0.9937414,0.006258607
SRR2010324,0.9937414,0.006258607
SRR7453349,0.9937414,0.006258607
SRR994800,0.9937414,0.006258607
ERR2001850,0.9937414,0.006258607
SRR3094767,0.9937414,0.006258607
ERR522320,0.9937414,0.006258607
ERR883591,0.9937414,0.006258607
ERR209776,0.9937414,0.006258607
SRR1660215,0.9937414,0.006258607
ERR2730298,0.9937414,0.006258607
ERR1310050,0.9937414,0.006258607
SRR1660162,0.9937414,0.006258607
ERR520774,0.9937414,0.006258607
SRR1461398,0.9937414,0.006258607
ERR1385415,0.9937414,0.006258607
SRR6414136,0.99374104,0.0062589645
SRR2761228,0.9937415,0.0062584877
SRR6932196,0.9937414,0.006258607
SRR6408755,0.9937414,0.006258607
ERR560594,0.9937414,0.006258607
ERR2511867,0.9937414,0.006258607
SRR6264157,0.9937414,0.006258607
SRR6264602,0.9937414,0.006258607
ERR1384656,0.9937414,0.006258607
SRR5525242,0.9937414,0.006258607
SRR995040,0.9937414,0.006258607
SRR6414203,0.9937414,0.006258607
SRR6148380,0.9937414,0.006258607
SRR6265475,0.9937415,0.0062584877
ERR1311477,0.9937414,0.006258607
ERR2511755,0.9937414,0.006258607
SRR6265448,0.9937414,0.006258607
SRR6451723,0.9937414,0.006258607
ERR719250,0.9937414,0.006258607
ERR2730167,0.9937414,0.006258607
ERR1313599,0.9937414,0.006258607
ERR1960689,0.9937414,0.006258607
ERR3596483,0.9937414,0.006258607
ERR2002038,0.9937414,0.006258607
ERR2042061,0.9937414,0.006258607
SRR6038516,0.9937414,0.006258607
DRR044282,0.99374145,0.0062585473
SRR5156130,0.9937414,0.006258607
SRR6414315,0.9937414,0.006258607
ERR1383865,0.9937414,0.006258607
SRR5483130,0.9937414,0.006258607
SRR6408927,0.9937414,0.006258607
SRR5415609,0.9937414,0.006258607
SRR6265418,0.9937414,0.006258607
ERR2511358,0.9937414,0.006258607
ERR501097,0.9937414,0.006258607
ERR1314216,0.9937414,0.006258607
ERR499706,0.9937414,0.006258607
ERR441243,0.9937414,0.006258607
SRR6931542,0.9937414,0.006258607
SRR6299055,0.9937414,0.006258607
SRR6412111,0.9937414,0.006258607
SRR7453818,0.9937414,0.006258607
SRR1922930,0.9937414,0.006258607
ERR1384368,0.9937414,0.006258607
ERR1987720,0.9937282,0.0062717795
SRR994692,0.9937414,0.006258607
SRR6932379,0.9937414,0.006258607
DRR050907,0.9937414,0.006258607
DRR047472,0.9937414,0.006258607
SRR6264182,0.9937414,0.006258607
SRR3053342,0.9937414,0.006258607
SRR5699352,0.9937414,0.006258607
SRR7448788,0.9937414,0.006258607
ERR520694,0.9937414,0.006258607
SRR6931649,0.9937414,0.006258607
SRR7448688,0.9937414,0.006258607
SRR5947843,0.9937414,0.006258607
ERR500581,0.9937414,0.006258607
SRR1618131,0.9937414,0.006258607
SRR1949193,0.9937414,0.006258607
SRR3037242,0.9937414,0.006258607
ERR499502,0.9937414,0.006258607
ERR1315285,0.9937414,0.006258607
ERR451294,0.9937414,0.006258607
ERR1383714,0.9937414,0.006258607
DRR047416,0.9937414,0.006258607
SRR5155795,0.9937414,0.006258607
SRR5947897,0.9937414,0.006258607
ERR2510951,0.9937414,0.006258607
ERR450690,0.9937414,0.006258607
SRR6932365,0.9937414,0.006258607
ERR579658,0.9937414,0.006258607
ERR2624791,0.9937414,0.006258607
SRR6394041,0.9937414,0.006258607
SRR3951203,0.9937408,0.006259203
ERR472976,0.9937414,0.006258607
SRR1948986,0.9937414,0.006258607
ERR579771,0.9937414,0.006258607
ERR719791,0.9937414,0.006258607
DRR014342,0.9937414,0.006258607
ERR1384333,0.9937414,0.006258607
SRR3362151,0.9937414,0.006258607
SRR3037134,0.9937414,0.006258607
SRR1922977,0.9937414,0.006258607
SRR5155799,0.9937414,0.006258607
ERR441742,0.9937414,0.006258607
ERR2511470,0.9937414,0.006258607
SRR921098,0.9937414,0.006258607
SRR6436933,0.9937414,0.006258607
ERR719784,0.9937414,0.006258607
SRR3094791,0.9937414,0.006258607
ERR444303,0.9937415,0.0062584877
SRR6444946,0.9937414,0.006258607
ERR2182505,0.9937414,0.006258607
ERR441636,0.9937414,0.006258607
SRR994712,0.9937414,0.006258607
ERR1311521,0.9937414,0.006258607
ERR498624,0.9937414,0.006258607
ERR2011886,0.9937414,0.006258607
ERR1311482,0.9937414,0.006258607
SRR5155971,0.9937414,0.006258607
ERR2003149,0.9937414,0.006258607
SRR2657970,0.9937414,0.006258607
SRR3503220,0.9937414,0.006258607
SRR6411934,0.9937414,0.006258607
SRR6874491,0.9937414,0.006258607
ERR2511476,0.9937414,0.006258607
DRR042959,0.9937414,0.006258607
ERR1384545,0.9937414,0.006258607
SRR5141879,0.9937414,0.006258607
SRR6408670,0.9937414,0.006258607
ERR579626,0.9937414,0.006258607
SRR5165677,0.9937414,0.006258607
SRR6411698,0.9937414,0.006258607
SRR1923902,0.9937414,0.006258607
ERR2011867,0.9937414,0.006258607
ERR525725,0.9937414,0.006258607
ERR1382966,0.9937414,0.006258607
SRR3647800,0.9937414,0.006258607
SRR1948972,0.9937414,0.006258607
SRR1823072,0.9937414,0.006258607
ERR1314613,0.9937414,0.006258607
ERR1912993,0.9937414,0.006258607
ERR2730325,0.9937414,0.006258607
ERR2511284,0.9937414,0.006258607
SRR2145346,0.9937414,0.006258607
SRR3034978,0.9937414,0.006258607
DRR068148,0.9937414,0.006258607
SRR1632340,0.9937414,0.006258607
SRR1949261,0.9937414,0.006258607
ERR499480,0.9937414,0.006258607
SRR6444493,0.9937414,0.006258607
ERR500075,0.9937414,0.006258607
SRR387976,0.9937414,0.006258607
ERR720069,0.9937415,0.0062584877
SRR6411810,0.9937414,0.006258607
SRR996328,0.9937414,0.006258607
SRR919612,0.9937414,0.006258607
SRR6408978,0.99373794,0.006262064
SRR3419406,0.9937414,0.006258607
SRR6444248,0.9937414,0.006258607
SRR5687835,0.9937414,0.006258607
ERR2730338,0.9937414,0.006258607
ERR1314210,0.9937414,0.006258607
ERR2784694,0.9937414,0.006258607
ERR441314,0.9937414,0.006258607
DRR044034,0.9937414,0.006258607
ERR1310989,0.9937414,0.006258607
ERR2738828,0.9937414,0.006258607
ERR499901,0.9937414,0.006258607
ERR867494,0.9937414,0.006258607
SRR1583645,0.9937414,0.006258607
SRR1704754,0.9937414,0.006258607
ERR2739217,0.9937414,0.006258607
ERR1384347,0.9937414,0.006258607
SRR6409189,0.9937414,0.006258607
SRR7448874,0.9937414,0.006258607
SRR3030646,0.9937414,0.006258607
ERR1315406,0.9937414,0.006258607
ERR499238,0.9937414,0.006258607
DRR044083,0.9937414,0.006258607
SRR2154917,0.9937414,0.006258607
SRR3361619,0.9937414,0.006258607
SRR388079,0.9937414,0.006258607
DRR060288,0.9937414,0.006258607
SRR5467981,0.9937414,0.006258607
ERR866658,0.9937414,0.006258607
ERR719462,0.9937414,0.006258607
ERR500864,0.9937414,0.006258607
SRR3094775,0.9937414,0.006258607
SRR1704416,0.9937414,0.006258607
ERR1384270,0.9937414,0.006258607
SRR7448844,0.9937414,0.006258607
SRR7448669,0.9937414,0.006258607
SRR6412098,0.9937414,0.006258607
SRR5868857,0.9937414,0.006258607
ERR1383361,0.9937414,0.006258607
SRR6444921,0.9937414,0.006258607
ERR1314717,0.9937414,0.006258607
ERR522515,0.9937414,0.006258607
ERR209715,0.9937414,0.006258607
SRR3727629,0.9937414,0.006258607
DRR043104,0.9937414,0.006258607
SRR1618150,0.9937414,0.006258607
SRR6408918,0.9937414,0.006258607
SRR5687939,0.9937414,0.006258607
ERR2739297,0.9937414,0.006258607
SRR5983296,0.9937414,0.006258607
SRR6028273,0.9937414,0.006258607
SRR996904,0.9937414,0.006258607
SRR996028,0.99373627,0.006263733
ERR499654,0.9937414,0.006258607
ERR1313659,0.9937414,0.006258607
SRR6451714,0.9937414,0.006258607
SRR1617948,0.9937414,0.006258607
SRR6264775,0.9937414,0.006258607
SRR2761303,0.9937414,0.006258607
SRR1715615,0.9937414,0.006258607
SRR994501,0.9937414,0.006258607
SRR6932395,0.9937414,0.006258607
SRR6054492,0.9937414,0.006258607
ERR444683,0.9937414,0.006258607
SRR995949,0.9937414,0.006258607
ERR2511741,0.9937414,0.006258607
ERR1960681,0.9937414,0.006258607
ERR2538524,0.9937414,0.006258607
SRR6412122,0.9937414,0.006258607
ERR1311612,0.9937414,0.006258607
SRR5869870,0.9937414,0.006258607
SRR3361656,0.9937414,0.006258607
DRR047895,0.9937414,0.006258607
DRR050825,0.9937414,0.006258607
SRR5643941,0.9937414,0.006258607
DRR043099,0.9937414,0.006258607
ERR2738947,0.9937414,0.006258607
ERR2730161,0.9937414,0.006258607
ERR2286259,0.9937414,0.006258607
ERR441067,0.9937414,0.006258607
ERR2247338,0.9937414,0.006258607
SRR5687862,0.9937414,0.006258607
SRR995108,0.9937414,0.006258607
SRR6411497,0.9937414,0.006258607
ERR2511226,0.9937414,0.006258607
SRR6414096,0.9937414,0.006258607
SRR7449478,0.9937414,0.006258607
SRR6414215,0.9937414,0.006258607
ERR719601,0.9937414,0.006258607
SRR1632857,0.9937414,0.006258607
SRR2145611,0.9937414,0.006258607
ERR139323,0.9937414,0.006258607
SRR6932040,0.9937414,0.006258607
ERR2739092,0.9937414,0.006258607
DRR047701,0.9937407,0.006259322
ERR500141,0.9937414,0.006258607
ERR560608,0.9937415,0.0062584877
ERR500418,0.9937414,0.006258607
SRR5947838,0.9937414,0.006258607
SRR6265655,0.9937414,0.006258607
SRR5868686,0.9937414,0.006258607
SRR6028639,0.9937414,0.006258607
ERR1331835,0.9937414,0.006258607
SRR7453803,0.9937414,0.006258607
SRR3501922,0.9937414,0.006258607
SRR6444696,0.9937414,0.006258607
ERR1297678,0.9937414,0.006258607
SRR5947909,0.9937415,0.0062584877
ERR2249206,0.9937414,0.006258607
SRR1624803,0.9937414,0.006258607
SRR1660122,0.9937415,0.0062584877
SRR6411556,0.9937414,0.006258607
ERR1311234,0.9937414,0.006258607
SRR995109,0.9937414,0.006258607
ERR1309994,0.9937414,0.006258607
ERR1383869,0.9937414,0.006258607
ERR579508,0.9937414,0.006258607
SRR2154989,0.9937414,0.006258607
DRR042858,0.9937414,0.006258607
SRR6931885,0.9937414,0.006258607
ERR501077,0.9937414,0.006258607
ERR561347,0.9937414,0.006258607
SRR2086875,0.9937414,0.006258607
SRR6239924,0.9937414,0.006258607
ERR1759884,0.9937414,0.006258607
SRR6444595,0.9937414,0.006258607
ERR1310176,0.9937414,0.006258607
ERR522412,0.9937414,0.006258607
ERR883618,0.9937414,0.006258607
SRR7449050,0.9937414,0.006258607
ERR1811110,0.9937414,0.006258607
SRR5868871,0.9937414,0.006258607
ERR1385412,0.9937414,0.006258607
SRR6028390,0.9937414,0.006258607
ERR2003138,0.9937414,0.006258607
ERR579760,0.9937414,0.006258607
SRR1617862,0.9937414,0.006258607
SRR3030576,0.9937414,0.006258607
DRR042902,0.9937414,0.006258607
SRR1949059,0.9937414,0.006258607
SRR3053321,0.9937414,0.006258607
ERR520720,0.9937414,0.006258607
SRR4303146,0.9937414,0.006258607
SRR935565,0.9937414,0.006258607
ERR1311189,0.9937414,0.006258607
SRR1949220,0.9937414,0.006258607
DRR049476,0.9937414,0.006258607
ERR1382600,0.9937414,0.006258607
ERR498727,0.9937414,0.006258607
SRR5178084,0.9937414,0.006258607
SRR6411902,0.9937414,0.006258607
DRR044026,0.9937414,0.006258607
SRR7449498,0.9937414,0.006258607
ERR2762596,0.99361515,0.0063848495
SRR3581153,0.9937414,0.006258607
SRR6060202,0.9937414,0.006258607
SRR5947815,0.9937414,0.006258607
ERR1310160,0.9937414,0.006258607
ERR579787,0.9937414,0.006258607
SRR6265263,0.9937414,0.006258607
SRR7453686,0.9937414,0.006258607
DRR048126,0.9937414,0.006258607
SRR8356362,0.9937414,0.006258607
ERR1311207,0.9937414,0.006258607
ERR498969,0.9937414,0.006258607
ERR1474568,0.9937415,0.0062584877
ERR719756,0.9937414,0.006258607
ERR107113,0.9937404,0.00625962
ERR1382991,0.9937414,0.006258607
SRR7449094,0.9937414,0.006258607
ERR1384721,0.9937414,0.006258607
ERR719814,0.9937414,0.006258607
ERR499029,0.9937414,0.006258607
SRR6932242,0.9937414,0.006258607
ERR1315748,0.9937414,0.006258607
ERR1314983,0.9937414,0.006258607
DRR044165,0.9937414,0.006258607
SRR1145388,0.99374133,0.0062586665
SRR921031,0.9937414,0.006258607
ERR1309611,0.9937414,0.006258607
ERR500942,0.9937414,0.006258607
SRR2658173,0.9937415,0.0062584877
SRR3094959,0.9937414,0.006258607
ERR1297793,0.9937414,0.006258607
DRR042746,0.9937414,0.006258607
DRR044115,0.9937414,0.006258607
ERR209855,0.9937414,0.006258607
SRR3094778,0.9937414,0.006258607
DRR044072,0.9937414,0.006258607
ERR1383790,0.9937414,0.006258607
SRR6931647,0.9937414,0.006258607
ERR525797,0.9937414,0.006258607
ERR1315059,0.9937414,0.006258607
ERR522459,0.9937414,0.006258607
ERR579639,0.9937414,0.006258607
SRR2143787,0.9937414,0.006258607
SRR6394021,0.9937414,0.006258607
SRR505263,0.9937414,0.006258607
SRR1581153,0.9937414,0.006258607
ERR1315385,0.9937414,0.006258607
SRR7453887,0.9937414,0.006258607
SRR6367232,0.9937402,0.006259799
ERR450769,0.9937414,0.006258607
ERR1311353,0.9937414,0.006258607
SRR1623219,0.9937414,0.006258607
SRR6309261,0.9937414,0.006258607
ERR1315004,0.9937414,0.006258607
DRR047944,0.9937414,0.006258607
ERR2738823,0.9937414,0.006258607
ERR1383366,0.9937414,0.006258607
ERR532015,0.9937414,0.006258607
ERR1315705,0.9937414,0.006258607
ERR209254,0.9937414,0.006258607
SRR6028641,0.9937414,0.006258607
ERR525699,0.9937414,0.006258607
SRR6414023,0.9937414,0.006258607
ERR1971214,0.9937414,0.006258607
ERR1385491,0.9937414,0.006258607
SRR6414174,0.9937377,0.0062623024
ERR561605,0.9937414,0.006258607
ERR444142,0.9937414,0.006258607
ERR1385424,0.9937414,0.006258607
ERR499644,0.9937414,0.006258607
SRR1949212,0.9937414,0.006258607
SRR5196262,0.9937414,0.006258607
ERR2538351,0.9937414,0.006258607
ERR1383669,0.9937414,0.006258607
SRR3190994,0.9937414,0.006258607
SRR6931196,0.9937414,0.006258607
SRR1618022,0.9937414,0.006258607
SRR5644028,0.9937414,0.006258607
SRR3053358,0.9937414,0.006258607
SRR6931736,0.9937414,0.006258607
SRR387964,0.9937414,0.006258607
SRR7448564,0.9937414,0.006258607
ERR1382349,0.9937414,0.006258607
SRR3951033,0.99370986,0.006290138
ERR1310986,0.9937414,0.006258607
ERR107214,0.9937396,0.006260395
SRR3502010,0.9937414,0.006258607
SRR2923747,0.9937414,0.006258607
SRR5467904,0.9937414,0.006258607
ERR1315081,0.9937414,0.006258607
ERR1109400,0.99374056,0.0062594414
ERR532067,0.9937414,0.006258607
DRR047433,0.9937415,0.0062584877
ERR1315492,0.9937414,0.006258607
