,root:Engineered:Wastewater,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Human,root:Host-associated:Insecta,root:Host-associated:Mammals,root:Host-associated:Plants
ERR441294,0.0067651845,0.033557992,0.0151422145,0.8411937,0.012173501,0.0789297,0.012237778
ERR1512277,0.0063126944,0.028967755,0.022809528,0.04665704,0.006353344,0.8847688,0.0041308654
SRR2098418,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602559,0.00085818244
SRR3647800,0.0006283858,0.0019684578,0.0035719082,0.9877072,0.00089001795,0.004013441,0.0012206527
SRR3095062,0.0006283943,0.0019684883,0.0035717606,0.9877073,0.00089003757,0.0040133228,0.0012207547
SRR5181174,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602559,0.00085818244
ERR2200217,0.014515697,0.023465384,0.099327646,0.43536028,0.0112089,0.35947645,0.0566457
SRR5210771,0.0072834753,0.021839395,0.028746398,0.026898112,0.0050466033,0.90512246,0.0050636427
ERR1681525,0.0006283743,0.0019683833,0.0035715038,0.9877079,0.0008900237,0.0040131034,0.0012207374
ERR501231,0.00063017826,0.0019732786,0.0035754603,0.9876815,0.00089281163,0.004025066,0.0012216779
SRR8611262,0.022366235,0.062125888,0.12270211,0.4667665,0.006968553,0.06374894,0.25532177
ERR441442,0.00062838045,0.001968386,0.0035715648,0.9877078,0.00089003885,0.004013126,0.0012207589
ERR1897527,0.0031792496,0.92793393,0.011201113,0.01437637,0.0040255175,0.0367775,0.0025063248
DRR041995,0.00062842056,0.00196849,0.0035718281,0.9877072,0.0008900782,0.004013215,0.0012208802
SRR6287333,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602577,0.0008581828
SRR8356310,0.0065152072,0.04634048,0.025743356,0.5470039,0.014839465,0.3476659,0.011891721
SRR1793511,0.011132519,0.025681283,0.7433346,0.11133185,0.006407923,0.014927247,0.08718449
ERR2013545,0.09653286,0.1175881,0.19855261,0.15789053,0.192306,0.123594634,0.11353523
ERR2026394,0.0031065845,0.035667323,0.013922806,0.89940417,0.0033162301,0.015419946,0.02916292
SRR7448569,0.0006308375,0.0019649386,0.0036039478,0.9876466,0.00089767337,0.0040253378,0.00123074
ERR2216464,0.0073172823,0.021927314,0.028514454,0.025982238,0.0050272383,0.9061517,0.005079762
SRR632450,0.002365379,0.9812137,0.003412004,0.0055031334,0.0028872893,0.003760302,0.00085818314
SRR2145561,0.00062858476,0.0019688436,0.0035739525,0.98769915,0.00089043134,0.0040179426,0.0012210311
SRR4414260,0.011146074,0.025752591,0.74299264,0.11158416,0.006405458,0.014948674,0.0871704
SRR2154895,0.00062837335,0.0019683787,0.0035714968,0.9877079,0.00089002284,0.0040130997,0.0012207346
SRR7448733,0.0006311836,0.0019681787,0.0035983864,0.987651,0.00089498213,0.0040267822,0.0012293947
SRR1980904,0.0023696984,0.9811553,0.0034191883,0.0055269385,0.0028971047,0.0037734269,0.00085838494
DRR047702,0.0006284004,0.0019684006,0.0035717376,0.98770756,0.00089007086,0.004013182,0.0012208243
ERR1690500,0.0038387908,0.006545144,0.01755746,0.01980039,0.00997374,0.013899713,0.9283848
ERR2814658,0.3448717,0.12555078,0.09687449,0.15702662,0.04742615,0.06975301,0.1584973
ERR1726033,0.3464964,0.11077502,0.10946218,0.16903616,0.04416061,0.066210456,0.1538591
SRR6038455,0.0033799228,0.021683626,0.021816948,0.7989088,0.0072158873,0.13401027,0.012984591
ERR1311264,0.0031364122,0.02142447,0.017531298,0.81909513,0.0075655794,0.12061731,0.010629857
DRR043987,0.00062842184,0.001968444,0.003571791,0.9877073,0.0008900728,0.0040131467,0.0012208701
SRR1461299,0.006321247,0.047020644,0.028019844,0.5667754,0.013694584,0.32465738,0.013510821
SRR5915404,0.002365531,0.98121166,0.0034122558,0.005503977,0.0028876371,0.003760764,0.00085819035
SRR6457143,0.0023653936,0.9812136,0.00341203,0.005503151,0.0028872988,0.0037603376,0.0008581864
ERR1913015,0.0006296103,0.0019704888,0.0036008703,0.98762274,0.0008919683,0.0040571243,0.0012272182
ERR525788,0.0034682734,0.0258882,0.0198556,0.77916473,0.008304335,0.1519882,0.011330667
ERR1760052,0.0006284015,0.0019685337,0.0035716381,0.98770744,0.0008900376,0.0040131626,0.0012208235
SRR7584168,0.008203966,0.021120863,0.028214686,0.4491023,0.013720817,0.46997657,0.009660847
SRR5082885,0.0072376253,0.02179773,0.028621837,0.025765704,0.004957017,0.9066125,0.0050076344
SRR7270154,0.00566651,0.028584711,0.013433547,0.8699308,0.011465627,0.059322853,0.011595924
ERR1385231,0.01715486,0.035290807,0.08235254,0.28625497,0.01342923,0.528194,0.03732361
SRR2154966,0.00062877074,0.0019690215,0.0035756459,0.9876979,0.0008909904,0.004015285,0.0012223612
SRR3647839,0.0006400353,0.0019860214,0.0036351427,0.9875135,0.0009011916,0.0040830337,0.0012411302
SRR7448845,0.0006328424,0.0019669952,0.0036172676,0.98761344,0.0008991147,0.0040348764,0.0012353777
SRR8611200,0.018968193,0.024965411,0.15694189,0.20696543,0.013265013,0.039783567,0.5391105
SRR8609391,0.0716108,0.4315863,0.05709272,0.14186037,0.03866184,0.22131945,0.037868578
SRR4431440,0.0023653668,0.9812138,0.0034119817,0.005503066,0.0028872606,0.0037602629,0.0008581828
ERR525977,0.0006285794,0.0019690408,0.003572055,0.9877049,0.00089030317,0.0040143006,0.0012209397
ERR2233577,0.00707484,0.022674479,0.027646722,0.027456596,0.0050935685,0.9052138,0.004839949
SRR6398173,0.0034212105,0.968952,0.004781068,0.010313889,0.0046716956,0.0067398604,0.001120174
SRR5699508,0.00063236017,0.0019791403,0.00358018,0.98764974,0.0008962071,0.0040396396,0.0012227575
SRR971582,0.011132975,0.025696961,0.74325556,0.11130614,0.0064109513,0.014936219,0.087261185
ERR1382732,0.004761447,0.026231973,0.024944989,0.74037534,0.009861611,0.17939357,0.014431064
ERR1855551,0.0006218794,0.0019619851,0.0036887364,0.9873675,0.0008894259,0.00423336,0.0012371042
SRR6295309,0.0038390062,0.0065454333,0.017558344,0.019800797,0.009974167,0.013900632,0.92838156
ERR1689729,0.0038387594,0.0065450747,0.017557321,0.019800449,0.009973658,0.013899584,0.92838514
SRR5590631,0.002365851,0.98120743,0.0034127892,0.0055057574,0.0028883724,0.0037617397,0.0008582047
ERR1897399,0.0023753708,0.9811137,0.003428761,0.005534555,0.002901562,0.00378654,0.00085957034
SRR952028,0.012457783,0.06219927,0.5317052,0.04432305,0.011233828,0.030524576,0.3075563
SRR5870119,0.00062839745,0.0019685084,0.0035716235,0.98770756,0.0008900365,0.0040131514,0.0012208115
SRR980673,0.008796134,0.0060367435,0.03114864,0.019649435,0.016238296,0.05392083,0.86421
SRR4826212,0.0023659696,0.981206,0.0034129878,0.0055062296,0.002888571,0.0037620696,0.00085821655
SRR7901864,0.020242814,0.03076868,0.20724918,0.2345342,0.011444081,0.047355715,0.44840527
SRR5406961,0.0023838093,0.9810805,0.0034360066,0.0055278083,0.0029043858,0.0038083831,0.00085917616
SRR4786509,0.0023654334,0.9812129,0.0034120958,0.005503381,0.002887393,0.0037604603,0.0008581878
SRR6309290,0.0006285249,0.0019694355,0.0035800524,0.98767906,0.00089082815,0.004030133,0.001222057
SRR1923184,0.011133378,0.025685454,0.74330944,0.1113549,0.00640825,0.014929785,0.08717892
ERR2738614,0.0006286942,0.0019678902,0.0035737194,0.98770535,0.00088999886,0.004014601,0.0012197508
ERR1513291,0.007231568,0.021786949,0.028592706,0.025745716,0.0049561216,0.90668863,0.0049982835
SRR5915572,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602559,0.00085818244
SRR6444898,0.0014090105,0.010786154,0.012925985,0.91629034,0.0030510083,0.04646705,0.009070534
ERR1311309,0.0056956382,0.036533497,0.017941942,0.15406188,0.01011409,0.77188426,0.0037687344
SRR919617,0.00062841794,0.0019684946,0.0035718884,0.98770684,0.00089009956,0.004013244,0.001220898
ERR719644,0.00062731217,0.0019682166,0.0036027667,0.98761344,0.0008907533,0.0040721535,0.0012253233
SRR6671022,0.007255178,0.021745674,0.028670654,0.025910992,0.00497208,0.9064192,0.005026203
SRR7454159,0.0006346032,0.001966342,0.0036407877,0.9875672,0.00090489397,0.0040429146,0.0012433438
ERR1256055,0.00076005026,0.002318575,0.0038411824,0.98580706,0.0010963826,0.0048942254,0.0012824222
DRR012994,0.003212026,0.94034344,0.009814006,0.013859587,0.004063163,0.026432056,0.002275655
SRR8611160,0.022861097,0.06499759,0.12679194,0.44005844,0.0069652125,0.062024765,0.27630097
ERR1226500,0.0038387862,0.0065452643,0.017557757,0.019800304,0.009973733,0.013899655,0.92838454
ERR1690910,0.0038388055,0.006545272,0.017557789,0.019800346,0.009973768,0.013899726,0.92838436
ERR2510964,0.0006497211,0.0020449134,0.0038238326,0.9866992,0.00093808846,0.0045800386,0.0012641726
ERR2002155,0.0006285147,0.001968751,0.003572026,0.98770535,0.0008902336,0.004014276,0.0012208618
SRR8605595,0.014142838,0.01234923,0.06610712,0.12518376,0.01772589,0.022472624,0.74201846
SRR3922952,0.011137587,0.025714412,0.743181,0.11143375,0.0064080926,0.014936921,0.08718819
ERR2511770,0.00063112215,0.0019776765,0.0035993333,0.9875967,0.000895698,0.0040744073,0.0012250297
SRR3589519,0.0023669957,0.98120385,0.003414004,0.0055040917,0.0028884087,0.0037643905,0.00085827353
DRR047961,0.0006283743,0.0019683824,0.0035715054,0.9877079,0.0008900241,0.0040131034,0.0012207374
SRR5590687,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602559,0.00085818244
ERR1226393,0.003838756,0.0065450505,0.017557265,0.019800475,0.0099736545,0.013899581,0.92838526
SRR1747686,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602559,0.00085818244
ERR451394,0.0006283746,0.0019683843,0.0035715073,0.9877079,0.000890025,0.0040131034,0.0012207379
ERR543719,0.011134074,0.025681632,0.7433165,0.11134721,0.0064082835,0.014929308,0.08718305
ERR1897736,0.03846482,0.26706275,0.051603306,0.04677263,0.013237488,0.54945177,0.033407316
SRR1818156,0.002365473,0.9812134,0.0034121333,0.0055030845,0.002887323,0.003760482,0.0008582025
ERR543241,0.011140444,0.025735108,0.7430346,0.111571826,0.0064097154,0.014944432,0.08716387
SRR6975984,0.0023653645,0.9812138,0.00341198,0.00550305,0.0028872564,0.0037602596,0.0008581828
ERR007051,0.0006609518,0.0020531958,0.0036413276,0.98724,0.00094034884,0.004227097,0.0012370346
SRR1178524,0.00062837335,0.0019683787,0.0035714968,0.9877079,0.00089002284,0.0040130997,0.0012207346
ERR883500,0.0015328327,0.011543751,0.013465132,0.9095572,0.0033351607,0.051376235,0.009189685
ERR1548827,0.058393773,0.091373876,0.09444605,0.49095803,0.076420926,0.12136276,0.06704463
ERR986380,0.0072484785,0.02181336,0.028582895,0.02576465,0.0049673365,0.90660787,0.005015328
SRR920196,0.0006283799,0.0019684038,0.003571546,0.9877078,0.00089003076,0.0040131183,0.001220757
SRR8608297,0.15479591,0.058355834,0.26571348,0.09734073,0.12612812,0.1285608,0.16910511
ERR1311621,0.0018593443,0.013350508,0.013707984,0.8983141,0.0041343276,0.059587304,0.009046459
SRR7453270,0.00064522325,0.0019788402,0.0037207468,0.9873776,0.0009157542,0.0040898407,0.001271885
SRR8610744,0.14305422,0.07517132,0.2174833,0.06281614,0.10168359,0.13067284,0.26911855
SRR3191033,0.00062841206,0.001968481,0.0035717052,0.9877071,0.0008900692,0.0040134825,0.0012207265
ERR1811269,0.0006283206,0.0019689926,0.0035806657,0.98767823,0.00089059974,0.0040310216,0.001222116
SRR5178691,0.0023654923,0.9812121,0.0034121936,0.0055037565,0.0028875475,0.0037606473,0.00085818867
SRR3581146,0.0022558405,0.016515844,0.016562808,0.8589604,0.005247986,0.09012118,0.010335923
ERR321961,0.007230866,0.02177666,0.028602216,0.025707243,0.004952066,0.90673155,0.004999464
SRR3419367,0.006447861,0.0863794,0.034641795,0.35789254,0.012233758,0.48846364,0.013940952
SRR5155754,0.00062892877,0.001968279,0.0035750715,0.98769844,0.00089078955,0.0040172404,0.0012211617
ERR1313542,0.0006286245,0.0019690273,0.0035733008,0.9877008,0.00089044217,0.0040167198,0.0012210745
ERR106953,0.00062850665,0.001968293,0.0035729173,0.987705,0.0008903237,0.0040136655,0.0012211793
ERR441198,0.000628396,0.0019683884,0.0035716426,0.9877077,0.0008900663,0.004013179,0.0012207843
SRR7275939,0.0023654369,0.9812129,0.003412102,0.0055033914,0.0028873985,0.0037604675,0.000858189
DRR050225,0.002365653,0.9812118,0.0034123554,0.0055034007,0.0028875095,0.0037610047,0.0008581995
ERR3256976,0.0023656231,0.981212,0.00341234,0.005503392,0.002887488,0.0037609553,0.00085820665
ERR1315501,0.0006284653,0.0019688057,0.0035745432,0.98769754,0.0008903594,0.004019055,0.0012212085
ERR2003083,0.00063009135,0.0019730178,0.0035752435,0.9876829,0.0008926869,0.0040245336,0.0012216079
ERR833578,0.0023653854,0.9812136,0.003412017,0.005503172,0.0028873058,0.0037603232,0.0008581839
ERR3605927,0.003581099,0.02422484,0.018183209,0.7903222,0.008924365,0.14409314,0.010671135
ERR1313806,0.0072321356,0.021843331,0.028607164,0.025912473,0.004965339,0.9064317,0.0050079613
SRR6931706,0.0006292833,0.0019708315,0.0035734777,0.9876946,0.00089143537,0.004019162,0.0012211927
SRR5180547,0.0023663784,0.9812076,0.003413231,0.005503713,0.0028879778,0.0037628328,0.0008582351
SRR6418314,0.0006296682,0.001974726,0.0035775458,0.98768616,0.00089090253,0.004016518,0.0012244725
ERR1428681,0.0038387524,0.006545038,0.017557245,0.019800475,0.009973641,0.01389956,0.92838526
SRR1600316,0.0023673698,0.981155,0.0034234454,0.005518702,0.0028901633,0.0037846772,0.00086076197
SRR1631396,0.00062837364,0.0019683805,0.0035714987,0.9877079,0.00089002284,0.0040130997,0.0012207351
ERR2020656,0.007228929,0.021829234,0.028587194,0.025844634,0.00496162,0.9065483,0.005000065
SRR5083221,0.0072432193,0.02180853,0.02862166,0.025788998,0.004961496,0.9065633,0.0050127953
ERR1971263,0.0006288883,0.0019683447,0.0035738032,0.98770356,0.0008904031,0.004013637,0.001221383
SRR3747569,0.002365619,0.9812127,0.0034124332,0.0055029495,0.0028872394,0.003760793,0.000858251
ERR1428455,0.0038400253,0.006544861,0.01756142,0.019800719,0.009975587,0.0139070675,0.92837036
SRR8609757,0.042130943,0.025361838,0.08566988,0.077768475,0.053129993,0.09035402,0.6255848
SRR935328,0.00062839227,0.001968344,0.0035717643,0.98770744,0.0008900886,0.0040131933,0.0012208155
ERR231953,0.0026779284,0.9794531,0.0038364127,0.0056024534,0.0030735778,0.0044517554,0.00090486644
SRR6028657,0.0006284509,0.001968446,0.0035722766,0.98770636,0.000890069,0.0040138992,0.001220561
ERR923650,0.003838857,0.0065453695,0.017558007,0.019800382,0.009973884,0.013899933,0.9283835
DRR050763,0.0006283743,0.0019683787,0.0035715105,0.9877079,0.0008900254,0.0040131034,0.0012207379
ERR500830,0.00062846823,0.0019687398,0.0035718116,0.98770636,0.00089013175,0.004013564,0.0012208816
ERR1522744,0.030589888,0.11994301,0.044757955,0.054732963,0.01346431,0.7194857,0.017026186
ERR2495554,0.0038387773,0.0065450775,0.017557299,0.019800438,0.009973706,0.013899663,0.9283851
SRR1461241,0.0019817194,0.015975622,0.015113902,0.8771611,0.0045789154,0.07561475,0.009574077
SRR6264736,0.000858234,0.0040646,0.0068677645,0.9702814,0.0015007288,0.013376092,0.0030510882
ERR1384406,0.0006283767,0.0019684006,0.0035717187,0.98770756,0.00089002337,0.004013255,0.0012206899
ERR705797,0.00057726086,0.0019195667,0.0045252396,0.9848269,0.00087865983,0.005915854,0.0013565761
SRR6398179,0.0052038827,0.91635734,0.008515488,0.03822336,0.013128685,0.017658621,0.000912642
SRR6353016,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602559,0.00085818244
ERR1589298,0.011232122,0.025650837,0.74278605,0.11149558,0.0064576473,0.01511097,0.08726688
SRR5803515,0.011213931,0.02609414,0.74121046,0.112895325,0.0064018625,0.015061587,0.0871227
SRR2761067,0.0006253756,0.0019695458,0.0036344617,0.9875173,0.0008904024,0.0041295206,0.0012333222
ERR2122355,0.0023653645,0.9812138,0.0034119817,0.00550305,0.002887255,0.0037602596,0.0008581828
SRR3094846,0.00062269875,0.0019717778,0.0037228514,0.9872457,0.00089237513,0.0042953924,0.0012493023
SRR6148004,0.0023653633,0.9812138,0.00341198,0.00550305,0.0028872564,0.0037602577,0.0008581828
SRR2141824,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602559,0.00085818244
ERR2002115,0.0006316206,0.0019771366,0.0035785637,0.9876605,0.0008950629,0.0040347264,0.0012223755
SRR7448885,0.0006392557,0.0019698038,0.0036876735,0.98746675,0.00091432355,0.004062368,0.0012598691
SRR5486601,0.0023679428,0.98117906,0.003416266,0.005517251,0.002893119,0.0037680739,0.0008583055
SRR2046701,0.00062838185,0.0019683642,0.003571617,0.9877077,0.0008900519,0.0040131444,0.0012207703
ERR675683,0.0072339657,0.021817487,0.028602784,0.02585852,0.004963635,0.90651745,0.005006131
ERR1135742,0.0072492445,0.02180617,0.02859985,0.025768898,0.004966168,0.90659475,0.0050148726
SRR6745890,0.0023653945,0.9812137,0.0034120171,0.00550307,0.0028872783,0.0037603378,0.00085818436
SRR3361598,0.0006284373,0.0019687957,0.0035722742,0.98770523,0.0008900832,0.0040144552,0.0012206142
SRR7449332,0.0006302658,0.0019679512,0.0035898215,0.9876695,0.000893423,0.0040224646,0.0012265521
SRR952101,0.003868324,0.0067332364,0.01801794,0.019687418,0.01004466,0.013980272,0.92766815
SRR6056093,0.0023718078,0.98113143,0.0034305288,0.0055194274,0.0028927315,0.0037918952,0.00086210173
ERR560969,0.00062873797,0.001969269,0.003576907,0.9876902,0.00089069,0.004022281,0.00122184
SRR5915756,0.0023656888,0.9812122,0.003412531,0.005503052,0.0028874308,0.0037607194,0.00085829844
ERR1315363,0.00065242284,0.0022527475,0.004406037,0.9844074,0.0009835089,0.005778826,0.001519103
SRR994619,0.0006283902,0.001968464,0.0035715979,0.98770756,0.00089003524,0.0040131398,0.0012207911
ERR499027,0.0006068184,0.0019537685,0.0040477063,0.9862683,0.00089221884,0.0049426337,0.0012885352
SRR3586828,0.0023653633,0.9812138,0.0034119785,0.00550305,0.002887255,0.0037602559,0.00085818244
SRR1631717,0.00062837335,0.0019683796,0.0035714968,0.9877079,0.00089002284,0.0040130997,0.0012207346
ERR520708,0.0006283962,0.001968497,0.003571608,0.98770756,0.0008900399,0.0040131975,0.0012207929
ERR1905643,0.0038387768,0.006545033,0.017557334,0.019800488,0.00997367,0.013899715,0.92838496
SRR3624584,0.009641801,0.95111805,0.018442757,0.0029648887,0.0037119826,0.009648695,0.0044717854
ERR833534,0.0023655083,0.9812122,0.003412225,0.005503676,0.0028875163,0.003760671,0.0008581961
SRR6207121,0.002389039,0.981055,0.003443408,0.005526445,0.0029057954,0.0038203977,0.0008599449
ERR1689462,0.0038387806,0.0065451046,0.017557353,0.019800406,0.009973723,0.013899689,0.92838496
ERR2314498,0.0054892823,0.010642937,0.04396025,0.028797787,0.010686014,0.023622725,0.876801
ERR923435,0.0038460165,0.0065775434,0.017653942,0.01980237,0.009985401,0.01392626,0.9282085
DRR018700,0.0006283852,0.0019683677,0.0035716444,0.9877077,0.0008900557,0.004013158,0.0012207802
SRR7453674,0.000632018,0.001967421,0.003608874,0.9876309,0.0008974267,0.0040308055,0.0012327402
ERR2233562,0.0072398777,0.021764839,0.02862204,0.025725462,0.0049558696,0.906688,0.005003891
ERR1428543,0.0038387524,0.006545038,0.017557245,0.019800475,0.009973641,0.01389956,0.92838526
SRR6264446,0.0006361368,0.0019892969,0.003588426,0.9875945,0.0009020884,0.0040650214,0.0012246467
ERR2286252,0.0006284048,0.0019686976,0.0035719175,0.9877065,0.0008900194,0.0040136715,0.0012207438
ERR499807,0.0006285369,0.0019691999,0.0035723243,0.987705,0.00089012546,0.004013562,0.0012212282
SRR5699259,0.0006348148,0.0019857555,0.0035855,0.9876139,0.00090001937,0.0040559936,0.0012239917
ERR2806312,0.00062844594,0.0019684127,0.003571925,0.98770756,0.0008899546,0.004013297,0.0012204559
SRR6444456,0.0006285937,0.0019689742,0.0035727718,0.9877029,0.00089034945,0.0040153763,0.0012209996
ERR1736298,0.007253833,0.021834541,0.028627548,0.025791297,0.0049669924,0.90651137,0.005014411
ERR522290,0.0006256415,0.0019676755,0.0036495295,0.9874737,0.0008914826,0.0041594994,0.0012325088
ERR1762071,0.0072650523,0.021838186,0.028615924,0.025855524,0.004978728,0.90641373,0.005032854
SRR5431288,0.00062837335,0.0019683787,0.0035714968,0.9877079,0.00089002284,0.0040130997,0.0012207346
SRR6078487,0.002365407,0.9812136,0.003412051,0.0055032326,0.002887336,0.0037603772,0.00085818715
ERR532150,0.0052110534,0.026525358,0.02664943,0.72015387,0.010542487,0.19564603,0.015271785
ERR1522352,0.0076210187,0.022145161,0.028076015,0.027590914,0.0053583193,0.90367985,0.005528611
ERR1523860,0.007635198,0.022575177,0.027877422,0.026872233,0.0053358194,0.9042507,0.0054534953
SRR5446689,0.0023773944,0.98104995,0.0034319796,0.00557005,0.0029148492,0.0037969446,0.00085872266
SRR7651524,0.002374601,0.9811569,0.0034234128,0.005508995,0.0028937943,0.0037836689,0.00085868523
ERR1315052,0.0006253235,0.0019679803,0.00366283,0.9874313,0.00089208415,0.0041862777,0.0012342201
SRR920191,0.0006284268,0.001968667,0.0035717767,0.9877071,0.0008900531,0.0040132166,0.0012209058
SRR920582,0.00062837894,0.0019684094,0.0035715273,0.9877078,0.0008900265,0.0040131123,0.0012207525
SRR7902292,0.005682304,0.017856732,0.046714842,0.019903447,0.013338727,0.017187126,0.87931687
SRR6411507,0.0006283814,0.0019684085,0.0035715543,0.9877078,0.00089003117,0.004013126,0.0012207612
ERR1548813,0.102381945,0.03647314,0.17849816,0.064546295,0.08063608,0.17609939,0.36136496
SRR2103030,0.0023715615,0.9811709,0.0034200517,0.005510198,0.0028926588,0.003776097,0.0008585771
ERR1309684,0.0006137312,0.0019568487,0.0038736828,0.986809,0.0008905928,0.0045924415,0.0012636563
ERR1689639,0.003839132,0.0065453076,0.017558014,0.019800134,0.009974508,0.0139013985,0.92838144
ERR1398084,0.0006205738,0.0019610007,0.0037181433,0.98728067,0.0008895212,0.0042885044,0.0012415159
SRR2297138,0.0023674278,0.98120326,0.0034147934,0.0055030175,0.0028880103,0.0037651567,0.0008584216
ERR1429229,0.0023855055,0.9809395,0.003445481,0.005615238,0.002933433,0.003821726,0.0008590961
SRR2979871,0.0053133466,0.91259074,0.008726656,0.040339686,0.013687921,0.018429266,0.00091246405
SRR769637,0.01391014,0.101640366,0.048295736,0.015056582,0.0044955183,0.796201,0.02040062
ERR1913038,0.00062838435,0.0019684038,0.0035715578,0.9877078,0.0008900261,0.0040130955,0.0012207576
SRR5915041,0.0023653621,0.9812138,0.0034119785,0.0055030477,0.0028872539,0.0037602559,0.00085818244
ERR923463,0.003856686,0.006539705,0.017620983,0.019808218,0.009998361,0.014009288,0.9281668
ERR522693,0.00062846584,0.0019686318,0.0035737639,0.9877007,0.00089022476,0.00401706,0.0012211669
SRR7448533,0.00063690124,0.0019786009,0.0036617664,0.98750764,0.000910475,0.0040495684,0.0012550697
ERR756913,0.006955629,0.020646382,0.022150928,0.45441237,0.013332989,0.47562394,0.00687782
SRR1614664,0.0023654501,0.9812129,0.0034121233,0.005503415,0.0028874082,0.0037604999,0.00085819064
ERR2738888,0.0006288762,0.0019680227,0.0035765732,0.9876988,0.0008908664,0.004015593,0.0012212239
