,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections:Clostridium Infections,Unknown
SRR5079185,0.010758519,0.019884348,0.009123504,0.9602336
ERR719961,0.02039051,0.03586936,0.009299129,0.934441
SRR5602141,0.01713559,0.021388859,0.014439046,0.9470365
SRR5758078,0.05883047,0.18157226,0.017044932,0.74255234
SRR5396543,0.0312652,0.107186675,0.007253617,0.85429454
SRR6264428,0.13694254,0.57998395,0.002176255,0.28089726
SRR5757789,0.081849724,0.56930465,0.16041532,0.18843031
SRR1693210,0.091897696,0.16115952,0.0032696128,0.7436732
ERR719991,0.01710692,0.027415246,0.00814262,0.94733524
SRR6901831,0.01681152,0.23185381,0.0027430952,0.74859154
SRR5602124,0.014491767,0.022281766,0.009922773,0.9533037
ERR011301,0.06986901,0.37482518,0.0049709976,0.5503348
SRR5429314,0.011459857,0.020015866,0.010307252,0.958217
SRR5803702,0.011113495,0.020042777,0.009177506,0.95966625
SRR7464883,0.018155813,0.04250151,0.0143250525,0.9250176
SRR5343112,0.010723323,0.019865245,0.009132773,0.96027863
SRR5548968,0.033879995,0.86338973,0.03985533,0.06287491
SRR6724585,0.011888474,0.02030459,0.009367108,0.9584398
SRR6264690,0.018431902,0.072289646,0.009966403,0.899312
SRR5649114,0.010800928,0.019750834,0.009973675,0.95947456
ERR719063,0.015003145,0.04131052,0.01975301,0.9239333
ERR525890,0.07911822,0.26403806,0.008458972,0.64838475
SRR1687172,0.058385313,0.7205112,0.051654607,0.16944885
SRR6424577,0.005567521,0.08529341,0.70526713,0.20387197
ERR011175,0.01567313,0.022295177,0.0087412,0.95329046
ERR719042,0.015149772,0.03762737,0.018725425,0.92849743
SRR5983467,0.07699573,0.67986774,0.011707872,0.23142862
ERR209516,0.044824183,0.058175355,0.0056245327,0.8913759
SRR1763694,0.10723162,0.3887396,0.0021213293,0.50190747
ERR695626,0.040150642,0.31691065,0.0022888184,0.6406499
SRR7507319,0.012356311,0.020580888,0.008956701,0.9581061
SRR6264781,0.013740152,0.021170408,0.009634614,0.9554548
SRR5649098,0.011122078,0.019642323,0.011383295,0.9578523
ERR209775,0.030272722,0.041345835,0.0069750547,0.9214064
SRR5602041,0.010879189,0.020145744,0.009487897,0.9594872
SRR5202969,0.013584316,0.021070868,0.009061754,0.9562831
SRR5078771,0.012319386,0.091320634,0.0044748783,0.8918851
SRR961724,0.02639854,0.18187568,0.009911656,0.7818141
ERR1809149,0.01783973,0.029107839,0.0152590275,0.9377934
ERR209203,0.030477405,0.04743758,0.007645905,0.9144391
SRR5866388,0.02802971,0.11763692,0.009688288,0.8446451
SRR5802190,0.011179417,0.022896409,0.008584231,0.95733994
ERR209599,0.05299154,0.5209122,0.0051398277,0.4209565
ERR011143,0.024351746,0.026581407,0.007947534,0.9411193
SRR5203131,0.01783678,0.022094041,0.010568976,0.9495002
SRR5813346,0.021586567,0.03379804,0.009300888,0.93531454
SRR5078585,0.010726869,0.020989358,0.00890398,0.9593798
SRR6182552,0.011108398,0.0200319,0.0091429055,0.9597168
SRR5648884,0.012489766,0.02093348,0.008887798,0.9576889
SRR5580439,0.0188694,0.025019854,0.010931522,0.9451792
SRR5610083,0.016874164,0.021726787,0.0132728815,0.9481262
SRR5757910,0.0122118,0.06663984,0.6036086,0.31753975
SRR5983318,0.010211855,0.28076446,0.12360981,0.5854139
SRR3313078,0.029770851,0.030177563,0.008134395,0.9319172
ERR209746,0.09177014,0.5389462,0.007094413,0.3621893
ERR719789,0.011530846,0.02166918,0.010071784,0.9567282
SRR6185283,0.010875523,0.020017982,0.009095639,0.9600109
ERR720058,0.014709175,0.022114396,0.009223133,0.95395327
SRR5203235,0.011108369,0.020045817,0.009084135,0.9597617
SRR5578936,0.019359618,0.022377044,0.01516369,0.9430996
SRR5629107,0.03599599,0.038658917,0.007799387,0.9175457
SRR5548343,0.0077878535,0.0942491,0.029333562,0.86862946
SRR5803608,0.102051884,0.17950436,0.0038955212,0.71454823
ERR525964,0.017049253,0.033202976,0.008594632,0.94115317
SRR5429078,0.01140371,0.019322664,0.014610499,0.95466316
SRR5396533,0.018734396,0.106589526,0.6322613,0.24241483
ERR720073,0.014962137,0.02237752,0.009204239,0.9534561
SRR3313067,0.12975362,0.5690262,0.0015082061,0.29971194
SRR5203259,0.011326075,0.019986033,0.009869963,0.95881796
SRR5648905,0.01982522,0.024283528,0.0086480975,0.94724315
SRR6424731,0.010076982,0.0511513,0.9387718,0.0
ERR209156,0.12758371,0.2414155,0.0028542876,0.6281465
SRR6724570,0.025818259,0.030231416,0.009087265,0.9348631
ERR719654,0.015317559,0.02680552,0.012691557,0.94518536
SRR5602135,0.026054442,0.025194347,0.008852661,0.93989855
ERR209163,0.021480858,0.028212517,0.008031815,0.9422748
SRR5399516,0.010688305,0.019849867,0.009136558,0.96032524
SRR5803705,0.0168581,0.022479653,0.009130567,0.95153165
SRR2175772,0.02491787,0.027479589,0.009125233,0.9384773
SRR6265605,0.012880415,0.024891734,0.01769638,0.94453144
SRR5078635,0.010680199,0.01997444,0.009106278,0.96023905
SRR5203389,0.019064039,0.02474907,0.008420318,0.94776654
SRR5761653,0.0324665,0.037722588,0.0070756674,0.9227352
SRR5983344,0.05266428,0.354537,0.015859395,0.57693934
SRR1693214,0.19220218,0.48971623,0.002595067,0.31548655
SRR6876220,0.048969626,0.051241755,0.009969652,0.88981897
SRR7507312,0.013400465,0.022292256,0.00887835,0.95542896
SRR5813328,0.011711389,0.02829969,0.009488881,0.9505
SRR064875,0.011667132,0.8114637,0.06541178,0.11145735
SRR5079196,0.01067245,0.01984331,0.009133577,0.96035063
ERR525759,0.01409632,0.08752987,0.0045787394,0.8937951
SRR5548694,0.035687238,0.8351358,0.03405404,0.09512293
SRR5651462,0.119336605,0.22317359,0.0028951764,0.65459466
ERR209711,0.18950906,0.6435069,0.0020062923,0.16497779
SRR6251470,0.01367119,0.21948403,0.0028283894,0.7640164
SRR5649162,0.013129592,0.02108267,0.009353071,0.95643467
SRR5758028,0.009618748,0.06569452,0.9246867,0.0
ERR321232,0.027458876,0.080706954,0.0048534274,0.8869808
SRR5399239,0.01067245,0.01984331,0.009133577,0.96035063
ERR1637181,0.01780364,0.022622019,0.013018012,0.9465563
SRR5757841,0.053982466,0.58868206,0.01199618,0.3453393
ERR719085,0.013593167,0.034282655,0.010604799,0.9415194
SRR5650046,0.044345737,0.078770936,0.0047454536,0.8721379
SRR5649041,0.011017442,0.027650774,0.007853121,0.9534787
SRR5757977,0.021230578,0.14166522,0.7036543,0.13344991
SRR5203169,0.01698348,0.023436904,0.008587927,0.9509917
SRR7507712,0.023682892,0.04240629,0.006947398,0.92696345
SRR5202937,0.012285322,0.02050513,0.009215027,0.9579945
SRR5578917,0.0124075115,0.020952433,0.064128965,0.9025111
SRR5078638,0.011094362,0.02003187,0.009093463,0.95978034
ERR720092,0.014630169,0.021491885,0.013799608,0.95007837
SRR5429245,0.01067245,0.01984331,0.009133577,0.96035063
SRR5079134,0.026177943,0.038108706,0.006956339,0.928757
SRR5203165,0.011137098,0.020021975,0.009236872,0.959604
SRR5757891,0.012385696,0.045445144,0.06951985,0.8726493
ERR695602,0.027766049,0.0439173,0.0068951845,0.92142147
SRR5813458,0.010711789,0.020664722,0.008968204,0.9596553
SRR5548684,0.010736644,0.020763248,0.008947581,0.9595525
SRR2918676,0.0060471594,0.8286195,0.029320955,0.13601243
ERR719644,0.015559852,0.022517204,0.009798944,0.952124
SRR1927149,0.011918217,0.020416796,0.009067625,0.95859736
SRR5813333,0.011616141,0.023611099,0.009925723,0.95484704
ERR719062,0.015058905,0.04078737,0.020632595,0.92352116
SRR5802402,0.01079914,0.020702124,0.009012699,0.959486
SRR6265249,0.025154829,0.025266647,0.008536398,0.9410421
SRR5203109,0.01807326,0.022839397,0.0085173845,0.95057
SRR5078927,0.010689735,0.020199537,0.009060264,0.96005046
SRR6182462,0.013767749,0.021227747,0.008811653,0.95619285
SRR5078637,0.011051118,0.020011693,0.009093642,0.9598435
SRR5079071,0.0107657015,0.021777809,0.008756101,0.9587004
SRR5637788,0.011242509,0.020095736,0.009071618,0.95959014
SRR5578989,0.014160097,0.021571279,0.009019554,0.9552491
SRR5813292,0.018553644,0.023787647,0.00920859,0.9484501
SRR089497,0.1678592,0.2142407,0.0038027465,0.61409736
SRR6264720,0.011269182,0.020103872,0.009084672,0.9595423
SRR5602043,0.026533604,0.15389857,0.003542453,0.8160254
SRR5651458,0.042479485,0.54123306,0.022485346,0.39380205
SRR961827,0.01068449,0.020091116,0.009082288,0.96014214
SRR5079242,0.011881471,0.020373821,0.009005457,0.9587393
SRR5983347,0.13937339,0.63310313,0.00307405,0.2244494
SRR5396464,0.029861957,0.026404321,0.026273847,0.91745985
SRR5548275,0.0066499114,0.8355892,0.026641399,0.13111949
SRR090275,0.015924573,0.42139214,0.0018880367,0.56079525
SRR3313038,0.01902622,0.16026753,0.004573494,0.8161328
ERR209398,0.025755525,0.029195666,0.007569343,0.9374795
ERR719948,0.02022472,0.03812805,0.009529024,0.9321182
SRR5610018,0.018097132,0.023751497,0.008489132,0.9496622
SRR6330976,0.010672629,0.01984334,0.009133518,0.9603505
ERR525865,0.011074454,0.028235197,0.00777784,0.9529125
SRR6264412,0.011106223,0.020021796,0.009187102,0.95968485
SRR5629131,0.020548135,0.027654648,0.008059174,0.94373804
ERR209340,0.14630279,0.48586437,0.0025093257,0.36532354
SRR1693228,0.18883571,0.5081779,0.0016806126,0.30130577
SRR5429339,0.011452556,0.019726276,0.01565826,0.9531629
ERR719798,0.011594802,0.021127194,0.00971812,0.9575599
ERR209784,0.11642122,0.31861818,0.0033541024,0.5616065
SRR5078790,0.01069656,0.019854188,0.009130865,0.9603184
SRR5602099,0.08568773,0.84718865,0.017541587,0.049582064
ERR719869,0.02067238,0.025943786,0.008317471,0.94506633
SRR5602049,0.021252006,0.027917683,0.0077393353,0.943091
SRR5866281,0.05741954,0.34053797,0.0024086535,0.5996338
ERR719184,0.020980537,0.031029105,0.009337008,0.93865335
SRR064895,0.05622533,0.8897479,0.0183492,0.035677552
SRR5399486,0.010693938,0.019849867,0.009147763,0.96030843
SRR5548237,0.0055858493,0.8251878,0.027607858,0.14161849
ERR525754,0.030585408,0.49718398,0.0018154979,0.47041512
SRR5650187,0.018542051,0.024945676,0.008525908,0.94798636
SRR7507379,0.017732471,0.024669468,0.008200139,0.9493979
SRR5649003,0.028110087,0.029711634,0.007485628,0.9346926
SRR1766029,0.03320527,0.037714332,0.013802081,0.9152783
ERR209742,0.08602449,0.2430762,0.0036134124,0.6672859
SRR5431541,0.010672361,0.019843519,0.009133786,0.96035033
ERR720038,0.016641557,0.027643919,0.008245587,0.94746894
SRR5548981,0.018209755,0.8361862,0.0560441,0.08955997
SRR5578987,0.018713802,0.023984939,0.008719772,0.94858146
SRR5802221,0.016745895,0.022134602,0.008610457,0.95250905
SRR5218371,0.03396973,0.08160189,0.0051366687,0.8792917
SRR5548899,0.009042512,0.38600332,0.6049542,0.0
DRR092047,0.010717869,0.020517439,0.008997738,0.959767
SRR961850,0.037684172,0.040139437,0.006718755,0.9154576
SRR5578963,0.044037372,0.02858591,0.008414209,0.9189625
SRR6928762,0.014176309,0.021295339,0.009003043,0.9555253
ERR209511,0.020290643,0.033309102,0.008563548,0.9378367
ERR321378,0.05367416,0.067494124,0.0053402185,0.8734915
SRR5648932,0.011761457,0.020329744,0.009039044,0.95886976
SRR051713,0.01681599,0.020310074,0.049446493,0.9134275
SRR5602047,0.014020354,0.021274477,0.009057224,0.95564795
SRR5758019,0.044534266,0.07605299,0.01851049,0.86090225
SRR935777,0.010674268,0.019861639,0.009129792,0.9603343
SRR5548025,0.0463306,0.874825,0.017767191,0.061077237
SRR5343089,0.011297286,0.020211458,0.009071112,0.95942014
ERR1398126,0.02112639,0.029034078,0.0092116,0.94062793
SRR5202882,0.020746231,0.023563057,0.008492649,0.94719803
SRR5078733,0.010884583,0.019934535,0.009130657,0.9600502
SRR5602242,0.016550869,0.022434145,0.009188682,0.95182633
SRR5637783,0.01838097,0.038869828,0.0068460405,0.9359032
SRR7690166,0.17523769,0.5138936,0.0020115674,0.3088572
SRR5649118,0.010928929,0.019631416,0.010955393,0.9584843
SRR7507490,0.026458263,0.029573709,0.007578641,0.9363894
ERR525972,0.026016504,0.040881246,0.010066122,0.9230361
SRR5202950,0.021508604,0.028976232,0.019464731,0.93005043
SRR5428920,0.011824995,0.01894185,0.020058721,0.9491744
SRR5202912,0.22133923,0.5682493,0.003863752,0.20654774
ERR719766,0.029164344,0.051776856,0.007994503,0.91106427
SRR6265018,0.010809541,0.019981295,0.009103566,0.9601056
ERR719432,0.01365754,0.021092057,0.008929551,0.9563209
SRR5343174,0.012391508,0.022576004,0.008746058,0.95628643
SRR5629152,0.011914492,0.019966274,0.011572361,0.9565469
SRR6264094,0.010868788,0.019922107,0.009158999,0.9600501
SRR5637735,0.005361587,0.80202556,0.02952671,0.16308618
SRR5866289,0.031477362,0.07025674,0.005207449,0.8930584
SRR6683576,0.010802954,0.019740373,0.009997398,0.9594593
SRR6942382,0.038276702,0.51593417,0.023757339,0.42203176
SRR5078687,0.010673016,0.019843549,0.009133518,0.9603499
SRR1687098,0.1495553,0.2743599,0.0030518472,0.573033
SRR2914158,0.010653019,0.020016968,0.009205043,0.96012497
ERR209277,0.012702942,0.03928691,0.008672893,0.93933725
SRR5637736,0.010987222,0.019965738,0.0091921985,0.95985484
SRR6265693,0.011893898,0.020371169,0.0090051,0.95872986
SRR7507664,0.02174142,0.026936352,0.008074194,0.94324803
ERR525936,0.06232658,0.053500384,0.0068503916,0.8773227
ERR1823591,0.10993937,0.70097935,0.0040714145,0.1850099
SRR5983298,0.029229343,0.22965088,0.014956266,0.7261635
SRR5429336,0.013355464,0.021367818,0.008821428,0.9564553
SRR5548374,0.08462989,0.8002807,0.013756782,0.101332664
SRR6264664,0.011398882,0.03459552,0.023114532,0.93089104
ERR719444,0.02376476,0.02564308,0.008133501,0.9424586
SRR961814,0.036521018,0.043576986,0.006907761,0.91299427
SRR6265650,0.01067245,0.01984322,0.009133518,0.9603508
SRR5078926,0.010672629,0.01984337,0.009133518,0.9603505
SRR5202936,0.012158304,0.02109328,0.008994758,0.95775366
SRR5947867,0.012872785,0.04127431,0.03261751,0.9132354
SRR961762,0.0800412,0.100880414,0.004364431,0.81471395
SRR5757793,0.012055159,0.025750905,0.015510201,0.94668376
SRR5650080,0.17720777,0.46931872,0.0019671023,0.35150647
