,root:Engineered:Food_production:Dairy_products,root:Environmental:Aquatic:Thermal_springs,root:Environmental:Terrestrial:Deep_subsurface,root:Environmental:Terrestrial:Soil,root:Host-associated:Birds:Digestive_system,root:Host-associated:Human:Digestive_system,root:Host-associated:Human:Reproductive_system,root:Host-associated:Human:Respiratory_system,root:Host-associated:Human:Skin,root:Host-associated:Mammals:Digestive_system,root:Host-associated:Mammals:Gastrointestinal_tract,root:Host-associated:Plants:Root,Unknown
ERR308851,1.0384871e-05,6.0358398e-06,3.006418e-05,0.0002678229,3.7451282e-05,0.0004685337,7.5742464e-05,7.1762704e-05,0.00046239738,0.99828756,0.0002685676,1.3676925e-05,0.0
ERR308648,4.5356082e-06,4.652054e-06,3.0449635e-05,0.00023227518,3.119909e-05,0.0002448153,6.560576e-05,3.1170985e-05,0.00024344512,0.9988006,0.0002962566,1.500811e-05,0.0
ERR309242,4.405453e-06,4.3027735e-06,2.9430828e-05,0.00022794408,2.8300137e-05,0.00024432794,6.248125e-05,2.9367995e-05,0.00023744671,0.99883914,0.00027846594,1.4444375e-05,0.0
ERR309755,7.6707065e-06,8.409452e-06,3.57823e-05,0.00025497566,5.900742e-05,0.00029439968,8.3181505e-05,6.473563e-05,0.00035713863,0.99839777,0.0004194905,1.7428145e-05,0.0
ERR308430,6.2845893e-06,6.190331e-06,3.13197e-05,0.0002521463,4.2622098e-05,0.00025822138,7.918895e-05,4.3933404e-05,0.00031658998,0.99859726,0.00035062837,1.5500163e-05,0.0
ERR308406,4.6348223e-06,4.8726924e-06,3.038792e-05,0.00023306889,3.3102817e-05,0.000239294,6.747567e-05,3.2182135e-05,0.00024954008,0.9987812,0.00030911042,1.5208871e-05,0.0
ERR309001,4.7897165e-06,4.393141e-06,2.9405363e-05,0.00023033276,2.7943033e-05,0.00026828464,6.2232866e-05,3.238927e-05,0.00024835544,0.99880904,0.0002687017,1.4169905e-05,0.0
ERR308287,4.438297e-06,4.245866e-06,2.786118e-05,0.00022227505,2.5190677e-05,0.0003092665,6.90261e-05,3.539945e-05,0.00022156005,0.9988176,0.00024926625,1.3862478e-05,0.0
ERR309522,6.88416e-06,5.287423e-06,2.8744138e-05,0.0002128141,2.7810265e-05,0.00041555805,6.3569576e-05,4.1682073e-05,0.00029146863,0.9986381,0.00025416733,1.3844022e-05,0.0
ERR309302,4.4719395e-06,4.4511717e-06,3.008347e-05,0.00023073645,2.9485966e-05,0.0002460772,6.395103e-05,3.0126164e-05,0.00023970258,0.9988207,0.00028554603,1.4701613e-05,0.0
ERR309666,4.4214457e-06,4.3009045e-06,2.9401077e-05,0.00022791485,2.8244662e-05,0.00024483493,6.234325e-05,2.9442239e-05,0.0002379537,0.99883896,0.00027781125,1.442046e-05,0.0
