,root:Host-associated:Human,Unknown
ERR520704,0.9999927,7.2717667e-06
ERR499779,0.9999927,7.2717667e-06
SRR6028531,0.9999927,7.2717667e-06
SRR6932542,0.9999927,7.2717667e-06
ERR444072,0.9999927,7.2717667e-06
SRR3095118,0.9999927,7.2717667e-06
ERR531989,0.9999927,7.2717667e-06
ERR1310584,0.9999927,7.2717667e-06
ERR444499,0.9999927,7.2717667e-06
SRR505164,0.9999927,7.2717667e-06
SRR6264187,0.9999927,7.2717667e-06
ERR531622,0.9999927,7.2717667e-06
SRR5869254,0.9999927,7.2717667e-06
SRR387969,0.9999927,7.2717667e-06
SRR8356253,0.9999927,7.2717667e-06
SRR6931993,0.9999927,7.2717667e-06
SRR6932297,0.9999927,7.2717667e-06
ERR209188,0.9999927,7.2717667e-06
SRR996553,0.9999927,7.2717667e-06
ERR1811181,0.9999927,7.2717667e-06
SRR5166013,0.9999927,7.2717667e-06
ERR500655,0.9999927,7.2717667e-06
ERR1383962,0.9999927,7.2717667e-06
SRR1715601,0.9999927,7.2717667e-06
ERR1383955,0.9999927,7.2717667e-06
ERR2003191,0.9999927,7.2717667e-06
ERR720234,0.9999927,7.2717667e-06
SRR2657969,0.9999927,7.2717667e-06
SRR1537490,0.9999927,7.2717667e-06
SRR6413838,0.9999927,7.2717667e-06
ERR720083,0.9999927,7.2717667e-06
SRR7704533,0.9999927,7.2717667e-06
ERR2624765,0.9999927,7.2717667e-06
DRR049484,0.9999927,7.2717667e-06
SRR3502000,0.9999927,7.2717667e-06
ERR209667,0.9999927,7.2717667e-06
SRR5156151,0.9999927,7.2717667e-06
ERR1385385,0.9999927,7.2717667e-06
ERR209777,0.9999927,7.2717667e-06
ERR579737,0.9999927,7.2717667e-06
SRR919866,0.9999927,7.2717667e-06
SRR6931458,0.9999927,7.2717667e-06
SRR6444709,0.9999927,7.2717667e-06
ERR1960765,0.9999927,7.2717667e-06
SRR920206,0.9999927,7.2717667e-06
SRR1715635,0.9999927,7.2717667e-06
SRR6028393,0.9999927,7.2717667e-06
ERR441528,0.9999927,7.2717667e-06
SRR1745943,0.9999927,7.2717667e-06
SRR1618175,0.9999927,7.2717667e-06
SRR6931923,0.9999927,7.2717667e-06
SRR6444650,0.9999927,7.2717667e-06
ERR1383897,0.9999927,7.2717667e-06
ERR719244,0.9999927,7.2717667e-06
SRR995086,0.9999927,7.2717667e-06
ERR579821,0.9999927,7.2717667e-06
SRR6414288,0.9999927,7.2717667e-06
SRR6028594,0.9999927,7.2717667e-06
ERR1624718,0.9999927,7.2717667e-06
ERR2511383,0.9999927,7.2717667e-06
SRR3037119,0.9999927,7.2717667e-06
ERR500867,0.9999927,7.2717667e-06
SRR3951181,0.9999927,7.2717667e-06
ERR1659111,0.9999927,7.2717667e-06
SRR6932023,0.9999927,7.2717667e-06
SRR996765,0.9999927,7.2717667e-06
DRR042800,0.9999927,7.2717667e-06
ERR2511873,0.9999927,7.2717667e-06
SRR387957,0.9999927,7.2717667e-06
ERR2002083,0.9999927,7.2717667e-06
SRR6931417,0.9999927,7.2717667e-06
ERR2730323,0.9999927,7.2717667e-06
SRR6265362,0.9999927,7.2717667e-06
ERR443792,0.9999927,7.2717667e-06
SRR920696,0.9999927,7.2717667e-06
SRR6408675,0.9999927,7.2717667e-06
SRR6394083,0.9999927,7.2717667e-06
ERR500462,0.9999927,7.2717667e-06
ERR1760000,0.9999927,7.2717667e-06
ERR531507,0.9999927,7.2717667e-06
SRR2145404,0.9999927,7.2717667e-06
SRR1617784,0.9999927,7.2717667e-06
SRR6451824,0.99999267,7.3313713e-06
ERR1297669,0.99999267,7.3313713e-06
ERR1315100,0.9999927,7.2717667e-06
ERR1913010,0.9999927,7.2717667e-06
ERR1313496,0.9999927,7.2717667e-06
DRR044360,0.9999927,7.2717667e-06
ERR501387,0.9999927,7.2717667e-06
ERR2511063,0.9999927,7.2717667e-06
ERR1314773,0.9999927,7.2717667e-06
ERR139235,0.9999927,7.2717667e-06
ERR499781,0.9999927,7.2717667e-06
SRR6932270,0.9999927,7.2717667e-06
ERR1315324,0.9999927,7.2717667e-06
ERR441671,0.9999927,7.2717667e-06
SRR7448830,0.9999927,7.2717667e-06
SRR996978,0.9999927,7.2717667e-06
ERR1331869,0.9999927,7.2717667e-06
SRR1922931,0.9999927,7.2717667e-06
ERR499159,0.9999927,7.2717667e-06
DRR041872,0.9999927,7.2717667e-06
ERR441236,0.9999927,7.2717667e-06
ERR2003221,0.99999267,7.3313713e-06
SRR5869457,0.9999927,7.2717667e-06
SRR6054588,0.9999927,7.2717667e-06
ERR2991822,0.9999927,7.2717667e-06
ERR1624638,0.9999927,7.2717667e-06
ERR499841,0.9999927,7.2717667e-06
SRR6309241,0.9999927,7.2717667e-06
SRR2657993,0.9999927,7.2717667e-06
SRR3647834,0.9999927,7.2717667e-06
ERR498573,0.9999927,7.2717667e-06
ERR1383344,0.99999267,7.3313713e-06
SRR6264482,0.9999927,7.2717667e-06
SRR1618099,0.9999927,7.2717667e-06
SRR6931538,0.9999927,7.2717667e-06
ERR2538474,0.9999927,7.2717667e-06
ERR139409,0.9999927,7.2717667e-06
DRR041946,0.9999927,7.2717667e-06
ERR1971285,0.9999927,7.2717667e-06
SRR5178127,0.9999927,7.2717667e-06
SRR2163502,0.9999927,7.2717667e-06
DRR048042,0.9999927,7.2717667e-06
SRR5868826,0.9999927,7.2717667e-06
SRR6386284,0.9999927,7.2717667e-06
ERR579422,0.9999927,7.2717667e-06
ERR579775,0.9999927,7.2717667e-06
ERR498867,0.9999927,7.2717667e-06
SRR7449130,0.9999927,7.2717667e-06
ERR1987701,0.9999927,7.2717667e-06
ERR560844,0.9999927,7.2717667e-06
DRR044196,0.9999927,7.2717667e-06
SRR7704512,0.9999927,7.2717667e-06
ERR1960752,0.9999927,7.2717667e-06
SRR2924485,0.9999927,7.2717667e-06
SRR5189399,0.9999927,7.2717667e-06
SRR994998,0.9999927,7.2717667e-06
SRR6414176,0.9999927,7.2717667e-06
ERR499110,0.9999927,7.2717667e-06
ERR443544,0.9999927,7.2717667e-06
SRR1631254,0.9999927,7.2717667e-06
ERR500539,0.9999927,7.2717667e-06
ERR501010,0.9999927,7.2717667e-06
SRR3925393,0.9999927,7.2717667e-06
SRR6444507,0.9999927,7.2717667e-06
SRR3951094,0.9999927,7.2717667e-06
SRR7453554,0.9999927,7.2717667e-06
SRR5942081,0.9999927,7.2717667e-06
SRR6239901,0.9999927,7.2717667e-06
SRR6038253,0.9999927,7.2717667e-06
SRR3095083,0.9999927,7.2717667e-06
ERR720146,0.9999927,7.2717667e-06
DRR050920,0.9999927,7.2717667e-06
SRR5165752,0.9999927,7.2717667e-06
DRR044104,0.9999927,7.2717667e-06
ERR2011949,0.9999927,7.2717667e-06
SRR5165822,0.9999927,7.2717667e-06
SRR2981504,0.9999927,7.2717667e-06
SRR1660217,0.9999927,7.2717667e-06
SRR6028227,0.9999927,7.2717667e-06
SRR6409259,0.9999927,7.2717667e-06
SRR3034972,0.9999927,7.2717667e-06
SRR5467765,0.9999927,7.2717667e-06
SRR5699515,0.9999927,7.2717667e-06
ERR500228,0.9999927,7.2717667e-06
ERR719601,0.9999927,7.2717667e-06
SRR6411966,0.9999927,7.2717667e-06
ERR1310279,0.9999927,7.2717667e-06
SRR3732507,0.9999927,7.2717667e-06
SRR1704748,0.9999927,7.2717667e-06
SRR6414158,0.9999927,7.2717667e-06
SRR6931297,0.9999927,7.2717667e-06
SRR5165868,0.9999927,7.2717667e-06
SRR5467978,0.9999927,7.2717667e-06
SRR6931974,0.9999927,7.2717667e-06
SRR7453918,0.9999927,7.2717667e-06
ERR560996,0.9999927,7.2717667e-06
ERR1384214,0.9999927,7.2717667e-06
ERR522133,0.9999927,7.2717667e-06
SRR7448959,0.9999927,7.2717667e-06
SRR996024,0.9999927,7.2717667e-06
ERR1960801,0.9999927,7.2717667e-06
SRR5467650,0.9999927,7.2717667e-06
ERR560730,0.9999927,7.2717667e-06
ERR1310585,0.9999927,7.2717667e-06
SRR2658016,0.9999927,7.2717667e-06
SRR3214690,0.9999927,7.2717667e-06
SRR3503261,0.9999927,7.2717667e-06
SRR1715586,0.9999927,7.2717667e-06
ERR1681533,0.9999927,7.2717667e-06
SRR6265654,0.9999927,7.2717667e-06
ERR2511785,0.9999927,7.2717667e-06
ERR441738,0.9999927,7.2717667e-06
ERR719520,0.9999927,7.2717667e-06
ERR1971199,0.9999927,7.2717667e-06
SRR3094715,0.9999927,7.2717667e-06
DRR043014,0.9999927,7.2717667e-06
SRR6264061,0.9999927,7.2717667e-06
ERR2739090,0.9999927,7.2717667e-06
ERR560980,0.9999927,7.2717667e-06
SRR3951209,0.9999927,7.2717667e-06
SRR6414040,0.9999927,7.2717667e-06
DRR041942,0.9999927,7.2717667e-06
SRR920658,0.9999927,7.2717667e-06
SRR2010340,0.9999927,7.2717667e-06
ERR525923,0.9999927,7.2717667e-06
SRR6444853,0.9999927,7.2717667e-06
ERR1384043,0.9999927,7.2717667e-06
DRR047752,0.9999927,7.2717667e-06
ERR719343,0.9999927,7.2717667e-06
ERR579696,0.9999927,7.2717667e-06
SRR1923917,0.9999927,7.2717667e-06
SRR2046699,0.9999927,7.2717667e-06
SRR1660250,0.9999927,7.2717667e-06
SRR3191044,0.9999927,7.2717667e-06
ERR498899,0.9999927,7.2717667e-06
SRR6409089,0.9999927,7.2717667e-06
ERR1314305,0.9999927,7.2717667e-06
DRR043703,0.9999927,7.2717667e-06
ERR525807,0.9999927,7.2717667e-06
ERR1313475,0.9999927,7.2717667e-06
SRR996574,0.9999927,7.2717667e-06
ERR1313727,0.9999927,7.2717667e-06
ERR441668,0.9999927,7.2717667e-06
SRR1618191,0.9999927,7.2717667e-06
ERR2730331,0.9999927,7.2717667e-06
SRR6411743,0.9999927,7.2717667e-06
SRR1949357,0.9999927,7.2717667e-06
ERR1109499,0.9999927,7.2717667e-06
ERR1384033,0.9999927,7.2717667e-06
ERR1310743,0.9999927,7.2717667e-06
SRR7448895,0.9999927,7.2717667e-06
ERR719053,0.9999927,7.2717667e-06
ERR500596,0.9999927,7.2717667e-06
ERR2002009,0.9999927,7.2717667e-06
SRR8356371,0.9999927,7.2717667e-06
ERR720143,0.9999927,7.2717667e-06
ERR1310617,0.9999927,7.2717667e-06
SRR8484793,0.9999927,7.2717667e-06
ERR443441,0.9999927,7.2717667e-06
SRR7454088,0.9999927,7.2717667e-06
ERR1315206,0.9999927,7.2717667e-06
ERR883433,0.9999927,7.2717667e-06
DRR030454,0.9999927,7.2717667e-06
SRR3647771,0.9999927,7.2717667e-06
ERR500183,0.9999927,7.2717667e-06
SRR6054444,0.9999927,7.2717667e-06
ERR499554,0.9999927,7.2717667e-06
SRR3503378,0.9999927,7.2717667e-06
ERR1385106,0.9999927,7.2717667e-06
ERR1310454,0.9999927,7.2717667e-06
SRR3381552,0.9999927,7.2717667e-06
ERR2249118,0.9999927,7.2717667e-06
SRR5869812,0.9999927,7.2717667e-06
ERR2511510,0.9999927,7.2717667e-06
ERR1309962,0.9999927,7.2717667e-06
SRR2145328,0.9999927,7.2717667e-06
ERR1913223,0.9999927,7.2717667e-06
SRR1632422,0.9999927,7.2717667e-06
SRR6444534,0.9999927,7.2717667e-06
ERR579849,0.9999927,7.2717667e-06
ERR2511179,0.9999927,7.2717667e-06
SRR7449350,0.9999927,7.2717667e-06
SRR028691,0.9999927,7.2717667e-06
ERR2003279,0.9999927,7.2717667e-06
ERR1529640,0.9999927,7.2717667e-06
SRR1715654,0.9999927,7.2717667e-06
ERR719972,0.9999927,7.2717667e-06
SRR6444911,0.9999927,7.2717667e-06
ERR1297733,0.9999927,7.2717667e-06
ERR521457,0.9999927,7.2717667e-06
SRR5983294,0.9999927,7.2717667e-06
ERR368887,0.9999927,7.2717667e-06
SRR6028305,0.9999927,7.2717667e-06
ERR2739251,0.9999927,7.2717667e-06
ERR1310891,0.9999927,7.2717667e-06
ERR522538,0.9999927,7.2717667e-06
ERR520874,0.9999927,7.2717667e-06
ERR1313361,0.9999927,7.2717667e-06
ERR499097,0.9999927,7.2717667e-06
ERR441726,0.9999927,7.2717667e-06
ERR499893,0.9999927,7.2717667e-06
DRR041995,0.9999927,7.2717667e-06
ERR1311069,0.9999927,7.2717667e-06
SRR3361642,0.9999927,7.2717667e-06
SRR946048,0.9999927,7.2717667e-06
SRR2145635,0.9999927,7.2717667e-06
ERR1310506,0.9999927,7.2717667e-06
SRR2658228,0.9999927,7.2717667e-06
SRR1948952,0.9999927,7.2717667e-06
SRR2924520,0.9999927,7.2717667e-06
DRR044014,0.9999927,7.2717667e-06
SRR7448607,0.9999927,7.2717667e-06
ERR2511741,0.9999927,7.2717667e-06
ERR520853,0.9999927,7.2717667e-06
SRR5869036,0.9999927,7.2717667e-06
ERR2002319,0.9999927,7.2717667e-06
SRR3361697,0.9999927,7.2717667e-06
SRR957764,0.9999927,7.2717667e-06
ERR501232,0.9999927,7.2717667e-06
SRR1618141,0.9999927,7.2717667e-06
ERR2511426,0.9999927,7.2717667e-06
SRR1704571,0.9999927,7.2717667e-06
ERR1310568,0.9999927,7.2717667e-06
SRR957760,0.9999927,7.2717667e-06
SRR2761251,0.9999927,7.2717667e-06
ERR561236,0.9999927,7.2717667e-06
SRR3725763,0.9999927,7.2717667e-06
ERR1383309,0.9999927,7.2717667e-06
SRR2761219,0.9999927,7.2717667e-06
ERR2003308,0.9999927,7.2717667e-06
SRR1715659,0.9999927,7.2717667e-06
ERR500424,0.9999927,7.2717667e-06
SRR3037330,0.9999927,7.2717667e-06
ERR561427,0.9999927,7.2717667e-06
SRR1948928,0.9999927,7.2717667e-06
SRR6931719,0.9999927,7.2717667e-06
ERR500528,0.9999927,7.2717667e-06
SRR1948882,0.9999927,7.2717667e-06
SRR6444346,0.9999927,7.2717667e-06
ERR1383412,0.9999927,7.2717667e-06
SRR5942106,0.9999927,7.2717667e-06
SRR5155819,0.9999927,7.2717667e-06
SRR3581153,0.9999927,7.2717667e-06
ERR1315512,0.99999267,7.3313713e-06
ERR441432,0.9999927,7.2717667e-06
SRR6367264,0.9999927,7.2717667e-06
ERR2511811,0.9999927,7.2717667e-06
SRR3037333,0.9999927,7.2717667e-06
SRR994718,0.9999927,7.2717667e-06
SRR3037128,0.9999927,7.2717667e-06
SRR6414222,0.9999927,7.2717667e-06
SRR1922929,0.9999927,7.2717667e-06
ERR1384936,0.9999927,7.2717667e-06
DRR043192,0.9999927,7.2717667e-06
ERR2538356,0.9999927,7.2717667e-06
SRR995341,0.9999927,7.2717667e-06
SRR2145581,0.9999927,7.2717667e-06
SRR6436898,0.9999927,7.2717667e-06
ERR2739230,0.9999927,7.2717667e-06
ERR561287,0.9999927,7.2717667e-06
DRR030526,0.9999927,7.2717667e-06
ERR1019666,0.9999927,7.2717667e-06
ERR107173,0.9999927,7.2717667e-06
SRR5155982,0.9999927,7.2717667e-06
SRR6265436,0.9999927,7.2717667e-06
SRR1949228,0.9999927,7.2717667e-06
ERR522547,0.9999927,7.2717667e-06
SRR2046735,0.9999927,7.2717667e-06
SRR6265201,0.9999927,7.2717667e-06
DRR047374,0.9999927,7.2717667e-06
ERR1384917,0.9999927,7.2717667e-06
SRR3503247,0.9999927,7.2717667e-06
SRR3362206,0.9999927,7.2717667e-06
ERR1759950,0.9999927,7.2717667e-06
ERR1383022,0.9999927,7.2717667e-06
ERR2002030,0.9999927,7.2717667e-06
ERR2739069,0.9999927,7.2717667e-06
ERR107069,0.9999927,7.2717667e-06
SRR5520120,0.9999927,7.2717667e-06
SRR5155941,0.9999927,7.2717667e-06
ERR520815,0.99999267,7.3313713e-06
ERR1310297,0.9999927,7.2717667e-06
SRR7636140,0.9999927,7.2717667e-06
SRR505256,0.9999927,7.2717667e-06
ERR1111302,0.9999927,7.2717667e-06
SRR6414030,0.9999927,7.2717667e-06
SRR3201980,0.9999927,7.2717667e-06
ERR365842,0.9999927,7.2717667e-06
SRR3581196,0.9999927,7.2717667e-06
ERR867013,0.9999927,7.2717667e-06
ERR2002286,0.9999927,7.2717667e-06
SRR5983265,0.9999927,7.2717667e-06
ERR1384180,0.9999927,7.2717667e-06
SRR996669,0.9999927,7.2717667e-06
SRR5699455,0.9999927,7.2717667e-06
SRR7453896,0.9999927,7.2717667e-06
SRR2010483,0.9999927,7.2717667e-06
SRR5699247,0.9999927,7.2717667e-06
SRR6412015,0.9999927,7.2717667e-06
ERR209502,0.9999927,7.2717667e-06
ERR1310606,0.9999927,7.2717667e-06
SRR5869170,0.9999927,7.2717667e-06
ERR494367,0.9999927,7.2717667e-06
ERR1311461,0.9999927,7.2717667e-06
SRR5467974,0.9999927,7.2717667e-06
SRR7453629,0.9999927,7.2717667e-06
SRR5165722,0.9999927,7.2717667e-06
SRR3201965,0.9999927,7.2717667e-06
ERR500844,0.9999927,7.2717667e-06
SRR5178145,0.9999927,7.2717667e-06
ERR498713,0.9999927,7.2717667e-06
SRR6264656,0.9999927,7.2717667e-06
SRR6038475,0.9999927,7.2717667e-06
ERR579654,0.9999927,7.2717667e-06
DRR044296,0.9999927,7.2717667e-06
ERR1310256,0.9999927,7.2717667e-06
SRR5467604,0.9999927,7.2717667e-06
SRR3030595,0.9999927,7.2717667e-06
ERR561520,0.9999927,7.2717667e-06
SRR5868644,0.9999927,7.2717667e-06
ERR531529,0.9999927,7.2717667e-06
ERR1384991,0.9999927,7.2717667e-06
SRR388053,0.9999927,7.2717667e-06
SRR5155797,0.9999927,7.2717667e-06
ERR1960655,0.9999927,7.2717667e-06
ERR501315,0.9999927,7.2717667e-06
SRR8356379,0.9999927,7.2717667e-06
SRR6028284,0.9999927,7.2717667e-06
SRR6028230,0.9999927,7.2717667e-06
ERR1310764,0.9999927,7.2717667e-06
SRR6264235,0.9999927,7.2717667e-06
ERR522720,0.9999927,7.2717667e-06
ERR532102,0.9999927,7.2717667e-06
ERR521419,0.9999927,7.2717667e-06
SRR1622837,0.9999927,7.2717667e-06
SRR5983352,0.9999927,7.2717667e-06
SRR6931712,0.9999927,7.2717667e-06
SRR6412091,0.9999927,7.2717667e-06
DRR029263,0.99999267,7.3313713e-06
SRR6409187,0.9999927,7.2717667e-06
DRR048121,0.9999927,7.2717667e-06
SRR6451768,0.9999927,7.2717667e-06
SRR7453275,0.9999927,7.2717667e-06
SRR6265632,0.9999927,7.2717667e-06
ERR500632,0.9999927,7.2717667e-06
DRR041953,0.9999927,7.2717667e-06
DRR043802,0.9999927,7.2717667e-06
ERR1315225,0.9999927,7.2717667e-06
ERR1624628,0.9999927,7.2717667e-06
SRR919594,0.9999927,7.2717667e-06
SRR6265268,0.9999927,7.2717667e-06
SRR2924511,0.9999927,7.2717667e-06
ERR501009,0.9999927,7.2717667e-06
ERR2042077,0.9999927,7.2717667e-06
ERR499185,0.9999927,7.2717667e-06
SRR3419412,0.9999927,7.2717667e-06
ERR561609,0.9999927,7.2717667e-06
SRR505228,0.99999267,7.3313713e-06
SRR3095188,0.9999927,7.2717667e-06
SRR6028450,0.99999285,7.1525574e-06
SRR1622900,0.9999927,7.2717667e-06
DRR041973,0.9999927,7.2717667e-06
ERR719139,0.9999927,7.2717667e-06
ERR1811326,0.9999927,7.2717667e-06
SRR5467698,0.9999927,7.2717667e-06
SRR5467602,0.9999927,7.2717667e-06
SRR3615223,0.9999927,7.2717667e-06
ERR1328426,0.9999927,7.2717667e-06
ERR441898,0.9999927,7.2717667e-06
ERR1309917,0.9999927,7.2717667e-06
SRR1617808,0.9999927,7.2717667e-06
ERR209804,0.9999927,7.2717667e-06
DRR047680,0.9999927,7.2717667e-06
ERR441433,0.9999927,7.2717667e-06
SRR3053240,0.9999927,7.2717667e-06
ERR1313748,0.9999927,7.2717667e-06
DRR043786,0.9999927,7.2717667e-06
ERR441717,0.9999927,7.2717667e-06
ERR443462,0.9999927,7.2717667e-06
ERR1913093,0.9999927,7.2717667e-06
ERR1811175,0.9999927,7.2717667e-06
ERR499478,0.9999926,7.390976e-06
ERR1314021,0.9999927,7.2717667e-06
ERR1297850,0.9999927,7.2717667e-06
ERR1314859,0.9999927,7.2717667e-06
ERR209801,0.9999927,7.2717667e-06
ERR1913020,0.99999285,7.1525574e-06
ERR499531,0.9999927,7.2717667e-06
SRR1661366,0.9999927,7.2717667e-06
SRR6874451,0.9999927,7.2717667e-06
SRR6054485,0.9999927,7.2717667e-06
ERR1314665,0.9999927,7.2717667e-06
ERR209732,0.9999927,7.2717667e-06
SRR1618042,0.9999927,7.2717667e-06
SRR7453412,0.9999927,7.2717667e-06
ERR2730268,0.99999267,7.3313713e-06
SRR6414101,0.9999927,7.2717667e-06
SRR6444835,0.9999927,7.2717667e-06
DRR030599,0.9999927,7.2717667e-06
ERR1383160,0.9999927,7.2717667e-06
ERR365868,0.9999927,7.2717667e-06
SRR6931655,0.9999927,7.2717667e-06
ERR2738943,0.9999927,7.2717667e-06
ERR1111271,0.9999927,7.2717667e-06
SRR1704569,0.9999927,7.2717667e-06
SRR8356257,0.9999927,7.2717667e-06
SRR6264473,0.9999927,7.2717667e-06
DRR048139,0.9999927,7.2717667e-06
SRR6444872,0.9999927,7.2717667e-06
SRR2658025,0.9999927,7.2717667e-06
SRR6413922,0.9999927,7.2717667e-06
SRR5155850,0.9999927,7.2717667e-06
SRR7453243,0.9999927,7.2717667e-06
SRR6412121,0.9999927,7.2717667e-06
ERR561545,0.9999927,7.2717667e-06
ERR2249141,0.9999927,7.2717667e-06
SRR1660172,0.9999927,7.2717667e-06
ERR719404,0.9999927,7.2717667e-06
SRR995626,0.9999927,7.2717667e-06
SRR3030569,0.9999927,7.2717667e-06
DRR043718,0.9999927,7.2717667e-06
SRR2155015,0.9999927,7.2717667e-06
ERR2730163,0.9999927,7.2717667e-06
ERR1311433,0.9999927,7.2717667e-06
ERR1385004,0.9999927,7.2717667e-06
SRR2154976,0.9999927,7.2717667e-06
SRR5947865,0.9999927,7.2717667e-06
ERR866859,0.9999927,7.2717667e-06
ERR441066,0.9999927,7.2717667e-06
SRR6931335,0.9999927,7.2717667e-06
SRR5699323,0.9999927,7.2717667e-06
ERR719289,0.9999927,7.2717667e-06
SRR3030628,0.9999927,7.2717667e-06
ERR1314755,0.9999927,7.2717667e-06
DRR042958,0.9999927,7.2717667e-06
SRR6932230,0.9999927,7.2717667e-06
ERR2739396,0.9999927,7.2717667e-06
ERR531763,0.9999927,7.2717667e-06
ERR2738626,0.9999927,7.2717667e-06
DRR042823,0.9999927,7.2717667e-06
ERR2003083,0.9999927,7.2717667e-06
SRR6932131,0.9999927,7.2717667e-06
ERR2286276,0.99999267,7.3313713e-06
SRR387996,0.9999927,7.2717667e-06
SRR6444280,0.9999927,7.2717667e-06
ERR867071,0.9999927,7.2717667e-06
SRR995399,0.9999927,7.2717667e-06
ERR1313458,0.9999927,7.2717667e-06
SRR7448639,0.9999927,7.2717667e-06
SRR6028350,0.9999927,7.2717667e-06
SRR5467575,0.9999927,7.2717667e-06
DRR014353,0.9999927,7.2717667e-06
SRR1461364,0.9999927,7.2717667e-06
DRR047674,0.9999927,7.2717667e-06
ERR209567,0.9999927,7.2717667e-06
SRR6054582,0.9999927,7.2717667e-06
SRR2761297,0.9999927,7.2717667e-06
SRR6932112,0.9999927,7.2717667e-06
SRR7453325,0.9999927,7.2717667e-06
DRR024142,0.9999927,7.2717667e-06
ERR1383779,0.9999927,7.2717667e-06
ERR1331788,0.9999927,7.2717667e-06
ERR1384114,0.9999927,7.2717667e-06
SRR6367225,0.9999927,7.2717667e-06
ERR500317,0.9999927,7.2717667e-06
SRR6411911,0.9999927,7.2717667e-06
ERR451052,0.9999927,7.2717667e-06
ERR1913006,0.9999927,7.2717667e-06
SRR6414393,0.9999927,7.2717667e-06
SRR5467984,0.9999927,7.2717667e-06
SRR2658227,0.9999927,7.2717667e-06
SRR920150,0.9999927,7.2717667e-06
ERR2730395,0.9999927,7.2717667e-06
SRR3094947,0.9999927,7.2717667e-06
SRR5165972,0.9999927,7.2717667e-06
SRR6028188,0.9999927,7.2717667e-06
ERR1384240,0.9999927,7.2717667e-06
SRR6412024,0.9999927,7.2717667e-06
SRR6038371,0.9999927,7.2717667e-06
SRR7448582,0.9999927,7.2717667e-06
SRR1923919,0.9999927,7.2717667e-06
SRR1948981,0.9999927,7.2717667e-06
ERR1331856,0.9999927,7.2717667e-06
SRR995507,0.9999927,7.2717667e-06
SRR1624846,0.9999927,7.2717667e-06
SRR3037116,0.99999285,7.1525574e-06
SRR2010418,0.9999927,7.2717667e-06
ERR1382946,0.9999927,7.2717667e-06
SRR6028383,0.9999927,7.2717667e-06
DRR030531,0.9999927,7.2717667e-06
SRR7449508,0.99999267,7.3313713e-06
ERR2563249,0.9999927,7.2717667e-06
SRR5688015,0.9999927,7.2717667e-06
SRR6394048,0.9999927,7.2717667e-06
ERR500444,0.9999927,7.2717667e-06
SRR2145445,0.9999927,7.2717667e-06
SRR6038548,0.9999927,7.2717667e-06
ERR1313536,0.9999927,7.2717667e-06
ERR1313567,0.9999927,7.2717667e-06
SRR4302879,0.9999927,7.2717667e-06
ERR1598959,0.9999927,7.2717667e-06
ERR499873,0.9999927,7.2717667e-06
SRR6264583,0.9999927,7.2717667e-06
ERR720027,0.9999927,7.2717667e-06
ERR1398239,0.9999927,7.2717667e-06
ERR107115,0.9999927,7.2717667e-06
ERR1398116,0.9999927,7.2717667e-06
DRR047772,0.9999927,7.2717667e-06
SRR5165913,0.9999927,7.2717667e-06
ERR107037,0.9999927,7.2717667e-06
SRR6028557,0.9999927,7.2717667e-06
ERR1311650,0.9999927,7.2717667e-06
SRR3501998,0.9999927,7.2717667e-06
ERR525853,0.9999927,7.2717667e-06
DRR018392,0.9999927,7.2717667e-06
SRR2086949,0.9999927,7.2717667e-06
ERR720036,0.9999927,7.2717667e-06
ERR209183,0.9999927,7.2717667e-06
SRR6411738,0.9999927,7.2717667e-06
SRR6932300,0.9999927,7.2717667e-06
SRR3361625,0.9999927,7.2717667e-06
ERR2001908,0.9999927,7.2717667e-06
ERR1384501,0.9999927,7.2717667e-06
SRR6931646,0.9999927,7.2717667e-06
ERR139323,0.9999927,7.2717667e-06
SRR1617811,0.9999927,7.2717667e-06
SRR7453298,0.9999927,7.2717667e-06
SRR2046678,0.9999927,7.2717667e-06
SRR2010334,0.9999927,7.2717667e-06
SRR5156058,0.9999927,7.2717667e-06
SRR2046673,0.9999927,7.2717667e-06
ERR2531953,0.9999927,7.2717667e-06
SRR6411960,0.9999927,7.2717667e-06
ERR1385330,0.9999927,7.2717667e-06
ERR1310253,0.9999927,7.2717667e-06
SRR6411504,0.9999927,7.2717667e-06
SRR2761272,0.9999927,7.2717667e-06
SRR1622924,0.9999927,7.2717667e-06
ERR1385178,0.9999927,7.2717667e-06
SRR1461716,0.9999927,7.2717667e-06
ERR139277,0.9999927,7.2717667e-06
SRR505241,0.9999927,7.2717667e-06
SRR6932214,0.9999927,7.2717667e-06
SRR2046649,0.9999927,7.2717667e-06
ERR2738742,0.9999927,7.2717667e-06
ERR441544,0.9999927,7.2717667e-06
SRR2981527,0.9999927,7.2717667e-06
ERR1759983,0.9999927,7.2717667e-06
SRR6874377,0.9999927,7.2717667e-06
ERR1297647,0.9999927,7.2717667e-06
ERR1310993,0.9999927,7.2717667e-06
SRR1617963,0.9999927,7.2717667e-06
SRR8356232,0.9999927,7.2717667e-06
SRR7449152,0.9999927,7.2717667e-06
ERR2511794,0.9999927,7.2717667e-06
ERR1913310,0.9999927,7.2717667e-06
ERR522156,0.9999927,7.2717667e-06
SRR3647825,0.9999927,7.2717667e-06
ERR2738707,0.9999927,7.2717667e-06
ERR579421,0.9999927,7.2717667e-06
SRR6028234,0.9999927,7.2717667e-06
ERR522675,0.9999927,7.2717667e-06
