,root:Engineered:Food_production,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Birds,root:Host-associated:Fish,root:Host-associated:Human,root:Host-associated:Mammals,root:Host-associated:Plants,Unknown
ERR309477,7.61325e-05,7.4963966e-05,0.00044677654,0.000116339004,0.00044102687,0.0007697116,0.99795777,0.00011733278,0.0
ERR309611,7.608716e-05,7.490882e-05,0.0004465686,0.00011628147,0.00044090828,0.0007695339,0.9979585,0.00011726022,0.0
ERR309166,7.607909e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR308284,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR308925,7.620798e-05,7.5056116e-05,0.00044710387,0.00011639384,0.00044117545,0.00076985994,0.9979568,0.000117354284,0.0
ERR308348,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR308691,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR308752,7.641401e-05,7.6524506e-05,0.00045167882,0.00011665878,0.00044566122,0.00078220095,0.99793196,0.00011884288,0.0
ERR308789,7.608375e-05,7.491125e-05,0.0004465984,0.0001162817,0.00044090828,0.0007695041,0.9979585,0.000117253396,0.0
ERR308673,7.612723e-05,7.494377e-05,0.00044671717,0.00011632086,0.00044102708,0.0007695928,0.9979579,0.00011731572,0.0
ERR309115,7.6114244e-05,7.494728e-05,0.00044662785,0.00011631588,0.00044099733,0.0007696823,0.997958,0.00011729224,0.0
ERR309302,7.612828e-05,7.495102e-05,0.00044677648,0.00011633732,0.00044105662,0.0007698009,0.99795765,0.00011731967,0.0
ERR308343,7.607974e-05,7.49068e-05,0.00044659828,0.00011627657,0.0004409082,0.00076953374,0.99795836,0.00011725617,0.0
ERR308708,7.60796e-05,7.490696e-05,0.00044659834,0.00011627691,0.00044093802,0.0007695338,0.99795836,0.00011725585,0.0
ERR309107,7.608452e-05,7.4911724e-05,0.00044659822,0.00011628343,0.00044087833,0.0007695634,0.99795836,0.00011726253,0.0
ERR308758,7.6458404e-05,7.536151e-05,0.00044829125,0.00011672809,0.00044203518,0.00077196775,0.99795145,0.00011770432,0.0
ERR309713,7.6081065e-05,7.4909185e-05,0.00044650908,0.00011627827,0.00044090833,0.0007694446,0.9979586,0.000117260126,0.0
ERR308566,1.4128946e-05,0.00015172362,0.00020417571,9.841372e-06,0.0035032928,0.0042643845,0.98663163,0.0016761422,0.0035446286
ERR309751,7.6161064e-05,7.49798e-05,0.0004469546,0.00011638343,0.00044111555,0.00077006797,0.997957,0.00011735644,0.0
ERR308669,3.4705914e-05,9.538853e-05,0.00040262938,6.034548e-05,0.0005738139,0.0015137494,0.9967797,0.000117594944,0.0004221201
ERR308593,7.058295e-05,7.712172e-05,0.0004414423,0.00010933967,0.0004503504,0.0008214813,0.99791276,0.00011680579,0.0
ERR308515,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR309817,7.639645e-05,7.526635e-05,0.00044820187,0.00011664975,0.00044212455,0.0007720869,0.99795145,0.00011782943,0.0
ERR309080,7.625275e-05,7.5085314e-05,0.0004474894,0.000116497096,0.00044138226,0.0007706613,0.99795514,0.00011749335,0.0
ERR309486,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR309129,7.608128e-05,7.4906544e-05,0.00044653885,0.00011627749,0.00044093814,0.0007694744,0.9979586,0.00011725196,0.0
ERR309084,7.607931e-05,7.490653e-05,0.00044659834,0.00011627636,0.00044084864,0.0007695338,0.9979585,0.0001172554,0.0
ERR309503,7.610611e-05,7.4934054e-05,0.00044674697,0.00011630966,0.00044099728,0.0007695928,0.997958,0.0001172976,0.0
ERR308818,7.761795e-05,7.539085e-05,0.0004479291,0.00011785833,0.00044509902,0.00078015216,0.99793816,0.0001178163,0.0
ERR308935,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR309783,7.6092336e-05,7.491864e-05,0.0004466279,0.00011629205,0.0004409974,0.00076956325,0.9979582,0.0001172729,0.0
ERR308911,7.642535e-05,7.514346e-05,0.00044814512,0.000116528296,0.00044182944,0.000770066,0.9979542,0.00011762606,0.0
ERR308908,7.608251e-05,7.491204e-05,0.0004465686,0.00011627948,0.00044090828,0.0007694445,0.9979585,0.000117268835,0.0
ERR309746,7.608077e-05,7.490803e-05,0.00044659834,0.00011627835,0.00044084864,0.000769504,0.9979585,0.00011725764,0.0
ERR309700,7.6079465e-05,7.490682e-05,0.0004465984,0.0001162766,0.0004408785,0.0007695041,0.9979585,0.00011725608,0.0
ERR309073,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR309303,7.855004e-05,7.824044e-05,0.00045666567,0.00011906022,0.000448712,0.0007886941,0.9979103,0.00011971877,0.0
ERR308999,5.52037e-05,4.448735e-05,9.2249764e-05,1.9170375e-05,8.334906e-05,0.9984708,0.0008879006,2.6880258e-05,0.00031995773
ERR309432,7.6201504e-05,7.5027194e-05,0.00044716254,0.00011643212,0.00044126392,0.0007702457,0.9979562,0.00011742244,0.0
ERR309048,7.60796e-05,7.490696e-05,0.00044659834,0.00011627691,0.00044093802,0.0007695338,0.99795836,0.00011725585,0.0
ERR308781,7.6080556e-05,7.4907824e-05,0.0004465984,0.00011627815,0.00044090828,0.0007695041,0.99795854,0.0001172572,0.0
ERR309207,5.9026053e-05,6.3646905e-05,6.837954e-05,1.908748e-05,0.00010001486,0.9976101,0.0016331077,2.2002137e-05,0.0004246831
ERR309314,7.607932e-05,7.490639e-05,0.0004465984,0.00011627615,0.0004408785,0.0007695041,0.9979585,0.0001172553,0.0
ERR309536,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR308397,7.608714e-05,7.491573e-05,0.0004465387,0.000116286996,0.0004409082,0.0007696231,0.99795836,0.00011725941,0.0
ERR308575,7.741883e-05,7.634609e-05,0.00045348934,0.00011791348,0.00044520778,0.00077915087,0.9979313,0.00011910423,0.0
ERR308590,7.60796e-05,7.4906886e-05,0.00044653873,0.0001162768,0.00044093802,0.0007695338,0.9979584,0.00011725585,0.0
ERR308354,7.6079166e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.0007695338,0.9979584,0.00011725517,0.0
ERR308942,7.611312e-05,7.493946e-05,0.00044671702,0.000116321266,0.00044099713,0.00076974154,0.99795794,0.000117301024,0.0
ERR308790,7.8248755e-05,7.650111e-05,0.0004543156,0.00011858762,0.0004479407,0.0007841122,0.9979203,0.00012001753,0.0
ERR308326,7.607902e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR308449,7.608222e-05,7.490818e-05,0.0004465984,0.0001162787,0.00044090828,0.0007695041,0.99795854,0.000117258096,0.0
ERR308629,4.623805e-05,5.1236035e-05,0.00010372592,1.982319e-05,8.201664e-05,0.99787533,0.0013395548,2.8995331e-05,0.0004530549
ERR309798,1.97655e-05,0.0002566278,0.00028690696,3.357326e-05,0.0005463958,0.0054715276,0.9903885,8.847088e-05,0.0029081702
ERR308402,7.607909e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR308325,7.607909e-05,7.4906384e-05,0.00044659834,0.00011627613,0.00044090822,0.000769504,0.9979585,0.00011725517,0.0
ERR308596,7.612353e-05,7.494849e-05,0.0004466278,0.00011632286,0.00044099728,0.0007696226,0.9979581,0.00011729916,0.0
ERR1598805,5.456977e-05,4.3817483e-05,9.476191e-05,1.9098678e-05,8.22132e-05,0.99849474,0.000898391,2.5996702e-05,0.00028640032
ERR1598748,5.5018383e-05,4.4236855e-05,9.352206e-05,1.9134612e-05,8.2580635e-05,0.9984826,0.00089403987,2.630658e-05,0.00030261278
ERR1599437,5.449743e-05,4.3750966e-05,9.494183e-05,1.909052e-05,8.216805e-05,0.9984966,0.0008996129,2.5926733e-05,0.0002834201
ERR1599044,5.4501066e-05,4.375844e-05,9.4924544e-05,1.9096766e-05,8.2198305e-05,0.9984959,0.0008997619,2.5941126e-05,0.00028389692
ERR1598376,5.4678592e-05,4.390914e-05,9.4506235e-05,1.911176e-05,8.230718e-05,0.9984914,0.0008972585,2.6101736e-05,0.00029069185
ERR1598997,5.508958e-05,4.4163422e-05,9.398413e-05,1.9147554e-05,8.2561426e-05,0.99848074,0.00089654326,2.6408155e-05,0.00030136108
ERR1598222,5.5708453e-05,4.457152e-05,9.26102e-05,1.9195986e-05,8.319452e-05,0.9984634,0.0009007156,2.6599266e-05,0.00031399727
ERR1598378,5.476397e-05,4.3971533e-05,9.430286e-05,1.912e-05,8.233482e-05,0.9984905,0.000895381,2.6157555e-05,0.00029343367
ERR1598315,5.450678e-05,4.376703e-05,9.4891504e-05,1.9092467e-05,8.217996e-05,0.99849623,0.0008992851,2.5942092e-05,0.00028407574
ERR1599278,5.4367858e-05,4.3501503e-05,9.460949e-05,1.9595942e-05,8.366171e-05,0.9984386,0.0009382963,2.6146232e-05,0.00030124187
ERR1598168,5.452186e-05,4.3788117e-05,9.482655e-05,1.909509e-05,8.219548e-05,0.9984956,0.00089889765,2.5962758e-05,0.00028508902
ERR1599219,5.4510005e-05,4.3772543e-05,9.487603e-05,1.9092686e-05,8.218357e-05,0.99849594,0.0008992255,2.5944788e-05,0.00028443336
ERR1598319,5.4556396e-05,4.3832613e-05,9.469027e-05,1.9099698e-05,8.2231236e-05,0.9984943,0.0008981228,2.6000991e-05,0.00028711557
ERR1599309,5.5123895e-05,4.4197637e-05,9.4078554e-05,1.9136363e-05,8.249075e-05,0.99848086,0.0008960366,2.6439026e-05,0.0003015995
ERR1599627,5.4547032e-05,4.381364e-05,9.474628e-05,1.9098514e-05,8.221806e-05,0.99849486,0.000898391,2.5988918e-05,0.0002863407
ERR1598834,5.5027092e-05,4.3859123e-05,9.361441e-05,1.936371e-05,8.3307736e-05,0.99846447,0.00091284513,2.6435016e-05,0.00030112267
ERR1599594,5.4495973e-05,4.374834e-05,9.495007e-05,1.9090192e-05,8.216617e-05,0.99849665,0.0008996427,2.5924186e-05,0.00028336048
ERR1599399,5.4901186e-05,4.4016844e-05,9.384754e-05,1.9254088e-05,8.297234e-05,0.99847484,0.0009043813,2.628975e-05,0.00029951334
ERR1598169,5.4502103e-05,4.3757726e-05,9.492137e-05,1.9091374e-05,8.217275e-05,0.9984964,0.0008994937,2.5933408e-05,0.0002837181
ERR1598649,5.4519674e-05,4.3777385e-05,9.486291e-05,1.9093924e-05,8.21867e-05,0.99849594,0.00089907646,2.595345e-05,0.00028461218
ERR1598310,5.455078e-05,4.3815562e-05,9.4744566e-05,1.909875e-05,8.2216495e-05,0.99849486,0.0008983016,2.5991645e-05,0.00028645992
ERR1598469,5.5216864e-05,4.4173827e-05,9.38649e-05,1.9147717e-05,8.250806e-05,0.9984836,0.0008934438,2.641012e-05,0.0003016591
ERR1598706,5.7302783e-05,4.5061875e-05,9.2312686e-05,1.9312753e-05,8.3704814e-05,0.9984341,0.00090292096,2.755158e-05,0.00033771992
ERR1599338,6.517974e-05,4.745048e-05,8.6296845e-05,1.9992636e-05,8.886637e-05,0.998265,0.0009698868,2.9688288e-05,0.00042760372
ERR1599032,5.4556134e-05,4.3817818e-05,9.47405e-05,1.9099152e-05,8.221712e-05,0.99849474,0.000898242,2.599462e-05,0.00028657913
ERR1599524,5.46592e-05,4.389754e-05,9.45093e-05,1.91099e-05,8.228113e-05,0.99849254,0.0008967519,2.6080013e-05,0.00029021502
ERR1598300,5.553166e-05,4.435666e-05,9.289157e-05,1.9229059e-05,8.3089384e-05,0.9984685,0.00089874864,2.655567e-05,0.00031107664
ERR1599234,5.654247e-05,4.5376426e-05,8.9992216e-05,1.9244835e-05,8.430035e-05,0.9984325,0.0009151399,2.651384e-05,0.00033038855
ERR1599189,5.5016022e-05,4.41729e-05,9.4233634e-05,1.9126182e-05,8.243586e-05,0.9984817,0.0008968413,2.6401583e-05,0.00030004978
ERR1598638,5.4497737e-05,4.3753054e-05,9.493115e-05,1.9091667e-05,8.217228e-05,0.9984964,0.0008995831,2.5928191e-05,0.0002836585
ERR1599115,5.4695178e-05,4.3957905e-05,9.453995e-05,1.9111267e-05,8.231974e-05,0.99848914,0.0008979738,2.6155858e-05,0.00029218197
ERR1599244,5.456576e-05,4.3850217e-05,9.463051e-05,1.9101739e-05,8.2248334e-05,0.99849385,0.000897944,2.601287e-05,0.00028777122
ERR1599210,5.4523938e-05,4.3787368e-05,9.4828e-05,1.9095145e-05,8.219642e-05,0.9984956,0.00089892745,2.5962907e-05,0.00028508902
ERR1598150,5.450283e-05,4.3754597e-05,9.4892865e-05,1.9115698e-05,8.226732e-05,0.9984944,0.0009006858,2.5953177e-05,0.00028443336
ERR1598211,5.4522017e-05,4.3786866e-05,9.4831434e-05,1.9095018e-05,8.219392e-05,0.9984957,0.00089886785,2.5962065e-05,0.0002850294
ERR1599052,5.50942e-05,4.4115983e-05,9.395903e-05,1.9142004e-05,8.244482e-05,0.99848646,0.0008930266,2.6331478e-05,0.00029945374
ERR1598102,5.4496908e-05,4.3750133e-05,9.494455e-05,1.909041e-05,8.2167426e-05,0.99849665,0.0008996725,2.5925916e-05,0.00028330088
ERR1598672,5.5256533e-05,4.4213404e-05,9.367282e-05,1.9159372e-05,8.26268e-05,0.9984804,0.0008943081,2.645282e-05,0.00030392408
ERR1599245,5.503654e-05,4.41812e-05,9.3511975e-05,1.9160376e-05,8.2674254e-05,0.9984808,0.00089624524,2.6309892e-05,0.00030207634
ERR1598216,5.4549684e-05,4.3814143e-05,9.476896e-05,1.9105253e-05,8.225163e-05,0.998494,0.00089898705,2.5999801e-05,0.00028645992
ERR1598303,5.524025e-05,4.421429e-05,9.362459e-05,1.9156229e-05,8.2585364e-05,0.9984822,0.00089272857,2.6431764e-05,0.00030374527
ERR1599452,6.293407e-05,4.6783844e-05,8.631042e-05,1.9763898e-05,8.727712e-05,0.998338,0.0009338856,2.8639548e-05,0.0003964305
ERR1599531,5.452706e-05,4.3789827e-05,9.482167e-05,1.9095418e-05,8.219783e-05,0.9984956,0.00089886785,2.5965606e-05,0.00028514862
ERR1599159,6.226176e-05,4.6530797e-05,8.682409e-05,1.9777171e-05,8.719858e-05,0.99834096,0.0009367168,2.8532573e-05,0.00039112568
ERR1599119,5.5155604e-05,4.4060103e-05,9.426176e-05,1.91341e-05,8.236278e-05,0.9984883,0.0008944273,2.6287695e-05,0.00029599667
ERR1598859,5.414113e-05,4.5178316e-05,9.597728e-05,1.8970899e-05,8.197629e-05,0.9984398,0.0009160042,2.713605e-05,0.0003207922
ERR1598816,5.450195e-05,4.3757685e-05,9.4921284e-05,1.9091374e-05,8.217275e-05,0.9984964,0.0008994341,2.5933408e-05,0.0002837777
ERR1598127,5.5320805e-05,4.3113152e-05,8.534605e-05,2.2539933e-05,9.429404e-05,0.9982046,0.0011505783,2.5873924e-05,0.000318408
ERR1599285,6.7691006e-05,7.055035e-05,0.0002033477,6.679948e-05,0.0018793293,0.009159934,0.9884223,0.00013003896,0.0
ERR1599621,5.452805e-05,4.3786655e-05,9.483605e-05,1.909498e-05,8.219407e-05,0.9984956,0.00089886785,2.5963203e-05,0.00028514862
ERR1598336,5.457685e-05,4.3831904e-05,9.470328e-05,1.9101173e-05,8.222606e-05,0.9984944,0.0008979142,2.600987e-05,0.00028723478
ERR1598845,5.452472e-05,4.3783315e-05,9.484482e-05,1.9094688e-05,8.219141e-05,0.99849576,0.00089892745,2.5959638e-05,0.0002849102
ERR1598209,5.458554e-05,4.3783817e-05,9.4546616e-05,1.9165054e-05,8.24714e-05,0.998489,0.0009025037,2.6038237e-05,0.00028789043
ERR1599506,5.68124e-05,4.484401e-05,9.2259615e-05,1.931314e-05,8.367959e-05,0.9984421,0.00090253353,2.7258395e-05,0.000331223
ERR1598106,5.4505017e-05,4.3764237e-05,9.4900555e-05,1.9091922e-05,8.2178085e-05,0.9984963,0.0008993745,2.5938232e-05,0.00028401613
ERR1598944,5.450143e-05,4.37801e-05,9.491142e-05,1.9108626e-05,8.225351e-05,0.9984941,0.00090023875,2.5973679e-05,0.00028514862
ERR1598294,5.4822915e-05,4.407208e-05,9.395419e-05,1.9128718e-05,8.244954e-05,0.99848706,0.00089499354,2.6214193e-05,0.00029730797
ERR1598323,5.7206027e-05,4.4915487e-05,9.1989896e-05,1.9267332e-05,8.319388e-05,0.99846005,0.0008853376,2.7238697e-05,0.00033080578
ERR1598181,5.4507458e-05,4.376603e-05,9.489576e-05,1.9092431e-05,8.217871e-05,0.9984962,0.0008991957,2.5941572e-05,0.00028425455
ERR1598237,5.4510943e-05,4.3769287e-05,9.4885894e-05,1.909285e-05,8.2181214e-05,0.998496,0.00089916587,2.594506e-05,0.00028443336
