,root:Engineered:Food_production:Dairy_products,root:Environmental:Aquatic:Thermal_springs,root:Environmental:Terrestrial:Deep_subsurface,root:Environmental:Terrestrial:Soil,root:Host-associated:Birds:Digestive_system,root:Host-associated:Human:Digestive_system,root:Host-associated:Human:Reproductive_system,root:Host-associated:Human:Respiratory_system,root:Host-associated:Human:Skin,root:Host-associated:Mammals:Digestive_system,root:Host-associated:Mammals:Gastrointestinal_tract,root:Host-associated:Plants:Root,Unknown
ERR309477,6.9301113e-06,8.75423e-05,5.8919093e-05,4.7778885e-05,9.645417e-05,0.016162783,0.00045544998,9.735117e-06,3.1617008e-05,0.9820067,0.00071394944,0.00032206438,0.0
ERR309611,1.3125741e-05,4.740408e-05,0.00023318811,0.00014381173,0.000115670395,0.0005502763,0.0001229866,2.5274267e-05,7.852354e-05,0.99743414,0.0012075185,2.8194137e-05,0.0
ERR309166,1.705698e-05,7.1081595e-05,0.00026409098,0.00015665052,7.251418e-05,0.0003726032,0.00016927306,3.3556273e-05,5.037177e-05,0.9975962,0.0011797613,1.6801825e-05,0.0
ERR308284,9.348086e-05,0.00055989623,3.0028848e-05,7.422868e-05,4.6922047e-05,0.0008537173,0.0010940135,1.0215321e-05,8.898633e-06,0.99512184,0.0014611185,2.5663587e-05,0.0006200075
ERR308925,5.0926137e-06,5.772573e-05,0.0002422911,7.650072e-05,7.5145086e-05,0.0015069804,0.00017565956,3.5321405e-05,7.375745e-05,0.9962728,0.0013941415,8.464321e-05,0.0
ERR308348,6.586804e-05,0.00035697222,3.7176564e-05,7.738285e-05,6.0621023e-05,0.00092726946,0.0007341206,1.0340448e-05,1.3796491e-05,0.9959955,0.0014035106,3.085925e-05,0.00028657913
ERR308691,2.5907428e-05,0.0001285526,0.00033224802,0.00018851206,3.7487476e-05,0.00020071829,0.00028360166,5.380393e-05,2.4991032e-05,0.9974988,0.0012176771,7.653994e-06,0.0
ERR308752,2.0125395e-05,8.9157875e-05,0.00028306566,0.00017975116,6.1424165e-05,0.00030530017,0.0002494907,4.2113308e-05,3.9323462e-05,0.9973446,0.00137205,1.3547667e-05,0.0
ERR308789,2.233917e-05,0.0001145965,0.00011579693,0.000101877005,7.916458e-05,0.0007343767,0.0002689468,1.886132e-05,3.868493e-05,0.9971885,0.0012853156,3.1588872e-05,0.0
ERR308673,9.148194e-06,2.87787e-05,0.00019408196,0.00012300834,0.00019717585,0.0009153148,7.929559e-05,1.7185499e-05,0.00014214034,0.9970819,0.001158304,5.365321e-05,0.0
