,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Colonic diseases,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases:Intestinal Diseases:Inflammatory Bowel Diseases,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections:Gram-Positive Bacterial Infections:Clostridium Infections,Unknown
SRR6474251,0.014967889,0.21532303,0.002794832,0.76691425
ERR719203,0.009858966,0.033720702,0.015802532,0.9406178
SRR6264896,0.002163738,0.0066968203,0.008605808,0.98253363
SRR5866347,0.008319706,0.6821846,0.0013430119,0.30815268
SRR5813405,0.0062978268,0.05840653,0.0045068264,0.9307888
SRR6264938,0.002443105,0.009602457,0.0078596175,0.9800948
SRR5757992,0.016496778,0.03426227,0.21688998,0.73235095
SRR5429070,0.002406627,0.1440824,0.32784706,0.5256639
SRR5757823,0.008843084,0.05449014,0.9366668,0.0
ERR719104,0.0043508112,0.017845035,0.0068071485,0.970997
ERR209574,0.026885003,0.7542822,0.001906693,0.21692616
SRR7507327,0.008645743,0.049929798,0.0052072406,0.9362172
SRR6724422,0.27999464,0.014669687,0.008996785,0.6963389
SRR6281237,0.0058433115,0.052184373,0.0037790835,0.9381932
SRR7507462,0.12612745,0.0070011616,0.00776574,0.85910565
ERR719820,0.00487265,0.07528174,0.023695111,0.89615047
SRR5650024,0.009938091,0.13228741,0.0042688847,0.8535056
SRR5648774,0.016748637,0.0077959,0.009402454,0.966053
SRR7507650,0.002151519,0.0068500936,0.008909702,0.9820887
SRR6928787,0.041443467,0.024018884,0.09279612,0.84174156
SRR6265446,0.0019090176,0.011673689,0.020822227,0.96559507
ERR720164,0.011815667,0.034546852,0.004142791,0.9494947
SRR5802314,0.0074709356,0.46910077,0.002275169,0.5211531
SRR5610106,0.0052002072,0.008013368,0.008669794,0.97811663
SRR5761698,0.20771873,0.020448267,0.0062940717,0.76553893
SRR5579092,0.003322959,0.0076248944,0.007936209,0.98111594
SRR5866365,0.0034524202,0.018508196,0.0057115257,0.9723278
SRR6264710,0.07807973,0.41793567,0.23137224,0.27261233
SRR5203046,0.010641396,0.006403059,0.007555932,0.9753996
SRR5758152,0.004317491,0.03455054,0.96113205,0.0
SRR5578987,0.025291026,0.0135805905,0.0084352195,0.95269316
ERR209802,0.033616245,0.81398815,0.003278762,0.14911687
SRR5649008,0.02072224,0.006879717,0.0076476634,0.9647504
SRR5796722,0.018428624,0.009078771,0.009984136,0.96250844
SRR5866275,0.010228485,0.62459916,0.002386123,0.3627863
SRR5218386,0.020892292,0.16966867,0.0047959983,0.80464303
SRR5578933,0.015520304,0.01448524,0.036374807,0.9336196
SRR5203195,0.0044867396,0.0067707896,0.0086863935,0.98005605
SRR6264249,0.0022669137,0.0067735016,0.008605421,0.98235416
SRR5983281,0.0083449185,0.6542362,0.0013684928,0.3360504
