,root:Diseases:Digestive System Diseases,root:Diseases:Hemic and Lymphatic Diseases,root:Infections:Bacterial Infections and Mycoses,Unknown
SRR5866489,0.23981121,0.0015565455,0.003818214,0.754814
SRR7507495,0.7761897,0.005929321,0.0020580888,0.21582288
SRR5802279,0.019944131,0.0006173849,0.0052773356,0.97416115
ERR209546,0.75107193,0.005099058,0.0016977787,0.24213123
DRR067938,0.014251888,0.007927895,0.91946554,0.058354676
SRR6264068,0.2761286,0.0012101829,0.009388894,0.71327233
ERR719727,0.07764977,0.0011454225,0.008433282,0.9127715
SRR5202888,0.014805824,0.0007778108,0.009989321,0.97442704
SRR5758025,0.008263767,0.009709805,0.5697371,0.41228938
SRR5577144,0.0872978,0.0009510815,0.0031405985,0.9086105
ERR719569,0.017721087,0.00097587705,0.009436816,0.97186625
SRR6182550,0.019317567,0.00078621507,0.006914377,0.9729818
SRR6357160,0.015186995,0.0007211566,0.008626729,0.9754651
SRR5218313,0.7774569,0.005637437,0.001975745,0.21492994
SRR5078919,0.016907692,0.0005200505,0.004829496,0.9777428
ERR525813,0.014025658,0.0013662875,0.018799394,0.96580863
SRR7507474,0.018934757,0.00082841516,0.0073997676,0.9728371
SRR6724376,0.33033112,0.0012497008,0.0035458803,0.6648733
SRR6265241,0.007608056,0.0025997758,0.051831126,0.93796104
SRR5983323,0.18872434,0.0024998188,0.00570032,0.80307555
SRR5610101,0.016680032,0.00051015615,0.004752189,0.9780576
SRR5203404,0.014635265,0.00086817145,0.010777175,0.97371936
ERR209447,0.055486232,0.0014491677,0.0078416765,0.9352229
SRR5629123,0.15763038,0.00086680055,0.021478623,0.8200242
SRR1693254,0.07011503,0.0011462867,0.004682541,0.9240562
ERR525790,0.015564978,0.0018000007,0.06149769,0.92113733
SRR5548968,0.97125703,0.004199326,0.01124537,0.013298273
SRR5602351,0.03709826,0.0005990565,0.006258726,0.95604396
SRR5078823,0.0165869,0.001055032,0.010872602,0.9714855
SRR5648923,0.029699147,0.0014220178,0.020976633,0.9479022
SRR1687041,0.27537125,0.004586011,0.0052180886,0.7148247
SRR5399292,0.04031843,0.0077729523,0.00729385,0.94461477
SRR5548520,0.9651531,0.004222572,0.018127948,0.012496352
SRR5818477,0.015370905,0.0012039542,0.01392436,0.9695008
SRR5399195,0.06566742,0.016664177,0.006711334,0.9109571
SRR5947812,0.027822137,0.0007273853,0.0049818456,0.96646863
SRR7507717,0.03651616,0.0010438561,0.006821424,0.95561856
SRR5429352,0.023638785,0.94659185,0.02783978,0.0019295812
SRR5399205,0.0042522848,0.035609454,0.89000493,0.07013333
SRR5757780,0.020145707,0.024648698,0.95520556,0.0
ERR719544,0.05651608,0.00088998675,0.013526827,0.92906713
SRR5078728,0.016083598,0.0004810691,0.004478276,0.97895706
SRR6357131,0.016122669,0.00054472685,0.006240368,0.97709227
SRR6264088,0.020051628,0.001072824,0.009601116,0.9692744
SRR5580474,0.020184934,0.0008533895,0.011985481,0.96697617
SRR5983349,0.0134828985,0.0045319796,0.48779947,0.4941857
ERR209901,0.01991877,0.0009738803,0.009871066,0.96923625
ERR719264,0.029542953,0.00057306886,0.0064841807,0.96339977
SRR6424505,0.0041391253,0.036178112,0.8967638,0.06291896
SRR5203217,0.016576678,0.000715971,0.007165432,0.97554195
ERR209816,0.77697355,0.009787917,0.002318263,0.21092027
SRR5758043,0.022213876,0.00055739284,0.0044020712,0.97282666
SRR1693228,0.8790128,0.0053324997,0.0016733408,0.113981366
SRR5399187,0.016898513,0.0004772544,0.0042972267,0.97832704
ERR209625,0.8274979,0.0074012876,0.0017162561,0.16338456
SRR6264798,0.020883441,0.0005803704,0.0048031807,0.973733
SRR6928774,0.016016424,0.00047320127,0.004342675,0.9791677
SRR5579064,0.022806734,0.0012303889,0.009722978,0.9662399
SRR7507335,0.015702695,0.000962466,0.010452002,0.97288287
SRR6928750,0.029364705,0.00097596645,0.005787313,0.963872
SRR5648871,0.017524153,0.000716418,0.00678584,0.97497356
SRR064872,0.9291252,0.0040427446,0.05473402,0.012098074
ERR525706,0.018098563,0.00088968873,0.0082910955,0.9727206
SRR5866321,0.016130477,0.0010854602,0.011643171,0.97114086
SRR5763465,0.017763823,0.0005247593,0.0047388375,0.9769726
SRR1693218,0.8497226,0.003992915,0.007161796,0.13912266
SRR7507591,0.027897477,0.0013292432,0.009527355,0.9612459
SRR6263976,0.016548216,0.0014793873,0.016469806,0.9655026
SRR1693350,0.0413059,0.0008827746,0.0051572323,0.9526541
SRR6331166,0.016364008,0.00072941184,0.007409066,0.9754975
ERR719730,0.08805868,0.001199305,0.008397162,0.9023448
SRR5431399,0.5025452,0.0014659464,0.010625184,0.48536366
SRR053019,0.8405943,0.014493853,0.0018928945,0.14301896
ERR209709,0.85728544,0.00617978,0.004815489,0.13171935
SRR5610051,0.016993344,0.000741601,0.007332355,0.9749327
SRR5548601,0.9636657,0.0044706166,0.013678312,0.018185377
ERR719754,0.019495547,0.00073850155,0.0071992576,0.9725667
ERR011143,0.02112332,0.00063049793,0.0051877797,0.9730584
SRR6265143,0.056495488,0.0047999322,0.015654564,0.92305005
ERR720213,0.04059252,0.0007710755,0.006119728,0.9525167
ERR719575,0.025936931,0.0008444488,0.008333534,0.9648851
SRR5079123,0.01881352,0.00049319863,0.0042339563,0.9764593
SRR5934960,0.01803413,0.0014543831,0.014672637,0.96583885
SRR6424655,0.020350564,0.026905196,0.95274425,0.0
SRR5813189,0.018859029,0.0006534457,0.0058202147,0.9746673
SRR7507622,0.01627636,0.0009878874,0.010800272,0.9719355
SRR1687065,0.93839586,0.0041243434,0.012997597,0.04448223
SRR5803614,0.26557708,0.0026455224,0.0046905577,0.72708684
SRR5549076,0.96745,0.0042508543,0.0114118755,0.016887188
SRR5866547,0.339208,0.0022817254,0.0037765205,0.6547338
ERR719905,0.009420931,0.0021274686,0.019067734,0.96938384
SRR5203403,0.014854997,0.00081947446,0.0099333525,0.9743922
ERR525841,0.016502291,0.0004759133,0.004327923,0.97869384
SRR5610071,0.017215014,0.0006071329,0.0057546496,0.9764232
SRR6182446,0.016761512,0.0006017983,0.0058383644,0.9767983
SRR7423288,0.023359329,0.0008985996,0.006810546,0.96893156
SRR5629121,0.9053829,0.00564152,0.008389175,0.08058643
SRR6182354,0.015870184,0.0006942749,0.010219395,0.9732162
SRR5079071,0.020236343,0.0005109608,0.004193753,0.9750589
ERR011350,0.018489033,0.00079604983,0.0073019266,0.973413
ERR209152,0.019202054,0.0008492768,0.007694423,0.9722543
SRR5757771,0.0483236,0.001810044,0.013894498,0.93597186
SRR5548755,0.7506454,0.004612565,0.0052619874,0.23948002
SRR5761761,0.033397853,0.002606213,0.3553223,0.60867363
ERR719135,0.01906386,0.0006457269,0.0065693855,0.973721
SRR5202882,0.039841652,0.00057688355,0.006334543,0.95324695
ERR209358,0.03609708,0.0011177659,0.0061886907,0.9565965
SRR6474280,0.9628258,0.0044504404,0.014577806,0.018145978
SRR6264521,0.03801918,0.0019953847,0.019637883,0.94034755
SRR6185241,0.03496161,0.0007928014,0.0040002167,0.9602454
SRR7507341,0.019514471,0.0013618767,0.01205188,0.9670718
SRR5711561,0.92169225,0.004267484,0.0063833594,0.067656934
SRR5549008,0.96643937,0.004184127,0.011629313,0.017747164
SRR064903,0.6557375,0.0021962523,0.0032335818,0.33883262
SRR5548429,0.0072517395,0.0038564503,0.030610621,0.95828116
SRR5078591,0.9449191,0.0046826005,0.0046397746,0.045758486
SRR5761766,0.017687231,0.00054481626,0.0049661994,0.97680175
SRR5020909,0.70909977,0.0052265525,0.0023800135,0.28329366
SRR5802394,0.023628354,0.0007149279,0.00539124,0.9702655
SRR6185178,0.020186245,0.00055232644,0.0046642125,0.9745972
ERR209367,0.036037564,0.00078082085,0.0060403645,0.9571413
SRR6901829,0.82409775,0.0053575933,0.0013451874,0.16919947
ERR720215,0.04117325,0.0007686913,0.006166339,0.9518917
SRR1693217,0.92846245,0.005246699,0.0047580004,0.061532855
SRR5399496,0.016324878,0.0004749298,0.0043893456,0.97881085
SRR7507674,0.042506695,0.0011999905,0.005263686,0.95102966
SRR5020895,0.9724394,0.004199952,0.010494828,0.012865782
ERR720031,0.01512748,0.0008842051,0.009677857,0.97431046
SRR1930138,0.015468299,0.0025280714,0.05382237,0.9281813
SRR6474214,0.024072617,0.0009678304,0.008149803,0.96680975
SRR7507396,0.10604811,0.0018736124,0.015053332,0.87702495
SRR6330896,0.01696992,0.00086057186,0.008497775,0.97367173
SRR5610114,0.018909544,0.0006338954,0.0056242347,0.9748323
SRR5580641,0.009636432,0.002763927,0.039132953,0.94846666
SRR5202958,0.014609635,0.00086441636,0.010275453,0.9742505
SRR7690087,0.029022396,0.00066417456,0.0039428473,0.9663706
SRR5020875,0.018896563,0.020569546,0.9605339,0.0
SRR5637737,0.016016424,0.00047320127,0.004342675,0.9791677
SRR2918740,0.047864944,0.0019118786,0.017706543,0.93251663
ERR209402,0.019024312,0.0007452965,0.0066464543,0.97358394
SRR2914201,0.019684047,0.00062447786,0.005431056,0.97426045
ERR525689,0.031014115,0.0007503629,0.004916072,0.9633194
ERR525791,0.08439809,0.0027647316,0.00824523,0.9045919
ERR719654,0.017832607,0.0011682808,0.01155746,0.96944165
SRR5399199,0.020350538,0.026905142,0.95274436,0.0
SRR5429200,0.01617527,0.0006239712,0.006600499,0.9766003
ERR525917,0.50989145,0.007244587,0.0335162,0.44934773
ERR011287,0.8244643,0.0053216815,0.07823768,0.091976285
SRR5637786,0.018199086,0.0006992519,0.006415248,0.9746864
SRR1763576,0.9098848,0.0049922764,0.0061814785,0.078941464
SRR7507406,0.028095096,0.00073972344,0.0046868324,0.96647835
SRR7507594,0.045671195,0.0010268986,0.0065951347,0.9467068
SRR6724467,0.019708782,0.00084260106,0.008220464,0.9712281
SRR5196129,0.07216224,0.0010473132,0.0039423406,0.9228481
SRR1763600,0.7509194,0.003455758,0.0058882833,0.23973656
SRR5343152,0.016248971,0.00048559904,0.004501164,0.9787643
SRR5078696,0.034710705,0.0007827282,0.003756225,0.96075034
SRR5761750,0.019238085,0.0005431473,0.00471437,0.9755044
SRR5078853,0.017417759,0.00048157573,0.0042999983,0.97780067
ERR718996,0.017523736,0.0006662309,0.0062764883,0.97553355
SRR5343106,0.015327424,0.00068074465,0.00822261,0.9757692
SRR5548709,0.82146704,0.0046295524,0.0019925833,0.17191082
ERR719681,0.020777464,0.00065642595,0.005731344,0.97283477
SRR5580523,0.015523732,0.0014829338,0.018335402,0.9646579
SRR5343156,0.014475495,0.0008235276,0.011817694,0.9728833
SRR5549035,0.9719167,0.0041909516,0.010446221,0.013446212
ERR209892,0.023701847,0.00078731775,0.0059421957,0.9695686
ERR321536,0.016830564,0.0009650886,0.009896249,0.9723081
SRR5763478,0.020454824,0.0005264878,0.0044615865,0.9745571
ERR209423,0.017760396,0.0009933412,0.010139257,0.971107
SRR5796735,0.09726307,0.0014606714,0.003403157,0.8978731
SRR5934942,0.07280418,0.001291573,0.009620339,0.9162839
SRR5796725,0.85553217,0.008161783,0.03688115,0.0994249
SRR5802290,0.01746422,0.00048461556,0.0043305755,0.9777206
SRR1008941,0.96994567,0.004245758,0.012164295,0.013644278
ERR209568,0.04462236,0.000839591,0.0047661364,0.9497719
SRR6424708,0.018868119,0.00091838837,0.014151335,0.9660622
ERR209813,0.024653465,0.0006186068,0.0048538744,0.969874
SRR5429307,0.033591986,0.42830113,0.13539842,0.40270847
SRR5866418,0.017505348,0.00065234303,0.006143838,0.9756985
SRR6182291,0.018154353,0.0005557835,0.0050017238,0.97628814
SRR5803678,0.22339249,0.0019453764,0.013492078,0.76117
SRR1999160,0.012288243,0.0021507442,0.041238785,0.9443222
ERR720131,0.0144614875,0.0013183951,0.0135213435,0.9706988
SRR5343216,0.0154750645,0.00068718195,0.007773727,0.976064
SRR6264904,0.022817373,0.003145039,0.05323443,0.9208032
ERR525763,0.023842752,0.00093469024,0.007021576,0.968201
SRR6264412,0.015736312,0.0007185638,0.0077406764,0.97580445
SRR5078762,0.012551129,0.0037307441,0.20397392,0.7797442
SRR5761679,0.016250879,0.00047585368,0.0043545365,0.97891873
ERR209473,0.021225423,0.0007992089,0.0066192746,0.9713561
SRR6331460,0.025036454,0.0020760894,0.0148772895,0.9580102
SRR5549047,0.94110703,0.004524559,0.029015303,0.025353074
SRR5651473,0.96184766,0.0040068626,0.014416933,0.019728541
SRR5758048,0.7858405,0.013144314,0.0071745515,0.19384062
SRR5580465,0.029394716,0.0038652122,0.14482927,0.8219108
ERR719245,0.02822566,0.0006059706,0.0041721463,0.9669962
ERR1823599,0.031389087,0.001116097,0.010444403,0.95705044
ERR720206,0.092323035,0.0010482967,0.011341512,0.89528716
SRR5429175,0.019726515,0.0009037852,0.0066076517,0.97276205
SRR5934933,0.041453958,0.0009767413,0.0086889565,0.9488803
ERR209613,0.08479476,0.0013167262,0.004598528,0.90928996
SRR5079006,0.017860293,0.00048464537,0.00425753,0.97739756
SRR064890,0.9709825,0.004222542,0.012125015,0.012669921
SRR961705,0.01859808,0.0004950166,0.0042175353,0.97668934
SRR5609947,0.022064894,0.0006597042,0.0052325726,0.9720428
SRR6264457,0.019210607,0.0005476475,0.004761189,0.97548056
SRR5429194,0.0053917766,0.63180983,0.05673021,0.30606818
SRR6331112,0.025899649,0.0014185905,0.008986056,0.9636957
SRR5203139,0.013676971,0.001088798,0.015415728,0.9698185
SRR1687458,0.96089137,0.0042892396,0.009791464,0.025027871
SRR5091562,0.0502899,0.0011614561,0.006893724,0.9416549
SRR6264171,0.01601845,0.0004733801,0.004345715,0.97916245
SRR5758129,0.8671644,0.005208105,0.058416426,0.069211066
SRR3400435,0.9727967,0.0042029917,0.010335743,0.012664616
SRR5757983,0.019136185,0.023000477,0.95786333,0.0
SRR5757782,0.0126846135,0.0064342916,0.68808895,0.29279214
SRR5813233,0.018267244,0.0007278323,0.00626117,0.9747437
SRR7507543,0.8951372,0.003756553,0.010145724,0.09096056
SRR961733,0.022189558,0.0008635223,0.0073256493,0.9696213
SRR5983436,0.2484861,0.0022851825,0.08753598,0.66169274
SRR5079173,0.020939916,0.000618726,0.005109638,0.9733317
SRR5202875,0.016616285,0.00070273876,0.0069960654,0.9756849
SRR5983378,0.5940238,0.0009950399,0.020560056,0.3844211
SRR5602199,0.023358554,0.0009109676,0.006741941,0.96898854
SRR5203231,0.015479445,0.0013360381,0.0142430365,0.96894145
SRR1763575,0.8327695,0.012118727,0.0021972656,0.15291452
SRR6330923,0.013443589,0.001775533,0.02912119,0.9556597
SRR961701,0.019231796,0.00050258636,0.004191369,0.9760742
SRR6264409,0.021070153,0.00073575974,0.0072335005,0.9709606
SRR6182300,0.034446746,0.0007634461,0.0039476156,0.9608422
ERR209140,0.019644856,0.00095808506,0.008769453,0.9706276
SRR5580538,0.7374896,0.015364677,0.012808621,0.23433715
SRR6264206,0.018497616,0.0005007088,0.0043894053,0.97661227
SRR6724380,0.9707513,0.0041926503,0.010526508,0.014529586
SRR1690153,0.6531438,0.0036581755,0.0030784905,0.34011948
SRR1765915,0.23122084,0.0021884143,0.0029554963,0.7636353
SRR6264229,0.044201195,0.015054762,0.8032948,0.13744926
SRR6424744,0.020350564,0.026905196,0.95274425,0.0
ERR209529,0.027962387,0.00090035796,0.005722642,0.96541464
SRR5758132,0.015537083,0.0016001165,0.12669683,0.856166
SRR5650124,0.690597,0.0037976205,0.001994431,0.30361098
SRR6724447,0.96499753,0.0043908656,0.010263562,0.020348072
SRR6265608,0.018181562,0.00094249845,0.008888155,0.9719878
SRR2142222,0.81785893,0.013813376,0.0014183223,0.16690934
SRR5602166,0.025772244,0.0007671416,0.005580902,0.9678797
SRR6264257,0.025241226,0.00088870525,0.006199479,0.96767056
SRR5761788,0.03381622,0.0007676482,0.0039118826,0.9615042
SRR5202859,0.016167104,0.0005007088,0.004802257,0.97852993
SRR064851,0.025383472,0.0005211532,0.0042212605,0.96987414
SRR5020859,0.011888653,0.0007877946,0.0069508553,0.98037267
SRR5649000,0.0067203045,0.0033607185,0.06950861,0.9204104
ERR719169,0.03478688,0.0009137094,0.012273043,0.95202637
SRR2142183,0.02199918,0.000875473,0.00742355,0.96970177
ERR525848,0.022617936,0.0013180375,0.010275215,0.96578884
SRR6264535,0.019183815,0.0013982654,0.012870729,0.9665472
SRR5610055,0.031573713,0.0016083717,0.013566256,0.95325166
SRR7423286,0.026866317,0.0007429123,0.0053926706,0.9669981
SRR5431383,0.014489651,0.00093638897,0.02535826,0.9592157
SRR5078669,0.01728034,0.0005052686,0.004588634,0.9776257
SRR5396504,0.024232537,0.0008612573,0.005395174,0.96951103
SRR5429191,0.10747811,0.0007805526,0.0032173097,0.88852406
SRR5396459,0.020435274,0.0009866655,0.008728176,0.9698499
SRR6724528,0.96745145,0.0044014156,0.0148772,0.013269901
SRR5429149,0.024531204,0.94458437,0.030884445,0.0
SRR6331089,0.015793681,0.0012037754,0.01342079,0.9695817
SRR5203177,0.015169293,0.00072845817,0.011739582,0.97236264
SRR6424592,0.0359976,0.00077307224,0.00427866,0.95895064
ERR209534,0.0654175,0.0013884902,0.0067757666,0.92641824
SRR7507659,0.040849566,0.0010907352,0.0053780675,0.95268166
ERR209196,0.021373779,0.00076648593,0.0063801706,0.97147954
ERR719870,0.016879022,0.0007006228,0.0069143176,0.97550607
SRR5610059,0.019317806,0.0007208884,0.006322533,0.9736388
SRR1687098,0.95100594,0.004286319,0.0085327625,0.036175013
SRR5648873,0.015035868,0.0010689199,0.010227412,0.9736678
ERR011266,0.02463457,0.00081029534,0.007348299,0.96720684
SRR5758155,0.016505182,0.020353049,0.9369674,0.026174426
SRR6185216,0.02425006,0.0005811155,0.004232377,0.9709364
ERR718994,0.023273021,0.00055497885,0.0048496723,0.9713223
SRR5580530,0.08598822,0.0012404323,0.020430356,0.892341
SRR6182460,0.028206706,0.00068458915,0.0043218434,0.96678686
SRR5429223,0.023300558,0.9428525,0.02353555,0.010311425
ERR719422,0.022161722,0.0005687177,0.0049734116,0.9722961
ERR1809146,0.016086787,0.0010440052,0.008706152,0.97416306
SRR5079065,0.017503709,0.00048792362,0.0043638647,0.9776445
SRR6265466,0.017113209,0.0017950535,0.018576443,0.9625153
ERR719082,0.020193547,0.0017055571,0.014944881,0.963156
SRR961777,0.015710324,0.00078111887,0.008415043,0.9750935
SRR6265528,0.029024959,0.049329758,0.016435117,0.90521014
ERR720221,0.04854089,0.00084754825,0.009496719,0.94111484
SRR5203187,0.013777196,0.0010506511,0.010527313,0.97464484
SRR5649165,0.016617298,0.000572294,0.0055496395,0.97726077
SRR5947856,0.92797875,0.0039447844,0.009359509,0.058717012
SRR5802220,0.028686255,0.0008581877,0.0052851737,0.9651704
SRR5399197,0.004015863,0.0041084588,0.02367583,0.96819985
SRR5602180,0.018296868,0.0005270541,0.004688978,0.9764871
ERR719995,0.015788347,0.0008164346,0.00873211,0.97466314
SRR5548202,0.9376915,0.005665549,0.056642976,0.0
ERR719532,0.04145667,0.00091192126,0.013001621,0.9446298
SRR5649028,0.021978855,0.00077301264,0.006235093,0.97101307
SRR6264019,0.005239457,0.006893784,0.07401872,0.91384804
SRR1687446,0.81379545,0.004720956,0.0022394955,0.17924416
SRR5399635,0.41459486,0.0046850443,0.0028977692,0.5778223
SRR5203165,0.015382886,0.00095000863,0.010594398,0.9730727
SRR5602301,0.015099794,0.0010225773,0.012316704,0.97156096
ERR719991,0.015704095,0.00081685185,0.0088047385,0.97467434
SRR6928784,0.016132861,0.0004917383,0.0048739016,0.9785015
SRR6264911,0.019394964,0.0017462373,0.026388854,0.95246994
SRR5343071,0.016115516,0.00048795342,0.004606217,0.9787903
ERR525737,0.021548659,0.0016770661,0.01535359,0.96142066
SRR051676,0.015230596,0.15538532,0.023835331,0.8055488
SRR6264011,0.01714623,0.0007070005,0.0068534017,0.9752934
ERR719735,0.063863665,0.0010719299,0.008757621,0.9263068
SRR3400417,0.972981,0.0042066276,0.0103217065,0.01249063
ERR1809149,0.02306205,0.0017152727,0.013433069,0.9617896
SRR5078907,0.022450954,0.0004978478,0.012572199,0.96447897
SRR5610042,0.01958695,0.0006608069,0.00572744,0.9740248
SRR1262585,0.9709743,0.0041677654,0.010469973,0.014387906
SRR5429305,0.02458218,0.9454413,0.02997649,0.0
SRR5343094,0.015946418,0.0005669892,0.006123543,0.97736305
ERR525811,0.017911822,0.00048440695,0.0042669475,0.9773368
SRR5431400,0.015231162,0.0012900829,0.015280217,0.96819854
SRR5580644,0.014689267,0.0013321042,0.015902638,0.968076
ERR209711,0.8878936,0.0048750043,0.0042161345,0.103015244
SRR5078966,0.02083245,0.0011259615,0.009410679,0.9686309
SRR6182290,0.023825228,0.0005725622,0.004199952,0.9714023
SRR5650137,0.7147533,0.0067275465,0.0030464828,0.27547264
ERR719346,0.023471147,0.00073614717,0.0070284605,0.96876425
SRR5648863,0.13047984,0.00170964,0.04107839,0.82673216
SRR6265188,0.023156077,0.0005927682,0.003996879,0.9722543
SRR5758069,0.74093115,0.0063048005,0.24686232,0.0059016943
SRR6724432,0.9495861,0.0047409236,0.013554066,0.032118917
SRR5637778,0.020486444,0.00086563826,0.0072329342,0.971415
SRR5866442,0.01750949,0.0004823506,0.004269302,0.97773886
SRR5548052,0.97217464,0.004196018,0.010558754,0.013070583
SRR5548776,0.97244805,0.0042049885,0.010663062,0.012683868
SRR5813262,0.01674807,0.00082954764,0.009950995,0.97247136
SRR5758110,0.00807637,0.0028347373,0.061853558,0.92723536
SRR064859,0.9492048,0.004519731,0.0062493086,0.040026188
SRR5763459,0.023872197,0.0010307729,0.008426517,0.9666705
ERR209311,0.025378823,0.00076439977,0.0055750906,0.9682817
ERR719911,0.009642184,0.00203228,0.018275678,0.97004986
SRR5548944,0.9729253,0.0042056143,0.010325074,0.012544036
SRR5343116,0.03035301,0.0006533563,0.004198551,0.9647951
SRR5637740,0.016160548,0.0004929304,0.0046629906,0.97868353
SRR5761779,0.02131167,0.0011867583,0.009990901,0.9675107
SRR5648995,0.018652678,0.0018143952,0.022714734,0.9568182
SRR6264619,0.013067752,0.0050184727,0.07959986,0.90231395
SRR5343182,0.016562134,0.0007747412,0.007793337,0.9748698
SRR6264432,0.020983517,0.0005222857,0.0042149425,0.9742793
ERR634973,0.028948665,0.00085154176,0.00605011,0.9641497
SRR6474304,0.20092872,0.0012706518,0.00725168,0.7905489
SRR6024850,0.016080916,0.00058943033,0.0060629547,0.97726667
ERR719278,0.018591613,0.00069236755,0.0070194006,0.9736966
SRR5429275,0.016988039,0.007200241,0.551798,0.42401373
SRR5343069,0.017969042,0.0006109476,0.0055992007,0.9758208
ERR011198,0.015487313,0.00085633993,0.009438336,0.974218
SRR064898,0.9719956,0.0042028725,0.010910273,0.012891293
ERR209619,0.28392005,0.014469206,0.0059514344,0.6956593
SRR2726138,0.013204604,0.0015282035,0.02520445,0.96006274
ERR209510,0.04551664,0.0009020567,0.0056883097,0.947893
ERR209280,0.015760988,0.00097092986,0.01051417,0.9727539
SRR5428922,0.89788485,0.0059664547,0.08173281,0.01441592
SRR5803758,0.020516813,0.0010293424,0.009553701,0.96890014
ERR695630,0.7618896,0.006010145,0.0019412935,0.23015893
SRR5078616,0.017882675,0.00048577785,0.0042960644,0.97733545
SRR6265075,0.027232796,0.00087976456,0.0056454837,0.96624196
SRR6474290,0.029383957,0.00069102645,0.0051386654,0.96478635
ERR719118,0.025124878,0.000618577,0.005678624,0.9685779
SRR5548733,0.35546833,0.0040002167,0.0019586384,0.6385728
SRR7507665,0.027015597,0.0011710823,0.010122985,0.9616903
ERR209754,0.33212912,0.0038058162,0.0028879344,0.66117716
SRR6264255,0.022472829,0.0013183653,0.011885524,0.9643233
SRR5761756,0.01957208,0.0005685985,0.0049423575,0.97491693
SRR6330910,0.014364511,0.0009531081,0.010819167,0.97386324
SRR6265368,0.09922269,0.0006594062,0.016013801,0.88410413
SRR5548571,0.15525442,0.0019074082,0.0043410957,0.83849704
SRR5602292,0.017401963,0.00056514144,0.0052443147,0.9767886
