,root:Engineered:Food_production:Dairy_products,root:Environmental:Aquatic:Thermal_springs,root:Environmental:Terrestrial:Deep_subsurface,root:Environmental:Terrestrial:Soil,root:Host-associated:Birds:Digestive_system,root:Host-associated:Human:Digestive_system,root:Host-associated:Human:Reproductive_system,root:Host-associated:Human:Respiratory_system,root:Host-associated:Human:Skin,root:Host-associated:Mammals:Digestive_system,root:Host-associated:Mammals:Gastrointestinal_tract,root:Host-associated:Plants:Root,Unknown
ERR308338,2.767375e-06,4.4421085e-05,1.48027e-05,0.00012924569,8.491843e-05,0.0004630683,0.00016079009,1.3250997e-05,0.00012605848,0.9982795,0.00066016876,2.1052709e-05,0.0
ERR308421,2.5560296e-06,4.2570562e-05,1.3971581e-05,0.00011907564,8.383093e-05,0.00045292862,0.00016343921,1.31726365e-05,0.00012214066,0.9983213,0.00064511714,1.9893692e-05,0.0
ERR308615,3.393118e-06,4.5153083e-05,1.9624147e-05,0.00013086449,9.97867e-05,0.00052554224,0.0001752006,1.672957e-05,0.00015009963,0.9981544,0.0006557219,2.35233e-05,0.0
ERR308982,1.8509983e-06,1.6515967e-05,2.6351029e-06,6.997193e-05,0.00033304637,0.0013782143,0.00033388057,5.5765053e-05,3.206773e-05,0.9954716,0.0022348876,6.9566784e-05,0.0
ERR309416,2.4830085e-06,4.0425602e-05,1.3228216e-05,0.00011842209,7.904562e-05,0.0004439547,0.00015719113,1.2356127e-05,0.00011573038,0.9983536,0.00064389966,1.9705023e-05,0.0
ERR309710,2.4766935e-06,4.0248404e-05,1.32051455e-05,0.00011794687,7.89475e-05,0.00044395708,0.00015722176,1.2353129e-05,0.000115499446,0.9983553,0.0006431583,1.9670786e-05,0.0
ERR308247,2.873851e-05,0.002554357,4.863697e-05,3.246258e-05,0.00017043948,0.0010800958,0.0011560917,2.5751086e-05,0.0003131628,0.9942931,0.00023660064,3.2564934e-05,2.8014183e-05
ERR308341,2.8424172e-06,4.2324904e-05,1.570396e-05,0.00012346092,8.746636e-05,0.00047787867,0.0001648032,1.410563e-05,0.00012956695,0.99827194,0.0006486092,2.1271706e-05,0.0
ERR308803,4.8826932e-06,0.00013157725,3.1867443e-05,7.6876124e-05,0.0002206564,0.0009882152,0.00038599968,6.788507e-05,0.00035879016,0.9971535,0.00043341517,2.0985157e-05,0.00012528896
ERR309704,4.075798e-06,4.8391405e-05,2.4692305e-05,0.00013930703,0.00011432544,0.0005792553,0.00018642732,1.9932635e-05,0.00017487795,0.9980192,0.0006634646,2.6110458e-05,0.0
ERR308971,1.7356275e-05,0.0002360344,7.513096e-05,0.0009651184,5.5373483e-05,0.0001526475,0.00085917115,5.139146e-05,3.7528724e-05,0.88409317,0.054056346,1.5178369e-05,0.059385538
ERR309291,5.7978614e-06,0.00015723238,3.3686763e-05,0.000108880944,0.00025728124,0.0009999825,0.00037929858,7.0643524e-05,0.00038132278,0.9970047,0.00057796744,2.3220413e-05,0.0
ERR308355,2.5876418e-06,4.2409563e-05,1.3747312e-05,0.00012372155,8.122615e-05,0.0004517788,0.00015836836,1.2654741e-05,0.000119432734,0.99831986,0.0006539398,2.0257832e-05,0.0
ERR308603,2.2375132e-05,4.307282e-06,1.4412907e-05,4.1882913e-06,3.838054e-05,0.99815935,0.0006255888,0.0003496218,7.7828256e-05,0.00032897343,0.00035075404,2.4269222e-05,0.0
ERR309541,3.1311267e-06,4.854936e-05,1.69939e-05,0.00013993624,9.22454e-05,0.00048389527,0.00016527902,1.4509436e-05,0.0001399958,0.99820197,0.00067091367,2.2662132e-05,0.0
ERR308661,2.5675824e-06,4.0945597e-05,1.3795233e-05,0.000119793076,8.108094e-05,0.0004526224,0.00015911645,1.2771178e-05,0.000118962336,0.9983324,0.0006458501,2.0091233e-05,0.0
ERR309773,2.603529e-06,4.0990588e-05,1.4061814e-05,0.0001199064,8.1937986e-05,0.00045600624,0.00015988668,1.2962148e-05,0.00012040912,0.9983258,0.0006451474,2.0236655e-05,0.0
ERR309502,2.7295453e-06,4.3034244e-05,1.525882e-05,0.00012036413,8.746711e-05,0.0004627926,0.00016642781,1.3945735e-05,0.00012963913,0.99829847,0.0006392889,2.0530226e-05,0.0
ERR309167,4.2943616e-06,9.538663e-05,2.2340164e-05,0.00022828887,0.00013656274,0.0006849261,0.00020094657,2.0619033e-05,0.00018178613,0.9974827,0.00091261993,2.954278e-05,0.0
ERR309820,4.288374e-06,4.9186594e-05,2.6348082e-05,0.00014140866,0.000118780554,0.000595726,0.00018977512,2.0962634e-05,0.00018242342,0.99797904,0.0006651951,2.687093e-05,0.0
ERR309300,2.515053e-06,4.0588617e-05,1.3446885e-05,0.00011885744,7.981293e-05,0.00044716036,0.00015790192,1.2514597e-05,0.00011697155,0.99834603,0.000644359,1.9847808e-05,0.0
ERR308359,7.897424e-06,0.00039858054,6.6919274e-05,0.00021136981,0.0005233877,0.0008967393,0.00045459517,7.778802e-05,0.00082426204,0.9958563,0.00065865484,2.354996e-05,0.0
ERR309549,2.5572153e-06,0.00014680624,3.7706843e-05,7.979357e-05,0.0003540516,0.00032049417,0.00040602684,4.0354316e-05,0.00051388144,0.99754906,0.00037676096,1.2652598e-05,0.00015985966
ERR309829,2.6068917e-06,4.100995e-05,1.4084379e-05,0.00011996099,8.201548e-05,0.00045627315,0.00016000542,1.297807e-05,0.00012053552,0.99832505,0.00064520526,2.0251779e-05,0.0
ERR309826,3.0217984e-06,4.3897675e-05,1.68603e-05,0.00012764559,9.138344e-05,0.0004923558,0.00016776193,1.485486e-05,0.0001362228,0.99822956,0.0006543698,2.2065013e-05,0.0
ERR308764,6.817968e-06,0.00024635752,4.566913e-05,6.760005e-05,0.00040220725,0.0010782907,0.0005840568,0.0001322623,0.0006242328,0.99633455,0.0004580189,1.9909683e-05,0.0
ERR309105,7.1040295e-06,7.779474e-05,4.4597735e-05,0.00021073996,0.00016720012,0.0007124593,0.00021195933,2.9410023e-05,0.00027703115,0.9974871,0.00073821447,3.639336e-05,0.0
ERR308778,2.6670152e-06,4.1516123e-05,1.4468464e-05,0.000121279714,8.338398e-05,0.00046170325,0.00016118951,1.3241817e-05,0.0001227771,0.9983101,0.0006472008,2.0524629e-05,0.0
ERR309449,3.8674107e-06,5.6323082e-05,2.241309e-05,0.00015282919,0.00011306791,0.0005581808,0.00018435356,1.85988e-05,0.00017095792,0.9979995,0.00069433986,2.5542591e-05,0.0
ERR309264,3.111699e-06,4.3765285e-05,1.759721e-05,0.00012722195,9.356533e-05,0.00050168094,0.00017004619,1.5389822e-05,0.00013969994,0.9982133,0.0006522507,2.2394514e-05,0.0
ERR308841,2.4829876e-06,4.109356e-05,1.346384e-05,0.00011686576,8.0828824e-05,0.00044211344,0.00016014285,1.2648253e-05,0.00011848796,0.99835443,0.0006379495,1.953103e-05,0.0
ERR308991,3.2709397e-06,4.3325992e-05,1.899751e-05,0.00012479817,0.00010094906,0.00051711884,0.00018539571,1.7973896e-05,0.00014445142,0.9981315,0.0006875959,2.4558009e-05,0.0
ERR309136,2.7698732e-06,4.1927367e-05,1.5201634e-05,0.00012238124,8.580193e-05,0.00047131983,0.00016341152,1.37590305e-05,0.0001267735,0.9982881,0.0006476291,2.0961335e-05,0.0
ERR308939,3.338507e-06,4.4920733e-05,1.9222027e-05,0.00013024294,9.8580254e-05,0.0005208527,0.00017413369,1.6463513e-05,0.00014816847,0.99816567,0.000655175,2.330888e-05,0.0
ERR308695,2.4823564e-06,4.030698e-05,1.32399355e-05,0.00011810116,7.907703e-05,0.0004444018,0.00015734017,1.2376771e-05,0.000115714865,0.99835384,0.0006434233,1.969776e-05,0.0
ERR309409,3.8073813e-06,5.0318944e-05,2.2071008e-05,0.00014438367,0.00010743392,0.0005448772,0.00017867851,1.7928447e-05,0.00016492486,0.9980681,0.00067223253,2.5246443e-05,0.0
ERR309498,4.0633527e-06,4.823527e-05,2.4618643e-05,0.00013895052,0.00011410664,0.00057875214,0.00018630919,1.9899877e-05,0.00017446208,0.9980216,0.00066299166,2.606091e-05,0.0
ERR308454,2.5398813e-06,4.0704308e-05,1.36188755e-05,0.000119155084,8.0418184e-05,0.00044971338,0.00015852433,1.264225e-05,0.00011793525,0.9983402,0.0006446438,1.9958728e-05,0.0
ERR309302,3.729729e-06,0.00010212989,2.4553332e-05,0.00016438618,0.0001659044,0.0005168251,0.00023997048,2.4265288e-05,0.00023490969,0.99779636,0.0007033597,2.3489873e-05,0.0
ERR309808,5.65944e-06,0.00029306195,5.973437e-05,9.472948e-05,0.00049533776,0.00064032193,0.0005820189,9.678191e-05,0.0007114457,0.9965147,0.00048852584,1.7748614e-05,0.0
ERR309477,3.141971e-06,4.4864748e-05,1.7695995e-05,0.00012992835,9.4479634e-05,0.000507742,0.00017072637,1.5514486e-05,0.00014047032,0.9981925,0.0006604219,2.261803e-05,0.0
ERR309059,2.58823e-06,4.157618e-05,1.3858865e-05,0.000121438934,8.13513e-05,0.0004521684,0.00015887561,1.2763111e-05,0.0001196818,0.9983273,0.00064816367,2.019665e-05,0.0
ERR308437,4.4741364e-06,0.00010152591,2.3068613e-05,0.00023190361,0.00015514762,0.0009512271,0.00023014902,2.6187148e-05,0.00017483474,0.9970024,0.0010673276,3.1697302e-05,0.0
ERR308677,3.406493e-06,6.247442e-05,1.589964e-05,0.00017678956,0.00011717317,0.00061246764,0.00017890306,1.6613207e-05,0.00013410287,0.9977678,0.0008870734,2.7348915e-05,0.0
ERR309226,2.8587967e-06,4.6980538e-05,1.51206405e-05,0.00013623736,8.6007e-05,0.0004611042,0.00016012507,1.3238788e-05,0.0001293272,0.9982597,0.0006677537,2.1489492e-05,0.0
ERR308389,2.8323311e-06,4.2389558e-05,1.5667469e-05,0.00012314031,8.749211e-05,0.00047678052,0.00016504285,1.4098053e-05,0.00012956801,0.99827397,0.0006478401,2.1205342e-05,0.0
