,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR308338,5.9390833e-05,0.00010791255,0.99983275,0.0
ERR308421,5.93931e-05,0.00010790267,0.99983275,0.0
ERR308615,5.939503e-05,0.00010789466,0.99983275,0.0
ERR308982,5.939503e-05,0.00010789466,0.99983275,0.0
ERR309416,5.939474e-05,0.00010789598,0.99983275,0.0
ERR309710,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR308247,5.938647e-05,0.00010793159,0.99983263,0.0
ERR308341,5.9394853e-05,0.00010789526,0.99983275,0.0
ERR308803,5.9350463e-05,0.00010809466,0.9998326,0.0
ERR309704,5.938965e-05,0.00010791781,0.99983275,0.0
ERR308971,5.9360595e-05,0.00010808445,0.9998326,0.0
ERR309291,5.933111e-05,0.00010818985,0.99983245,0.0
ERR308355,5.9386075e-05,0.000107932516,0.99983263,0.0
ERR308603,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR309541,5.9362857e-05,0.00010803632,0.99983263,0.0
ERR308661,5.9378202e-05,0.000107967004,0.99983263,0.0
ERR309773,5.9395137e-05,0.00010789413,0.99983275,0.0
ERR309502,5.9393267e-05,0.00010790185,0.99983275,0.0
ERR309167,5.9380243e-05,0.00010795815,0.9998327,0.0
ERR309820,5.9393722e-05,0.0001079001,0.99983275,0.0
ERR309300,5.939492e-05,0.00010789507,0.99983275,0.0
ERR308359,5.932953e-05,0.00010818397,0.9998325,0.0
ERR309549,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR309829,5.939457e-05,0.00010789649,0.99983275,0.0
ERR309826,5.9387938e-05,0.00010792488,0.99983263,0.0
ERR308764,5.934129e-05,0.000108136104,0.9998326,0.0
ERR309105,5.936666e-05,0.000108019136,0.99983263,0.0
ERR308778,5.939486e-05,0.000107895175,0.99983275,0.0
ERR309449,5.9373448e-05,0.00010798606,0.99983263,0.0
ERR309264,5.939135e-05,0.00010790999,0.99983275,0.0
ERR308841,5.9394577e-05,0.00010789651,0.99983275,0.0
ERR308991,5.9395137e-05,0.00010789413,0.99983275,0.0
ERR309136,5.9395083e-05,0.00010789434,0.99983275,0.0
ERR308939,5.9392587e-05,0.00010790493,0.99983275,0.0
ERR308695,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR309409,5.934022e-05,0.00010813373,0.9998326,0.0
ERR309498,5.9387832e-05,0.00010792521,0.99983263,0.0
ERR308454,5.9388283e-05,0.00010792325,0.99983263,0.0
ERR309302,5.9375598e-05,0.00010797751,0.99983263,0.0
ERR309808,5.9359074e-05,0.000108051485,0.99983263,0.0
ERR309477,5.9393835e-05,0.000107899585,0.99983275,0.0
ERR309059,5.9394853e-05,0.00010789526,0.99983275,0.0
ERR308437,5.9289257e-05,0.00010836819,0.9998324,0.0
ERR308677,5.9393155e-05,0.00010790267,0.99983275,0.0
ERR309226,5.9392984e-05,0.000107903186,0.99983275,0.0
ERR308389,5.9394853e-05,0.00010789547,0.99983275,0.0
ERR309144,5.939503e-05,0.00010789466,0.99983275,0.0
ERR308593,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR308857,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR309739,5.939509e-05,0.00010789456,0.99983275,0.0
ERR1599003,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598645,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598886,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR1598551,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599004,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598226,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598547,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598708,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598817,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598458,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598637,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598095,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598867,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598665,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598502,5.9395083e-05,0.00010789434,0.99983275,0.0
ERR1598519,5.938064e-05,0.000107964435,0.99983263,0.0
ERR1599499,5.939509e-05,0.00010789456,0.99983275,0.0
ERR1598760,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599086,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599443,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598522,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598136,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599510,5.9395083e-05,0.00010789434,0.99983275,0.0
ERR1599614,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599200,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599206,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598328,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598448,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR1598907,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR1598915,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598110,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599258,5.9394853e-05,0.00010789526,0.99983275,0.0
ERR1598826,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599022,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599531,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598370,5.9387938e-05,0.000107926324,0.99983263,0.0
ERR1599195,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599323,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598897,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598679,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598506,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599436,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599528,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599560,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598686,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598509,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599525,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599317,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598684,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599322,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599222,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598870,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598990,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598963,5.9395195e-05,0.000107894026,0.99983275,0.0
ERR1598456,5.9395083e-05,0.00010789444,0.99983275,0.0
ERR1599020,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599083,5.9394966e-05,0.00010789485,0.99983275,0.0
ERR1599456,5.9394974e-05,0.00010789476,0.99983275,0.0
ERR1598387,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599049,5.9395137e-05,0.00010789413,0.99983275,0.0
ERR1599623,5.9395083e-05,0.00010789434,0.99983275,0.0
ERR1598876,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1599590,5.9395137e-05,0.00010789413,0.99983275,0.0
ERR1598180,5.9395195e-05,0.000107893924,0.99983275,0.0
ERR1598860,5.939503e-05,0.00010789466,0.99983275,0.0
ERR1598250,5.9395195e-05,0.000107893924,0.99983275,0.0
