,root:Host-associated:Birds:Digestive_system:Ceca,root:Host-associated:Human:Digestive_system:Large_intestine,root:Host-associated:Human:Digestive_system:Oral,root:Host-associated:Human:Reproductive_system:Female,root:Host-associated:Human:Reproductive_system:Vagina,root:Host-associated:Human:Respiratory_system:Nasopharyngeal,root:Host-associated:Mammals:Digestive_system:Fecal,root:Host-associated:Mammals:Digestive_system:Stomach,Unknown
ERR1599499,6.16834e-05,0.9981308,2.1399093e-05,0.0003604293,0.00041615963,8.438795e-05,0.0002618134,1.1197689e-05,0.0006521344
ERR1598760,9.578423e-05,0.9981397,2.6585893e-05,0.0005579635,0.0005136646,0.00020068466,0.000450759,1.4955222e-05,0.0
ERR1599086,8.381086e-05,0.99833333,2.9459407e-05,0.0003928772,0.0006627476,9.725643e-05,0.00038352513,1.6954567e-05,0.0
ERR1599443,0.00012777837,0.9973956,3.8710143e-05,0.00079819106,0.0007516532,0.00015617687,0.0007113006,2.0596579e-05,0.0
ERR1598522,5.3899854e-05,0.99842346,2.4340185e-05,0.0004357443,0.0005672718,8.609386e-05,0.00039386758,1.5317046e-05,0.0
ERR1598136,4.4892833e-05,0.9985272,1.8979134e-05,0.0003568828,0.00042393804,7.790763e-05,0.00026613474,1.1038055e-05,0.00027298927
ERR1599510,4.356224e-05,0.9982112,1.842704e-05,0.00032779574,0.00043696165,9.600923e-05,0.00026711822,1.0711947e-05,0.00058817863
ERR1599614,9.545344e-05,0.99782324,2.9853249e-05,0.00066484365,0.00057869166,0.0002595274,0.0005333986,1.4989127e-05,0.0
ERR1599200,3.907565e-05,0.99834466,1.9361585e-05,0.00038260221,0.000379771,6.776521e-05,0.00025081635,1.15284765e-05,0.0005044341
ERR1599206,8.9311114e-05,0.9973916,4.004687e-05,0.0007286156,0.0008571984,0.00010643468,0.0007604342,2.6290969e-05,0.0
ERR1598328,5.3003223e-05,0.9986353,2.099388e-05,0.0003789913,0.00050461653,7.9943915e-05,0.00031492722,1.2320145e-05,0.0
ERR1598448,5.132666e-05,0.9973467,1.9145637e-05,0.00028079748,0.0003696382,6.258311e-05,0.00019726157,1.2987985e-05,0.0016595721
ERR1598907,5.7773224e-05,0.998575,2.331724e-05,0.0004156359,0.00047772806,9.6997974e-05,0.00034091083,1.2666729e-05,0.0
ERR1598915,5.0906445e-05,0.99861443,2.2360045e-05,0.0003948039,0.00049819786,7.863361e-05,0.0003273148,1.33600715e-05,0.0
ERR1598110,8.713088e-05,0.99741817,4.0126273e-05,0.000719148,0.0008639411,9.407726e-05,0.0007503429,2.706432e-05,0.0
ERR1599258,3.4256725e-05,0.99798465,1.683072e-05,0.00040957332,0.00024875998,8.3025145e-05,0.00019216537,9.475048e-06,0.001021266
ERR1598826,4.5933426e-05,0.9986627,2.1241132e-05,0.00037235022,0.0004697442,7.659335e-05,0.00030630827,1.2886814e-05,3.2246113e-05
ERR1599022,7.979246e-05,0.9979369,3.2130443e-05,0.0005872387,0.00067818287,0.00011107591,0.0005557237,1.8928762e-05,0.0
ERR1599531,9.1154776e-05,0.9978652,3.680816e-05,0.00055747776,0.0006562344,0.00020078724,0.00057694333,1.542469e-05,0.0
ERR1598370,2.9756231e-05,0.9973779,1.4184597e-05,0.0002593696,0.00032290816,5.5690285e-05,0.00017157197,8.63015e-06,0.0017600656
ERR1599195,7.366405e-05,0.9982883,2.7033591e-05,0.0004977318,0.0005635065,0.000105849576,0.000429188,1.4831464e-05,0.0
ERR1599323,5.0385635e-05,0.99849194,2.3331266e-05,0.0004117482,0.0005744576,7.597172e-05,0.0003577997,1.4441565e-05,0.0
ERR1598897,8.855047e-05,0.9973783,4.03455e-05,0.00073116133,0.0008682169,0.00010342267,0.000763247,2.6717305e-05,0.0
ERR1598679,2.6531141e-05,0.9973498,1.4414569e-05,0.00030434132,0.00025901198,5.5486027e-05,0.00015881658,8.900678e-06,0.00182271
ERR1598506,6.592767e-05,0.9983461,2.5091666e-05,0.00043722344,0.000543245,0.00016789476,0.000401446,1.31265015e-05,0.0
ERR1599436,8.7925386e-05,0.9974005,4.050054e-05,0.0007249033,0.0008678797,9.568726e-05,0.00075553264,2.7009812e-05,0.0
ERR1599528,5.052378e-05,0.9982735,1.9761505e-05,0.00030106306,0.00047451258,7.114783e-05,0.00024953485,1.1587337e-05,0.00054836273
ERR1599560,0.00010499759,0.99830264,2.5912008e-05,0.00047874465,0.0005337187,0.00016114004,0.00038035124,1.2467387e-05,0.0
ERR1598686,9.315102e-05,0.99754083,3.7824422e-05,0.00070334563,0.000798283,0.00010742506,0.000695345,2.3716895e-05,0.0
ERR1598509,5.7222715e-05,0.9984602,2.4248391e-05,0.0004679319,0.0005166314,9.020211e-05,0.0003692224,1.437666e-05,0.0
ERR1599525,4.5566754e-05,0.9977989,1.7363842e-05,0.00030586123,0.000392586,7.2107636e-05,0.00020730495,1.0290228e-05,0.001150012
ERR1599317,6.159836e-05,0.99833244,2.7025882e-05,0.00049452344,0.00056304265,8.504676e-05,0.00042016778,1.6108263e-05,0.0
ERR1598684,0.00010090815,0.9974388,3.9117254e-05,0.0007410514,0.00080941996,0.00011793387,0.0007288289,2.387578e-05,0.0
ERR1599322,8.1602215e-05,0.9976345,3.6519275e-05,0.0006583452,0.00080121664,9.702579e-05,0.00066694187,2.3899363e-05,0.0
ERR1599222,7.6403565e-05,0.9980497,2.9335568e-05,0.0005021828,0.0006792942,0.0001686846,0.00048026722,1.41476e-05,0.0
ERR1598870,9.960283e-05,0.9976552,3.4456138e-05,0.00067666685,0.00072203384,0.0001638863,0.0006298422,1.842924e-05,0.0
ERR1598990,3.3372817e-05,0.997782,1.5048592e-05,0.00029045343,0.00033581257,6.3541556e-05,0.0001885593,8.853456e-06,0.0012823343
ERR1598963,8.100555e-05,0.99679023,2.031871e-05,0.00019666553,0.00060352683,8.385318e-05,0.00018247962,1.0637144e-05,0.0020312667
ERR1598456,7.477969e-05,0.9978753,3.3686018e-05,0.0005820318,0.0007418227,8.748311e-05,0.00058328157,2.1666106e-05,0.0
ERR1599020,5.729415e-05,0.9967296,1.8553561e-05,0.00025570393,0.00036388636,6.698097e-05,0.00014594197,1.2560829e-05,0.0023494363
ERR1599083,4.0862607e-05,0.9978867,1.5241264e-05,0.0003259778,0.00029796362,9.137697e-05,0.00019165874,8.01131e-06,0.0011422038
ERR1599456,4.9465925e-05,0.9983944,2.1332444e-05,0.00060749054,0.0002475083,0.00013554096,0.00023889542,1.020136e-05,0.0002951622
ERR1598387,9.022009e-05,0.9973837,3.983783e-05,0.0007386427,0.000862974,0.00011195268,0.00074747467,2.5203086e-05,0.0
ERR1599049,3.0684227e-05,0.99763465,1.42722265e-05,0.0002475381,0.00037154555,5.298317e-05,0.00018322468,8.789016e-06,0.0014563203
ERR1599623,4.684893e-05,0.9986297,2.3278964e-05,0.000583286,0.00030898603,0.0001038114,0.00029077881,1.3297784e-05,0.0
ERR1598876,7.157917e-05,0.9978744,3.2875756e-05,0.00058938214,0.0007345629,9.218819e-05,0.00058343087,2.1576658e-05,0.0
ERR1599590,5.5308356e-05,0.99864465,2.1146338e-05,0.00039726635,0.00045734353,0.00010259112,0.00031004119,1.1694332e-05,0.0
ERR1598180,5.5496537e-05,0.9986351,2.0816899e-05,0.0003979556,0.0004764442,9.385664e-05,0.00030870986,1.1571783e-05,0.0
ERR1598860,8.4730964e-05,0.9978806,3.1759544e-05,0.00061139633,0.0006727889,0.00014971696,0.00055190834,1.70736e-05,0.0
ERR1598250,8.594548e-05,0.99756956,3.8159036e-05,0.0006698819,0.0008094741,0.00011368393,0.0006903463,2.2908534e-05,0.0
ERR1599235,7.4932956e-05,0.99786365,3.2877324e-05,0.0005927188,0.00072918186,0.00010508671,0.000581084,2.0388508e-05,0.0
ERR1598310,8.0379294e-05,0.99819165,2.6616366e-05,0.00052502536,0.00056483026,0.0001431725,0.00045413876,1.4245737e-05,0.0
ERR1598393,8.712245e-05,0.9977276,2.6506483e-05,0.00054967403,0.00041291118,0.00018763542,0.0002708435,1.3678333e-05,0.0007240772
ERR1598184,5.771004e-05,0.9983716,2.2774373e-05,0.00038018823,0.00045007467,0.000115956114,0.00030109286,1.1947101e-05,0.0002886653
ERR1598628,0.00010722016,0.99766594,3.4054665e-05,0.0006789185,0.0006722843,0.00020426161,0.000620371,1.6904003e-05,0.0
ERR1599340,0.00010166069,0.9980639,3.8063292e-05,0.0005303942,0.0005460527,0.00015473925,0.00055090507,1.4255329e-05,0.0
ERR1599608,2.9498773e-05,0.99746233,1.3657959e-05,0.00023463368,0.00036358833,5.153585e-05,0.00017362833,8.388081e-06,0.0016627312
ERR1598919,5.003516e-05,0.99852586,2.3266844e-05,0.00042072393,0.00052951695,7.69135e-05,0.00035887992,1.47708e-05,0.0
ERR1598249,9.560175e-05,0.99775356,3.4308225e-05,0.0006568087,0.0007102412,0.00012198113,0.00060792814,1.961513e-05,0.0
ERR1599571,3.719692e-05,0.99833775,1.9220002e-05,0.0004659295,0.00027608871,8.06849e-05,0.00022548437,1.1460633e-05,0.00054615736
ERR1598982,7.9546786e-05,0.99773526,3.5461642e-05,0.0006317602,0.0007695366,0.000100770834,0.0006257803,2.1869486e-05,0.0
ERR1598077,9.149619e-05,0.9974625,3.9143913e-05,0.0007203826,0.00082949724,0.00010783209,0.0007243974,2.4754168e-05,0.0
ERR1598190,9.868328e-05,0.9978126,3.5756297e-05,0.0005805636,0.0007144346,0.00014461274,0.0005944298,1.8838042e-05,0.0
ERR1599248,5.510329e-05,0.9985776,1.9857134e-05,0.00043931603,0.0004003644,0.00010485317,0.00026920438,1.0302541e-05,0.00012344122
ERR1598120,4.1792715e-05,0.99790573,1.7301607e-05,0.0003207028,0.00038033724,6.878813e-05,0.00020378828,1.14264085e-05,0.0010501742
ERR1599100,5.660095e-05,0.99855554,2.2260749e-05,0.0003837347,0.00045102835,0.00011275138,0.00031057,1.144473e-05,9.602308e-05
ERR1598922,6.3022046e-05,0.99826866,2.7489237e-05,0.00052197423,0.0005735137,9.049168e-05,0.00043792123,1.6879965e-05,0.0
ERR1598172,4.1697887e-05,0.99764216,1.6820963e-05,0.0004056394,0.00045391917,9.871654e-05,0.00022318959,8.375379e-06,0.0011094809
ERR1598989,7.15752e-05,0.9983818,2.9120167e-05,0.00046109784,0.00051149365,0.000113439375,0.00041707596,1.4408394e-05,0.0
ERR1599414,0.00013677642,0.9970715,4.3398843e-05,0.00087396,0.0007664057,0.00026635878,0.00082071795,2.1001706e-05,0.0
ERR1598864,0.00029301643,0.022599667,1.1397709e-05,0.00010167507,0.00024604797,0.00011781653,0.0014147162,6.291982e-06,0.97520936
ERR1598778,5.1871295e-05,0.9984577,2.1140551e-05,0.00031223893,0.00047639012,7.73332e-05,0.00029706955,1.1003729e-05,0.00029534101
ERR1599062,8.499991e-05,0.99775755,3.3359633e-05,0.00063196267,0.0007173509,0.0001356097,0.0006193478,1.9801944e-05,0.0
ERR1598777,5.166488e-05,0.9986476,2.0390748e-05,0.00038051605,0.0004541278,7.8983176e-05,0.00028508902,1.2180877e-05,6.9499016e-05
ERR1598466,9.3709605e-05,0.9980367,3.1141873e-05,0.00058711396,0.00060375175,0.00012432196,0.00050654425,1.6687016e-05,0.0
ERR1599361,7.554339e-05,0.9980469,3.0183124e-05,0.0005546891,0.0006455895,0.00011268703,0.00051679905,1.7716115e-05,0.0
ERR1598185,2.7907896e-05,0.9973418,1.5005413e-05,0.0003555119,0.00025862455,6.44894e-05,0.00016632676,8.807106e-06,0.0017615557
ERR1599405,3.7893107e-05,0.9980931,1.9105017e-05,0.00050902367,0.00025850534,9.54923e-05,0.00020480156,9.688879e-06,0.000772357
ERR1598813,5.316656e-05,0.99865204,2.2268734e-05,0.00040314818,0.0004705581,8.2822386e-05,0.00030233135,1.3640323e-05,0.0
ERR1599257,4.0636354e-05,0.99833465,1.8371855e-05,0.00034984946,0.00038447976,7.187777e-05,0.00024265051,1.08871745e-05,0.0005466342
ERR1599153,3.2379747e-05,0.99786663,1.5279305e-05,0.00027129054,0.0003784299,5.5434564e-05,0.00019794703,9.437235e-06,0.0011731386
ERR1599511,0.00015506148,0.8898424,1.6753196e-05,0.0006040931,4.3434182e-05,4.8907863e-05,0.0007864535,1.7519531e-05,0.10848534
ERR1598318,5.0214458e-05,0.9985143,2.3197805e-05,0.00040539284,0.0005595899,7.718551e-05,0.0003558806,1.4267391e-05,0.0
ERR1599010,8.6240485e-05,0.9980035,2.1822652e-05,0.00030604005,0.0004836619,8.264225e-05,0.00022763014,1.1960028e-05,0.0007765293
ERR1598357,5.5072767e-05,0.9984708,2.1655243e-05,0.00037777424,0.0005135536,0.00014394522,0.0003579259,1.2820509e-05,4.6491623e-05
ERR1598608,5.1870258e-05,0.9986726,2.118277e-05,0.00039809942,0.00043436885,0.00010112425,0.0003041327,1.1681948e-05,4.887581e-06
ERR1599554,0.00016782108,0.9971904,4.7631846e-05,0.00077446277,0.0006233227,0.00027664905,0.00088989176,2.9881363e-05,0.0
ERR1598560,2.6918893e-05,0.9972706,1.3610487e-05,0.00027561188,0.0002732575,5.5112592e-05,0.00015449524,8.15435e-06,0.0019222498
ERR1598666,2.6806914e-05,0.9973295,1.3899991e-05,0.0002770126,0.00028696656,5.3602915e-05,0.00016117096,8.535147e-06,0.0018425584
ERR1598392,4.5319124e-05,0.99863005,2.0575342e-05,0.00035956502,0.00049486756,7.903607e-05,0.00030642748,1.2435227e-05,5.173683e-05
ERR1599573,4.506811e-05,0.9981015,1.9703506e-05,0.00032266974,0.0003887713,7.280429e-05,0.0002540946,1.0148659e-05,0.0007852912
ERR1598745,9.316107e-05,0.9981535,2.8479037e-05,0.0005263385,0.0006078747,0.000119964476,0.00045522136,1.5377904e-05,0.0
ERR1598335,6.8559784e-05,0.9982333,2.6410484e-05,0.00049444044,0.00059615116,0.00012113455,0.00044501427,1.4928329e-05,0.0
ERR1599620,0.00012049474,0.99735546,3.901277e-05,0.0007867242,0.00076168653,0.00017627476,0.0007392359,2.1086073e-05,0.0
ERR1599406,8.523828e-05,0.9967952,1.5051176e-05,0.0006673336,0.0011177361,4.3380984e-05,0.0005071461,8.91415e-06,0.0007599592
ERR1599145,9.828442e-05,0.9979195,4.0901472e-05,0.00076649943,0.00038198417,0.00020984116,0.00056338793,1.956485e-05,0.0
ERR1598119,0.000105078885,0.99782616,3.2613167e-05,0.00063841365,0.00065870624,0.00015516998,0.0005664969,1.741505e-05,0.0
ERR1599628,4.7238223e-05,0.9982888,1.8608831e-05,0.00033926964,0.000418216,8.6765904e-05,0.0002491176,1.0293801e-05,0.0005416274
ERR1598526,5.129369e-05,0.99858415,2.2034501e-05,0.00039130074,0.00049886975,9.867271e-05,0.0003407642,1.2944351e-05,0.0
ERR1598492,0.00023153424,0.99254024,2.771933e-05,0.000114477814,0.0007852018,7.794821e-05,0.00012615323,1.7939718e-05,0.00607872
ERR1599334,0.00011973237,0.99775356,3.2217078e-05,0.00067356904,0.00058499555,0.00023233803,0.0005878518,1.5716647e-05,0.0
ERR1599636,2.823436e-05,0.9971148,1.4111521e-05,0.00030869246,0.00027951598,5.734291e-05,0.00016406178,8.6886175e-06,0.002024591
ERR1598599,0.00012891549,0.997429,3.984759e-05,0.0007637388,0.0007294803,0.00016195474,0.0007264767,2.0665759e-05,0.0
ERR1598355,3.4220317e-05,0.9969678,1.4309501e-05,0.00020307302,0.00040772557,5.4963526e-05,0.00016307831,8.176014e-06,0.0021466613
ERR1599047,4.7023386e-05,0.9986567,2.2059501e-05,0.00042652994,0.00044688204,7.565268e-05,0.00031156887,1.3584024e-05,0.0
ERR1598518,5.391118e-05,0.9986055,1.8787954e-05,0.00036790967,0.00042900443,0.000110606954,0.00028130412,1.0282145e-05,0.00012266636
ERR1599598,7.171751e-05,0.9985414,2.4713747e-05,0.00038522735,0.00055583694,8.5556756e-05,0.00032089863,1.4703982e-05,0.0
ERR1598776,5.595107e-05,0.99845,2.4509645e-05,0.00041675827,0.0005636111,9.18511e-05,0.00038297914,1.4406319e-05,0.0
ERR1598459,5.0105413e-05,0.99854875,2.3763656e-05,0.00045965865,0.00048220964,7.479595e-05,0.00034583133,1.4925631e-05,0.0
ERR1599546,3.6365658e-05,0.99769783,1.588051e-05,0.0002719164,0.0003837943,6.38502e-05,0.00019553304,9.5942e-06,0.0013252497
ERR1599240,4.5905923e-05,0.9974508,1.9977122e-05,0.00092977285,0.00016388297,0.00030595064,0.00019407272,8.698094e-06,0.00088089705
ERR1599017,4.6861005e-05,0.9986273,1.9459418e-05,0.00036031008,0.00044891238,7.265953e-05,0.00027647614,1.1548977e-05,0.00013643503
ERR1599377,0.0001418239,0.9974138,4.1218867e-05,0.00077439594,0.00068574486,0.00020147975,0.0007232454,1.8246647e-05,0.0
ERR1599267,7.343826e-05,0.9984116,2.7769163e-05,0.00043124246,0.00054425077,9.8954006e-05,0.00039841825,1.4344335e-05,0.0
ERR1598460,5.867037e-05,0.9986448,2.1432064e-05,0.00049927336,0.0003635115,0.000116608,0.00028481375,1.0864568e-05,0.0
ERR1599127,8.443991e-05,0.99750197,3.881027e-05,0.0006947189,0.0008418474,9.325589e-05,0.00071877934,2.6061676e-05,0.0
ERR1599365,5.219226e-05,0.9984998,2.37476e-05,0.0004128336,0.0005590039,7.188176e-05,0.0003656194,1.495125e-05,0.0
ERR1598237,9.0253314e-05,0.9976848,3.4117016e-05,0.0006555869,0.000691972,0.00018540649,0.00063928345,1.8593166e-05,0.0
ERR1599494,0.00010372157,0.99833727,2.5426454e-05,0.00053273264,0.00042158164,0.00020830393,0.00036097277,9.990557e-06,0.0
ERR1598149,4.6188554e-05,0.9986298,2.0877445e-05,0.0003632605,0.00047516823,8.299332e-05,0.00031515956,1.2668294e-05,5.38826e-05
ERR1599374,9.150141e-05,0.9875617,2.230229e-05,0.000102786005,0.00046864152,7.335536e-05,5.398398e-05,1.9079434e-05,0.011606574
ERR1598200,7.936696e-05,0.9982104,3.0758372e-05,0.00047689,0.0006330546,9.612335e-05,0.0004559887,1.753686e-05,0.0
ERR1598902,3.3284487e-05,0.99792564,1.5401214e-05,0.00026538968,0.0004017949,5.5038796e-05,0.00020447373,9.560588e-06,0.0010894537
ERR1598447,5.795796e-05,0.99862814,2.1870988e-05,0.0005016625,0.00034865737,0.00013139844,0.0002860427,1.10304045e-05,1.3232231e-05
