,root:Engineered:Wastewater,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Human,root:Host-associated:Insecta,root:Host-associated:Mammals,root:Host-associated:Plants
SRR6408703,0.000120988334,0.0005538384,0.00071827945,0.99649185,0.00024208157,0.0007536936,0.0011192266
SRR7081317,0.0005755809,0.9956255,0.0010256583,0.0010587865,0.0006280885,0.00076252664,0.00032369513
SRR5915497,0.0004780973,0.99616724,0.00087552634,0.00096545246,0.0005680742,0.00064424233,0.00030123096
ERR1384959,0.00023331936,0.0010168037,0.0010016627,0.9934768,0.00050000165,0.0024952348,0.0012762133
ERR2511521,0.00012210387,0.00055797363,0.00072121504,0.9964688,0.00024416173,0.0007621397,0.0011236058
SRR7081366,0.00048622309,0.99612063,0.0008913652,0.0009907644,0.00056958164,0.00064141856,0.0002998346
SRR3037325,0.00012471726,0.0005682078,0.00074090884,0.99635845,0.00025175372,0.0008255108,0.0011304064
SRR3053341,0.000121277866,0.0005547266,0.0007190449,0.9964864,0.00024257273,0.00075558404,0.0011203487
SRR1715587,0.00012099067,0.0005537997,0.0007182386,0.9964921,0.00024207101,0.00075364456,0.0011191537
SRR1949112,0.00012255092,0.0005544803,0.00073523534,0.99643266,0.00024726562,0.0007614324,0.0011463757
ERR1512344,0.00042204943,0.99647814,0.0007666644,0.00079902017,0.0005575794,0.0006650258,0.00031156559
ERR1522741,0.023564566,0.17534679,0.022483695,0.011049268,0.00522083,0.6975621,0.06477268
ERR1428364,0.002095807,0.0022551664,0.022281911,0.017881028,0.0019668355,0.0032878602,0.95023143
ERR499268,0.000121198966,0.00055475044,0.00071865116,0.996488,0.00024251018,0.0007555002,0.0011194944
SRR7901903,0.017474856,0.6165024,0.08504632,0.04533842,0.0035549824,0.0021464112,0.22993654
SRR6931950,0.000120989476,0.0005538277,0.00071831985,0.99649173,0.00024209401,0.00075369317,0.0011192884
ERR522403,0.00012149679,0.00055457646,0.00072165247,0.996478,0.00024284498,0.00075699674,0.0011244036
ERR209454,0.00012281492,0.00056139287,0.0007248641,0.9964445,0.00024620735,0.0007766292,0.0011236196
ERR866688,0.00012167457,0.0005570735,0.0007198775,0.99647635,0.00024354871,0.00076016923,0.0011214149
ERR2729837,0.72718334,0.048271004,0.022713201,0.042473312,0.033292037,0.030411927,0.095655106
ERR2188011,0.10748586,0.03551318,0.059969425,0.3461373,0.3611701,0.06549221,0.024231967
ERR2198087,0.00012180949,0.0005572977,0.0007200302,0.9964754,0.00024378457,0.0007610012,0.0011207302
SRR5275486,0.0018742784,0.03418313,0.8481687,0.014107304,0.0053558177,0.027302833,0.069007985
SRR5415590,0.00012137455,0.00055392756,0.0007190968,0.996488,0.00024264182,0.00075491326,0.001120085
SRR1632812,0.0019441209,0.0043183262,0.013234994,0.0054729213,0.0013652312,0.97129,0.0023744714
ERR209784,0.00012243225,0.0005597742,0.0007227614,0.99645764,0.0002451539,0.0007692068,0.0011229397
SRR7449494,0.00012448464,0.00055314053,0.0007561302,0.9963654,0.0002529651,0.00076987344,0.0011778424
ERR1462868,0.0030784542,0.05305038,0.009319268,0.110392556,0.007456765,0.8148342,0.0018684113
ERR2709765,0.002092237,0.0022546712,0.022257509,0.017862141,0.001965276,0.0032893806,0.9502788
SRR5525173,0.00012101092,0.0005538757,0.0007182752,0.9964916,0.00024211015,0.0007537901,0.0011191899
ERR906562,0.0018688753,0.0043090517,0.012958581,0.005386939,0.0013316225,0.9718075,0.0023374972
ERR1533555,0.0018950109,0.00436165,0.013053548,0.0054302947,0.0013451565,0.9715507,0.0023636052
SRR1027970,0.0024939002,0.025181215,0.8158704,0.02219482,0.006552802,0.02194769,0.105759166
SRR5177353,0.0004945977,0.9960729,0.0009077302,0.0010167977,0.0005710326,0.00063862046,0.00029844206
ERR1298307,0.0020914555,0.0022540302,0.02225791,0.017868493,0.0019643216,0.0032864967,0.95027727
SRR632419,0.0004928169,0.99608314,0.0009042498,0.00101124,0.00057072483,0.0006392114,0.00029873446
SRR2005638,0.00018412202,0.0008275577,0.00080834416,0.9953159,0.00037219416,0.001300455,0.0011915017
ERR441558,0.00012121949,0.0005542288,0.0007185162,0.99648947,0.0002424502,0.00075472577,0.0011193168
SRR6663506,0.0004945977,0.9960729,0.0009077302,0.0010167977,0.0005710326,0.00063862046,0.00029844206
SRR505229,0.00012160786,0.00055641157,0.00071996555,0.99647814,0.00024338918,0.0007599169,0.001120568
SRR1299257,0.00012111141,0.00055422226,0.00071880553,0.99648905,0.00024237057,0.0007546063,0.0011199784
SRR7448628,0.00012103179,0.00055385137,0.00071868347,0.99649054,0.00024218079,0.0007539036,0.001119871
ERR2511830,0.0012823162,0.024781799,0.007082123,0.05838151,0.0037899066,0.9035185,0.0011638757
SRR3214680,0.00012041099,0.00054923276,0.00073933246,0.996418,0.00024350936,0.0008011144,0.0011284183
SRR6746177,0.0002979543,0.997104,0.0005291744,0.00047073336,0.00052901445,0.0007267099,0.00034233552
SRR6408622,0.0001209834,0.000553835,0.00071823754,0.9964921,0.00024206685,0.00075366825,0.001119166
SRR6746486,0.00022497155,0.9974184,0.00039234202,0.00030754422,0.0005072092,0.0007801785,0.00036913122
SRR935504,0.00012098352,0.00055383606,0.00071823585,0.9964921,0.00024206641,0.00075366936,0.0011191617
SRR6058701,0.00048600542,0.99612206,0.00089094666,0.0009900932,0.00056953786,0.0006414868,0.0002998642
SRR2053282,0.00046818427,0.9962232,0.0008561726,0.0009354626,0.0005663901,0.00064767664,0.00030294363
SRR5902483,0.0004945977,0.9960729,0.0009077302,0.0010167959,0.0005710326,0.00063862104,0.00029844206
ERR1385106,0.00012287297,0.0005614033,0.0007254741,0.99644214,0.000246304,0.0007776056,0.0011241641
ERR499881,0.00012130745,0.0005552581,0.00071873824,0.9964862,0.00024272587,0.0007561966,0.0011195949
ERR308555,0.0018672971,0.004321011,0.012941102,0.0054121045,0.0013342737,0.9717914,0.002332833
ERR1382812,0.00017810219,0.00079971645,0.0008136397,0.9953643,0.0003617784,0.0012926237,0.0011898286
ERR1690108,0.0020914667,0.0022540078,0.022258319,0.017869037,0.001964306,0.0032864357,0.95027643
SRR1811555,0.00049096026,0.9960937,0.00090062665,0.0010052343,0.0005703506,0.0006398732,0.00029906284
SRR7449429,0.00012386814,0.000556609,0.0007386125,0.996414,0.0002455737,0.0007687419,0.0011526664
ERR107002,0.000121974255,0.0005551631,0.0007248284,0.9964653,0.00024359989,0.0007596235,0.0011294419
SRR835401,0.0029049742,0.05956701,0.84283423,0.013420909,0.007825987,0.0154776,0.05796934
ERR1582159,0.0003560213,0.99682295,0.0006395977,0.0006172447,0.0005435919,0.0006944691,0.00032624614
DRR070531,0.0004914694,0.9960907,0.0009016191,0.001007016,0.0005704821,0.00063966017,0.00029895932
SRR5568781,0.00048199188,0.9961474,0.0008832377,0.0009752702,0.0005681105,0.00064314966,0.00030079324
SRR6394176,0.00012400998,0.00056712434,0.00072293874,0.99643695,0.00024822832,0.0007772961,0.0011233839
SRR7448974,0.00012259514,0.00055268954,0.00073833426,0.99642736,0.00024848696,0.0007607795,0.0011497566
SRR7454157,0.00012502691,0.00055870693,0.00076033286,0.99633586,0.0002552379,0.00077527465,0.001189612
SRR5822904,0.001892658,0.004410155,0.013011255,0.005539286,0.001357689,0.97143227,0.0023566843
SRR5165872,0.000121127596,0.000553983,0.0007185808,0.9964902,0.0002422724,0.00075428886,0.001119562
SRR5179949,0.0004894914,0.99610233,0.0008977531,0.0010008934,0.00057014724,0.0006403189,0.00029928485
ERR2739131,0.00012098375,0.00055383216,0.0007182365,0.9964921,0.00024206594,0.0007536654,0.0011191623
SRR7449132,0.000121023964,0.0005538488,0.000718614,0.99649066,0.00024216418,0.0007538649,0.0011197617
ERR765673,0.0020915095,0.002254139,0.022259835,0.017869174,0.0019643283,0.0032864294,0.9502746
SRR6745840,0.0004945977,0.9960729,0.0009077302,0.0010167977,0.0005710326,0.00063862046,0.00029844206
SRR2086746,0.00012100216,0.00055389816,0.00071826944,0.9964916,0.00024210183,0.0007537941,0.0011191932
SRR959955,0.0019099098,0.034956086,0.84818447,0.01412531,0.0054462384,0.026699435,0.0686786
SRR5176207,0.0004944909,0.99607337,0.00090752204,0.0010164608,0.00057101325,0.00063865614,0.00029845958
SRR3995663,0.00049058086,0.99609596,0.0008998817,0.0010042832,0.00057033665,0.00063995336,0.00029910315
ERR500879,0.00012295415,0.0005624735,0.00072136056,0.99645597,0.0002460881,0.00076927734,0.0011218108
SRR3053434,0.00012147827,0.00055600976,0.0007192865,0.9964819,0.00024308806,0.00075796014,0.0011203282
SRR6411892,0.000121021396,0.0005539781,0.0007183055,0.9964914,0.0002421438,0.00075393514,0.0011192313
ERR1263429,0.001260219,0.02226241,0.006768391,0.05512895,0.00364552,0.90985596,0.0010785596
SRR7901969,0.017474856,0.6165024,0.08504632,0.04533842,0.0035549824,0.0021464112,0.22993654
SRR5467872,0.0001210951,0.00055392017,0.0007191125,0.9964889,0.00024227002,0.00075424614,0.0011205572
SRR8610925,0.07082307,0.060909294,0.04956188,0.44048095,0.31354246,0.027319752,0.03736262
SRR2658718,0.000121405916,0.000554414,0.00072114944,0.9964803,0.00024276217,0.000756384,0.0011236187
SRR2297155,0.001571059,0.9881223,0.0018346551,0.0010290795,0.0015864259,0.005387956,0.00046858695
ERR1690871,0.002080941,0.0022520625,0.022138283,0.017736033,0.0019615507,0.0032880728,0.95054305
ERR1677175,0.0020914678,0.0022539985,0.022258464,0.01786924,0.0019642978,0.0032864066,0.95027614
SRR5467998,0.000121016994,0.0005538948,0.0007184305,0.99649125,0.00024211514,0.0007538589,0.0011194778
SRR5902532,0.00048709402,0.99611735,0.0008931543,0.0009918312,0.0005692518,0.0006413192,0.00029984902
SRR8609703,0.025656229,0.71678746,0.022050431,0.05918021,0.03503219,0.0106115965,0.1306819
ERR2739234,0.0001209908,0.0005537759,0.0007182362,0.9964922,0.00024206757,0.0007536177,0.0011191485
ERR1314451,0.00012137048,0.00055378827,0.0007341847,0.99642605,0.0002446916,0.0007946333,0.0011251961
SRR3053276,0.00017847306,0.0008021777,0.0008084685,0.99538547,0.00036165724,0.0012752103,0.001188463
ERR522590,0.00012220358,0.000555527,0.00072625116,0.9964593,0.00024367047,0.00076137256,0.0011316895
DRR030527,0.000120986035,0.00055384636,0.0007182402,0.99649197,0.00024207144,0.0007536876,0.0011191659
SRR1119091,0.005149422,0.12556998,0.79574275,0.011662715,0.01270852,0.0065417476,0.042624816
ERR499236,0.00012135939,0.0005553793,0.0007193588,0.9964832,0.00024288561,0.0007577074,0.0011199557
SRR1631716,0.00012098294,0.00055383344,0.0007182355,0.9964921,0.00024206525,0.00075366464,0.0011191613
ERR1522825,0.023718681,0.173487,0.023865098,0.010954926,0.005574903,0.6941508,0.06824859
ERR1256392,0.0013074105,0.015693797,0.0072926097,0.03406505,0.0029327536,0.93759245,0.0011159374
DRR042885,0.000121063356,0.0005539395,0.00071873656,0.99648994,0.00024219195,0.0007541095,0.0011199478
SRR5196416,0.000120990975,0.00055386545,0.0007182784,0.99649173,0.0002420857,0.0007537967,0.0011191848
SRR7454175,0.00012222354,0.00055324216,0.00073309796,0.99644345,0.000246723,0.0007592729,0.0011420031
ERR1522592,0.0020539393,0.0047021415,0.013442042,0.006362428,0.001486101,0.96943676,0.0025166038
SRR5181069,0.000455035,0.99629694,0.00083062,0.00089584145,0.0005639397,0.00065237284,0.00030527005
SRR1950784,0.00012098306,0.00055383344,0.00071823684,0.9964921,0.00024206594,0.0007536654,0.0011191638
SRR6414413,0.00012098535,0.00055384345,0.0007182385,0.99649197,0.00024207006,0.0007536822,0.0011191637
ERR2729955,0.7271832,0.048271034,0.022713134,0.042473316,0.033292096,0.030411927,0.09565528
SRR5570779,0.00023193791,0.9973909,0.0004052919,0.00032208546,0.000509534,0.0007741951,0.00036612735
SRR1805152,0.0022086583,0.04209405,0.8486888,0.013844933,0.006171472,0.02219344,0.06479867
SRR1346085,0.0003359785,0.9969227,0.00060136116,0.00056514156,0.0005387771,0.00070477626,0.0003313752
SRR5176161,0.00049307616,0.99608177,0.00090475404,0.0010120485,0.00057077146,0.00063912576,0.00029869386
ERR380976,0.0031609172,0.014085916,0.12510157,0.012453132,0.0028557107,0.0038626858,0.83848006
SRR6028391,0.000121030294,0.000553826,0.0007183587,0.9964915,0.00024212166,0.000753799,0.0011193174
ERR1548988,0.0001270557,0.00057081657,0.0007992219,0.99611306,0.00026097402,0.00095298595,0.0011757923
ERR1913047,0.00012103038,0.0005536442,0.0007182681,0.9964922,0.00024210152,0.0007535649,0.0011191411
SRR6414003,0.060343966,0.04052622,0.04831992,0.45177457,0.15640268,0.22945914,0.013173586
ERR1529646,0.00012132129,0.00055519777,0.00071958196,0.99648297,0.00024284479,0.0007581594,0.0011199833
ERR1689941,0.002091358,0.0022539874,0.022257047,0.017867602,0.001964279,0.0032864644,0.95027924
DRR047754,0.000121059,0.00055391795,0.00071873394,0.9964902,0.00024214605,0.000754068,0.001119984
ERR1533874,0.0018875884,0.0043450007,0.013032486,0.005409922,0.00134112,0.97162926,0.0023546976
ERR765621,0.0020914243,0.0022539936,0.02225794,0.017868662,0.001964288,0.0032864152,0.95027727
SRR5396118,0.0004946398,0.9960722,0.0009078837,0.0010168595,0.0005711253,0.0006386773,0.00029847914
SRR5431342,0.00012105237,0.00055412384,0.0007183732,0.9964908,0.00024220649,0.0007542249,0.0011192996
ERR2198646,0.00012183062,0.00055647583,0.000722036,0.9964706,0.00024362325,0.0007620691,0.0011234384
SRR632449,0.0004945398,0.9960731,0.00090761704,0.0010166167,0.00057102233,0.0006386395,0.00029845152
SRR3095183,0.000121564815,0.00055642263,0.0007195124,0.9964798,0.00024327934,0.00075870345,0.0011208269
ERR1111233,0.0001244177,0.00056766206,0.0007331374,0.996393,0.0002501489,0.0008040763,0.0011275569
ERR1383364,0.00012214092,0.00055862864,0.0007214301,0.99646604,0.00024452945,0.00076533365,0.001121775
SRR1923187,0.0023427755,0.044797126,0.84790224,0.013871911,0.0064878096,0.020638598,0.063959636
ERR996143,0.0018662089,0.0042904466,0.012958499,0.0053607137,0.00132759,0.9718602,0.0023364315
SRR919885,0.00012098329,0.0005538337,0.00071824,0.9964921,0.00024206708,0.0007536672,0.0011191681
SRR3647802,0.00012217366,0.0005578301,0.000730625,0.99643,0.00024575897,0.0007889611,0.0011246115
ERR1313954,0.00012107241,0.00055421924,0.0007184239,0.9964903,0.00024225326,0.0007544774,0.0011193037
ERR1913058,0.00012101093,0.0005538446,0.00071828556,0.99649173,0.00024210349,0.000753755,0.001119212
SRR6408832,0.00012147944,0.00055444305,0.0007214121,0.9964792,0.00024265682,0.0007562934,0.0011244237
ERR2738933,0.000121329285,0.0005548612,0.00071937207,0.996485,0.00024268484,0.00075620186,0.0011205849
SRR6931542,0.00012138852,0.00055406976,0.0007199704,0.99648476,0.00024252028,0.00075534004,0.00112181
SRR4414985,0.004331356,0.027105639,0.7577451,0.036595125,0.0103235785,0.01248257,0.15141663
