,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections,Unknown
SRR5079185,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
ERR719961,0.022335708,0.021767586,0.022440016,0.009257257,0.92419946
SRR5602141,0.021827638,0.021591395,0.022486508,0.009336442,0.924758
SRR5758078,0.030434042,0.025440633,0.02010867,0.0107064545,0.91331017
SRR5396543,0.021647543,0.021554321,0.022481412,0.009355277,0.92496145
SRR6264428,0.37406337,0.029061496,0.031306773,0.0871934,0.47837496
SRR5757789,0.71492213,0.028110981,0.031316847,0.19400379,0.03164625
SRR1693210,0.7670995,0.030665724,0.02962513,0.17260961,0.0
ERR719991,0.021774769,0.021609247,0.022486895,0.009339094,0.92479
SRR6901831,0.021646172,0.021555692,0.022478044,0.009357482,0.92496264
SRR5602124,0.021724999,0.02158153,0.02249968,0.009350181,0.9248436
ERR011301,0.021832228,0.02160412,0.022462815,0.009351015,0.92474985
SRR5429314,0.047308385,0.01062867,0.07866892,0.0301027,0.8332913
SRR5803702,0.021733493,0.021570623,0.022492409,0.0093503,0.9248532
SRR7464883,0.021831185,0.021626413,0.022481948,0.009328157,0.9247323
SRR5343112,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
SRR5548968,0.76713824,0.030667877,0.029620858,0.17257291,0.0
SRR6724585,0.050239056,0.052111357,0.009264678,0.027400345,0.86098456
SRR6264690,0.021725863,0.021580756,0.022470027,0.009339005,0.9248843
SRR5649114,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
ERR719063,0.02659449,0.023334444,0.021562994,0.009651005,0.9188571
ERR525890,0.33152026,0.025329947,0.04265839,0.03220862,0.5682828
SRR1687172,0.7168257,0.03177318,0.02943474,0.14516196,0.0768044
SRR6424577,0.04862705,0.010935783,0.07666233,0.03106162,0.83271325
ERR011175,0.021783233,0.021614254,0.022497445,0.009343952,0.9247611
ERR719042,0.025618106,0.023068666,0.02165544,0.0094794035,0.9201784
SRR5983467,0.65445197,0.030959755,0.032173276,0.1058394,0.17657566
ERR209516,0.021864831,0.021628827,0.022478044,0.009329945,0.92469835
SRR1763694,0.034325868,0.023433745,0.023423135,0.008874476,0.90994275
ERR695626,0.7669828,0.030656654,0.029634997,0.17272553,0.0
SRR7507319,0.021643192,0.021552682,0.022481173,0.009355903,0.92496705
SRR6264781,0.021676451,0.021562457,0.02248317,0.009352326,0.92492557
SRR5649098,0.021653563,0.021557093,0.022481501,0.009354174,0.9249537
ERR209775,0.7081982,0.030387163,0.030213892,0.15817204,0.07302868
SRR5602041,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
SRR5202969,0.021661073,0.02155891,0.02248004,0.009354591,0.92494535
SRR5078771,0.09063771,0.013695717,0.068035245,0.020448267,0.807183
SRR961724,0.06880438,0.022071362,0.031940907,0.014487058,0.8626963
ERR1809149,0.021898717,0.021637142,0.022479832,0.009317756,0.9246665
ERR209203,0.022318661,0.021782517,0.022491455,0.009329408,0.924078
SRR5866388,0.022032171,0.021455556,0.022652775,0.009498745,0.92436075
SRR5802190,0.021643162,0.021552622,0.022481173,0.009355843,0.92496717
ERR209599,0.7675639,0.030900087,0.029888839,0.17164719,0.0
ERR011143,0.021752805,0.021594465,0.022501886,0.009351134,0.9247997
SRR5203131,0.021643162,0.021552682,0.022481203,0.009355903,0.92496705
SRR5813346,0.022253454,0.021781951,0.022498637,0.009312391,0.92415357
SRR5078585,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
SRR6182552,0.021645397,0.02155292,0.022482008,0.009355873,0.92496383
SRR5648884,0.021653742,0.021554023,0.022483438,0.009355575,0.9249532
SRR5580439,0.021903455,0.021648884,0.022508293,0.009331793,0.9246076
SRR5610083,0.023313373,0.022419423,0.023165226,0.009476811,0.92162514
SRR5757910,0.37567928,0.017413765,0.040646046,0.33861056,0.22765034
SRR5983318,0.28051016,0.020592451,0.037380576,0.2164667,0.44505012
SRR3313078,0.05926451,0.024994314,0.026470184,0.010671347,0.87859964
ERR209746,0.09085557,0.022674203,0.035776883,0.011526287,0.83916706
ERR719789,0.021645486,0.021553457,0.022480786,0.009355336,0.9249649
SRR6185283,0.021643192,0.021552622,0.022481173,0.009355843,0.92496717
ERR720058,0.021672934,0.021565825,0.022482097,0.009351671,0.9249275
SRR5203235,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
SRR5578936,0.1937781,0.024016619,0.030366302,0.14943686,0.6024021
SRR5629107,0.06358075,0.027308106,0.023120135,0.019808382,0.8661826
SRR5548343,0.08571383,0.02040723,0.04264891,0.063702464,0.78752756
SRR5803608,0.022211969,0.022023588,0.022024155,0.009604633,0.9241357
ERR525964,0.023233116,0.021985412,0.022434145,0.009193391,0.92315394
SRR5429078,0.047305316,0.010628462,0.078669906,0.030103773,0.83329254
SRR5396533,0.38069874,0.01794985,0.04171902,0.34242618,0.21720624
ERR720073,0.021674156,0.021567166,0.022481501,0.009350896,0.9249263
SRR3313067,0.7668362,0.030785613,0.029798502,0.17257959,0.0
SRR5203259,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
SRR5648905,0.021752834,0.021600515,0.022446632,0.009374917,0.9248251
SRR6424731,0.37046617,0.017088175,0.041133523,0.34697807,0.22433406
ERR209156,0.029973298,0.023557097,0.022132158,0.009433448,0.914904
SRR6724570,0.14693946,0.028883517,0.02670464,0.04163462,0.7558378
ERR719654,0.022128552,0.02170363,0.022440106,0.009277254,0.92445046
SRR5602135,0.02239877,0.021728277,0.022467375,0.009351671,0.9240539
ERR209163,0.021802038,0.021556288,0.022518367,0.009366512,0.92475677
SRR5399516,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
SRR5803705,0.021696419,0.02156207,0.022494495,0.0093562305,0.92489076
SRR2175772,0.022343278,0.021751195,0.022566855,0.0093358755,0.92400277
SRR6265605,0.04913053,0.031170458,0.018500447,0.02412042,0.8770782
SRR5078635,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
SRR5203389,0.021728426,0.02156645,0.022483855,0.009355158,0.9248661
SRR5761653,0.026873946,0.025022298,0.019685268,0.011218786,0.91719973
SRR5983344,0.45379674,0.028499216,0.036896855,0.046994686,0.4338125
SRR1693214,0.7670702,0.030682547,0.0296423,0.17260507,0.0
SRR6876220,0.16070649,0.01966083,0.04994306,0.01865977,0.75102985
SRR7507312,0.04360974,0.035591602,0.014944196,0.023162782,0.8826917
SRR5813328,0.022264421,0.021713555,0.022439659,0.009252489,0.9243299
SRR064875,0.76713824,0.030667877,0.029620858,0.17257291,0.0
SRR5079196,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
ERR525759,0.021643579,0.021552771,0.022481203,0.009355783,0.9249667
SRR5548694,0.76713824,0.030667877,0.029620858,0.17257291,0.0
SRR5651462,0.7012914,0.031797975,0.029874086,0.13091889,0.106117725
ERR209711,0.64098006,0.030744702,0.032288164,0.09745827,0.19852877
SRR6251470,0.76723725,0.030691365,0.02962934,0.17244206,0.0
SRR5649162,0.02170536,0.021575004,0.022488624,0.009349197,0.9248818
SRR5758028,0.37046984,0.017088652,0.04113415,0.34697747,0.22432989
ERR321232,0.021644115,0.02155301,0.022481084,0.009355724,0.9249661
SRR5399239,0.021643132,0.021552622,0.022481173,0.009355843,0.9249672
ERR1637181,0.14065838,0.026869208,0.028311789,0.100565076,0.7035955
SRR5757841,0.60914034,0.023997277,0.03417799,0.23569408,0.09699035
ERR719085,0.021710545,0.021574646,0.022470325,0.009341508,0.924903
SRR5650046,0.023611277,0.022132069,0.022270977,0.009419769,0.92256594
SRR5649041,0.021643221,0.021552682,0.022481173,0.009355903,0.92496705
