,root:Diseases:Digestive System Diseases,root:Diseases:Hemic and Lymphatic Diseases,root:Infections:Bacterial Infections and Mycoses,Unknown
SRR5203131,0.07678473,0.0137916505,0.010469019,0.89895463
SRR5813346,0.07727113,0.01382938,0.010571122,0.89832836
SRR5078585,0.07678419,0.013791621,0.010468811,0.89895535
SRR6182552,0.07678419,0.013791621,0.010468811,0.89895535
SRR5648884,0.076803595,0.013794869,0.010530442,0.89887106
SRR5580439,0.07692531,0.013800591,0.0104955435,0.89877856
SRR5610083,0.07936445,0.014099717,0.011582851,0.894953
SRR5757910,0.044601887,0.17447653,0.764943,0.015978575
SRR5983318,0.12482998,0.06831443,0.4353571,0.37149847
SRR3313078,0.09008515,0.0147973,0.010330379,0.8847872
ERR209746,0.09116325,0.014839023,0.010282189,0.8837155
ERR719789,0.07679272,0.013792604,0.010483533,0.89893115
SRR6185283,0.07678646,0.013792068,0.010478526,0.89894295
ERR720058,0.076801,0.013792545,0.010469675,0.89893675
SRR5203235,0.07678422,0.013791621,0.01046887,0.8989553
SRR5578936,0.095137924,0.029313594,0.16921449,0.706334
SRR5629107,0.18134269,0.022532314,0.009501934,0.78662306
SRR5548343,0.07678959,0.013792098,0.010474563,0.8989438
SRR5803608,0.079630345,0.014322728,0.014593035,0.89145386
ERR525964,0.07732281,0.013831645,0.0105676055,0.89827794
SRR5429078,0.059128344,0.5869915,0.2769677,0.07691246
SRR5396533,0.049572293,0.2008742,0.74955356,0.0
ERR720073,0.07681143,0.013793081,0.010470271,0.8989252
SRR3313067,0.61512566,0.0682776,0.008106619,0.30849016
SRR5203259,0.07678419,0.013791621,0.010468811,0.89895535
SRR5648905,0.077169895,0.013833165,0.010472864,0.89852405
SRR6424731,0.04501151,0.19409217,0.7608963,0.0
ERR209156,0.083001435,0.014285743,0.010371238,0.8923416
SRR6724570,0.4961446,0.055519313,0.008463651,0.4398725
ERR719654,0.07725933,0.013827622,0.01051119,0.89840186
SRR5602135,0.08505565,0.014991015,0.010406524,0.8895468
ERR209163,0.07680774,0.013794273,0.010501891,0.8988961
SRR5399516,0.07678419,0.013791621,0.010468811,0.89895535
SRR5803705,0.0767909,0.013792336,0.0104781985,0.89893854
SRR2175772,0.07711473,0.013820857,0.010629684,0.89843476
SRR6265605,0.08091426,0.014636278,0.017307222,0.88714224
SRR5078635,0.07678419,0.013791621,0.010468811,0.89895535
SRR5203389,0.0769943,0.013809234,0.010536373,0.89866006
SRR5761653,0.07951397,0.0140559375,0.0109215975,0.8955085
SRR5983344,0.53711236,0.051847726,0.008162022,0.40287793
SRR1693214,0.6150348,0.06783125,0.008010834,0.30912304
SRR6876220,0.11776969,0.016519278,0.010147482,0.8555635
SRR7507312,0.085832864,0.018542916,0.10921264,0.7864116
SRR5813328,0.07680878,0.0137937665,0.010468602,0.8989289
SRR064875,0.6150203,0.06779659,0.0080032945,0.30917984
SRR5079196,0.07678419,0.013791621,0.010468811,0.89895535
ERR525759,0.07678419,0.013791621,0.010468811,0.89895535
SRR5548694,0.61502135,0.06779799,0.0080035925,0.30917704
SRR5651462,0.6114155,0.0672366,0.008073747,0.31327415
ERR209711,0.59214854,0.06387377,0.0080807805,0.3358969
SRR6251470,0.6150198,0.06779653,0.008003324,0.30918038
SRR5649162,0.07679033,0.013792098,0.010473311,0.89894426
SRR5758028,0.043279026,0.188744,0.767977,0.0
ERR321232,0.07678676,0.01379177,0.0104689,0.8989526
SRR5399239,0.07678419,0.013791621,0.010468811,0.89895535
ERR1637181,0.11405,0.047517806,0.2980652,0.540367
SRR5757841,0.099906415,0.5129536,0.1824185,0.20472157
ERR719085,0.07681951,0.013794541,0.010491401,0.89889455
SRR5650046,0.07701549,0.0138053,0.010486573,0.8986926
SRR5649041,0.07678419,0.013791621,0.010468811,0.89895535
SRR5757977,0.0716621,0.10284054,0.6062685,0.21922886
SRR5203169,0.076805145,0.013793349,0.0104825795,0.8989189
SRR7507712,0.0772748,0.013841391,0.010737002,0.8981468
SRR5202937,0.07678422,0.013791621,0.010468811,0.89895535
SRR5578917,0.077364475,0.0138989985,0.013258576,0.89547795
SRR5078638,0.07678419,0.013791621,0.010468811,0.89895535
ERR720092,0.077032685,0.013809949,0.010486633,0.89867073
SRR5429245,0.059128344,0.5869915,0.2769677,0.07691246
SRR5079134,0.076903194,0.013813764,0.010988653,0.8982944
SRR5203165,0.07678473,0.01379168,0.010469109,0.8989545
SRR5757891,0.04316792,0.16433692,0.7537441,0.038751006
ERR695602,0.14414081,0.02174431,0.009946257,0.8241686
SRR5813458,0.07678419,0.013791621,0.010468811,0.89895535
SRR5548684,0.07678419,0.013791621,0.010468811,0.89895535
SRR2918676,0.6150203,0.06779656,0.008003354,0.30917978
ERR719644,0.07682997,0.013794601,0.010469973,0.89890546
SRR1927149,0.07678434,0.0137916505,0.010469347,0.89895463
SRR5813333,0.07679498,0.013792455,0.010468751,0.8989438
ERR719062,0.08338311,0.014334351,0.011374593,0.89090794
SRR5802402,0.07678443,0.01379168,0.0104697645,0.89895415
SRR6265249,0.07679567,0.013792276,0.01047197,0.8989401
SRR5203109,0.07678422,0.013791621,0.01046893,0.8989552
SRR5078927,0.07678419,0.013791621,0.010468811,0.89895535
SRR6182462,0.07678419,0.013791621,0.010468811,0.89895535
SRR5078637,0.07678419,0.013791621,0.010468811,0.89895535
SRR5079071,0.07678419,0.013791621,0.010468811,0.89895535
SRR5637788,0.07678419,0.013791621,0.010468811,0.89895535
SRR5578989,0.07680687,0.013792992,0.010470152,0.89892995
SRR5813292,0.076895356,0.013798863,0.0104905665,0.8988152
SRR089497,0.61508274,0.06799796,0.008046716,0.30887258
SRR6264720,0.07678419,0.013791621,0.010468811,0.89895535
SRR5602043,0.07751706,0.013857305,0.010725141,0.89790046
SRR5651458,0.1359447,0.01673767,0.009789646,0.837528
SRR961827,0.07678419,0.013791621,0.010468811,0.89895535
SRR5079242,0.07678419,0.013791621,0.010468811,0.89895535
SRR5983347,0.6115759,0.06746706,0.00808239,0.31287467
SRR5396464,0.5255434,0.055231124,0.008301973,0.41092348
SRR5548275,0.6150203,0.06779656,0.008003354,0.30917978
SRR090275,0.55874014,0.051582843,0.00793606,0.381741
SRR3313038,0.091329694,0.016847163,0.010476291,0.8813468
ERR209398,0.076842755,0.013795942,0.010489851,0.8988714
ERR719948,0.07759771,0.01385197,0.010548502,0.8980018
SRR5610018,0.07678577,0.01379177,0.010470659,0.89895177
SRR6330976,0.07678419,0.013791621,0.010468811,0.89895535
ERR525865,0.078213036,0.013859361,0.010437995,0.8974896
SRR6264412,0.07678419,0.013791621,0.010468811,0.89895535
SRR5629131,0.08641791,0.01424697,0.010275036,0.8890601
ERR209340,0.61498994,0.067804426,0.008006573,0.3091991
SRR1693228,0.615082,0.06791064,0.008027643,0.30897963
SRR5429339,0.059411645,0.5872519,0.27693874,0.07639772
ERR719798,0.07678756,0.013791949,0.0104729235,0.8989476
ERR209784,0.08691177,0.014849335,0.010354072,0.88788486
SRR5078790,0.07678419,0.013791621,0.010468811,0.89895535
SRR5602099,0.07690433,0.013800025,0.010491848,0.89880383
ERR719869,0.07678616,0.013791829,0.010471225,0.8989508
SRR5602049,0.076790154,0.013792187,0.010475814,0.8989419
SRR5866281,0.2858979,0.023940682,0.008686125,0.6814753
ERR719184,0.07762399,0.0138579905,0.010533541,0.8979845
SRR064895,0.6150203,0.06779656,0.008003354,0.30917978
SRR5399486,0.07678419,0.013791621,0.010468811,0.89895535
SRR5548237,0.39393407,0.0230155,0.007871449,0.575179
ERR525754,0.07680547,0.013794363,0.010508299,0.89889187
SRR5650187,0.07679251,0.013792068,0.010470241,0.8989452
SRR7507379,0.076823354,0.013797969,0.010546535,0.89883214
SRR5649003,0.07678422,0.013791621,0.010469019,0.8989551
SRR1766029,0.077822536,0.013889343,0.010545194,0.8977429
ERR209742,0.1207425,0.017129749,0.009913564,0.8522142
SRR5431541,0.07678419,0.013791621,0.010468811,0.89895535
ERR720038,0.07683051,0.013794333,0.010470241,0.8989049
SRR5548981,0.6150674,0.067864805,0.0080176,0.30905014
SRR5578987,0.07693142,0.013801247,0.010504007,0.8987633
SRR5802221,0.07678419,0.013791621,0.010468811,0.89895535
SRR5218371,0.083958626,0.014539063,0.010376513,0.8911258
SRR5548899,0.6150204,0.06779742,0.008003533,0.30917865
DRR092047,0.07678419,0.013791621,0.010468811,0.89895535
SRR961850,0.076899946,0.0138067305,0.010639787,0.8986535
SRR5578963,0.07945499,0.014016956,0.010594398,0.8959336
SRR6928762,0.07678419,0.013791621,0.01046887,0.89895535
ERR209511,0.07698399,0.013805956,0.0104723275,0.8987377
ERR321378,0.07679069,0.013792247,0.010468781,0.8989483
SRR5648932,0.07678419,0.013791621,0.010468811,0.89895535
SRR051713,0.077085614,0.013821125,0.010653019,0.89844024
SRR5602047,0.07680014,0.013792574,0.010469049,0.89893824
SRR5758019,0.08518618,0.01429832,0.010666013,0.8898495
SRR935777,0.07678419,0.013791621,0.010468811,0.89895535
SRR5548025,0.6151092,0.06793928,0.008033097,0.30891842
SRR5343089,0.07678419,0.013791621,0.010468811,0.89895535
ERR1398126,0.07738358,0.013840854,0.010524243,0.8982513
SRR5202882,0.07678521,0.01379168,0.010468841,0.8989543
SRR5078733,0.07678419,0.013791621,0.01046887,0.89895535
SRR5602242,0.07678458,0.0137916505,0.01046896,0.8989548
SRR5637783,0.07738736,0.013930142,0.011813581,0.89686894
SRR7690166,0.6104597,0.0672389,0.008042812,0.31425858
SRR5649118,0.07679281,0.01379323,0.010504097,0.89890987
SRR7507490,0.07683432,0.013794959,0.010480404,0.8988903
ERR525972,0.07695213,0.013802677,0.01048696,0.89875823
SRR5202950,0.078333706,0.014170885,0.016513824,0.89098155
SRR5428920,0.059128344,0.5869915,0.2769677,0.07691246
SRR5202912,0.6132113,0.07075521,0.008739531,0.30729395
ERR719766,0.081906974,0.014194399,0.010419786,0.8934789
SRR6265018,0.07678419,0.013791621,0.010468811,0.89895535
ERR719432,0.07686469,0.013802111,0.010468006,0.8988652
SRR5343174,0.07678419,0.013791621,0.01046887,0.89895535
SRR5629152,0.07686335,0.013803959,0.010617852,0.89871484
SRR6264094,0.07678419,0.013791621,0.010468811,0.89895535
SRR5637735,0.6150203,0.06779656,0.008003354,0.30917978
SRR5866289,0.07717031,0.013814598,0.010490298,0.89852476
SRR6683576,0.07678419,0.013791621,0.010468811,0.89895535
SRR6942382,0.60099316,0.06436089,0.008094251,0.32655174
SRR5078687,0.07678419,0.013791621,0.010468811,0.89895535
SRR1687098,0.6147771,0.06799206,0.008057833,0.309173
SRR2914158,0.07678419,0.013791621,0.010468811,0.89895535
ERR209277,0.07690838,0.013801575,0.0105112195,0.8987788
SRR5637736,0.076787025,0.01379177,0.010469019,0.8989522
SRR6265693,0.07678419,0.013791621,0.010468811,0.89895535
SRR7507664,0.07697502,0.013828635,0.01091513,0.8982812
ERR525936,0.078009516,0.013915062,0.0107649565,0.8973105
ERR1823591,0.1760397,0.020694584,0.00943467,0.79383105
SRR5983298,0.581954,0.06130436,0.008097053,0.3486446
SRR5429336,0.1524169,0.6158746,0.23170847,0.0
SRR5548374,0.61645275,0.06991333,0.008454561,0.30517936
SRR6264664,0.090360254,0.021979809,0.1145452,0.77311474
ERR719444,0.07706708,0.0138403475,0.0104676485,0.8986249
SRR961814,0.077359974,0.013834536,0.010533363,0.89827216
SRR6265650,0.07678419,0.013791621,0.010468811,0.89895535
SRR5078926,0.07678419,0.013791621,0.010468811,0.89895535
SRR5202936,0.07678443,0.0137916505,0.01046887,0.89895505
SRR5947867,0.07837567,0.013891846,0.010454118,0.89727837
SRR961762,0.077988714,0.014145017,0.0129494965,0.8949168
SRR5757793,0.078240305,0.014090568,0.013715446,0.8939537
SRR5650080,0.61531365,0.06825569,0.008099109,0.3083316
SRR5803622,0.07678437,0.0137916505,0.01046893,0.89895505
ERR719306,0.077870905,0.013886094,0.010720372,0.8975226
SRR5813288,0.07678419,0.013791621,0.010468811,0.89895535
SRR5610102,0.07681286,0.013793707,0.010483086,0.89891034
SRR6424631,0.07265851,0.077421874,0.5001063,0.34981334
SRR5431514,0.07678419,0.013791621,0.010468811,0.89895535
SRR5548495,0.6102535,0.06929129,0.00864622,0.31180894
SRR5399195,0.119754635,0.6281356,0.25210983,0.0
SRR5399517,0.07678419,0.013791621,0.010468811,0.89895535
SRR5813357,0.07678419,0.013791621,0.010468811,0.89895535
SRR5758029,0.047480337,0.20155442,0.7509653,0.0
ERR209220,0.07798609,0.013894886,0.010716021,0.897403
SRR5399241,0.6150203,0.06779656,0.008003354,0.30917978
SRR5078830,0.07678419,0.013791621,0.010468811,0.89895535
SRR1693360,0.61503,0.06794691,0.008037865,0.30898523
SRR5580598,0.07679528,0.013792485,0.010475427,0.8989368
SRR5761698,0.0769358,0.013801724,0.010476202,0.8987863
SRR5757771,0.0444085,0.19223842,0.76335305,0.0
SRR6264265,0.07678419,0.013791621,0.010468811,0.89895535
SRR7690065,0.07681477,0.013793558,0.010476023,0.89891565
SRR1687047,0.61385846,0.06799084,0.008084089,0.31006658
SRR5802328,0.07678875,0.013792276,0.010480523,0.8989384
SRR6330953,0.076946765,0.013803631,0.010513365,0.89873624
SRR6264257,0.07688442,0.013814539,0.010702372,0.8985987
SRR5813296,0.07750222,0.013850749,0.010646969,0.89800006
ERR719846,0.077050894,0.013810456,0.01052174,0.8986169
SRR6265330,0.07678437,0.0137916505,0.01046887,0.8989551
SRR5649089,0.0769372,0.013801843,0.010489374,0.8987716
ERR526054,0.07678419,0.013791621,0.010468811,0.89895535
SRR6264491,0.07754791,0.013865769,0.010669082,0.8979173
SRR6724492,0.62453634,0.0994429,0.015570223,0.26045054
SRR5602114,0.07678419,0.013791621,0.010468811,0.89895535
SRR6724575,0.084984004,0.016710788,0.03014803,0.86815715
SRR5803764,0.078186214,0.013873905,0.010513246,0.8974266
SRR1687427,0.6054283,0.06648904,0.008055121,0.3200276
SRR5079179,0.07678419,0.013791621,0.010468811,0.89895535
SRR5431516,0.2626809,0.5615928,0.17572634,0.0
SRR6724425,0.60687906,0.06721249,0.008042872,0.31786555
SRR5203089,0.07678419,0.013791621,0.010468811,0.89895535
ERR011348,0.07678419,0.013791621,0.010468811,0.89895535
ERR1809148,0.07720137,0.013852239,0.010886878,0.8980595
SRR6331086,0.07678419,0.013791621,0.010468811,0.89895535
SRR5091546,0.077578396,0.013862252,0.010666579,0.8978928
SRR5803695,0.07678419,0.013791621,0.010468811,0.89895535
ERR321301,0.07680994,0.013793498,0.010478437,0.89891815
SRR5079052,0.07678419,0.013791621,0.010468811,0.89895535
SRR5758124,0.041607123,0.18351513,0.7748777,0.0
ERR209382,0.07679331,0.013792783,0.010485679,0.8989282
SRR5803621,0.07683951,0.0137987435,0.010550886,0.89881086
SRR6251517,0.5304986,0.047905475,0.008124977,0.41347098
SRR5548494,0.61502045,0.06779683,0.008003324,0.30917943
SRR6185292,0.0768553,0.01379931,0.010468274,0.89887714
SRR6182292,0.07681489,0.013796985,0.01055485,0.8988333
SRR5813192,0.07729319,0.013830215,0.010587096,0.8982895
ERR719340,0.077082515,0.013814449,0.010542959,0.89856005
SRR5601957,0.07691303,0.013815552,0.010748953,0.8985225
SRR5803734,0.076785505,0.013791859,0.010474235,0.89894843
SRR5091515,0.11062145,0.015467763,0.009986579,0.8639242
SRR5757766,0.3992274,0.02788958,0.010685861,0.56219715
SRR5548412,0.23897198,0.08202118,0.3282287,0.3507781
SRR5761734,0.07678452,0.0137916505,0.010470003,0.8989538
SRR6264063,0.056797713,0.123096526,0.6707401,0.14936566
SRR6942396,0.07702938,0.013808787,0.010515749,0.8986461
SRR5602284,0.07678428,0.013791621,0.010468841,0.8989552
SRR5580573,0.076788604,0.013792098,0.010475457,0.89894384
SRR5649138,0.07709941,0.013831973,0.010469168,0.89859945
SRR5429301,0.059128344,0.5869915,0.2769677,0.07691246
SRR7507361,0.08342135,0.014426142,0.010447919,0.89170456
ERR719603,0.07693964,0.01380226,0.010503352,0.8987547
ERR720046,0.07682669,0.013794124,0.010468155,0.898911
SRR5610113,0.07678419,0.013791621,0.010468811,0.89895535
SRR5429254,0.26191854,0.5620056,0.1760759,0.0
SRR5078901,0.07678419,0.013791621,0.010468811,0.89895535
SRR5761671,0.07678419,0.013791621,0.010468811,0.89895535
SRR5079228,0.07678419,0.013791621,0.010468811,0.89895535
SRR5580491,0.27497694,0.024026215,0.014527559,0.6864693
ERR209210,0.6150203,0.06779656,0.008003354,0.30917978
SRR5866510,0.6303443,0.09309623,0.01411435,0.2624451
SRR5761624,0.07681689,0.013793677,0.01047495,0.89891446
SRR5649095,0.077239454,0.013823509,0.010524452,0.8984126
SRR5291033,0.07678419,0.013791621,0.010468811,0.89895535
SRR5601936,0.077197194,0.013846576,0.011086166,0.89787006
SRR5020879,0.040462833,0.17991284,0.77962434,0.0
SRR5758106,0.03779587,0.17039523,0.77020824,0.021600664
SRR5399177,0.07678419,0.013791621,0.010468811,0.89895535
SRR5580476,0.07689229,0.013802499,0.010567516,0.89873767
SRR3400425,0.6164502,0.06967014,0.0084019005,0.30547774
SRR6182415,0.08777836,0.015072495,0.010526955,0.8866222
SRR5079034,0.07678434,0.0137916505,0.010468811,0.8989552
SRR6724500,0.60611165,0.067676395,0.008173376,0.31803858
SRR5429124,0.07513189,0.6034338,0.27509084,0.046343446
SRR6264203,0.07678419,0.013791621,0.010468811,0.89895535
ERR526048,0.07678419,0.013791621,0.010468811,0.89895535
SRR5343085,0.0769338,0.013802856,0.010529846,0.8987335
SRR5203026,0.07678419,0.013791621,0.010468811,0.89895535
ERR209287,0.07678524,0.01379171,0.01046887,0.89895415
SRR5813399,0.07708353,0.013812214,0.010503441,0.8986008
SRR5580557,0.07678419,0.013791621,0.010468811,0.89895535
SRR6424558,0.03779587,0.17039523,0.77020824,0.021600664
SRR5343118,0.07678419,0.013791621,0.01046887,0.89895535
ERR719078,0.076809555,0.013793707,0.010486662,0.89891005
SRR051683,0.0774281,0.013826668,0.010455459,0.8982898
SRR5429223,0.059128344,0.5869915,0.2769677,0.07691246
ERR209837,0.6150505,0.06785965,0.008016825,0.30907303
ERR719122,0.07692054,0.013801724,0.010472447,0.89880526
SRR6424737,0.03779587,0.17039523,0.77020824,0.021600664
SRR6024846,0.07678419,0.013791621,0.010468811,0.89895535
SRR5866330,0.61408293,0.06768963,0.00800699,0.31022042
SRR5429264,0.059128344,0.5869915,0.2769677,0.07691246
SRR5431391,0.07693863,0.013804406,0.010550886,0.8987061
SRR6024844,0.07678524,0.01379168,0.010469496,0.89895356
SRR7464963,0.46995535,0.07602504,0.32963562,0.124383986
ERR209719,0.61306816,0.06761816,0.008063108,0.31125057
SRR5648770,0.07765609,0.013861179,0.010603666,0.89787906
SRR6264161,0.07678419,0.013791621,0.010468811,0.89895535
SRR5602308,0.07678467,0.013791591,0.010469049,0.8989547
SRR5650115,0.6150299,0.06780934,0.0080060065,0.30915475
SRR5650188,0.61067116,0.06703624,0.008019984,0.31427258
SRR6474312,0.076995045,0.01380828,0.010544419,0.89865226
ERR321302,0.07680085,0.013792753,0.0104753375,0.898931
SRR5866416,0.078781605,0.014271587,0.010479122,0.8964677
ERR209585,0.07678431,0.0137916505,0.010468811,0.8989552
ERR525888,0.07678419,0.013791621,0.010468811,0.89895535
SRR6331166,0.07678443,0.0137916505,0.01046899,0.8989549
ERR209842,0.07694739,0.013803363,0.010484099,0.89876515
SRR5203156,0.07678443,0.0137916505,0.010469079,0.89895487
SRR5580481,0.0767844,0.0137916505,0.01046893,0.898955
ERR719059,0.08279434,0.014261335,0.01111418,0.89183015
ERR525999,0.0787307,0.013969749,0.0104447305,0.8968548
ERR719329,0.07706559,0.013813078,0.010539591,0.89858174
SRR5803675,0.07678947,0.013792276,0.010479599,0.89893866
SRR5758177,0.03779587,0.17039523,0.77020824,0.021600664
SRR5020898,0.039133042,0.16575846,0.76274484,0.032363653
SRR5580475,0.07764763,0.0139038265,0.01125589,0.89719266
SRR5813474,0.07681066,0.013793051,0.010470122,0.89892614
SRR7082883,0.07678467,0.0137916505,0.010468811,0.89895487
SRR5343126,0.07678419,0.013791621,0.010468811,0.89895535
SRR5757840,0.10404748,0.04130298,0.11812344,0.73652613
SRR6182447,0.3743127,0.06867668,0.057491124,0.49951947
SRR5343106,0.07678419,0.013791621,0.010468811,0.89895535
SRR5399500,0.07678419,0.013791621,0.010468811,0.89895535
SRR6264295,0.076951146,0.013802528,0.010482013,0.8987643
SRR6724510,0.61548996,0.068684906,0.008187115,0.307638
SRR961771,0.07687393,0.013800561,0.010516942,0.8988086
SRR5802375,0.07680628,0.013795942,0.010553926,0.8988439
ERR719128,0.07680464,0.013792843,0.010471374,0.89893115
SRR5866419,0.07683292,0.013795733,0.010496587,0.89887476
SRR6264169,0.07691988,0.0138196945,0.010963351,0.8982971
ERR719380,0.07679707,0.013792396,0.010471642,0.8989389
SRR7690052,0.22022358,0.028204173,0.009460241,0.74211204
SRR961739,0.07680124,0.013793677,0.010497302,0.8989078
SRR5079265,0.07678419,0.013791621,0.010468811,0.89895535
SRR5580601,0.07804465,0.014023721,0.012479901,0.8954517
SRR2914250,0.076842785,0.013795346,0.010478526,0.89888334
SRR5802253,0.07678419,0.013791621,0.010468811,0.89895535
SRR5548617,0.35318398,0.071875066,0.15324244,0.4216985
SRR5343156,0.07678434,0.013791591,0.010469407,0.89895463
SRR6264793,0.07678419,0.013791621,0.010468811,0.89895535
SRR5757888,0.043241262,0.15773463,0.74573576,0.05328834
SRR5079247,0.07678419,0.013791621,0.010468811,0.89895535
ERR720152,0.0768587,0.013796598,0.01047641,0.8988683
SRR5602000,0.076895446,0.013796985,0.010466784,0.8988408
SRR5649167,0.07678419,0.013791621,0.010468811,0.89895535
ERR719053,0.07882914,0.013977647,0.010944545,0.8962487
ERR525954,0.07678419,0.013791621,0.010468811,0.89895535
SRR5020843,0.044531867,0.1926169,0.76285124,0.0
SRR5903753,0.07678419,0.013791621,0.010468811,0.89895535
SRR6265264,0.09068638,0.031169444,0.09170747,0.7864367
SRR6265563,0.08184326,0.01524806,0.02281186,0.8800968
SRR5343152,0.07678422,0.013791621,0.01046887,0.8989553
ERR209473,0.07688412,0.013798565,0.010495722,0.8988216
ERR526075,0.6150203,0.06779662,0.008003324,0.30917978
SRR5079213,0.03779587,0.17039523,0.77020824,0.021600664
SRR5637755,0.23556945,0.034200132,0.010250986,0.7199794
SRR5757922,0.048016816,0.1452941,0.72074676,0.08594233
SRR5757744,0.07681906,0.013793528,0.010471374,0.898916
ERR321530,0.11067295,0.015846014,0.010107309,0.86337376
SRR7507350,0.07678419,0.013791621,0.01046887,0.89895535
SRR5548762,0.61547345,0.06907746,0.008269459,0.3071797
SRR7507473,0.07685846,0.013799638,0.01054436,0.8987975
SRR5577158,0.08473605,0.014470428,0.012580097,0.8882134
ERR719844,0.07702944,0.0138088465,0.010517985,0.89864373
SRR068121,0.07678419,0.013791621,0.010468811,0.89895535
SRR5947832,0.31744304,0.02294588,0.009418011,0.6501931
SRR5218347,0.6152518,0.0681757,0.00808683,0.30848575
SRR6330921,0.07678428,0.0137916505,0.01046896,0.8989551
SRR961748,0.0770753,0.013851881,0.011136174,0.89793664
SRR7507613,0.07759702,0.013867587,0.010506988,0.8980284
ERR209822,0.61502576,0.06780806,0.008005947,0.30916023
SRR7507391,0.076811194,0.013793707,0.010481894,0.8989132
SRR5649144,0.07678419,0.013791621,0.010468811,0.89895535
ERR525832,0.6113619,0.069657445,0.008683056,0.3102976
SRR5637812,0.07678419,0.013791621,0.010468811,0.89895535
ERR209527,0.07704732,0.013811499,0.010541856,0.8985993
ERR719814,0.07732281,0.013860166,0.011129439,0.89768755
SRR5651408,0.61259186,0.071478456,0.008973926,0.3069557
SRR6264633,0.07678419,0.013791621,0.010468811,0.89895535
ERR209867,0.5872239,0.061940312,0.00804618,0.34278965
SRR6264905,0.077251256,0.013826251,0.010519952,0.8984026
SRR5429320,0.05917555,0.5870406,0.27695173,0.076832116
SRR5079281,0.07678419,0.013791621,0.010468811,0.89895535
ERR209328,0.07724041,0.013829887,0.0106007755,0.8983289
ERR209583,0.6147889,0.067774296,0.008004367,0.30943245
SRR5758128,0.045693263,0.19617015,0.7581366,0.0
ERR525839,0.07678419,0.013791621,0.010468811,0.89895535
SRR5580587,0.07680678,0.013792992,0.01047501,0.8989252
SRR5650038,0.61474997,0.07011363,0.00850904,0.3066274
SRR5429358,0.059916943,0.5877198,0.27674717,0.07561606
SRR5078688,0.07678419,0.013791621,0.010468811,0.89895535
SRR5648802,0.07678419,0.013791621,0.010468811,0.89895535
SRR5803610,0.26359147,0.022847772,0.013552964,0.7000078
SRR5796739,0.6157218,0.068712205,0.008196861,0.3073691
SRR5202910,0.07714814,0.013815939,0.010470033,0.8985659
ERR321205,0.076844245,0.013798475,0.010537654,0.8988196
SRR6901800,0.07678971,0.013792485,0.010486096,0.89893174
