,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
ERR2003118,0.9929744,0.00053849816,0.00050127506,0.0009884536,0.0002747476,0.00021612644,0.00012916327,0.0012608469,0.0007890761,0.00025820732,0.00023370981,0.000101952275,0.0017335415
SRR6028414,0.99297434,0.00053855777,0.00050124526,0.000988394,0.0002747476,0.00021621585,0.00012916327,0.0012608767,0.0007890761,0.00025820732,0.00023376942,0.00010195267,0.0017334819
ERR531824,0.9929744,0.00053849816,0.00050127506,0.0009884536,0.0002747476,0.00021612644,0.00012916327,0.0012608469,0.0007890761,0.00025820732,0.00023370981,0.000101952275,0.0017335415
ERR1310275,0.9929743,0.00053855777,0.00050130486,0.000988394,0.0002747476,0.00021612644,0.00012919307,0.0012608767,0.0007891059,0.00025826693,0.00023370981,0.00010195218,0.0017334819
SRR6394209,0.0074186623,0.0004838705,0.0027911067,0.0015456676,0.0005134344,0.0003027022,0.0009468198,0.0019411147,0.0011357665,0.00039488077,0.0006495714,0.0007942021,0.9810822
SRR994946,0.0074082017,0.00048404932,0.0027923882,0.0015448034,0.0005132854,0.0003027618,0.000947237,0.0019418597,0.0011356771,0.00039479136,0.0006496608,0.0007945895,0.98109066
SRR6239875,0.011936426,0.0040264726,0.060055405,0.79565275,0.010954767,0.0009932518,0.0036709309,0.005130589,0.00077962875,0.005234629,0.009293973,0.004060447,0.0882107
SRR346841,0.0023652017,0.0029214919,0.8977811,0.006783217,0.00085920095,0.0008455515,0.0012077093,0.001262039,0.002990663,0.0012597144,0.001309365,0.002574265,0.07784045
ERR1971288,0.9929744,0.00053849816,0.00050127506,0.0009884536,0.0002747476,0.00021612644,0.00012916327,0.0012608469,0.0007890761,0.00025820732,0.00023370981,0.000101952275,0.0017335415
SRR3931535,0.0026440918,0.0005193651,0.0068071783,0.0030241609,0.0015921295,0.00074881315,0.0007021129,0.0012783408,0.0019591749,0.0009457171,0.0011239052,0.0018311143,0.9768239
DRR044018,0.0016011631,0.0037277283,0.9558994,0.020167468,0.0015002878,0.001304041,0.0018934803,0.0030636517,0.0044154804,0.0017869263,0.0012319954,0.0034083868,0.0
ERR498467,0.9929744,0.00053849816,0.00050127506,0.0009884536,0.0002747476,0.00021612644,0.00012916327,0.0012608469,0.0007890761,0.00025820732,0.00023370981,0.000101952275,0.0017335415
SRR1617951,0.9929744,0.00053849816,0.00050127506,0.0009884536,0.0002747476,0.00021612644,0.00012916327,0.0012608469,0.0007890761,0.00025820732,0.00023370981,0.000101952275,0.0017335415
SRR1743129,0.0027141576,0.007000152,0.88523895,0.051003303,0.0021051322,0.0041173394,0.0012384857,0.0023142416,0.0027056294,0.0039135185,0.008886899,0.028762257,0.0
