,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
ERR499961,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
SRR6411718,0.005827248,0.00025889277,0.0021601915,0.0014363527,0.00037887692,0.00027140975,0.00058829784,0.0011677742,0.0009499192,0.00045731664,0.0007123351,0.000769645,0.9850217
ERR1811131,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
SRR1583584,0.0008209944,0.001033932,0.062172502,0.017352223,0.0012210011,0.00051522255,0.00225088,0.0036403835,0.001014024,0.000544399,0.00076690316,0.0010686517,0.90759885
SRR7449297,0.005828738,0.00025892258,0.0021594763,0.0014360249,0.00037884712,0.00027146935,0.00058841705,0.0011671185,0.0009498894,0.00045737624,0.0007123351,0.0007696748,0.9850217
ERR1310299,0.99396765,0.0006275475,0.0006417334,0.0005083978,0.00041928887,0.00024789572,0.00012373924,0.0005906522,0.0007326007,0.0002925694,0.00023680925,0.00020128489,0.0014098883
SRR1145342,0.0013683105,0.006129968,0.9702119,0.0066065933,0.0010196501,0.0008188716,0.0053723403,0.002305804,0.0032271883,0.0008298551,0.001028349,0.0010810992,0.0
SRR6931830,0.0058264136,0.00025895238,0.0021603107,0.0014366508,0.00037899613,0.00027143955,0.00058847666,0.0011669099,0.00095000863,0.00045743585,0.0007124245,0.0007698536,0.9850221
ERR1313476,0.9939687,0.0006275177,0.0006417036,0.0005083382,0.00041925907,0.00024786592,0.00012370944,0.0005905926,0.0007326901,0.0002925694,0.00023683906,0.00020128489,0.0014088154
SRR5196301,0.004263637,0.029319888,0.034965694,0.06503523,0.053350836,0.008767388,0.7551188,0.0028083427,0.005717757,0.008506076,0.015720922,0.016425364,0.0
ERR1331878,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
ERR498816,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
ERR2739135,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
ERR441703,0.006314577,0.0019848966,0.00511661,0.003865244,0.031588003,0.0023321514,0.00208915,0.9339355,0.0024417595,0.0024993,0.0017185832,0.006114117,0.0
ERR209778,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
SRR5870044,0.005828738,0.00025892258,0.0021594763,0.0014360249,0.00037884712,0.00027146935,0.00058841705,0.0011671185,0.0009498894,0.00045737624,0.0007123351,0.0007696748,0.9850217
ERR1712495,0.00580737,0.004507154,0.009230167,0.7298648,0.011286199,0.0018649101,0.004695773,0.008018374,0.0041321516,0.006801158,0.0037430227,0.0060047805,0.20404422
ERR1311006,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
ERR2511926,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
SRR6412038,0.0057580173,0.0002605915,0.0022072196,0.0014584064,0.00037774444,0.0002720058,0.00058475137,0.0011923015,0.00094631314,0.00045397878,0.000708431,0.0007651746,0.98501503
DRR043888,0.0013837133,0.007816638,0.9673562,0.0062898765,0.0010590297,0.00079937594,0.006007886,0.0025610377,0.003738915,0.00090803095,0.0010213164,0.0010579231,0.0
SRR6038497,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
ERR441309,0.006313624,0.001986356,0.0051125516,0.003872403,0.0316061,0.0023354103,0.002088972,0.93388915,0.0024481725,0.0025008856,0.001719566,0.0061268206,0.0
ERR1913153,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
SRR8485004,0.90553087,0.0003233552,0.0018574595,0.0012728572,0.0008764863,0.00011349414,8.895209e-05,0.0011300147,0.0003811121,0.00035884976,0.0002681315,0.00011952611,0.08767891
SRR1948839,0.005828738,0.00025892258,0.0021594763,0.0014360249,0.00037884712,0.00027146935,0.00058841705,0.0011671185,0.0009498894,0.00045737624,0.0007123351,0.0007696748,0.9850217
ERR522326,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
SRR3362197,0.9939684,0.0006274879,0.0006415546,0.000508368,0.00041919947,0.00024792552,0.00012373924,0.0005905926,0.0007326305,0.0002925098,0.00023680925,0.00020134449,0.0014094114
