,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections,Unknown
SRR5079024,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5203129,0.022327662,0.010156542,0.011314809,0.003793031,0.95240796
ERR719549,0.02322033,0.0103957355,0.011227369,0.0037497878,0.9514068
SRR6264048,0.022337437,0.010160297,0.011313587,0.0037935972,0.9523951
SRR5763476,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5629112,0.7523265,0.010933071,0.016613305,0.0804663,0.13966084
ERR719505,0.027925253,0.011481434,0.010822594,0.0034478903,0.9463228
SRR5983269,0.5248009,0.012020767,0.014213383,0.036664546,0.4123004
SRR6264765,0.022364467,0.010164946,0.0113144815,0.0037908852,0.9523652
SRR6474317,0.02262637,0.010232747,0.011285335,0.0037665367,0.952089
ERR719974,0.02313888,0.010389864,0.011276484,0.003733784,0.95146096
ERR011275,0.20392656,0.013291866,0.018326074,0.0060691833,0.7583863
SRR5758027,0.15344769,0.014857501,0.05832973,0.4172204,0.35614467
SRR5651397,0.022576332,0.010220349,0.011290044,0.003770709,0.9521426
SRR5203212,0.022326916,0.010156393,0.01131472,0.0037930906,0.9524089
ERR719758,0.026026487,0.011110157,0.011033028,0.0035629272,0.9482674
ERR1809130,0.022327214,0.010156542,0.01131466,0.0037929416,0.9524087
SRR5079209,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5202893,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR6724534,0.02744317,0.58429074,0.30410802,0.06633258,0.017825484
SRR6331462,0.022326767,0.010156393,0.01131472,0.0037930906,0.952409
SRR5602312,0.022362173,0.010165244,0.01131317,0.0037904978,0.9523689
SRR7507459,0.022342265,0.010159254,0.011315197,0.003792286,0.952391
SRR5091599,0.022765547,0.010273457,0.011305749,0.0037643015,0.95189095
SRR6182409,0.052467078,0.011949331,0.011149496,0.005448222,0.91898584
SRR6264885,0.022896886,0.010225087,0.011241913,0.0038771331,0.951759
SRR6265663,0.022327185,0.010156423,0.01131472,0.0037929714,0.9524087
SRR5078673,0.022326738,0.010156393,0.01131472,0.0037930906,0.952409
SRR6265605,0.022378772,0.010171056,0.01131168,0.003788799,0.95234966
SRR5648906,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5343144,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5758081,0.15315145,0.024552077,0.13163373,0.6724109,0.018251836
SRR5813465,0.03564036,0.012649924,0.009532154,0.0041776597,0.9379999
SRR5602002,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5802399,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR6331286,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5078648,0.022326738,0.010156393,0.01131472,0.0037930906,0.952409
SRR5079216,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
ERR525854,0.059806198,0.017096758,0.00455904,0.01175043,0.9067876
SRR5078900,0.022326797,0.010156333,0.011314809,0.0037929714,0.9524091
ERR011350,0.022330493,0.010157287,0.011314422,0.0037927628,0.95240504
SRR5548530,0.16055045,0.016868442,0.01579395,0.002596587,0.8041906
ERR209177,0.023006946,0.010347694,0.011271656,0.0037383437,0.95163536
ERR209293,0.022471964,0.010194927,0.0113095045,0.0037826896,0.95224094
SRR5813285,0.022480488,0.010198712,0.011305451,0.0037806034,0.95223475
SRR5757787,0.16309622,0.020085514,0.10585663,0.64958614,0.0613755
SRR5983394,0.1661546,0.014069885,0.05797693,0.46373054,0.29806805
SRR5942087,0.12894078,0.027807124,0.16905977,0.6741923,0.0
SRR6724475,0.02744168,0.58434165,0.3041317,0.06633204,0.017752945
ERR011180,0.026061356,0.011218429,0.011201948,0.00361228,0.947906
SRR5757875,0.14043348,0.026848795,0.15275049,0.67996716,0.0
SRR6264104,0.07347453,0.012111664,0.027089775,0.071462005,0.81586206
SRR7423261,0.040738285,0.072000325,0.04914078,0.006292641,0.831828
ERR209611,0.057128847,0.013415039,0.011013925,0.00399822,0.91444397
SRR5813422,0.0225873,0.010222197,0.011287957,0.0037696064,0.95213294
SRR5429088,0.010113895,0.08493966,0.56495064,0.28727365,0.052722156
SRR5429242,0.00979352,0.08221468,0.5598221,0.27958488,0.0685848
ERR525842,0.02398765,0.010561913,0.01114589,0.0036641657,0.9506404
ERR209804,0.86419463,0.014206737,0.014278263,0.06225401,0.045066297
ERR011344,0.022326857,0.010156333,0.011314809,0.0037929714,0.952409
SRR7507444,0.022369862,0.010163635,0.011319935,0.0037922561,0.9523543
SRR6264519,0.76452374,0.01386264,0.014995277,0.04772222,0.15889615
SRR5813378,0.02387163,0.010566235,0.011185974,0.003665477,0.95071065
SRR5343158,0.022326827,0.010156333,0.011314809,0.0037930012,0.952409
SRR6182413,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR1766079,0.022355497,0.010164589,0.011313349,0.0037907064,0.9523759
SRR6264938,0.022331476,0.010157615,0.011314392,0.0037926137,0.9524039
SRR5431552,0.078214824,0.18593052,0.076137364,0.0071110427,0.65260625
SRR5802215,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR6265047,0.022327632,0.010156542,0.011314601,0.0037929118,0.9524083
SRR7464879,0.8561684,0.013751835,0.0143714845,0.06335583,0.05235243
SRR5202898,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR6450963,0.8413401,0.014861196,0.015364975,0.058677375,0.06975633
SRR5091562,0.022478461,0.010197818,0.011303633,0.003780216,0.9522399
SRR5548742,0.8643031,0.014134645,0.014205039,0.062092543,0.04526466
SRR5866451,0.022327363,0.010156423,0.01131472,0.003793031,0.95240843
SRR6265264,0.022326827,0.010156423,0.011314809,0.0037930608,0.9524089
ERR719296,0.025688022,0.011105329,0.011164516,0.0036576986,0.9483844
SRR5983298,0.7335588,0.0137555,0.014735192,0.0433127,0.1946379
ERR209605,0.037146866,0.013572395,0.0106108785,0.0030864477,0.9355834
SRR1763591,0.8645539,0.014404833,0.014415562,0.062490165,0.04413551
SRR5078797,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5343106,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5813295,0.022572875,0.010222465,0.0113096535,0.0037769973,0.95211804
SRR5866271,0.022327691,0.010156542,0.011314571,0.0037929416,0.95240825
SRR6264391,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5580417,0.0224334,0.010187626,0.011310548,0.0037848353,0.9522836
SRR5650021,0.7686541,0.01445514,0.014632076,0.043087035,0.1591717
SRR2918705,0.05023125,0.017430812,0.04935381,0.23767573,0.6453084
SRR5079088,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5343065,0.022327662,0.010156602,0.01131466,0.0037929714,0.9524081
SRR1929574,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
ERR719041,0.024341345,0.010728359,0.011164278,0.0037196875,0.9500463
SRR6185225,0.86407375,0.01418227,0.014261484,0.062229812,0.04525268
ERR209450,0.052610427,0.0142451525,0.010570824,0.0033422112,0.9192314
SRR5549069,0.20227966,0.010267317,0.014696091,0.024461687,0.74829525
SRR6424483,0.12894793,0.027805697,0.16904879,0.6741976,0.0
ERR209848,0.86426777,0.01415658,0.014227837,0.06214252,0.045205355
SRR5803742,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR6185208,0.86430264,0.014134526,0.014204919,0.062092453,0.045265436
SRR5431385,0.022330374,0.0101572275,0.011314511,0.003792733,0.95240515
ERR719529,0.19187209,0.014342368,0.014215529,0.007478416,0.7720916
SRR5761785,0.022326887,0.010156393,0.01131472,0.003793031,0.95240897
ERR719615,0.022538692,0.010209978,0.011308312,0.0037786067,0.9521644
SRR5100589,0.022326767,0.010156393,0.01131472,0.0037930906,0.952409
SRR5802268,0.023571163,0.010463923,0.011192173,0.0036880374,0.95108473
SRR5649186,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5429269,0.0523068,0.19361284,0.4748934,0.13169017,0.14749682
SRR5610019,0.022327304,0.010156423,0.01131472,0.0037930012,0.95240855
SRR6264425,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR3313076,0.024729103,0.010721087,0.011015177,0.0036769211,0.9498577
ERR526068,0.05597025,0.014936119,0.0062127113,0.009182304,0.9136986
SRR5079118,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
ERR209330,0.023350447,0.010441065,0.01126498,0.0037248135,0.9512187
SRR3400428,0.86430264,0.014134526,0.014204919,0.062092453,0.045265436
ERR719362,0.02567771,0.010918945,0.010234922,0.004211843,0.9489566
ERR719384,0.022336394,0.010158718,0.0113141835,0.0037922561,0.9523984
ERR525731,0.8643043,0.014135361,0.014205575,0.062093377,0.045261383
SRR5761778,0.043495595,0.052655935,0.03436032,0.005127698,0.86436045
SRR5429074,0.05034557,0.1902554,0.47695592,0.13428625,0.14815688
SRR5757792,0.12893979,0.027807364,0.1690612,0.6741916,0.0
SRR5649194,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5866548,0.022339672,0.010159731,0.011313796,0.0037919283,0.95239484
SRR5548407,0.022326946,0.010156423,0.01131469,0.003793031,0.9524089
ERR719745,0.022378892,0.010168046,0.011314094,0.0037897825,0.9523492
ERR209144,0.8641465,0.014135808,0.014216363,0.06213644,0.045364857
SRR6724482,0.027444541,0.5843639,0.30415958,0.06635475,0.017677248
SRR6182339,0.030351728,0.036523014,0.03335291,0.0051729977,0.8945993
SRR5343189,0.022326887,0.010156393,0.01131472,0.003793031,0.95240897
SRR5203200,0.022326916,0.010156333,0.01131472,0.0037929714,0.952409
SRR6264298,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5548659,0.86432695,0.014144659,0.014211267,0.06210181,0.04521525
SRR5078926,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
ERR525894,0.031200647,0.012016416,0.010288835,0.0036783516,0.9428158
SRR961857,0.022327185,0.010156423,0.01131472,0.003793031,0.9524087
SRR5548092,0.8643319,0.014149666,0.014215022,0.062109023,0.045194387
SRR6182392,0.022249877,0.010231942,0.011432141,0.0038150847,0.952271
ERR719117,0.022750676,0.0102671385,0.011279494,0.003757,0.95194566
SRR5947883,0.1312812,0.016326427,0.013010472,0.004132241,0.83524966
SRR5602136,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5578996,0.4861298,0.020435452,0.012066126,0.01227954,0.46908915
SRR5947849,0.8119136,0.013632894,0.015018016,0.0584594,0.10097611
ERR209839,0.23391843,0.0133597255,0.019555837,0.006207168,0.7269589
SRR5578973,0.04426807,0.013530582,0.007517338,0.0073671043,0.9273169
SRR5078736,0.86429906,0.014134586,0.014204919,0.062090814,0.04527062
SRR6928785,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5078791,0.009347081,0.083241075,0.56352425,0.27831596,0.065571606
ERR720181,0.022346288,0.010160267,0.011315227,0.003791958,0.95238626
ERR719436,0.023068815,0.010343045,0.0112403035,0.0037286282,0.9516192
SRR5203186,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5548788,0.86430264,0.014134526,0.014204919,0.062092453,0.045265436
SRR1008937,0.86430264,0.014134526,0.014204919,0.062092453,0.045265436
SRR5091535,0.022565097,0.010215759,0.011308819,0.003777206,0.9521331
SRR6474236,0.02353561,0.010482341,0.0112499595,0.0037055016,0.95102656
SRR5079179,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5649165,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5203201,0.022326916,0.010156393,0.01131469,0.003793031,0.95240897
SRR5020903,0.12893978,0.027807362,0.1690612,0.6741916,0.0
SRR5796726,0.85498726,0.013765991,0.0143458545,0.062803596,0.054097295
ERR719018,0.022367805,0.010167062,0.011312306,0.0037897825,0.952363
ERR719409,0.022776783,0.010270447,0.011269867,0.0037531853,0.9519297
ERR720020,0.022365302,0.010165334,0.011313468,0.0037903488,0.9523655
SRR5580477,0.022340536,0.0101596415,0.011314124,0.003791988,0.9523937
SRR7507601,0.02238968,0.0101698935,0.01131615,0.0037899911,0.9523343
SRR5983350,0.023991108,0.010610014,0.01128003,0.0036839247,0.9504349
SRR5578992,0.022327036,0.010156423,0.01131469,0.003793031,0.9524088
SRR6264224,0.022328287,0.0101569,0.01131472,0.0037929714,0.9524071
SRR5429334,0.009839952,0.027558684,0.3242814,0.14956528,0.4887547
ERR011318,0.02237472,0.010168672,0.011312842,0.0037896633,0.9523541
SRR6182448,0.04886347,0.013321221,0.0070682466,0.00916177,0.9215853
ERR209444,0.022506207,0.010202348,0.011297435,0.0037769973,0.952217
ERR719389,0.022335082,0.01015836,0.011314273,0.0037924051,0.95239985
SRR5651453,0.6200844,0.016759068,0.013745874,0.02115494,0.3282557
SRR5343056,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
ERR719232,0.023438424,0.010436863,0.011208445,0.0036970675,0.9512192
SRR1185481,0.12907287,0.027780693,0.16885674,0.67428976,0.0
SRR5548586,0.8643247,0.01415354,0.014219284,0.06211865,0.045183837
SRR5079139,0.022416264,0.010178596,0.011303574,0.0037869215,0.9523146
ERR209675,0.8621926,0.014157414,0.014297068,0.06211844,0.047234535
SRR5203163,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5803647,0.022492528,0.010199428,0.01130572,0.0037801862,0.9522221
SRR5431376,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5601983,0.02234894,0.010159671,0.0113170445,0.0037924647,0.95238185
SRR5649133,0.022326946,0.010156393,0.01131472,0.0037930012,0.9524089
SRR5078691,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR5761684,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR6265130,0.022326738,0.010156333,0.01131472,0.0037930608,0.95240915
SRR6724564,0.027441442,0.58434063,0.30413073,0.06633115,0.017756045
ERR011153,0.2073048,0.012853533,0.018193483,0.0071229637,0.7545252
ERR719663,0.02273503,0.010274231,0.011294603,0.0037611425,0.951935
