,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections,Unknown
ERR209762,0.05045885,0.0020302236,0.009135991,0.0091611445,0.92921376
SRR961737,0.024326056,0.0015066862,0.008253455,0.012989402,0.9529244
ERR209132,0.04144299,0.0019818246,0.006553501,0.011134416,0.93888724
SRR5495972,0.8142288,0.009092659,0.0006490946,0.032218695,0.14381075
SRR5648888,0.023002833,0.0015152097,0.008382708,0.011647612,0.9554516
SRR5866284,0.023380846,0.00152722,0.008444279,0.011601388,0.9550463
SRR5399234,0.022952527,0.001513958,0.00836724,0.011649638,0.95551664
SRR5399237,0.8824253,0.011520863,0.0002760291,0.018953651,0.08682418
SRR5983412,0.7494894,0.008004874,0.00047451258,0.027916491,0.21411467
ERR209412,0.029663533,0.0017097592,0.007874012,0.010910153,0.9498426
SRR5079174,0.026171625,0.0016008914,0.007919133,0.010660827,0.9536475
ERR525914,0.022939533,0.0015136302,0.008369237,0.011652529,0.95552504
SRR1999154,0.022939533,0.0015136302,0.008369237,0.011652529,0.95552504
SRR5079166,0.022939533,0.0015136302,0.008369237,0.011652529,0.95552504
SRR6182360,0.023367763,0.0015167296,0.008721918,0.011945695,0.95444787
SRR6251482,0.35562336,0.0059477985,0.0019583106,0.006664872,0.6298057
SRR5078869,0.48297945,0.0037081838,0.0030758083,0.1519981,0.35823846
SRR5803659,0.022992522,0.0015151203,0.008363843,0.011636347,0.95549214
SRR6265396,0.022939622,0.0015135705,0.008371413,0.011654019,0.95552135
SRR5078585,0.023807436,0.0015376806,0.0082401335,0.01136452,0.95505023
SRR5548739,0.28304133,0.00486964,0.0026336014,0.0018002391,0.7076552
SRR6264793,0.022935838,0.0015142858,0.008387446,0.011664689,0.95549774
SRR6683695,0.09785944,0.00095140934,0.07727179,0.64433205,0.17958534
SRR5648933,0.026707709,0.0016147792,0.007851779,0.010515541,0.9533102
SRR6182413,0.022939533,0.0015136302,0.008369297,0.01165247,0.95552504
SRR6724522,0.16960883,0.0771991,0.007229924,0.0030072033,0.74295497
SRR1693225,0.8675937,0.012077093,0.00033149123,0.017019778,0.10297799
SRR6901784,0.023803294,0.0015349686,0.008438706,0.011508495,0.95471454
ERR209405,0.02796781,0.0016511381,0.0077059865,0.010475844,0.9521992
ERR209349,0.63161284,0.0064867437,0.0006008744,0.02951336,0.33178622
ERR209492,0.041701376,0.0019916594,0.0065623224,0.008260965,0.9414837
SRR5802255,0.030092776,0.0016959012,0.0075119734,0.009800762,0.9508986
ERR718998,0.02299729,0.0015148222,0.008387774,0.011657268,0.95544285
SRR7507688,0.024982959,0.0015894473,0.008097321,0.010980248,0.95435
SRR6724500,0.15977171,0.7900917,0.035261348,0.014875323,0.0
SRR5602015,0.02293989,0.0015136302,0.008369446,0.011652499,0.95552456
SRR1765912,0.024542958,0.0015574396,0.00813362,0.01114583,0.9546201
SRR5648952,0.023241073,0.0014140606,0.022771508,0.019833833,0.9327395
ERR321575,0.02303487,0.0015180707,0.008382082,0.011638045,0.95542693
SRR6265066,0.022939533,0.00151366,0.008369267,0.011652499,0.95552504
SRR5802230,0.022939533,0.0015136302,0.008369416,0.011652529,0.9555249
ERR720086,0.022934914,0.0015546083,0.009075612,0.01205951,0.9543754
ERR209693,0.736688,0.009832501,0.0007108748,0.00923568,0.24353296
SRR3400426,0.8931707,0.012042671,0.00026401877,0.017662674,0.07685995
ERR720147,0.037612945,0.0016154051,0.0052705705,0.017403156,0.93809795
SRR5079011,0.022939533,0.0015136302,0.008369237,0.011652529,0.95552504
ERR719643,0.022940457,0.0015136898,0.008369178,0.011652201,0.95552444
SRR6264544,0.02360776,0.0015322566,0.00826925,0.011429489,0.9551612
SRR5648965,0.022939533,0.0015136302,0.008369237,0.011652529,0.95552504
SRR5202948,0.02293703,0.0015141368,0.008370578,0.011652738,0.9555255
ERR719821,0.036717564,0.0015728474,0.008043736,0.019682288,0.93398356
SRR6265456,0.028870225,0.0015388727,0.0066500306,0.014591664,0.94834924
SRR5757816,0.10478157,0.00093606114,0.106206566,0.7061391,0.08193672
ERR209465,0.023023218,0.0015132129,0.0087379515,0.011908472,0.9548172
SRR5601964,0.024073273,0.0014986992,0.011433452,0.013912052,0.9490825
SRR5602016,0.21284953,0.0022863448,0.00084608793,0.14316002,0.64085805
SRR5761756,0.03597808,0.00180915,0.0067685246,0.0092383325,0.9462059
ERR1637219,0.8931674,0.012042493,0.00026407838,0.017663032,0.07686305
ERR526023,0.28295004,0.00486961,0.0026280284,0.0017986894,0.70775366
SRR5429096,0.10553758,0.0008183147,0.12402648,0.7696176,0.0
SRR5757991,0.07819849,0.0010242164,0.14645925,0.49839833,0.27591968
SRR5580504,0.0957714,0.0013230443,0.00998494,0.19800332,0.6949173
SRR5580641,0.02293986,0.0015135407,0.008375645,0.011657,0.95551395
SRR6182428,0.8358396,0.01087299,0.00039690733,0.016827345,0.13606316
SRR5091537,0.15043315,0.0031407177,0.0025922954,0.013780773,0.8300531
SRR5218366,0.28976363,0.00453791,0.0064359307,0.0031532943,0.69610924
ERR209323,0.060415506,0.0022555292,0.007012099,0.0068582892,0.9234586
SRR5078767,0.022941977,0.0015136898,0.00836888,0.011651665,0.9555238
SRR7423252,0.86474293,0.011281222,0.00033462048,0.019492358,0.104148865
SRR7507450,0.74354064,0.010223806,0.00069859624,0.0075760186,0.23796093
SRR5983472,0.47491544,0.004805863,0.00067830086,0.07420018,0.44540024
SRR5758174,0.022939533,0.0015136302,0.008369237,0.011652529,0.95552504
SRR5650061,0.8467279,0.013594985,0.00055873394,0.021004021,0.11811435
SRR5903353,0.030626595,0.0016836822,0.0071488917,0.011694968,0.94884586
SRR5602062,0.022950351,0.0015194714,0.008385956,0.0116508305,0.9554934
SRR5580419,0.058406085,0.0014256835,0.0070201755,0.063194215,0.8699539
SRR1763600,0.584149,0.0069948435,0.0008722544,0.012473702,0.3955102
ERR525882,0.02294004,0.0015136898,0.008369148,0.011652291,0.9555248
SRR5947832,0.16663265,0.0019282401,0.0018210709,0.100526065,0.729092
ERR719722,0.13286206,0.0022358596,0.0027650297,0.029974908,0.83216214
SRR7690157,0.13789251,0.0033451915,0.0039192736,0.0033254623,0.85151756
SRR6264100,0.022939444,0.0015135705,0.008369684,0.011652797,0.9555245
SRR5078581,0.08389562,0.0022518337,0.0038838387,0.014324784,0.89564395
SRR5079151,0.022941798,0.0015136898,0.008368939,0.011651695,0.95552385
SRR6474243,0.2914489,0.0054401755,0.0026442707,0.0030554533,0.6974112
SRR1999202,0.022939414,0.0015136302,0.008371502,0.011654079,0.95552135
ERR719996,0.023056388,0.0015165508,0.008372933,0.011636406,0.95541775
SRR5580652,0.026013076,0.0013866425,0.023473203,0.02600801,0.92311907
SRR6265001,0.022940606,0.0015136898,0.008369058,0.011652112,0.95552456
SRR7464971,0.41039917,0.0037162602,0.0006303489,0.08365774,0.50159645
SRR6182450,0.023070008,0.0015067756,0.0092200935,0.012229294,0.9539738
SRR5813434,0.07280302,0.0024962723,0.0051056743,0.005252987,0.91434205
SRR5429198,0.023554146,0.001068294,0.58794636,0.1480892,0.23934197
SRR5803631,0.022939533,0.0015136302,0.008369237,0.011652529,0.95552504
ERR634980,0.027490258,0.0016357005,0.0077709556,0.010533959,0.9525691
SRR5757800,0.111897215,0.0008702326,0.121388495,0.76584405,0.0
SRR6264057,0.022939533,0.0015136302,0.008369297,0.01165247,0.95552504
SRR5343126,0.022939533,0.0015136302,0.008369237,0.011652529,0.95552504
ERR720185,0.022939742,0.0015136302,0.0083711445,0.011653841,0.95552164
SRR6331045,0.022939533,0.00151366,0.008369267,0.01165247,0.95552504
SRR6264744,0.022939503,0.0015135705,0.008370489,0.011653364,0.9555231
SRR6265386,0.023191184,0.0015115738,0.008344859,0.011919707,0.9550327
SRR5983413,0.57148397,0.009213179,0.0014305115,0.0040212274,0.41385108
ERR011150,0.022944212,0.0015132427,0.00840348,0.011676252,0.9554628
SRR5649002,0.023201168,0.0015032887,0.008945107,0.0124082565,0.9539422
SRR5203213,0.0229384,0.0015138984,0.008369982,0.011652648,0.95552504
ERR525959,0.022939533,0.0015136302,0.008371234,0.01165387,0.9555217
SRR5079031,0.022941321,0.0015136302,0.008368999,0.011651874,0.9555242
SRR5651465,0.034410298,0.0016937554,0.00633955,0.01282981,0.9447266
SRR5343081,0.022939533,0.00151366,0.008369267,0.011652499,0.95552504
SRR5202929,0.022888392,0.001525104,0.008397162,0.011659145,0.95553017
ERR719703,0.027282238,0.0016225278,0.007837206,0.01080367,0.9524543
SRR5803694,0.02583015,0.0015919209,0.007962853,0.010755777,0.9538593
SRR961719,0.23676729,0.004459679,0.0023859441,0.009087712,0.7472994
SRR6424689,0.022942215,0.0015119612,0.008505553,0.011752874,0.9552874
ERR719023,0.06598222,0.0018213391,0.0040502846,0.027818173,0.900328
DRR092045,0.05216834,0.002154529,0.0059150457,0.0066488087,0.9331133
SRR5202983,0.022935212,0.0015151203,0.008376628,0.011656016,0.95551705
ERR720001,0.023015916,0.0015154779,0.008378267,0.011645913,0.95544446
SRR7507701,0.023265272,0.0016201437,0.008605093,0.011559218,0.9549503
SRR5648811,0.16437268,0.002039522,0.0017605722,0.063724846,0.7681024
SRR7690164,0.28707266,0.0035212338,0.23516104,0.021449447,0.45279562
SRR5757922,0.124492794,0.0010131896,0.088615894,0.7057375,0.08014065
ERR209320,0.16890308,0.003665924,0.003944725,0.0030014217,0.8204849
SRR6264427,0.023180813,0.0015107989,0.008847326,0.012071043,0.95439005
SRR5711562,0.022975564,0.001536727,0.008414894,0.011641234,0.9554316
SRR6185241,0.07189137,0.0024825633,0.005131483,0.0052978992,0.91519666
SRR5651437,0.02294007,0.0015130043,0.0084219575,0.011690825,0.95543414
ERR719886,0.029685259,0.0015868247,0.006898582,0.013376802,0.94845253
SRR5078932,0.022997707,0.0015152395,0.008360416,0.011632621,0.95549405
SRR5758074,0.022944987,0.0015075505,0.008870751,0.01201275,0.954664
SRR5578979,0.024076521,0.0015460253,0.008204222,0.011278957,0.9548943
SRR5548670,0.8751916,0.011976123,0.00031894445,0.014983922,0.09752941
SRR5947824,0.3138622,0.0050337613,0.0019873679,0.0069233775,0.6721933
ERR209294,0.023414165,0.0015228391,0.009330034,0.012215883,0.9535171
SRR5983304,0.35048217,0.004729718,0.0014001429,0.013122618,0.63026536
SRR5802321,0.030373067,0.0017059147,0.007437706,0.009637058,0.95084625
SRR5580468,0.061149746,0.0013734996,0.0117610395,0.08803451,0.8376812
SRR5602255,0.024636835,0.0015056133,0.011945903,0.0142557025,0.9476559
SRR5078943,0.022940248,0.0015136302,0.008369148,0.011652231,0.95552474
