,root:Engineered:Food_production,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Birds,root:Host-associated:Fish,root:Host-associated:Human,root:Host-associated:Mammals,root:Host-associated:Plants,Unknown
ERR308851,1.7444881e-05,0.0006773913,4.1180563e-05,0.00044990715,0.000650329,0.00044133296,0.9976556,6.688583e-05,0.0
ERR308648,0.00020798184,0.0006653277,0.00011913535,0.00035780255,0.00040739568,0.00024234303,0.9978021,0.00019798586,0.0
ERR309242,2.7482307e-05,0.0006929202,6.0554128e-05,0.000488672,0.0005321822,0.00022722354,0.9978565,0.00011443659,0.0
ERR309755,9.877414e-06,0.0008965912,4.137324e-05,0.00022705863,0.00053832994,0.00078257057,0.99743927,6.485713e-05,0.0
ERR308430,4.067277e-05,0.000709453,7.030031e-05,0.00041830912,0.000490924,0.00025105692,0.99789166,0.00012770094,0.0
ERR308406,9.51517e-05,0.0006773807,9.215051e-05,0.00040261977,0.00045002004,0.00023497807,0.99788636,0.0001613038,0.0
ERR309001,2.1530588e-05,0.0007004454,4.988445e-05,0.00043590675,0.00058021676,0.00034592138,0.9977801,8.5992266e-05,0.0
ERR308287,1.0330587e-05,0.00086207327,4.8911526e-05,0.00031110493,0.0005066396,0.00037820835,0.9977927,9.005408e-05,0.0
ERR309522,4.781172e-06,0.00066906214,1.3341128e-05,0.00027027726,0.0011595488,0.0041174293,0.99221003,1.36212775e-05,0.0015419126
ERR309302,0.00011636061,0.0005889888,7.583154e-05,0.00047597583,0.0005460511,0.00031237773,0.9977661,0.00011825413,0.0
ERR309666,3.551691e-05,0.00069280615,6.662622e-05,0.00046663234,0.0005103196,0.00022647143,0.9978773,0.0001243956,0.0
ERR308687,0.00039078877,0.00065531995,0.00014660155,0.00032612824,0.00037597693,0.0002475184,0.9976239,0.00023383676,0.0
ERR309022,0.00012245774,0.00075962493,8.786047e-05,0.00019023361,0.0004149307,0.0005932003,0.99765885,0.0001729126,0.0
ERR309425,6.131816e-05,0.00019394275,7.1780105e-06,0.002775958,0.0036029075,0.0028173472,0.9905363,5.069446e-06,0.0
ERR309626,0.00045835506,0.0006529448,0.00015450004,0.00031836823,0.00036842088,0.00024895472,0.9975546,0.00024392863,0.0
