,root:Diseases:Digestive System Diseases:Gastrointestinal Diseases,root:Diseases:Digestive System Diseases:Liver Diseases,root:Diseases:Hemic and Lymphatic Diseases:Hematologic Diseases,root:Infections:Bacterial Infections and Mycoses:Bacterial Infections,Unknown
SRR5650076,0.43591738,0.09409121,0.011023998,0.0020321608,0.4569353
SRR6265329,0.02362883,0.00040197372,0.002863139,0.011953533,0.96115255
SRR1687067,0.08902806,0.0011520386,0.0026706755,0.009915948,0.89723325
SRR6264562,0.024298102,0.00042632222,0.0029670894,0.011704087,0.9606044
SRR5813185,0.2829209,0.003712535,0.0023235083,0.007631421,0.70341164
SRR5202972,0.3018996,0.0014205575,0.0013800561,0.0025256574,0.6927741
SRR5649070,0.038161665,0.0010452867,0.0054504275,0.012112528,0.9432301
SRR7507531,0.016226202,0.011686653,0.028813928,0.01213333,0.9311399
SRR6265219,0.023614973,0.00040134788,0.0028629005,0.011966407,0.96115434
SRR5202933,0.028302819,0.00058835745,0.0039274096,0.011151522,0.9560299
SRR5091485,0.06576893,0.0009395778,0.0027828515,0.011795253,0.9187134
ERR720197,0.023928314,0.0004120767,0.0029359758,0.011958122,0.9607655
ERR209427,0.027962863,0.0004823208,0.0029950142,0.010930657,0.95762914
SRR5078601,0.023613304,0.00040122867,0.0028601587,0.011960626,0.9611647
SRR5813274,0.09842047,0.0010388792,0.0023328066,0.0077483356,0.89045954
ERR719000,0.02534756,0.00043910742,0.0029961169,0.012071043,0.95914614
ERR209880,0.80829954,0.016566962,0.001503259,0.008462399,0.16516781
SRR5629106,0.035457134,0.00090649724,0.004641384,0.010755509,0.94823945
ERR526014,0.026382506,0.00043326616,0.0030010939,0.013153583,0.9570296
SRR5399367,0.02117762,0.0002669692,0.04809636,0.14899808,0.781461
SRR1763557,0.7951126,0.02400434,0.0020593703,0.008346885,0.1704768
SRR6474259,0.059112847,0.0008982718,0.0028920174,0.011494577,0.9256023
SRR6264858,0.11385971,0.0005467832,0.012771219,0.6056671,0.26715517
SRR6264264,0.030596048,0.00076529384,0.0058393776,0.0122205615,0.9505787
SRR5934944,0.5581783,0.0136601925,0.002773881,0.005754441,0.41963315
SRR5429315,0.033749416,0.035991173,0.8528554,0.077404045,0.0
ERR321249,0.12567681,0.0007480979,0.008325189,0.3192701,0.5459798
SRR6182332,0.027327746,0.00054720044,0.0034047067,0.010590076,0.95813024
SRR5343106,0.025300324,0.00046384335,0.0031387806,0.011404991,0.95969206
SRR5079117,0.026720822,0.00052171946,0.003314674,0.010790527,0.95865226
ERR1823594,0.43490234,0.0042416155,0.0015901029,0.012316525,0.5469494
ERR719559,0.025514632,0.00044998527,0.0034151375,0.012987167,0.9576331
SRR5802258,0.03270176,0.000464648,0.0026280582,0.009993166,0.95421237
SRR5648786,0.046053797,0.0012800694,0.00485304,0.007493973,0.9403191
ERR209095,0.05589366,0.0005656481,0.0019663274,0.025216699,0.91635764
SRR5802268,0.05421993,0.00058579445,0.0022996366,0.0075319707,0.9353627
SRR7507497,0.03380096,0.00071915984,0.0036545098,0.009604692,0.9522207
SRR1009071,0.8207265,0.008859848,0.009657065,0.1607566,0.0
SRR5078860,0.023608744,0.00040119886,0.0028601885,0.011961967,0.96116793
SRR6265085,0.023721486,0.00040224195,0.0028553307,0.012061775,0.9609592
ERR720148,0.03300476,0.0005122423,0.0028273463,0.011143982,0.95251167
SRR5761732,0.02718541,0.00047126412,0.0030260384,0.012601823,0.95671546
SRR5078588,0.5830574,0.007439971,0.0016439259,0.013112962,0.39474577
SRR5650145,0.7236001,0.0112501085,0.0015588999,0.009421736,0.25416923
SRR6265034,0.083823144,0.043037802,0.015913159,0.0066952407,0.8505306
SRR5983426,0.101270586,0.00088971853,0.0020293593,0.05558577,0.84022456
ERR525691,0.02743107,0.0005226135,0.011215925,0.02788791,0.9329425
SRR1927149,0.02378881,0.00040760636,0.002885878,0.0118872225,0.9610305
SRR5549036,0.8058088,0.0075508654,0.0012909174,0.04502195,0.14032751
SRR5757970,0.1291481,0.0005777478,0.016005754,0.65908194,0.1951865
ERR209314,0.1670672,0.0019787848,0.002392292,0.010471374,0.8180903
SRR5580493,0.12846392,0.0008674264,0.004717976,0.18946785,0.6764828
SRR5813332,0.02448529,0.00042441487,0.002932489,0.011721313,0.96043646
SRR5813178,0.6384531,0.01579082,0.0024995208,0.010044277,0.33321226
ERR209182,0.047176123,0.00067973137,0.0027834177,0.012037545,0.9373232
SRR6182292,0.07005176,0.0006637275,0.0021546185,0.006525129,0.92060477
ERR719498,0.03665611,0.0006070435,0.0029670596,0.012973398,0.9467964
SRR5757899,0.07898748,0.00036883354,0.020865798,0.78476167,0.11501622
ERR209088,0.027428567,0.00055000186,0.0035000145,0.010805249,0.95771617
SRR5761737,0.023614436,0.00040140748,0.0028609335,0.011959642,0.9611636
SRR6331061,0.025654882,0.00042021275,0.00280118,0.013860285,0.95726347
ERR720095,0.030019075,0.000615865,0.0046156645,0.013437867,0.9513115
SRR5399246,0.030392945,0.0006842315,0.0038549006,0.009732813,0.95533514
SRR5079127,0.023968428,0.00040391088,0.0028490424,0.011863023,0.96091557
SRR5650170,0.68509245,0.012207061,0.0019851923,0.0036213696,0.297094
ERR209217,0.032025695,0.00063332915,0.0034160614,0.0114071965,0.95251775
SRR5601927,0.25669798,0.0017342567,0.001939863,0.06564003,0.67398787
SRR6330878,0.033600748,0.00078704953,0.004039496,0.010026306,0.95154643
SRR5578945,0.2665205,0.0013163388,0.001442194,0.002775669,0.7279453
SRR5651446,0.60346764,0.009779811,0.0020464063,0.004852563,0.3798536
SRR6724436,0.23109585,0.71567935,0.042715758,0.010509001,0.0
SRR5396522,0.083670884,0.0010145307,0.0027534664,0.011774927,0.90078616
SRR5648881,0.17631271,0.0016950071,0.005221933,0.047964483,0.76880586
SRR6474222,0.054846138,0.00073716044,0.002641946,0.009719014,0.9320557
SRR5365467,0.025213838,0.00043949485,0.004019469,0.015178382,0.9551488
SRR6724452,0.06516284,0.0006223917,0.0023030639,0.04795459,0.88395715
SRR5761676,0.025483936,0.00041523576,0.0028041601,0.011469781,0.9598269
SRR5813438,0.07054946,0.0007547438,0.0023063123,0.009494424,0.91689503
SRR1765944,0.044008017,0.0006560087,0.0028467476,0.017691344,0.9347979
SRR5761748,0.023418725,0.0013080239,0.060887218,0.052016437,0.8623696
SRR7464960,0.023690581,0.00040391088,0.0029073656,0.012048006,0.96095014
SRR5651440,0.035158366,0.00054454803,0.002721727,0.020296037,0.9412793
SRR6265458,0.03154254,0.0006057024,0.0034020543,0.011026055,0.9534236
SRR6724583,0.1616964,0.7530528,0.08140854,0.0038423429,0.0
SRR7507569,0.46073383,0.18935975,0.012043744,0.003350377,0.33451235
SRR6474269,0.17640749,0.0022190213,0.0024697185,0.0069854558,0.8119183
ERR719075,0.028839707,0.0005132556,0.0030718744,0.011714518,0.9558606
SRR7507396,0.26381472,0.0026165247,0.002052784,0.0032155812,0.7283004
SRR5343099,0.025649339,0.00047788024,0.003163278,0.011202246,0.9595072
ERR011271,0.05790007,0.0023386776,0.006392628,0.0061685145,0.9272001
ERR719671,0.0353809,0.0005611181,0.0027667582,0.013396889,0.94789433
SRR5802350,0.2372866,0.001200527,0.001431793,0.004281223,0.7557999
SRR5602035,0.13009536,0.0010735095,0.003799945,0.06709871,0.7979325
ERR1809133,0.030003786,0.0005469322,0.0036449432,0.013722181,0.95208216
ERR525889,0.032159,0.0005322993,0.002967447,0.013289779,0.9510515
SRR5020881,0.033805966,0.00051268935,0.0027332008,0.012789309,0.95015883
SRR5203283,0.031153142,0.0005658865,0.0032208264,0.01215291,0.9529072
SRR5813354,0.06783596,0.000608027,0.0019056499,0.017191261,0.91245914
SRR6474243,0.289232,0.004411459,0.0027467012,0.0078187585,0.6957911
SRR5761720,0.023608744,0.00040119886,0.0028601885,0.011961997,0.9611679
SRR6928813,0.029951483,0.0005430579,0.0038579106,0.014755338,0.9508922
SRR2142208,0.700987,0.009219229,0.0021749139,0.039694875,0.24792397
SRR5399194,0.023663074,0.00040319562,0.0028682053,0.011939019,0.9611265
SRR5803624,0.028058141,0.00046610832,0.0029189885,0.010881007,0.95767576
SRR5947870,0.7826706,0.022552192,0.0021209419,0.0052223206,0.18743396
ERR719031,0.071605116,0.0007985532,0.0021209717,0.02988556,0.8955898
SRR5813179,0.6360638,0.014260769,0.0024112463,0.0058100224,0.34145415
ERR720017,0.02982369,0.00053185225,0.0031021535,0.01154083,0.9550015
SRR5650162,0.4921753,0.0025397837,0.0011815429,0.008048832,0.49605453
SRR6251516,0.030433208,0.00045481324,0.0027832985,0.012461454,0.9538672
SRR6265039,0.028544843,0.00059857965,0.0035767555,0.010260344,0.95701945
SRR5548643,0.8723446,0.019857287,0.0012238026,0.012740076,0.09383422
ERR719864,0.02769804,0.00047934055,0.003046006,0.0117594,0.9570172
SRR7690042,0.27195466,0.0020561218,0.0019870996,0.0054762065,0.7185259
SRR5548651,0.030468196,0.00041365623,0.0058138072,0.03491071,0.9283936
SRR5020876,0.027794778,0.000438869,0.002757758,0.013061434,0.95594716
SRR5758129,0.5592882,0.0066305697,0.0021950305,0.02133447,0.41055173
ERR719178,0.043325424,0.0007866919,0.0035366714,0.013328552,0.93902266
ERR011150,0.026337326,0.0004233718,0.0027794242,0.012004316,0.95845556
SRR5866359,0.031511515,0.00061938167,0.0034190118,0.009808332,0.95464176
SRR5602036,0.024939269,0.00041276217,0.0028344095,0.011904925,0.9599086
ERR719029,0.066942185,0.0007709861,0.002167195,0.028699875,0.90141976
SRR5429072,0.061044663,0.001167804,0.0037721694,0.009136379,0.92487895
SRR5761712,0.079077244,0.0026823878,0.004977584,0.0073511302,0.9059117
SRR6265293,0.11879572,0.0014185309,0.002363503,0.014035851,0.8633864
SRR6724380,0.15792146,0.7593681,0.07846839,0.004241981,0.0
SRR5758125,0.07898435,0.00036883354,0.020885408,0.7849103,0.11485112
SRR6474301,0.07929587,0.0010719001,0.0026566386,0.010277152,0.90669847
SRR5580410,0.062880605,0.0006586313,0.0032972693,0.03582385,0.89733964
SRR5495956,0.20625606,0.0012987852,0.001650095,0.082345724,0.70844936
SRR5202884,0.025437623,0.00045600533,0.0032659173,0.012396753,0.9584437
SRR6264071,0.023715377,0.00040367246,0.0030780733,0.012604237,0.96019864
ERR634981,0.063717484,0.22255626,0.058497638,0.0071103573,0.64811826
SRR5758111,0.08731654,0.001396209,0.05662921,0.59278035,0.26187766
SRR5903360,0.036759436,0.00053808093,0.002828747,0.0121922195,0.94768155
SRR2175767,0.150027,0.0014799833,0.0020452738,0.013050616,0.83339715
SRR5947858,0.3461383,0.0025494397,0.0014862418,0.04342565,0.6064004
SRR5761746,0.02993387,0.00063464046,0.0037260652,0.0107085705,0.9549968
SRR5549005,0.7935139,0.025970012,0.002235502,0.005017698,0.1732629
SRR5803758,0.041226268,0.00076135993,0.00360021,0.014416844,0.9399953
ERR719606,0.029954642,0.0005685091,0.0035498142,0.012210727,0.9537163
SRR6265233,0.045539796,0.00068959594,0.002816081,0.0122457445,0.9387088
SRR5711562,0.15990895,0.75527036,0.07835306,0.006467577,0.0
ERR209319,0.11074856,0.0016618371,0.00300166,0.008375257,0.8762127
ERR526084,0.55042493,0.0057809353,0.001617372,0.0012770891,0.44089967
SRR961843,0.05090508,0.000679791,0.0024727285,0.015828103,0.93011427
SRR5343028,0.02736646,0.00054877996,0.0034143329,0.010590494,0.95807993
SRR6264844,0.025347859,0.0004248619,0.002845347,0.012885332,0.9584966
SRR5548524,0.78295326,0.020517766,0.0022058785,0.0017904043,0.19253266
ERR209362,0.039197773,0.00065383315,0.0029981136,0.013229221,0.9439211
ERR525801,0.5384044,0.014796257,0.0029059052,0.0075359344,0.4363575
SRR2142193,0.6188011,0.007323414,0.0016261637,0.0012508929,0.3709985
SRR5648864,0.03196338,0.00071388483,0.0039072335,0.010203332,0.95321214
ERR720077,0.030190617,0.00061893463,0.0045806468,0.01338619,0.9512236
ERR720128,0.030190617,0.00062021613,0.004218161,0.012569368,0.95240164
ERR719452,0.030856699,0.0004950166,0.002830118,0.012488812,0.9533293
ERR209829,0.16291785,0.0016324222,0.002260685,0.008655459,0.8245336
SRR5651409,0.7986611,0.011993021,0.0011336505,0.020103365,0.16810882
SRR6185165,0.056206882,0.0006070733,0.0023117363,0.00749436,0.93337995
SRR1999165,0.026138932,0.0004169345,0.0027391613,0.013667911,0.9570371
ERR209360,0.039944142,0.00065997243,0.0029721856,0.01343587,0.9429878
ERR209740,0.7952342,0.008978546,0.00092458725,0.008108914,0.18675375
SRR5802384,0.050498664,0.0006952882,0.0025269985,0.015245646,0.9310334
