,root:Engineered:Food_production:Dairy_products,root:Environmental:Aquatic:Thermal_springs,root:Environmental:Terrestrial:Deep_subsurface,root:Environmental:Terrestrial:Soil,root:Host-associated:Birds:Digestive_system,root:Host-associated:Human:Digestive_system,root:Host-associated:Human:Reproductive_system,root:Host-associated:Human:Respiratory_system,root:Host-associated:Human:Skin,root:Host-associated:Mammals:Digestive_system,root:Host-associated:Mammals:Gastrointestinal_tract,root:Host-associated:Plants:Root,Unknown
ERR1598226,8.2792695e-07,2.3011012e-07,1.9535582e-05,5.8591802e-05,0.000119787794,0.9966143,0.00085560133,0.00037256887,0.0001999063,0.0010898376,0.0006523007,1.649746e-05,0.0
ERR1598896,6.6703006e-07,1.1668683e-07,3.1074556e-05,0.000101112164,8.91326e-05,0.9970037,0.0010637676,0.0002343461,0.00017509745,0.0007768387,0.000499492,2.4689345e-05,0.0
ERR1598396,6.546815e-07,1.15006785e-07,3.114912e-05,0.000101286176,8.863147e-05,0.9970065,0.0010689661,0.00022976135,0.00017461982,0.000775731,0.000497851,2.4813198e-05,0.0
ERR1598362,9.3638425e-07,1.8154299e-07,3.6463694e-05,0.000100185454,6.800008e-05,0.99671495,0.0011646397,0.0002878848,0.00012829616,0.000718655,0.00075825443,2.1565778e-05,0.0
ERR1599145,1.641543e-06,1.4721145e-07,3.55389e-05,0.0001245304,9.7163465e-05,0.9969429,0.0009425032,0.00054525567,0.00017928211,0.0006514859,0.00045661148,2.2969765e-05,0.0
ERR1598101,9.168858e-07,1.3151373e-07,3.397357e-05,0.00011133313,8.699324e-05,0.99704534,0.0011479454,0.00029538752,0.00017695273,0.00063836924,0.00044096797,2.1690852e-05,0.0
ERR1599129,6.9837915e-07,1.2046769e-07,3.0740626e-05,0.0001000217,9.036267e-05,0.99700075,0.0010506633,0.00024702758,0.00017602314,0.0007778646,0.0005014651,2.425343e-05,0.0
ERR1598525,9.965588e-07,1.901485e-07,4.2400505e-05,9.598136e-05,8.7277665e-05,0.99642164,0.0011654248,0.00024755232,0.00011666964,0.0010385825,0.00075518934,2.8104756e-05,0.0
ERR1598748,1.8486428e-06,1.658889e-07,4.047768e-05,0.00013816259,8.642381e-05,0.9968286,0.0010289736,0.00056232145,0.00017592446,0.0005796104,0.0005343497,2.3075609e-05,0.0
ERR1599122,6.4105e-07,1.1316586e-07,3.1364983e-05,0.00010197563,8.792912e-05,0.99701077,0.0010774374,0.00022389702,0.00017393382,0.0007702486,0.00049665617,2.5048828e-05,0.0
ERR1598860,8.960325e-07,1.2680707e-07,3.2606327e-05,0.00010704405,8.847113e-05,0.99700075,0.0010357146,0.00030619395,0.00017013421,0.0007409483,0.000493172,2.39605e-05,0.0
ERR1599611,6.813604e-07,1.1984935e-07,3.203437e-05,0.00010421211,8.756813e-05,0.9970457,0.0011338186,0.00023354356,0.00017714429,0.00070676167,0.00045622393,2.2249467e-05,0.0
ERR1598712,1.065681e-06,1.7796904e-07,3.553427e-05,8.260091e-05,8.881412e-05,0.9963132,0.0011399483,0.00031553922,0.00015114564,0.0012634966,0.00058213546,2.6347412e-05,0.0
ERR1599015,7.7869475e-07,1.2089491e-07,3.1834046e-05,0.000104938656,9.038758e-05,0.9970176,0.0010421987,0.00027080145,0.00017575311,0.0007510723,0.00049015065,2.4409988e-05,0.0
ERR1598626,1.3794886e-06,1.805095e-07,3.081415e-05,0.00010205214,0.00010359992,0.9968205,0.0009320572,0.00049034494,0.00018509592,0.00077345036,0.0005386205,2.1989017e-05,0.0
ERR1598324,6.6455715e-07,1.1549296e-07,3.1381165e-05,0.00010173452,8.740914e-05,0.997005,0.0010743373,0.00023083581,0.0001719142,0.00077065296,0.00050125027,2.475034e-05,0.0
ERR1599353,9.785955e-07,1.400801e-07,3.2201977e-05,0.00010392467,9.174224e-05,0.9969465,0.0010270937,0.00032862477,0.00017225866,0.0007512954,0.0005211807,2.410159e-05,0.0
ERR1599106,7.0952143e-07,1.2837712e-07,3.0566876e-05,9.94794e-05,9.185779e-05,0.99695396,0.0010433639,0.00024918243,0.00017379975,0.0008079606,0.00052449433,2.4477136e-05,0.0
ERR1599143,1.1334674e-06,1.437834e-07,3.2151805e-05,0.000107532345,9.559985e-05,0.99696857,0.0009769486,0.00039616,0.00018096823,0.00073039025,0.0004875518,2.2924343e-05,0.0
ERR1599450,2.4845444e-06,7.171761e-07,0.000161618,9.167951e-05,9.143904e-05,0.98900056,0.0013508201,0.00011405272,3.9112412e-05,0.00111714,0.005701959,6.9284746e-05,0.0022591352
ERR1598454,7.2773327e-07,1.193322e-07,3.1635587e-05,0.00010343571,8.898154e-05,0.9970113,0.001057025,0.00025256115,0.00017405799,0.00075851666,0.00049711723,2.4550687e-05,0.0
ERR1598559,2.7993929e-06,1.5872516e-07,4.3127875e-05,8.271637e-05,1.9874962e-05,0.9940016,0.0020689368,0.0007440746,3.013833e-05,0.000657022,0.0010504723,1.4364275e-05,0.0012846589
ERR1598589,1.0154104e-06,1.3524661e-07,3.2772772e-05,0.00011203708,9.206554e-05,0.99693906,0.0010105479,0.0003255704,0.0001770103,0.0007751194,0.0005093064,2.5394074e-05,0.0
ERR1599574,8.6013347e-07,1.2794695e-07,3.3207496e-05,0.00010983977,8.88482e-05,0.997008,0.0010449277,0.00029172748,0.00017801834,0.0007173407,0.0005028973,2.4171872e-05,0.0
ERR1598175,7.843321e-07,7.80454e-08,3.3842167e-05,5.8856593e-05,2.1876062e-05,0.9965781,0.0013224691,0.00027661704,3.1068383e-05,0.0009990935,0.00066522794,1.2078771e-05,0.0
ERR1599334,6.400563e-07,1.13338494e-07,3.126012e-05,0.00010158915,8.816922e-05,0.9970097,0.0010752358,0.00022440297,0.00017426121,0.0007731056,0.00049665634,2.499324e-05,0.0
ERR1598767,9.5028616e-07,1.4732173e-07,3.55136e-05,0.000117671574,9.517872e-05,0.9968354,0.0010936438,0.00030194828,0.00017247387,0.0007548856,0.0005638134,2.835793e-05,0.0
ERR1598699,6.511649e-07,1.1460501e-07,3.139607e-05,0.000101709986,8.724783e-05,0.99700654,0.0010792997,0.0002262515,0.00017227016,0.00076847547,0.00050121715,2.4872175e-05,0.0
ERR1598297,6.3962904e-07,1.1300346e-07,3.133198e-05,0.00010186027,8.8038956e-05,0.99701065,0.0010764237,0.00022389661,0.00017414181,0.0007717946,0.0004960304,2.5041047e-05,0.0
ERR1599418,1.4471806e-06,1.42733e-07,3.501329e-05,0.00012109465,9.5205134e-05,0.9969733,0.00096101314,0.00047983704,0.00017768105,0.00066709996,0.00046495837,2.3277084e-05,0.0
ERR1598122,9.961125e-07,1.5292409e-07,3.7810114e-05,0.00011580337,8.754378e-05,0.99679625,0.0011590273,0.0003111828,0.00015248166,0.0007034571,0.00060808164,2.7113594e-05,0.0
ERR1599575,6.405206e-07,1.1312634e-07,3.1356718e-05,0.00010193886,8.793631e-05,0.9970105,0.0010774074,0.00022383744,0.00017396353,0.00077060546,0.0004966263,2.5047533e-05,0.0
ERR1599014,7.503813e-07,1.1866224e-07,3.2342887e-05,0.00010626368,8.7750894e-05,0.9970205,0.0010680342,0.00025425703,0.00017194488,0.0007374763,0.00049586664,2.4829435e-05,0.0
ERR1598128,3.1630261e-06,0.00027492782,8.1652805e-05,9.392136e-08,0.00020828946,0.013026495,0.011522826,0.0002411632,3.9462844e-05,0.9737737,0.00063454936,0.0001936789,0.0
ERR1599049,7.178837e-07,1.2540639e-07,3.1007818e-05,0.00010039809,9.047301e-05,0.9970013,0.001030562,0.00025921784,0.00017788117,0.00078292115,0.0005019481,2.3495497e-05,0.0
ERR1599396,6.8430825e-07,1.3164228e-07,2.9022562e-05,9.353225e-05,9.4256124e-05,0.99695796,0.0010254988,0.00025019934,0.0001794876,0.0008211907,0.0005245347,2.3506931e-05,0.0
