,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR2189732,0.98003954,0.014756602,0.0052038473,0.0
ERR2189181,0.98180485,0.011441486,0.0067537776,0.0
ERR2189474,0.9813132,0.012530272,0.006156492,0.0
ERR2189611,0.98099047,0.013145705,0.0058639087,0.0
ERR2189586,0.9435072,0.0017642748,0.054728504,0.0
ERR2189619,0.98195046,0.011083895,0.0069656135,0.0
ERR2189390,0.9798957,0.0149804475,0.005123816,0.0
ERR2189192,0.9819184,0.011051969,0.0070296773,0.0
ERR2189036,0.97988266,0.01500049,0.005116825,0.0
ERR2189666,0.98068017,0.013699241,0.00562054,0.0
ERR2189525,0.9798814,0.015002458,0.005116085,0.0
ERR2188941,0.9822739,0.008542784,0.009183409,0.0
ERR2189039,0.9799735,0.014859746,0.005166735,0.0
ERR2189602,0.9798814,0.015002458,0.005116085,0.0
ERR2189055,0.9799259,0.014933785,0.0051403437,0.0
ERR2189301,0.9817503,0.0114632575,0.006786499,0.0
ERR2189282,0.9798814,0.015002458,0.005116085,0.0
ERR2189361,0.97989094,0.014988068,0.0051211216,0.0
ERR2189539,0.9815494,0.012036825,0.0064137457,0.0
ERR2189015,0.9798927,0.014985197,0.0051221573,0.0
ERR2188961,0.98095065,0.013227135,0.0058221263,0.0
ERR2189285,0.98080915,0.01346495,0.0057259346,0.0
ERR2189724,0.9800021,0.014815334,0.0051825237,0.0
ERR2188935,0.9799677,0.0148689,0.00516333,0.0
ERR2188907,0.98021483,0.014478875,0.0053062015,0.0
ERR2189251,0.9818539,0.011311382,0.0068348288,0.0
ERR2189690,0.9798815,0.015002431,0.0051160855,0.0
ERR2189116,0.980471,0.014061234,0.0054678163,0.0
ERR2188931,0.9801374,0.014602426,0.005260151,0.0
ERR2189706,0.9798814,0.015002458,0.005116085,0.0
ERR2189421,0.98188007,0.011228772,0.0068910522,0.0
ERR2189729,0.9798814,0.015002458,0.005116085,0.0
ERR2189593,0.9807737,0.013542655,0.0056836843,0.0
ERR2189634,0.9798814,0.015002458,0.005116085,0.0
ERR2189103,0.979882,0.015001503,0.005116469,0.0
ERR2189108,0.98041195,0.0141590135,0.00542909,0.0
ERR2189401,0.9798815,0.015002285,0.005116203,0.0
ERR2189057,0.97996664,0.01487058,0.005162738,0.0
ERR2189089,0.98224974,0.007953677,0.009796483,0.0
ERR2189581,0.9798814,0.015002458,0.005116085,0.0
ERR2188924,0.9799,0.014973844,0.005126127,0.0
ERR2189161,0.9821116,0.010600876,0.007287518,0.0
ERR2189195,0.98223203,0.01014012,0.007627795,0.0
ERR2189467,0.98139656,0.012344982,0.0062584914,0.0
ERR2189063,0.9805633,0.013906309,0.005530487,0.0
ERR2189727,0.980064,0.01471815,0.005217856,0.0
ERR2189082,0.00010734763,0.00028910866,0.99960357,0.0
ERR2189125,0.98232883,0.009538324,0.008132762,0.0
ERR2189515,0.9798845,0.01499768,0.005117715,0.0
ERR2188952,0.97988784,0.014992524,0.005119609,0.0
ERR2189558,0.98154384,0.01181313,0.006642963,0.0
ERR2189481,0.98009205,0.014670328,0.005237672,0.0
ERR2189286,0.9798814,0.015002458,0.005116085,0.0
ERR2189203,0.98159266,0.011955187,0.0064520715,0.0
ERR2189694,0.9803369,0.014280579,0.0053825034,0.0
ERR2189075,0.9798778,0.015000333,0.0051218113,0.0
ERR2189473,0.9798814,0.015002458,0.005116085,0.0
ERR2189383,0.9798826,0.015000578,0.0051168543,0.0
ERR2188960,0.9821607,0.007397503,0.010441786,0.0
ERR2189511,0.9809201,0.006042182,0.013037695,0.0
ERR2189330,0.9798814,0.015002458,0.005116085,0.0
ERR2189679,0.9798814,0.015002458,0.005116085,0.0
ERR2188933,0.9798814,0.015002458,0.005116085,0.0
ERR2189492,0.98224604,0.009132592,0.008621341,0.0
ERR2189145,0.98176146,0.01153811,0.0067004566,0.0
ERR2189137,0.9808282,0.013446287,0.0057255304,0.0
ERR2189719,0.9801956,0.014509811,0.005294652,0.0
ERR2189173,0.98128855,0.012478384,0.006233059,0.0
ERR2189028,0.981872,0.011221343,0.006906657,0.0
ERR2189384,0.9805706,0.013894264,0.0055351085,0.0
ERR2189702,0.97988373,0.014998867,0.005117358,0.0
ERR2189550,0.9641556,0.003339475,0.032504957,0.0
ERR2189668,0.9815928,0.011951149,0.006455983,0.0
ERR2189686,0.9816579,0.011808624,0.006533423,0.0
ERR2189745,0.9798814,0.015002458,0.005116085,0.0
ERR2189691,0.98065585,0.0137428045,0.005601341,0.0
ERR2189516,0.98117846,0.012799196,0.006022321,0.0
ERR2189434,0.9820575,0.010655587,0.007286852,0.0
ERR2189189,0.98227036,0.009521714,0.008207976,0.0
ERR2189188,0.9823416,0.008223994,0.009434395,0.0
ERR2188949,0.97988164,0.015002081,0.0051162327,0.0
ERR2189378,0.9798975,0.01497515,0.005127324,0.0
ERR2189652,0.98131925,0.012426054,0.0062546674,0.0
ERR2189174,0.98106694,0.012965219,0.005967856,0.0
ERR2189733,0.9808565,0.013398675,0.0057447865,0.0
ERR2189739,0.9798814,0.015002458,0.005116085,0.0
ERR2189212,0.9822418,0.009595895,0.008162339,0.0
ERR2189420,0.98165274,0.011721452,0.006625896,0.0
ERR2189441,0.98215675,0.010360791,0.0074825687,0.0
ERR2189522,0.97992945,0.014928051,0.0051424755,0.0
ERR2240214,0.0009683072,0.9945165,0.004515148,0.0
ERR2240292,0.0009683072,0.9945165,0.004515148,0.0
ERR2240788,0.0009683072,0.9945165,0.004515148,0.0
ERR2240491,0.0009683072,0.9945165,0.004515148,0.0
ERR2240784,0.0009683072,0.9945165,0.004515148,0.0
ERR2240298,0.0009683072,0.9945165,0.004515148,0.0
ERR2240639,0.0009683072,0.9945165,0.004515148,0.0
ERR2240335,0.0009683072,0.9945165,0.004515148,0.0
ERR2240790,0.0009683072,0.9945165,0.004515148,0.0
ERR2240595,0.0009683072,0.9945165,0.004515148,0.0
ERR2240361,0.0009683072,0.9945165,0.004515148,0.0
ERR2240786,0.0009683072,0.9945165,0.004515148,0.0
ERR2240458,0.00037944317,0.17100886,0.44132364,0.3872881
ERR2240457,0.0009683072,0.9945165,0.004515148,0.0
ERR2240647,0.0009683072,0.9945165,0.004515148,0.0
ERR2240530,0.0009683072,0.9945165,0.004515148,0.0
ERR2240671,0.0009683072,0.9945165,0.004515148,0.0
ERR2240568,0.0009683072,0.9945165,0.004515148,0.0
ERR2240670,0.0009683072,0.9945165,0.004515148,0.0
ERR2240316,0.0005383263,0.98431087,0.015150841,0.0
ERR2240612,0.0009683072,0.9945165,0.004515148,0.0
ERR2240187,0.0009683072,0.9945165,0.004515148,0.0
ERR2240165,0.0009683072,0.9945165,0.004515148,0.0
ERR2240793,0.0009683072,0.9945165,0.004515148,0.0
ERR2240498,0.0009683072,0.9945165,0.004515148,0.0
ERR2240661,0.0009683072,0.9945165,0.004515148,0.0
ERR2240206,0.0009683072,0.9945165,0.004515148,0.0
ERR2240345,0.0009683072,0.9945165,0.004515148,0.0
ERR2240392,0.0009683072,0.9945165,0.004515148,0.0
ERR2240662,0.0009683072,0.9945165,0.004515148,0.0
ERR2240794,0.0009683072,0.9945165,0.004515148,0.0
ERR2240164,0.0009683072,0.9945165,0.004515148,0.0
ERR2240224,0.00010301339,0.00028288204,0.99961406,0.0
ERR2240775,0.0009683072,0.9945165,0.004515148,0.0
ERR2240740,0.0009683072,0.9945165,0.004515148,0.0
ERR2240133,0.0009683072,0.9945165,0.004515148,0.0
ERR2240704,8.594321e-05,0.01772672,0.98218733,0.0
ERR2240548,0.0009683072,0.9945165,0.004515148,0.0
ERR2240490,0.0009683072,0.9945165,0.004515148,0.0
ERR2240400,0.0009683072,0.9945165,0.004515148,0.0
ERR2240356,0.0009977221,0.969859,0.005306661,0.023836613
ERR2240447,0.0009683072,0.9945165,0.004515148,0.0
ERR2240286,0.0009683072,0.9945165,0.004515148,0.0
ERR2240700,0.0009683072,0.9945165,0.004515148,0.0
ERR2240416,0.0009683072,0.9945165,0.004515148,0.0
ERR2240721,0.0009683072,0.9945165,0.004515148,0.0
ERR2240336,0.0009683072,0.9945165,0.004515148,0.0
ERR2240199,0.0009683072,0.9945165,0.004515148,0.0
ERR2240565,0.0009683072,0.9945165,0.004515148,0.0
ERR2240624,0.0009683072,0.9945165,0.004515148,0.0
ERR2240702,0.0009683072,0.9945165,0.004515148,0.0
ERR2240313,0.0009683072,0.9945165,0.004515148,0.0
ERR2240213,0.00096815825,0.99451566,0.0045161285,0.0
ERR2240781,0.0009683072,0.9945165,0.004515148,0.0
ERR2240270,0.0009683072,0.9945165,0.004515148,0.0
ERR2240378,0.0009683072,0.9945165,0.004515148,0.0
ERR2240607,0.0009683072,0.9945165,0.004515148,0.0
ERR2240268,0.0009683072,0.9945165,0.004515148,0.0
ERR2240644,0.0009683072,0.9945165,0.004515148,0.0
ERR2240317,0.0009683072,0.9945165,0.004515148,0.0
ERR2240609,0.0009683072,0.9945165,0.004515148,0.0
ERR2240140,0.00010216835,0.0002782942,0.99961954,0.0
ERR2240137,0.0009683072,0.9945165,0.004515148,0.0
ERR2240529,0.0009683072,0.9945165,0.004515148,0.0
ERR2240247,0.0009683072,0.9945165,0.004515148,0.0
ERR2240412,0.0009683072,0.9945165,0.004515148,0.0
ERR2539781,0.00010225225,0.0002787113,0.999619,0.0
ERR2539937,0.00010216835,0.0002782942,0.99961954,0.0
ERR2540023,0.000102171085,0.00027823466,0.99961954,0.0
ERR2539945,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539702,0.000102210826,0.00027847296,0.9996193,0.0
ERR2539936,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539638,0.000102172155,0.00027823466,0.9996196,0.0
ERR2539977,0.00010216893,0.00027823463,0.99961954,0.0
ERR2539598,0.000102169724,0.00027823466,0.9996196,0.0
ERR2540016,0.00010218237,0.00027835378,0.9996194,0.0
ERR2539914,0.00010216835,0.0002782942,0.99961954,0.0
ERR2540025,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539949,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539968,0.000102170394,0.0002782942,0.99961954,0.0
ERR2539904,0.00010216836,0.00027823466,0.9996196,0.0
ERR2539969,0.0001021706,0.00027817505,0.9996196,0.0
ERR2539711,0.00010217809,0.0002782942,0.99961954,0.0
ERR2539707,0.00010226777,0.00027871132,0.999619,0.0
ERR2539700,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539735,0.000102177895,0.0002782942,0.99961954,0.0
ERR2540315,0.000102172635,0.0002782942,0.9996195,0.0
ERR2539515,0.00010218842,0.0002783836,0.9996194,0.0
ERR2539527,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539930,0.00010216835,0.0002782942,0.99961954,0.0
ERR2540034,0.00010221297,0.00027847296,0.99961925,0.0
ERR2539466,0.00010218317,0.00027826446,0.99961954,0.0
ERR2540320,0.00010234948,0.0002792475,0.99961835,0.0
ERR2539955,0.00010216835,0.00027823463,0.99961954,0.0
ERR2539766,0.00010385135,0.000286457,0.99960965,0.0
ERR2540003,0.00010216835,0.0002782942,0.9996195,0.0
ERR2540265,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539839,0.00010216875,0.00027823466,0.9996196,0.0
ERR2539714,0.00010227946,0.00027883047,0.9996189,0.0
ERR2539548,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539862,0.00010218062,0.00027835378,0.9996194,0.0
ERR2539883,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539958,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539884,0.00010223245,0.00027862188,0.99961907,0.0
ERR2539469,0.000102191145,0.0002783836,0.99961936,0.0
ERR2539492,0.00010218337,0.00027826446,0.99961954,0.0
ERR2540296,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539957,0.00010217177,0.00027823466,0.9996196,0.0
ERR2539706,0.00010285111,0.0002817798,0.9996154,0.0
ERR2539794,0.00010218948,0.00027844316,0.9996193,0.0
ERR2539624,0.00010216875,0.00027817505,0.99961966,0.0
ERR2539942,0.00010216952,0.0002782942,0.99961954,0.0
ERR2540313,0.00010217828,0.0002782942,0.99961954,0.0
ERR2539992,0.00010217011,0.00027829423,0.99961954,0.0
ERR2539464,0.00010216864,0.000278324,0.99961954,0.0
ERR2539739,0.00010221376,0.000278473,0.9996193,0.0
ERR2539961,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539681,0.00010216836,0.00027823466,0.9996196,0.0
ERR2539907,0.00010217226,0.00027817505,0.9996196,0.0
ERR2539508,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539789,0.00010217448,0.00027823463,0.99961954,0.0
ERR2540267,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539953,0.0001021703,0.00027823463,0.99961954,0.0
ERR2540312,0.00010217927,0.00027826446,0.99961954,0.0
ERR2540268,0.00010216835,0.0002782942,0.99961954,0.0
ERR2539503,0.00010268825,0.0002810052,0.99961627,0.0
ERR2540032,0.00010217974,0.0002782942,0.99961954,0.0
ERZ654300,0.000102175276,0.00027823466,0.9996196,0.0
ERZ654557,0.00010216835,0.00027823463,0.99961954,0.0
ERZ653107,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653914,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653291,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653428,0.000102182574,0.0002783538,0.9996194,0.0
ERZ1027139,0.000102169906,0.000278324,0.99961954,0.0
ERZ654112,0.00010216835,0.0002782942,0.99961954,0.0
ERZ654427,0.000102175276,0.00027823466,0.9996196,0.0
ERZ654905,0.00010216835,0.0002782942,0.99961954,0.0
ERZ1027241,0.00010216835,0.0002782942,0.99961954,0.0
ERZ652917,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653994,0.00010216835,0.00027823463,0.99961954,0.0
ERZ654177,0.00010216835,0.00027823463,0.99961954,0.0
ERZ653335,0.00010216835,0.0002782942,0.99961954,0.0
ERZ652859,0.00010216835,0.0002782942,0.99961954,0.0
ERZ652869,0.00010217244,0.0002782942,0.99961954,0.0
ERZ653855,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653493,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653826,0.00010217555,0.00027820483,0.99961954,0.0
ERZ653577,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653010,0.0009683072,0.9945165,0.004515148,0.0
ERZ652730,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653941,0.00010216836,0.00027823466,0.9996196,0.0
ERZ653939,0.00010216835,0.0002782942,0.99961954,0.0
ERZ1027226,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653998,0.00010216835,0.0002782942,0.99961954,0.0
ERZ1027204,0.00010216835,0.00027823463,0.99961954,0.0
ERZ654499,0.00010216835,0.0002782942,0.99961954,0.0
ERZ1027197,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653387,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653175,0.00010216835,0.0002782942,0.99961954,0.0
ERZ652825,0.00010216835,0.0002782942,0.99961954,0.0
ERZ654107,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653989,0.00010216835,0.0002782942,0.99961954,0.0
ERZ654377,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653798,0.00010216835,0.0002782942,0.99961954,0.0
ERZ1027273,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653300,0.00010216835,0.0002782942,0.99961954,0.0
ERZ654468,0.00010216835,0.00027823463,0.99961954,0.0
ERZ653481,0.00010218081,0.0002782942,0.99961954,0.0
ERZ653722,0.000102169724,0.00027829423,0.99961954,0.0
ERZ653833,0.00010216836,0.00027823466,0.9996196,0.0
ERZ654163,0.00010216893,0.00027823463,0.99961954,0.0
ERZ653193,0.00010216835,0.0002782942,0.99961954,0.0
ERZ652979,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653823,0.00010216835,0.0002782942,0.99961954,0.0
ERZ653993,0.00010216835,0.0002782942,0.99961954,0.0
ERZ654340,0.00010216835,0.0002782942,0.99961954,0.0
