,root:Host-associated,Unknown
SRR7453259,0.9929764,0.007023573
SRR7453612,0.9929764,0.007023573
SRR5643972,0.9929764,0.007023573
SRR6411540,0.9929764,0.007023573
ERR1109402,0.99297595,0.0070240498
DRR042899,0.9929764,0.007023573
SRR6408807,0.9929764,0.007023573
SRR3647881,0.9929764,0.007023573
ERR1809131,0.9929764,0.007023573
ERR2247342,0.9929764,0.007023573
SRR1949363,0.9929764,0.007023573
ERR866593,0.9929764,0.007023573
SRR5869870,0.9929764,0.007023573
SRR5467933,0.9929764,0.007023573
SRR1715659,0.9929764,0.007023573
SRR1624842,0.9929764,0.007023573
SRR994458,0.9929764,0.007023573
ERR2198686,0.9929764,0.007023573
SRR2761382,0.9929764,0.007023573
ERR441947,0.9929764,0.007023573
SRR7449126,0.9929764,0.007023573
ERR1383728,0.9929764,0.007023573
ERR441868,0.9929764,0.007023573
SRR6028164,0.9929764,0.007023573
ERR2511530,0.9929764,0.007023573
ERR441408,0.9929764,0.007023573
SRR6239892,0.9929764,0.007023573
SRR3053291,0.9929764,0.007023573
ERR209585,0.9929764,0.007023573
SRR994610,0.9929764,0.007023573
SRR388014,0.9929764,0.007023573
DRR043904,0.9929764,0.007023573
SRR1949079,0.9929764,0.007023573
SRR6932497,0.9929764,0.007023573
SRR1948954,0.9929764,0.007023573
ERR441032,0.9929764,0.007023573
ERR1309857,0.9929764,0.007023573
SRR6028655,0.9929764,0.007023573
ERR1109645,0.9929764,0.007023573
ERR1971131,0.9929764,0.007023573
SRR6265655,0.9929764,0.007023573
SRR6409134,0.9929763,0.007023692
SRR6444615,0.9929764,0.007023573
SRR6054597,0.9929764,0.007023573
ERR1701238,0.9929764,0.007023573
SRR6028303,0.9929764,0.007023573
SRR6931929,0.9929764,0.007023573
ERR2002019,0.9929764,0.007023573
SRR3095131,0.9929764,0.007023573
ERR1328399,0.9929764,0.007023573
SRR6408620,0.9929764,0.007023573
SRR1660210,0.9929764,0.007023573
SRR7453847,0.9929764,0.007023573
ERR719066,0.9929764,0.007023573
SRR5155790,0.9929764,0.007023573
SRR1922551,0.9929764,0.007023573
ERR139129,0.9929764,0.007023573
SRR2154975,0.9929764,0.007023573
SRR2761045,0.9929764,0.007023573
ERR2249143,0.9929764,0.007023573
SRR8356304,0.9929764,0.007023573
ERR2739320,0.9929764,0.007023573
SRR1660171,0.9929764,0.007023573
ERR106972,0.9929764,0.007023573
ERR2738950,0.9929764,0.007023573
SRR6054681,0.9929764,0.007023573
SRR5868813,0.9929764,0.007023573
SRR3647637,0.9929764,0.007023573
SRR7453207,0.9929764,0.007023573
SRR2143529,0.9929764,0.007023573
SRR2086810,0.9929764,0.007023573
ERR525994,0.9929764,0.007023573
SRR7453250,0.9929764,0.007023573
ERR1310517,0.9929764,0.007023573
SRR7453589,0.9929764,0.007023573
ERR1314814,0.9929764,0.007023573
SRR5869241,0.9929764,0.007023573
SRR5139803,0.9929764,0.007023573
ERR498525,0.9929764,0.007023573
SRR7448681,0.9929764,0.007023573
SRR6393957,0.9929764,0.007023573
SRR3419365,0.9929764,0.007023573
ERR2511525,0.9929764,0.007023573
ERR1315623,0.9929764,0.007023573
ERR450898,0.9929764,0.007023573
ERR2730326,0.9929764,0.007023573
SRR3951018,0.9929764,0.007023573
SRR2086800,0.9929764,0.007023573
ERR1385498,0.9929764,0.007023573
SRR6931403,0.9929764,0.007023573
DRR047985,0.9929764,0.007023573
SRR6265387,0.9929764,0.007023573
ERR579397,0.9929764,0.007023573
ERR1971272,0.9929764,0.007023573
SRR2154906,0.9929764,0.007023573
SRR920955,0.9929764,0.007023573
ERR1310308,0.9929764,0.007023573
SRR3095119,0.9929764,0.007023573
SRR2658750,0.9929764,0.007023573
SRR5155988,0.9929764,0.007023573
ERR139472,0.9929764,0.007023573
SRR7449419,0.9929764,0.007023573
SRR8484793,0.9929764,0.007023573
ERR579537,0.9929764,0.007023573
ERR531878,0.9929764,0.007023573
ERR441678,0.9929764,0.007023573
SRR3951162,0.9929764,0.007023573
ERR499698,0.9929764,0.007023573
ERR1600437,0.9929764,0.007023573
ERR443314,0.9929764,0.007023573
SRR6408561,0.9929764,0.007023573
SRR7448710,0.9929764,0.007023573
ERR1382976,0.9929764,0.007023573
SRR6443922,0.9929764,0.007023573
ERR441547,0.9929764,0.007023573
ERR2511015,0.9929764,0.007023573
ERR500424,0.9929764,0.007023573
ERR1313648,0.9929764,0.007023573
SRR7449064,0.9929764,0.007023573
SRR6931967,0.9929764,0.007023573
ERR719355,0.9929764,0.007023573
ERR1310775,0.9929764,0.007023573
SRR5831857,0.9929764,0.007023573
ERR719247,0.9929764,0.007023573
SRR1631679,0.9929764,0.007023573
SRR1660122,0.9929763,0.007023692
ERR719609,0.9929764,0.007023573
SRR996788,0.9929764,0.007023573
ERR2002065,0.9929764,0.007023573
ERR1529636,0.9929764,0.007023573
ERR2538490,0.9929764,0.007023573
ERR499928,0.9929764,0.007023573
SRR6367245,0.9929761,0.007023871
SRR3361746,0.9929764,0.007023573
ERR1314752,0.9929764,0.007023573
ERR1624665,0.9929764,0.007023573
ERR719265,0.9929764,0.007023573
SRR6264138,0.9929764,0.007023573
SRR2145403,0.9929764,0.007023573
ERR1309924,0.9929764,0.007023573
SRR6309281,0.9929764,0.007023573
SRR6038450,0.9929764,0.007023573
ERR498874,0.9929764,0.007023573
SRR5868801,0.9929764,0.007023573
ERR365911,0.9929764,0.007023573
SRR7453200,0.9929764,0.007023573
ERR139473,0.9929764,0.007023573
SRR6394028,0.9929764,0.007023573
DRR047970,0.9929764,0.007023573
ERR522131,0.9929764,0.007023573
ERR1297689,0.9929764,0.007023573
ERR2511067,0.9929764,0.007023573
ERR525977,0.9929764,0.007023573
ERR500244,0.9929764,0.007023573
ERR1382429,0.9929764,0.007023573
ERR867374,0.9929764,0.007023573
DRR049474,0.9929764,0.007023573
ERR1309684,0.9929764,0.007023573
ERR499899,0.9929764,0.007023573
SRR1556824,0.9929764,0.007023573
SRR3951159,0.9929764,0.007023573
SRR7448816,0.9929764,0.007023573
ERR1760088,0.9929764,0.007023573
ERR209310,0.9929764,0.007023573
SRR2046622,0.9929757,0.007024288
SRR996348,0.9929764,0.007023573
SRR5971273,0.9929764,0.007023573
SRR996302,0.9929764,0.007023573
ERR2511421,0.9929764,0.007023573
SRR995277,0.9929764,0.007023573
ERR209737,0.9929764,0.007023573
SRR3094925,0.9929764,0.007023573
SRR1948801,0.9929764,0.007023573
SRR505174,0.9929764,0.007023573
ERR520667,0.9929764,0.007023573
SRR2658253,0.9929764,0.007023573
SRR1631277,0.9929764,0.007023573
SRR2658807,0.9929764,0.007023573
ERR444291,0.9929764,0.007023573
SRR6451829,0.9929764,0.007023573
ERR499504,0.9929764,0.007023573
ERR209595,0.9929764,0.007023573
SRR1461197,0.9929764,0.007023573
ERR451394,0.9929764,0.007023573
ERR500132,0.9929764,0.007023573
SRR935519,0.9929764,0.007023573
ERR1313305,0.9929764,0.007023573
SRR5467849,0.9929763,0.007023692
DRR043985,0.9929764,0.007023573
ERR498607,0.9929764,0.007023573
ERR3040031,0.9929764,0.007023573
SRR1949278,0.9929764,0.007023573
SRR995087,0.9929764,0.007023573
SRR5155780,0.9929764,0.007023573
SRR6413851,0.9929764,0.007023573
ERR883417,0.9929764,0.007023573
ERR1315448,0.9929764,0.007023573
ERR2249125,0.9929764,0.007023573
ERR1385171,0.9929764,0.007023573
ERR1382488,0.9929764,0.007023573
SRR6931634,0.9929764,0.007023573
ERR720084,0.9929764,0.007023573
ERR719180,0.9929764,0.007023573
ERR1384004,0.9929764,0.007023573
SRR6411523,0.9929764,0.007023573
SRR6054691,0.9929764,0.007023573
ERR1611398,0.9929764,0.007023573
SRR5983473,0.9929764,0.007023573
ERR1382620,0.9929764,0.007023573
SRR5699387,0.9929764,0.007023573
SRR2924526,0.9929764,0.007023573
SRR995560,0.9929764,0.007023573
ERR522331,0.9929764,0.007023573
SRR5468028,0.9929764,0.007023573
ERR1384933,0.9929764,0.007023573
SRR3725761,0.9929763,0.007023692
SRR1145340,0.99297625,0.0070237517
ERR522296,0.9929764,0.007023573
ERR1385077,0.9929764,0.007023573
ERR719847,0.9929764,0.007023573
ERR2511775,0.9929764,0.007023573
ERR2002035,0.9929764,0.007023573
SRR996761,0.9929764,0.007023573
ERR1315321,0.9929764,0.007023573
DRR050796,0.9929764,0.007023573
ERR2042068,0.9929764,0.007023573
ERR720099,0.9929764,0.007023573
SRR1948975,0.9929764,0.007023573
SRR5947816,0.9929764,0.007023573
SRR7449356,0.9929764,0.007023573
SRR1515170,0.9929764,0.007023573
DRR050944,0.9929764,0.007023573
ERR719046,0.9929764,0.007023573
DRR047540,0.9929764,0.007023573
SRR5687996,0.9929764,0.007023573
DRR047612,0.9929764,0.007023573
SRR1618238,0.9929764,0.007023573
SRR3362264,0.9929764,0.007023573
SRR6409146,0.9929763,0.007023692
ERR1558872,0.9929764,0.007023573
SRR3502005,0.9929764,0.007023573
ERR1309859,0.9929764,0.007023573
ERR500149,0.9929764,0.007023573
SRR5947815,0.9929764,0.007023573
SRR6028637,0.9929764,0.007023573
SRR1618293,0.9929764,0.007023573
SRR6265432,0.9929764,0.007023573
ERR2249127,0.9929764,0.007023573
SRR1624861,0.9929764,0.007023573
SRR996933,0.9929764,0.007023573
ERR525901,0.9929764,0.007023573
SRR3094820,0.9929764,0.007023573
ERR1297741,0.9929764,0.007023573
ERR1385393,0.9929764,0.007023573
SRR1461222,0.9929764,0.007023573
DRR030501,0.9929764,0.007023573
DRR024166,0.99297595,0.0070240498
ERR441572,0.9929764,0.007023573
SRR5983293,0.9929764,0.007023573
SRR6264742,0.9929764,0.007023573
ERR1384021,0.9929764,0.007023573
SRR6054558,0.9929764,0.007023573
SRR388003,0.9929764,0.007023573
DRR042823,0.9929764,0.007023573
SRR3213919,0.9929764,0.007023573
SRR2976489,0.9929764,0.007023573
ERR1311014,0.9929764,0.007023573
SRR1715613,0.9929764,0.007023573
SRR6444406,0.9929764,0.007023573
ERR1385403,0.9929764,0.007023573
SRR1661369,0.9929764,0.007023573
SRR5164273,0.9929764,0.007023573
ERR1310291,0.9929764,0.007023573
SRR1660232,0.9929764,0.007023573
SRR6413909,0.9929764,0.007023573
SRR1948842,0.9929764,0.007023573
ERR525743,0.9929764,0.007023573
ERR983902,0.9929764,0.007023573
SRR5699290,0.9929764,0.007023573
DRR018693,0.9929763,0.007023692
ERR2538465,0.9929764,0.007023573
SRR7704484,0.9929764,0.007023573
SRR5156209,0.9929764,0.007023573
SRR1924014,0.9929764,0.007023573
SRR3419441,0.9929764,0.007023573
SRR5165623,0.9929764,0.007023573
SRR6412109,0.9929764,0.007023573
SRR5870301,0.9929764,0.007023573
SRR6148423,0.9929764,0.007023573
ERR719816,0.9929764,0.007023573
ERR1382914,0.9929764,0.007023573
SRR7448620,0.9929764,0.007023573
SRR3381570,0.9929764,0.007023573
SRR2923350,0.9929764,0.007023573
ERR1328435,0.9929764,0.007023573
SRR7449314,0.9929764,0.007023573
SRR2658274,0.9929764,0.007023573
SRR5768299,0.9929764,0.007023573
SRR5699138,0.9929764,0.007023573
ERR2730395,0.9929764,0.007023573
ERR1382344,0.9929764,0.007023573
SRR5156228,0.9929764,0.007023573
ERR1109457,0.9929764,0.007023573
SRR996001,0.9929764,0.007023573
DRR041865,0.9929764,0.007023573
ERR1328411,0.9929764,0.007023573
ERR866534,0.9929764,0.007023573
ERR719507,0.9929764,0.007023573
ERR501330,0.9929764,0.007023573
SRR1715595,0.9929764,0.007023573
ERR1382319,0.9929764,0.007023573
SRR5699126,0.9929764,0.007023573
DRR044171,0.9929764,0.007023573
SRR996363,0.9929764,0.007023573
SRR6028361,0.9929764,0.007023573
ERR1328494,0.9929764,0.007023573
SRR1948809,0.9929764,0.007023573
SRR3419424,0.9929764,0.007023573
ERR501027,0.9929764,0.007023573
ERR1315609,0.9929764,0.007023573
DRR048221,0.9929764,0.007023573
ERR1759969,0.9929764,0.007023573
SRR3938024,0.9929764,0.007023573
ERR2511312,0.9929764,0.007023573
ERR498830,0.9929764,0.007023573
SRR6148453,0.9929764,0.007023573
ERR1310396,0.9929764,0.007023573
SRR6309257,0.9929764,0.007023573
SRR6409144,0.9929764,0.007023573
ERR2531969,0.99297583,0.007024169
ERR499087,0.9929764,0.007023573
SRR7454135,0.9929764,0.007023573
SRR6409012,0.9929763,0.007023692
SRR7453702,0.9929764,0.007023573
SRR1948883,0.9929764,0.007023573
DRR018670,0.9929764,0.007023573
SRR6931860,0.9929764,0.007023573
ERR719672,0.9929764,0.007023573
ERR2624757,0.9929764,0.007023573
SRR3094685,0.9929764,0.007023573
ERR1382861,0.9929764,0.007023573
ERR520679,0.9929764,0.007023573
SRR3201886,0.9929764,0.007023573
ERR1309640,0.9929764,0.007023573
SRR1660142,0.9929764,0.007023573
SRR505004,0.9929764,0.007023573
ERR1385424,0.9929764,0.007023573
ERR531834,0.9929764,0.007023573
ERR2538524,0.9929764,0.007023573
ERR368915,0.9929764,0.007023573
SRR1948999,0.9929764,0.007023573
DRR068310,0.9929764,0.007023573
SRR6411770,0.9929764,0.007023573
ERR1310854,0.9929764,0.007023573
SRR6931854,0.9929764,0.007023573
SRR7449276,0.9929764,0.007023573
ERR2198657,0.9929764,0.007023573
DRR047715,0.9929764,0.007023573
ERR1310877,0.9929764,0.007023573
ERR1310083,0.9929764,0.007023573
ERR451129,0.9929764,0.007023573
ERR1383344,0.9929764,0.007023573
ERR1913078,0.9929764,0.007023573
ERR1384326,0.9929764,0.007023573
DRR043960,0.9929763,0.007023692
ERR719908,0.9929764,0.007023573
SRR994694,0.9929764,0.007023573
SRR6444541,0.9929764,0.007023573
ERR719427,0.9929764,0.007023573
ERR2011850,0.9929764,0.007023573
ERR579510,0.9929764,0.007023573
ERR579730,0.9929764,0.007023573
SRR3925407,0.9929764,0.007023573
SRR6408991,0.9929764,0.007023573
SRR5467774,0.99297637,0.0070236325
ERR441805,0.9929764,0.007023573
ERR719261,0.9929764,0.007023573
SRR5870012,0.9929764,0.007023573
SRR5156015,0.9929764,0.007023573
SRR6412038,0.9929764,0.007023573
SRR5644006,0.9929764,0.007023573
ERR2806306,0.9929764,0.007023573
SRR2658702,0.9929764,0.007023573
SRR1461247,0.9929764,0.007023573
SRR1948831,0.9929764,0.007023573
ERR719675,0.9929764,0.007023573
SRR1461448,0.9929764,0.007023573
SRR6931572,0.9929764,0.007023573
ERR107091,0.9929764,0.007023573
SRR996479,0.9929764,0.007023573
SRR1618226,0.9929764,0.007023573
ERR1398250,0.9929764,0.007023573
SRR7453249,0.9929764,0.007023573
ERR1759990,0.9929764,0.007023573
ERR1019892,0.9929763,0.007023692
SRR7453964,0.9929764,0.007023573
ERR705788,0.9929764,0.007023573
SRR957765,0.9929764,0.007023573
SRR5155966,0.9929764,0.007023573
ERR441996,0.9929764,0.007023573
SRR5164043,0.9929764,0.007023573
SRR919942,0.9929764,0.007023573
DRR048058,0.9929764,0.007023573
ERR1385356,0.9929764,0.007023573
ERR498964,0.9929764,0.007023573
ERR451441,0.9929764,0.007023573
ERR883439,0.9929764,0.007023573
SRR6264122,0.9929764,0.007023573
SRR995590,0.9929764,0.007023573
SRR505168,0.9929764,0.007023573
ERR561332,0.9929764,0.007023573
ERR1384542,0.9929764,0.007023573
ERR1313566,0.9929764,0.007023573
ERR1760100,0.9929764,0.007023573
ERR441460,0.9929764,0.007023573
ERR500270,0.9929764,0.007023573
SRR6411621,0.9929764,0.007023573
ERR579584,0.9929764,0.007023573
DRR047538,0.9929764,0.007023573
SRR2010503,0.9929764,0.007023573
ERR443447,0.9929764,0.007023573
ERR441550,0.9929764,0.007023573
ERR2286261,0.9929764,0.007023573
ERR1313536,0.9929764,0.007023573
SRR2658045,0.9929764,0.007023573
ERR1109608,0.9929764,0.007023573
DRR044165,0.9929764,0.007023573
ERR2538379,0.9929764,0.007023573
ERR209126,0.9929764,0.007023573
DRR043227,0.9929764,0.007023573
ERR441327,0.9929764,0.007023573
SRR1704243,0.9929764,0.007023573
SRR2761356,0.9929764,0.007023573
SRR3503287,0.9929764,0.007023573
SRR1556819,0.9929764,0.007023573
SRR1949091,0.9929764,0.007023573
ERR1311202,0.9929764,0.007023573
SRR7449230,0.9929764,0.007023573
SRR6931525,0.9929764,0.007023573
ERR500170,0.9929764,0.007023573
ERR1311336,0.9929764,0.007023573
ERR500330,0.9929764,0.007023573
ERR1960784,0.9929764,0.007023573
ERR1311323,0.9929764,0.007023573
ERR522154,0.9929764,0.007023573
SRR3201965,0.9929764,0.007023573
ERR1383622,0.9929764,0.007023573
DRR043126,0.9929764,0.007023573
SRR6367281,0.9929764,0.007023573
SRR5688034,0.9929764,0.007023573
SRR6408579,0.9929764,0.007023573
SRR7454050,0.9929764,0.007023573
ERR2511173,0.9929764,0.007023573
DRR042949,0.9929764,0.007023573
ERR2249139,0.9929764,0.007023573
SRR5525155,0.9929764,0.007023573
SRR995943,0.9929764,0.007023573
SRR2005657,0.9929764,0.007023573
ERR2511548,0.9929764,0.007023573
SRR6931675,0.9929764,0.007023573
SRR5869585,0.9929764,0.007023573
DRR043192,0.9929764,0.007023573
SRR994971,0.9929764,0.007023573
SRR920931,0.9929764,0.007023573
SRR6054601,0.9929764,0.007023573
ERR499022,0.9929764,0.007023573
ERR1558920,0.99297583,0.007024169
ERR2739186,0.9929764,0.007023573
SRR6451723,0.9929764,0.007023573
SRR2761090,0.9929764,0.007023573
ERR522572,0.9929764,0.007023573
ERR1314271,0.9929764,0.007023573
SRR6409040,0.99297637,0.0070236325
SRR1620022,0.9929764,0.007023573
ERR441209,0.9929764,0.007023573
ERR531855,0.9929764,0.007023573
ERR2247320,0.9929764,0.007023573
SRR2010533,0.9929764,0.007023573
ERR500800,0.9929764,0.007023573
SRR3581146,0.9929764,0.007023573
ERR1385347,0.9929764,0.007023573
SRR6412005,0.9929764,0.007023573
ERR500647,0.9929764,0.007023573
SRR6931479,0.9929764,0.007023573
ERR2511934,0.9929764,0.007023573
ERR1313685,0.9929764,0.007023573
DRR050774,0.9929764,0.007023573
SRR1949362,0.9929764,0.007023573
SRR6757657,0.9929764,0.007023573
SRR7448573,0.9929764,0.007023573
ERR522308,0.9929764,0.007023573
ERR720103,0.9929764,0.007023573
SRR3503402,0.9929764,0.007023573
SRR5165894,0.9929764,0.007023573
ERR107055,0.9929762,0.0070238113
ERR1383070,0.9929764,0.007023573
DRR043249,0.9929764,0.007023573
SRR7449474,0.9929764,0.007023573
SRR996536,0.9929764,0.007023573
SRR7454165,0.9929764,0.007023573
DRR043952,0.9929764,0.007023573
ERR443306,0.9929764,0.007023573
ERR531695,0.9929764,0.007023573
SRR7449232,0.9929764,0.007023573
DRR042743,0.9929764,0.007023573
ERR1382554,0.9929764,0.007023573
ERR532115,0.9929764,0.007023573
SRR6060213,0.9929764,0.007023573
ERR532091,0.9929764,0.007023573
ERR2784820,0.9929764,0.007023573
SRR6264578,0.9929764,0.007023573
SRR1145327,0.9929764,0.007023573
ERR107086,0.9929764,0.007023573
SRR2046586,0.9929764,0.007023573
DRR018680,0.9929763,0.007023692
SRR6444344,0.9929764,0.007023573
ERR1384642,0.9929764,0.007023573
SRR3503359,0.9929763,0.007023692
SRR6299458,0.9929764,0.007023573
ERR2511366,0.9929764,0.007023573
SRR5155983,0.9929764,0.007023573
SRR7704542,0.9929764,0.007023573
SRR6757649,0.9929764,0.007023573
ERR1315517,0.9929764,0.007023573
ERR2531971,0.9929763,0.007023692
SRR6054589,0.9929764,0.007023573
SRR1950768,0.9929764,0.007023573
SRR6411600,0.9929764,0.007023573
SRR6054504,0.9929764,0.007023573
SRR6309215,0.9929764,0.007023573
SRR6038275,0.9929764,0.007023573
ERR1759895,0.9929764,0.007023573
ERR520763,0.9929764,0.007023573
SRR5525183,0.9929763,0.007023692
ERR522425,0.9929764,0.007023573
ERR1311367,0.9929764,0.007023573
SRR3501931,0.9929764,0.007023573
SRR6394114,0.9929764,0.007023573
SRR7453857,0.9929764,0.007023573
SRR7449049,0.9929764,0.007023573
SRR6054611,0.9929764,0.007023573
ERR1384783,0.9929764,0.007023573
ERR209677,0.9929764,0.007023573
ERR1111190,0.9929764,0.007023573
SRR6444725,0.9929764,0.007023573
SRR6408846,0.9929764,0.007023573
SRR7449422,0.9929764,0.007023573
SRR996084,0.9929764,0.007023573
ERR209235,0.9929764,0.007023573
DRR044225,0.9929764,0.007023573
ERR1310710,0.9929764,0.007023573
SRR6309270,0.9929764,0.007023573
DRR030475,0.9929764,0.007023573
SRR5520119,0.9929764,0.007023573
ERR719793,0.9929764,0.007023573
ERR441421,0.9929764,0.007023573
ERR2538502,0.9929764,0.007023573
SRR934561,0.9929764,0.007023573
ERR2001921,0.9929764,0.007023573
SRR6028344,0.9929764,0.007023573
SRR7453729,0.9929764,0.007023573
ERR532242,0.9929764,0.007023573
ERR522329,0.9929764,0.007023573
ERR2002381,0.9929764,0.007023573
ERR451097,0.9929764,0.007023573
ERR2247390,0.9929764,0.007023573
ERR1314131,0.9929764,0.007023573
SRR5687979,0.9929764,0.007023573
ERR1759983,0.9929764,0.007023573
SRR5467637,0.9929764,0.007023573
SRR388105,0.9929764,0.007023573
DRR024047,0.9929764,0.007023573
SRR1461659,0.9929764,0.007023573
SRR1618000,0.9929764,0.007023573
SRR2143927,0.9929764,0.007023573
SRR5520579,0.9929764,0.007023573
SRR5178132,0.9929764,0.007023573
SRR6264669,0.9929764,0.007023573
SRR7453237,0.9929764,0.007023573
ERR2511252,0.9929764,0.007023573
SRR5947812,0.9929764,0.007023573
SRR5983454,0.9929764,0.007023573
SRR6757621,0.9929764,0.007023573
ERR1701237,0.9929764,0.007023573
ERR499768,0.9929764,0.007023573
SRR504963,0.9929764,0.007023573
ERR498896,0.9929764,0.007023573
SRR2761416,0.9929764,0.007023573
SRR6264059,0.9929764,0.007023573
DRR050855,0.9929764,0.007023573
ERR1398226,0.9929764,0.007023573
ERR1760109,0.9929764,0.007023573
ERR441818,0.9929764,0.007023573
ERR883449,0.9929764,0.007023573
SRR6411781,0.9929764,0.007023573
ERR498793,0.9929764,0.007023573
DRR042740,0.9929764,0.007023573
ERR2198614,0.9929764,0.007023573
SRR5869113,0.9929764,0.007023573
ERR2002282,0.9929764,0.007023573
SRR3647771,0.9929764,0.007023573
SRR919579,0.9929764,0.007023573
SRR6411927,0.9929764,0.007023573
SRR6265436,0.9929764,0.007023573
ERR1313833,0.9929764,0.007023573
SRR6028563,0.9929764,0.007023573
ERR209690,0.9929764,0.007023573
DRR018698,0.9929764,0.007023573
SRR7453927,0.9929764,0.007023573
DRR024092,0.9929762,0.0070238113
SRR6408860,0.9929764,0.007023573
ERR522137,0.9929764,0.007023573
ERR500142,0.9929764,0.007023573
ERR1912953,0.9929764,0.007023573
SRR2046610,0.9929761,0.007023871
SRR6414303,0.9929764,0.007023573
ERR531907,0.9929764,0.007023573
ERR719668,0.9929764,0.007023573
SRR5983286,0.9929764,0.007023573
SRR5467594,0.9929764,0.007023573
SRR7453491,0.9929764,0.007023573
ERR1315434,0.9929764,0.007023573
ERR2511606,0.9929764,0.007023573
SRR2658178,0.9929764,0.007023573
ERR209491,0.9929764,0.007023573
SRR6757667,0.9929764,0.007023573
ERR1314197,0.9929764,0.007023573
ERR1315572,0.9929764,0.007023573
ERR2784736,0.9929764,0.007023573
ERR1315559,0.9929764,0.007023573
SRR1618191,0.9929764,0.007023573
ERR2286295,0.9929764,0.007023573
ERR2511933,0.9929764,0.007023573
SRR3503312,0.9929764,0.007023573
ERR2511417,0.9929764,0.007023573
ERR1314105,0.9929764,0.007023573
SRR6408563,0.99297637,0.0070236325
ERR441262,0.9929764,0.007023573
ERR1398073,0.9929764,0.007023573
SRR7448845,0.9929764,0.007023573
SRR3931541,0.9929764,0.007023573
ERR1885251,0.9929764,0.007023573
ERR522347,0.9929764,0.007023573
SRR387966,0.9929764,0.007023573
ERR107083,0.9929764,0.007023573
ERR2739146,0.9929764,0.007023573
ERR441519,0.9929764,0.007023573
SRR7453492,0.9929764,0.007023573
ERR561040,0.9929764,0.007023573
ERR1712598,0.9929762,0.0070238113
SRR7449336,0.9929764,0.007023573
SRR996269,0.9929764,0.007023573
ERR531583,0.9929764,0.007023573
SRR1923894,0.9929764,0.007023573
SRR6148384,0.9929764,0.007023573
ERR1759891,0.9929764,0.007023573
ERR1315458,0.9929764,0.007023573
ERR499010,0.9929764,0.007023573
SRR3361539,0.9929764,0.007023573
SRR6394021,0.9929764,0.007023573
DRR044339,0.9929764,0.007023573
ERR1297682,0.9929764,0.007023573
SRR6386288,0.9929764,0.007023573
ERR531808,0.9929764,0.007023573
ERR2511096,0.9929764,0.007023573
ERR499202,0.9929764,0.007023573
SRR5156002,0.9929764,0.007023573
ERR1913125,0.9929764,0.007023573
SRR6028523,0.9929764,0.007023573
ERR1971285,0.9929764,0.007023573
SRR6265319,0.9929764,0.007023573
ERR867079,0.9929764,0.007023573
ERR525992,0.9929764,0.007023573
SRR6028418,0.9929764,0.007023573
ERR1384554,0.9929764,0.007023573
ERR1960771,0.9929764,0.007023573
ERR450680,0.9929764,0.007023573
SRR2658215,0.9929764,0.007023573
ERR866702,0.9929764,0.007023573
ERR500953,0.9929764,0.007023573
ERR525898,0.9929764,0.007023573
DRR048030,0.9929764,0.007023573
SRR3362134,0.9929764,0.007023573
SRR995906,0.9929764,0.007023573
ERR2002140,0.9929764,0.007023573
DRR030553,0.9929764,0.007023573
SRR919849,0.9929764,0.007023573
ERR2309101,0.9929764,0.007023573
SRR1660244,0.9929764,0.007023573
ERR443896,0.9929764,0.007023573
SRR6411937,0.9929764,0.007023573
SRR6411979,0.9929764,0.007023573
DRR047696,0.9929764,0.007023573
ERR442016,0.9929764,0.007023573
DRR044329,0.9929764,0.007023573
SRR5165682,0.9929764,0.007023573
SRR5983310,0.9929764,0.007023573
SRR5467608,0.9929763,0.007023692
ERR2002343,0.9929764,0.007023573
SRR7448532,0.9929764,0.007023573
SRR921050,0.9929764,0.007023573
SRR2145469,0.9929764,0.007023573
ERR2247318,0.9929764,0.007023573
SRR2046664,0.9929764,0.007023573
SRR6408648,0.9929764,0.007023573
ERR2198050,0.9929764,0.007023573
ERR139075,0.9929764,0.007023573
SRR1704712,0.9929764,0.007023573
ERR1297667,0.9929764,0.007023573
ERR1385357,0.9929764,0.007023573
ERR719047,0.9929764,0.007023573
SRR994862,0.9929764,0.007023573
SRR6264277,0.9929764,0.007023573
ERR1297705,0.9929764,0.007023573
SRR3362219,0.9929764,0.007023573
ERR2739301,0.9929764,0.007023573
ERR1310683,0.9929764,0.007023573
SRR6931404,0.9929764,0.007023573
SRR1145278,0.9929762,0.0070238113
SRR3503361,0.9929764,0.007023573
ERR1384804,0.9929764,0.007023573
SRR3053389,0.9929764,0.007023573
ERR719612,0.9929764,0.007023573
DRR047906,0.9929764,0.007023573
SRR6412124,0.9929764,0.007023573
SRR935334,0.9929764,0.007023573
ERR444321,0.9929764,0.007023573
SRR5467634,0.9929764,0.007023573
ERR1331805,0.9929764,0.007023573
ERR209524,0.9929764,0.007023573
SRR5831877,0.9929756,0.0070244074
SRR6451759,0.9929764,0.007023573
ERR3605936,0.9929764,0.007023573
SRR3094781,0.9929764,0.007023573
SRR5983340,0.9929764,0.007023573
SRR505210,0.9929764,0.007023573
SRR5156035,0.9929764,0.007023573
SRR5699169,0.9929764,0.007023573
SRR6394084,0.9929764,0.007023573
SRR1617833,0.9929764,0.007023573
ERR1385421,0.9929764,0.007023573
SRR3732545,0.9929764,0.007023573
SRR1822487,0.9929764,0.007023573
ERR209634,0.9929764,0.007023573
ERR443507,0.9929764,0.007023573
ERR500353,0.9929764,0.007023573
SRR919552,0.9929764,0.007023573
SRR1745936,0.9929764,0.007023573
