,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
ERR1384230,0.9931527,0.00074511766,0.0012283623,0.00077337027,0.0004053712,0.00033688545,0.0002847016,0.00075629354,0.0009937286,0.00027441978,0.00028142333,0.000233531,0.0005340576
SRR6411577,0.020843565,0.00031608343,0.0013524592,0.0042485595,0.0010721982,0.0002669096,0.0003167987,0.001144737,0.0014113188,0.00059106946,0.0008094311,0.0005745888,0.9670523
ERR494400,0.0037587285,0.0013209283,0.006387502,0.19580069,0.046596617,0.0013842881,0.0015469491,0.0011028349,0.0063824058,0.0061806142,0.002834171,0.0076106787,0.71909356
SRR1461231,0.7593111,0.000436157,0.00044092536,0.002712071,0.000487715,0.0001233798,0.00018569827,0.0010158122,0.0006559193,0.00036671758,0.0003465414,3.4187928e-05,0.2338838
SRR920622,0.004793972,0.00058215857,0.0027549565,0.001987487,0.0005450249,0.00040018559,0.0007118583,0.0018522739,0.0012875199,0.00049090385,0.0010405779,0.0013339818,0.9822191
ERR500258,0.9931527,0.00074511766,0.0012283623,0.00077337027,0.0004053712,0.00033688545,0.0002847016,0.00075629354,0.0009937286,0.00027441978,0.00028142333,0.000233531,0.0005340576
ERR1310760,0.9931527,0.00074511766,0.0012283623,0.00077337027,0.0004053712,0.00033688545,0.0002847016,0.00075629354,0.0009937286,0.00027441978,0.00028142333,0.000233531,0.0005340576
ERR1109583,0.0048944354,0.000577271,0.0027296543,0.0020112991,0.00055131316,0.0003979802,0.00070390105,0.0018384457,0.0012895167,0.000492543,0.0010369718,0.0013183057,0.98215836
DRR047361,0.0032655837,0.0041191857,0.957768,0.01700878,0.0016116005,0.0012612884,0.0036312405,0.0018539384,0.0037865748,0.001053852,0.0013297662,0.003310028,0.0
SRR8356215,0.9931527,0.00074511766,0.0012283623,0.00077337027,0.0004053712,0.00033688545,0.0002847016,0.00075629354,0.0009937286,0.00027441978,0.00028142333,0.000233531,0.0005340576
SRR6367328,0.0077557266,0.0007260144,0.0575324,0.0011938512,0.0010792613,0.0006634593,0.0012508035,0.0007061064,0.0015130043,0.00060889125,0.0010487735,0.0054386556,0.92048305
