,root:Host-associated:Human:Digestive_system:Large_intestine:Fecal,root:Host-associated:Human:Digestive_system:Oral:Periodontal_pockets,root:Host-associated:Human:Digestive_system:Oral:Saliva,root:Host-associated:Human:Digestive_system:Oral:Subgingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Supragingival_plaque,root:Host-associated:Human:Digestive_system:Oral:Throat,root:Host-associated:Human:Digestive_system:Oral:buccal_mucosa,root:Host-associated:Human:Digestive_system:Oral:tongue_dorsum,root:Host-associated:Human:Reproductive_system:Vagina:posterior_fornix,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Nasal_cavity,root:Host-associated:Human:Respiratory_system:Nasopharyngeal:Pharynx,root:Host-associated:Human:Respiratory_system:Pulmonary_system:Sputum,Unknown
ERR499961,0.9985083,1.625579e-05,0.00020137429,0.00018015504,8.133419e-06,1.4518011e-05,0.00019013882,2.5021272e-05,3.6510217e-05,3.5288915e-05,2.57804e-05,0.00014209747,0.00061643124
SRR6411718,0.00023284556,5.0003287e-06,0.0005755425,0.00010085083,0.00067892676,2.688767e-05,8.236459e-05,3.9607854e-05,1.32542855e-05,0.0002012551,0.00046500567,3.6348567e-05,0.99754214
ERR1811131,0.99850833,1.6258238e-05,0.0002014041,0.00018021464,8.134777e-06,1.4519272e-05,0.00019028783,2.5026951e-05,3.651809e-05,3.529605e-05,2.5787285e-05,0.00014215708,0.0006160736
SRR1583584,0.00024154782,0.00031110644,0.024104267,0.048953086,0.0013930202,4.535356e-06,1.4556351e-06,4.431345e-05,0.00030505657,2.7277405e-05,2.0187408e-05,4.3781624e-06,0.92458975
SRR7449297,0.00069889426,8.357363e-06,0.00037118793,6.79829e-05,0.0004425943,7.638058e-05,7.5428325e-05,2.5592853e-05,6.330735e-05,0.0008100569,0.0015377998,0.00013008714,0.9956923
ERR1310299,0.99860847,1.9002153e-05,0.00021982193,0.000187397,9.66836e-06,1.5884874e-05,0.00020974874,3.1591506e-05,4.558127e-05,4.3480017e-05,3.4003202e-05,0.00016564131,0.00040972233
SRR1145342,0.00026977062,8.836607e-05,0.9956502,0.00069621205,0.00014472008,4.6398436e-05,1.7430404e-05,8.709453e-05,2.9652041e-05,6.706572e-05,1.47616365e-05,9.093838e-05,0.0027974248
SRR6931830,0.0015985967,1.2728034e-05,0.0005187989,0.0004891158,0.00012925269,2.2812177e-05,3.922328e-05,0.00019946696,0.00010551332,0.00045812133,0.00055685645,0.00012877585,0.9957408
ERR1313476,0.99866426,2.0831483e-05,0.00023132563,0.00019168854,1.0704339e-05,1.6749122e-05,0.00022220612,3.6240468e-05,5.194347e-05,4.9166145e-05,4.0023173e-05,0.00018128753,0.0002835393
SRR5196301,0.0027605593,0.0004658997,0.0037490726,0.0014585555,0.0006405711,0.00092574954,0.98005784,0.0015645325,1.2216382e-05,0.0009966195,0.0013444722,0.00040456653,0.0056194067
ERR1331878,0.9985083,1.625579e-05,0.00020137429,0.00018015504,8.133419e-06,1.4518011e-05,0.00019013882,2.5021272e-05,3.6510217e-05,3.5288915e-05,2.57804e-05,0.00014209747,0.00061643124
ERR498816,0.9985083,1.625579e-05,0.00020137429,0.00018015504,8.133419e-06,1.4518011e-05,0.00019013882,2.5021272e-05,3.6510217e-05,3.5288915e-05,2.57804e-05,0.00014209747,0.00061643124
ERR2739135,0.9985083,1.625579e-05,0.00020137429,0.00018015504,8.133419e-06,1.4518011e-05,0.00019013882,2.5021272e-05,3.6510217e-05,3.5288915e-05,2.57804e-05,0.00014209747,0.00061643124
ERR441703,0.0014399909,0.00021543777,0.0035589444,0.0034560668,9.930189e-05,0.00018585862,0.0011973947,0.9877495,0.00018869255,0.0007070657,0.00018278853,0.0010188866,0.0
ERR209778,0.9985082,1.6255975e-05,0.0002014637,0.00018021464,8.133582e-06,1.4518108e-05,0.00019013882,2.5021798e-05,3.6510915e-05,3.5289522e-05,2.578109e-05,0.00014209747,0.00061637163
SRR5870044,0.000108912,1.5632742e-05,0.0020777585,0.00032755735,0.00023326279,3.0373261e-05,5.1952145e-05,0.00038918856,1.5705336e-05,0.0001679361,0.00014436246,2.1119295e-05,0.9964163
ERR1712495,0.0002988577,3.227071e-05,0.0007110834,0.0038206875,0.0013256669,1.3539439e-05,1.8177272e-05,0.0003298223,0.0001808703,0.00016775727,0.00021961331,0.00010891438,0.99277276
ERR1311006,0.9985083,1.625579e-05,0.00020137429,0.00018015504,8.133419e-06,1.4518011e-05,0.00019013882,2.5021272e-05,3.6510217e-05,3.5288915e-05,2.57804e-05,0.00014209747,0.00061643124
ERR2511926,0.9985083,1.625579e-05,0.00020137429,0.00018015504,8.133419e-06,1.4518011e-05,0.00019013882,2.5021272e-05,3.6510217e-05,3.5288915e-05,2.57804e-05,0.00014209747,0.00061643124
SRR6412038,0.00017005205,8.3516425e-06,0.0010059774,0.00016832352,0.00042021275,2.8948692e-05,6.709291e-05,0.000107702275,1.4720207e-05,0.00019082427,0.00028398633,2.9311168e-05,0.9975045
DRR043888,0.0002693236,8.831349e-05,0.99565125,0.00069627166,0.00014489889,4.636964e-05,1.736722e-05,8.707252e-05,2.9640223e-05,6.703464e-05,1.4780146e-05,9.06108e-05,0.0027971268
SRR6038497,0.9985083,1.625579e-05,0.00020137429,0.00018015504,8.133419e-06,1.4518011e-05,0.00019013882,2.5021272e-05,3.6510217e-05,3.5288915e-05,2.57804e-05,0.00014209747,0.00061643124
ERR441309,0.0014399909,0.00021543777,0.003558915,0.0034560668,9.930189e-05,0.00018585862,0.0011973947,0.98774964,0.00018869255,0.0007070657,0.00018278853,0.0010189457,0.0
ERR1913153,0.9985086,1.6263511e-05,0.0002014339,0.00018021464,8.137702e-06,1.4521986e-05,0.00019025803,2.503908e-05,3.653488e-05,3.531137e-05,2.5802094e-05,0.00014215708,0.0006157756
SRR8485004,0.9854394,7.163746e-06,0.00017258525,8.69619e-05,1.7096449e-05,4.399156e-06,3.2150354e-05,1.3547189e-05,2.380453e-05,1.5625885e-05,2.4838751e-05,4.735367e-06,0.014157653
SRR1948839,0.00030484796,6.077949e-06,0.00054097176,9.544978e-05,0.00057399273,3.6123252e-05,7.869078e-05,3.9002713e-05,2.0603246e-05,0.00029361248,0.00061377883,5.0458053e-05,0.9973464
ERR522326,0.9985082,1.625582e-05,0.0002014637,0.00018015504,8.133443e-06,1.4518039e-05,0.00019016862,2.5021367e-05,3.6510355e-05,3.528905e-05,2.5780499e-05,0.00014209747,0.00061643124
SRR3362197,0.99850833,1.62561e-05,0.00020131469,0.00018021464,8.13359e-06,1.45181775e-05,0.00019016862,2.502199e-05,3.6511192e-05,3.5289824e-05,2.5781235e-05,0.00014215708,0.000616312
DRR048073,0.0002693236,8.831349e-05,0.99565125,0.00069627166,0.00014489889,4.636964e-05,1.736722e-05,8.707252e-05,2.9640223e-05,6.703464e-05,1.4780146e-05,9.06108e-05,0.0027971268
SRR5868826,0.000108912,1.5632742e-05,0.0020778181,0.00032743815,0.00023326279,3.0373261e-05,5.1952095e-05,0.00038924816,1.5705336e-05,0.0001679361,0.00014436246,2.1119295e-05,0.9964163
DRR047362,0.00027024746,8.83359e-05,0.99563885,0.00069490075,0.0001450479,4.639941e-05,1.7362401e-05,8.707651e-05,2.9609511e-05,6.701502e-05,1.4767015e-05,9.05734e-05,0.0028098822
SRR6038374,0.97296536,4.4335616e-06,0.00014582276,8.347077e-05,0.00012814999,3.8570714e-05,8.702587e-05,4.4162243e-05,0.00014162064,0.00010653058,0.0001104281,5.092694e-05,0.026093483
ERR1310508,0.99850833,1.6256812e-05,0.0002014041,0.00018012524,8.133978e-06,1.4518538e-05,0.00019013882,2.5023612e-05,3.6513422e-05,3.5291876e-05,2.5783203e-05,0.00014209747,0.00061643124
ERR522546,0.99850845,1.6258145e-05,0.0002014637,0.00018021464,8.1347225e-06,1.4519216e-05,0.00019022822,2.5026666e-05,3.651774e-05,3.5295747e-05,2.578699e-05,0.00014209747,0.000616014
ERR1314699,0.97293264,4.4043068e-06,0.00014331937,8.157014e-05,0.00012731552,3.7802798e-05,8.684844e-05,4.3603177e-05,0.00013956428,0.000104563485,0.00010766571,4.9374255e-05,0.026141346
ERR1398144,0.99850845,1.625917e-05,0.00020137429,0.00018024445,8.135289e-06,1.4519743e-05,0.00019022822,2.5029052e-05,3.6521014e-05,3.5298708e-05,2.5789892e-05,0.00014215708,0.000616014
SRR3951080,0.00038540363,7.4978714e-05,0.004052907,0.0009178817,0.00048410892,8.6420505e-06,1.0407158e-05,1.127653e-05,1.7543207e-05,4.3255317e-05,0.00011850301,4.887543e-06,0.9938702
DRR047536,0.0002693236,8.831349e-05,0.99565125,0.00069627166,0.00014489889,4.636964e-05,1.736722e-05,8.707252e-05,2.9640223e-05,6.703464e-05,1.4780146e-05,9.06108e-05,0.0027971268
SRR7453759,0.00045493245,1.3136974e-05,0.0006760955,0.0001176047,0.00028848648,7.3528565e-05,6.218432e-05,7.207958e-05,5.9368278e-05,0.0006622076,0.00083097816,9.164306e-05,0.99659777
DRR048002,0.0002693236,8.831349e-05,0.99565125,0.00069627166,0.00014489889,4.636964e-05,1.736722e-05,8.707252e-05,2.9640223e-05,6.703464e-05,1.4780146e-05,9.06108e-05,0.0027971268
