,root:Engineered:Wastewater,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Human,root:Host-associated:Insecta,root:Host-associated:Mammals,root:Host-associated:Plants
SRR5313402,0.004151028,0.01418071,0.863736,0.057854455,0.0029213734,0.004821165,0.052335378
SRR2923078,0.09038763,0.42542514,0.03528188,0.010912701,0.10237101,0.033922303,0.30169934
SRR6408981,0.00012685527,0.00071205484,0.0012903943,0.9961725,0.00025540614,0.00100327,0.00043949956
ERR2495254,0.0014563369,0.0022988594,0.0087816175,0.0063176383,0.0035118514,0.0041611423,0.9734726
ERR1960760,0.00012685974,0.0007120463,0.0012904705,0.99617237,0.00025541705,0.0010032933,0.00043952093
ERR1582700,0.0009854939,0.99350363,0.0012016499,0.0019849578,0.0009753682,0.0010997035,0.00024933316
ERR1678287,0.0015391179,0.0023840962,0.009269865,0.006792714,0.0036299585,0.0042999005,0.9720844
ERR1594301,0.0041560945,0.014167639,0.8636722,0.057884917,0.0029245515,0.0048270244,0.052367557
DRR044034,0.00012685539,0.00071205554,0.0012904005,0.9961725,0.00025540663,0.0010032767,0.00043950105
SRR6932119,0.00012685588,0.0007120559,0.0012904134,0.9961725,0.00025540977,0.0010032767,0.00043950503
DRR047816,0.00012685516,0.0007120562,0.0012903943,0.9961725,0.00025540614,0.0010032714,0.00043949936
ERR443098,0.00012685318,0.0007120486,0.0012905011,0.99617225,0.00025540922,0.0010034167,0.00043951604
SRR5451630,0.0009807758,0.9935348,0.0011924753,0.0019823506,0.00096693035,0.0010954156,0.00024725552
DRR018397,0.00012685516,0.00071205554,0.0012903938,0.9961725,0.00025540587,0.00100327,0.00043949916
SRR996204,0.00012685804,0.00071205746,0.0012904367,0.99617237,0.0002554117,0.0010032885,0.00043951275
ERR443008,0.00012685635,0.00071205455,0.0012904184,0.9961725,0.00025540977,0.0010032805,0.0004395063
SRR5273202,0.0009808135,0.9935347,0.0011925377,0.0019822728,0.00096689566,0.0010954796,0.00024726512
DRR018790,0.00012685623,0.0007120528,0.0012904117,0.9961725,0.00025540928,0.0010032739,0.00043950483
ERR2730264,0.00012683054,0.0007119368,0.0012924691,0.99616736,0.0002554898,0.0010060961,0.00043984305
ERR2233527,0.00318906,0.0066159125,0.007220095,0.008215286,0.0017888867,0.971307,0.0016637455
ERR664732,0.0014504503,0.002292425,0.008773773,0.0063241874,0.0034975428,0.0041402914,0.9735213
SRR5165866,0.00012682521,0.0007116489,0.0012964626,0.9961577,0.00025568577,0.0010111383,0.00044056313
ERR1311610,0.00012683118,0.00071193115,0.0012924202,0.9961676,0.000255486,0.0010060052,0.00043983915
DRR043806,0.00012685503,0.0007120569,0.0012903925,0.9961725,0.00025540564,0.001003271,0.00043949875
SRR994790,0.00012684937,0.0007120316,0.0012907295,0.9961718,0.00025541714,0.0010037329,0.00043955332
ERR2738657,0.00012691077,0.0007113946,0.0012905276,0.9961732,0.000255428,0.0010028924,0.00043956842
ERR1511968,0.0031509185,0.0064923177,0.007045349,0.008151521,0.0017896817,0.9716904,0.0016798697
SRR2897071,0.003174635,0.006543169,0.0071064555,0.008184334,0.0017914893,0.9715227,0.001677222
ERR309582,0.0032773798,0.0066652084,0.0071601653,0.008398337,0.0018483418,0.9709199,0.0017306536
SRR2145521,0.00012687399,0.00071191916,0.0012907133,0.99617213,0.0002554506,0.0010033754,0.0004395883
SRR3053411,0.00012738052,0.0007143843,0.0013002505,0.99614185,0.00025685775,0.0010179093,0.00044144606
SRR8605112,0.018020257,0.13946752,0.0329699,0.6667804,0.009585196,0.0708809,0.06229579
ERR1689391,0.001450555,0.0022925662,0.008773862,0.0063240496,0.0034978136,0.004140639,0.9735205
SRR6444883,0.00014949466,0.0008093649,0.0015006869,0.99540114,0.0003038013,0.0013477695,0.00048785706
SRR5869954,0.00012685503,0.0007120565,0.0012903943,0.9961725,0.00025540587,0.0010032734,0.00043949916
ERR1331834,0.00012688957,0.0007120314,0.0012914968,0.9961701,0.0002554925,0.0010042675,0.0004397656
SRR5457578,0.0009807581,0.9935349,0.001192451,0.0019822547,0.0009668917,0.0010953696,0.00024725343
SRR2153709,0.005048309,0.942208,0.034291837,0.006108402,0.0011437149,0.002859133,0.0083405245
SRR5221253,0.0009813292,0.99352735,0.0011933185,0.0019855723,0.000968142,0.0010970006,0.00024730014
ERR209223,0.00012736092,0.0007146961,0.0013108156,0.99611205,0.00025764861,0.001034344,0.00044304266
ERR1905886,0.0014504545,0.0022924314,0.008773778,0.006324182,0.0034975545,0.004140305,0.9735213
ERR1691683,0.0014532763,0.0022959416,0.008776873,0.006320705,0.0035046625,0.004150079,0.97349846
ERR522368,0.0022270444,0.028507361,0.0041321185,0.09893959,0.005118466,0.8599563,0.0011191935
SRR3094767,0.00012688724,0.0007117754,0.0012905105,0.99617285,0.00025542986,0.0010030805,0.0004395559
ERR2709811,0.0014507374,0.0022926882,0.008773996,0.006323874,0.0034982115,0.004141053,0.97351944
SRR4414346,0.0041511836,0.014190651,0.8636691,0.0579113,0.0029229363,0.004822013,0.05233286
SRR4780275,0.0009807581,0.9935349,0.001192451,0.0019822547,0.0009668917,0.0010953696,0.00024725343
ERR1678241,0.0014586142,0.002307305,0.008858809,0.0063678613,0.003507304,0.0041669435,0.9733332
SRR632541,0.0009808991,0.9935328,0.0011926658,0.0019832128,0.0009672438,0.0010958019,0.00024726044
SRR1258263,0.0009807581,0.9935349,0.001192451,0.0019822547,0.0009668917,0.0010953696,0.00024725343
ERR1383482,0.0007921869,0.0042013125,0.005414505,0.9494533,0.0023205194,0.036615595,0.0012026165
ERR1135392,0.0031025244,0.0064628595,0.0071629356,0.008029241,0.0017357017,0.97189087,0.0016159174
SRR994583,0.0001294951,0.00072744687,0.0014654029,0.9956566,0.00027150137,0.0012820482,0.00046751922
ERR1691345,0.0014511532,0.0022933662,0.008774439,0.006323271,0.0034993528,0.004142685,0.97351575
SRR920970,0.00012685503,0.0007120569,0.0012903925,0.9961725,0.00025540564,0.001003271,0.00043949875
SRR1175852,0.00012685462,0.00071204815,0.0012905336,0.99617213,0.00025541408,0.0010034352,0.0004395256
ERR1522243,0.0031118745,0.0064618597,0.0071113002,0.008042758,0.0017502483,0.9718874,0.0016344958
SRR8605180,0.0037825343,0.012477847,0.05286487,0.795674,0.017123522,0.025803069,0.0922741
ERR1533560,0.0031640672,0.0065312777,0.0070486926,0.008200647,0.001798062,0.9715737,0.0016835143
ERR1135391,0.003121689,0.006481652,0.0071837436,0.0080744475,0.0017449849,0.97176963,0.0016239218
SRR6265302,0.00012684816,0.00071195525,0.0012932622,0.99616516,0.00025556187,0.0010071994,0.00043998848
ERR1310175,0.00012687506,0.0007119616,0.0012907004,0.99617213,0.00025546158,0.0010033069,0.00043959374
SRR2658295,0.0024007894,0.031292032,0.008084858,0.68625575,0.00857809,0.25679344,0.006594998
ERR1523484,0.002212522,0.022878911,0.007841892,0.7381179,0.007807808,0.2151346,0.0060062893
ERR1226491,0.0014509656,0.0022930445,0.008775924,0.0063257255,0.0034985067,0.0041415133,0.97351426
ERR444473,0.00012685503,0.0007120569,0.0012903925,0.9961725,0.00025540564,0.001003271,0.00043949875
ERR1263382,0.0025275885,0.018032767,0.004886878,0.1287936,0.0055774166,0.83874077,0.0014409589
SRR4414701,0.0041612065,0.014150409,0.8636342,0.057916347,0.0029269843,0.0048318324,0.052379128
ERR1385258,0.00013929652,0.00077220204,0.0014835768,0.9955018,0.00028989892,0.0013378538,0.0004754013
ERR1897335,0.0009807645,0.9935348,0.00119246,0.0019822845,0.00096690503,0.0010953846,0.00024725456
SRR5827467,0.0014676813,0.9916487,0.0019582536,0.0018027739,0.0010926689,0.0016260041,0.00040403332
SRR5177422,0.0009807581,0.9935349,0.001192451,0.0019822547,0.0009668917,0.0010953696,0.00024725343
SRR995297,0.00012685503,0.0007120569,0.0012903925,0.9961725,0.00025540564,0.001003271,0.00043949875
ERR1913310,0.000126872,0.0007118832,0.0012904292,0.9961727,0.00025541813,0.0010031295,0.00043952357
ERR1298067,0.0014507798,0.0022928428,0.008774131,0.0063237785,0.0034983756,0.0041414294,0.97351867
ERR531881,0.00013959444,0.00077374023,0.0014287969,0.995652,0.00028718275,0.0012520434,0.00046653653
ERR450737,0.00012685503,0.0007120569,0.0012903925,0.9961725,0.00025540564,0.001003271,0.00043949875
ERR3040032,0.0001291343,0.0006856761,0.0012865295,0.9962239,0.00025551507,0.0009787148,0.00044043805
ERR1855273,0.0009807581,0.9935349,0.001192451,0.0019822547,0.0009668917,0.0010953696,0.00024725343
SRR3403842,0.0019340969,0.026185855,0.0032869268,0.07003348,0.004336588,0.89342314,0.00079997565
SRR2668769,0.000983977,0.993487,0.0011973389,0.0020041293,0.000974925,0.0011052364,0.00024740517
ERR498601,0.0021554662,0.018525882,0.008038933,0.74963665,0.007241094,0.2093444,0.005057476
ERR719922,0.00012698867,0.00071229745,0.0012941256,0.99616313,0.00025571886,0.0010075378,0.0004403387
ERR1383541,0.00012689733,0.00071228115,0.0012928353,0.9961655,0.00025563998,0.0010068963,0.00043991941
SRR5210783,0.0031371322,0.006504202,0.007132104,0.008117164,0.001764303,0.9716979,0.0016471684
SRR1371389,0.04144791,0.8057251,0.014038813,0.020352608,0.03917093,0.024527898,0.0547367
ERR1582117,0.0009813022,0.99352974,0.0011930614,0.0019842281,0.00096784614,0.0010964733,0.00024736865
DRR050871,0.00012685503,0.0007120562,0.0012903925,0.9961725,0.00025540564,0.001003271,0.00043949875
ERR1398089,0.00012686534,0.0007119905,0.0012907318,0.9961718,0.00025542665,0.0010036032,0.00043957512
ERR1310557,0.0001273049,0.00071399455,0.0013259682,0.9960747,0.0002582596,0.0010540595,0.0004457798
SRR6367247,0.00012685516,0.0007120565,0.0012903956,0.9961725,0.00025540587,0.0010032748,0.00043949956
ERR1256414,0.0027964632,0.009461441,0.005939128,0.01446022,0.0022486388,0.96372515,0.0013689635
SRR7448594,0.00012695625,0.0007122144,0.0012915422,0.99617,0.00025550317,0.0010039466,0.00043988007
SRR6028447,0.00012689046,0.00071178895,0.0012907106,0.99617237,0.00025546775,0.0010031661,0.00043960873
SRR3995675,0.0009811601,0.9935294,0.0011930632,0.0019847613,0.0009678334,0.0010965472,0.0002472815
DRR050827,0.00012685516,0.0007120565,0.0012903938,0.9961725,0.00025540587,0.001003272,0.00043949916
ERR1263423,0.0026962988,0.0104653,0.0056333,0.016773224,0.002390762,0.96073836,0.001302804
ERR1691762,0.0014510145,0.0022932016,0.008774282,0.0063234353,0.0034990082,0.004142204,0.9735169
SRR4300288,0.0009811895,0.99353373,0.0011931253,0.0019819837,0.0009667481,0.0010960533,0.00024734932
SRR6004962,0.0009815673,0.99352336,0.0011936756,0.0019873658,0.0009687994,0.0010977385,0.00024730337
SRR8605287,0.00017225737,0.0009172899,0.0016086737,0.9952394,0.00030968204,0.0011707034,0.0005819797
SRR5180495,0.0009808748,0.99353325,0.0011926298,0.0019829744,0.00096715667,0.0010957152,0.00024726102
SRR2761279,0.0010342903,0.004987438,0.002968489,0.97379804,0.0024917522,0.013940593,0.0007793352
ERR526023,0.00012685751,0.0007120682,0.0012905588,0.99617213,0.00025542066,0.0010035156,0.0004395275
DRR043955,0.00012685503,0.0007120569,0.0012903932,0.9961725,0.00025540564,0.001003272,0.00043949875
ERR1897529,0.0009833933,0.9935108,0.0011958065,0.0019906329,0.00097090384,0.0011005964,0.0002477433
ERR878268,0.003223096,0.006531505,0.007008803,0.0082968995,0.0018397357,0.9713699,0.0017299405
ERR1743314,0.0009816281,0.9935322,0.0011935137,0.0019817199,0.00096723356,0.0010961185,0.00024751935
SRR2130165,0.0009807609,0.9935349,0.0011924545,0.0019822698,0.0009668973,0.0010953764,0.0002472539
SRR6931624,0.00012685804,0.0007120592,0.0012904361,0.99617237,0.0002554112,0.00100329,0.0004395125
SRR3933914,0.0004591779,0.002341976,0.0043871487,0.97191614,0.0013015247,0.018726563,0.00086753664
ERR1654710,0.0014504581,0.0022924077,0.008773792,0.0063241883,0.0034975447,0.0041402644,0.9735214
ERR441255,0.000126856,0.0007120528,0.001290408,0.9961725,0.0002554088,0.001003272,0.00043950378
ERR719285,0.00012688787,0.0007122457,0.0012943144,0.9961616,0.00025571944,0.0010089888,0.00044016214
SRR1618215,0.00012684794,0.00071197597,0.0012925699,0.9961671,0.0002555078,0.0010061156,0.0004398876
SRR7449096,0.00012695383,0.0007122113,0.0012915151,0.99617,0.00025550072,0.0010039308,0.00043987125
ERR567269,0.0030709617,0.007733587,0.0068492102,0.012742519,0.0021406037,0.9658254,0.0016376696
SRR6745342,0.001015975,0.99342877,0.0012424926,0.0019534535,0.000975644,0.00112644,0.000257251
SRR6058700,0.0009807822,0.9935347,0.0011924871,0.0019823874,0.0009669413,0.0010954367,0.00024725526
ERR719851,0.00083912455,0.004286358,0.0049944427,0.96341217,0.0020074034,0.022907214,0.0015533314
ERR695417,0.003154461,0.0065075257,0.0070707644,0.008111017,0.0017856009,0.97170043,0.001670263
ERR2511887,0.00012710369,0.000709206,0.0012902208,0.99617755,0.000255434,0.0010008496,0.00043965608
ERR1263208,0.0026319618,0.011540184,0.0053548766,0.019797593,0.0025792245,0.9568371,0.0012590232
SRR5915443,0.0050945114,0.94149476,0.034818627,0.006099114,0.0011542295,0.0028794778,0.00845923
ERR500282,0.00012685699,0.00071202853,0.0012907694,0.9961718,0.0002554398,0.0010036267,0.00043957616
SRR5180575,0.0009807581,0.9935349,0.001192451,0.0019822547,0.0009668917,0.0010953696,0.00024725343
ERR520786,0.0001303156,0.0007278992,0.0013401707,0.9960069,0.00026417957,0.0010810927,0.00044952132
ERR1474566,0.00012685564,0.00071205175,0.0012903999,0.9961725,0.00025540637,0.001003273,0.00043950105
SRR976692,0.0031542196,0.9664061,0.017029302,0.006095151,0.001204913,0.0020782412,0.0040320735
SRR5868712,0.00012685503,0.0007120565,0.001290395,0.9961725,0.00025540587,0.0010032743,0.00043949936
SRR6028570,0.00012686058,0.0007120086,0.0012908387,0.99617153,0.00025544802,0.0010036642,0.00043959368
ERR531476,0.00012685564,0.0007120514,0.0012904024,0.9961725,0.00025540637,0.0010032814,0.00043950084
SRR8610191,0.0069657727,0.06499544,0.011806017,0.8033391,0.01937912,0.07474497,0.018769592
SRR5983289,0.00012686022,0.0007120162,0.0012904338,0.9961725,0.00025541443,0.0010032499,0.00043951382
SRR3951194,0.00012685829,0.00071205,0.0012904422,0.99617237,0.00025541196,0.0010032929,0.0004395136
SRR976657,0.0041654063,0.014171297,0.863597,0.057932355,0.0029289257,0.004840389,0.05236473
ERR1314051,0.0015301656,0.012616946,0.006373547,0.917909,0.0038598431,0.052609395,0.0051010894
ERR539098,0.004151028,0.01418071,0.863736,0.057854455,0.0029213734,0.004821165,0.052335378
SRR6038506,0.00013062236,0.00072560506,0.0013746872,0.9959294,0.00026508214,0.0011173544,0.0004571588
ERR1383242,0.00018875483,0.0010183448,0.001711439,0.9941333,0.00040484633,0.0020236198,0.0005197239
SRR8605537,0.11392427,0.037656847,0.058059104,0.18142033,0.30509678,0.0367459,0.26709673
SRR6411603,0.00012685516,0.0007120559,0.0012903919,0.9961725,0.00025540564,0.0010032705,0.00043949875
SRR2057942,0.0041737505,0.014136996,0.86335975,0.057896327,0.002938882,0.0048540253,0.052640237
SRR8610269,0.14740443,0.03268993,0.058947634,0.16657656,0.32988542,0.03140252,0.23309349
SRR921105,0.00012685516,0.0007120569,0.0012903932,0.9961725,0.00025540587,0.0010032714,0.00043949916
ERR1256580,0.0023946282,0.06551406,0.0050389436,0.15631677,0.006637244,0.7624431,0.0016552783
SRR3581160,0.00012998369,0.00072680414,0.0013351584,0.996021,0.0002635934,0.0010752645,0.000448278
SRR8608271,0.14454088,0.031666674,0.061756868,0.17008533,0.32048377,0.034343276,0.23712324
ERR1582498,0.0009896669,0.99346983,0.0012084058,0.0019931227,0.0009827119,0.0011056616,0.00025071498
SRR5180735,0.0009807581,0.9935349,0.001192451,0.0019822547,0.0009668917,0.0010953696,0.00024725343
ERR539397,0.004151028,0.01418071,0.863736,0.057854455,0.0029213734,0.004821165,0.052335378
