,root:Engineered:Food_production,root:Environmental:Aquatic,root:Environmental:Terrestrial,root:Host-associated:Birds,root:Host-associated:Fish,root:Host-associated:Human,root:Host-associated:Mammals,root:Host-associated:Plants,Unknown
ERR309477,0.003113314,0.0025092359,0.0069582327,0.0019650506,0.0069106794,0.015711296,0.949738,0.013094149,0.0
ERR309611,0.0031130547,0.002500467,0.0068419,0.001966972,0.0069311555,0.016474953,0.9493789,0.012792642,0.0
ERR309166,0.0031129865,0.0025088808,0.0069584493,0.001964813,0.006910867,0.015711522,0.9497374,0.013094962,0.0
ERR308284,0.003112987,0.0025088522,0.0069583915,0.0019648133,0.0069109257,0.015711581,0.9497375,0.0130949635,0.0
ERR308925,0.0031136847,0.0025092468,0.006960814,0.0019648161,0.0069134366,0.015717626,0.9497212,0.013099103,0.0
ERR308348,0.0031130149,0.0025088512,0.0069585056,0.0019648129,0.0069109234,0.015711663,0.94973725,0.013095017,0.0
ERR308691,0.0031132246,0.002508978,0.006959065,0.0019648564,0.0069115995,0.015713206,0.949733,0.013096113,0.0
ERR308752,0.0031166926,0.0025111968,0.006971596,0.0019644203,0.0069249813,0.015745101,0.9496484,0.013117659,0.0
ERR308789,0.0031133012,0.0025091383,0.0069585824,0.0019648972,0.006911088,0.01571193,0.9497361,0.013094997,0.0
ERR308673,0.003113124,0.0025089618,0.006958664,0.0019649537,0.006911111,0.015712122,0.94973576,0.013095306,0.0
ERR309115,0.003113438,0.002509475,0.006958046,0.0019651428,0.006910492,0.01571052,0.9497393,0.013093598,0.0
ERR309302,0.0031130705,0.00250882,0.0069585294,0.0019648112,0.006911005,0.015711766,0.94973683,0.0130951805,0.0
ERR308343,0.0031130135,0.002508821,0.0069585317,0.0019649283,0.0069109495,0.015711714,0.94973695,0.013095069,0.0
ERR308708,0.0031130644,0.0025088734,0.00695869,0.0019648655,0.006911166,0.01571223,0.94973564,0.013095446,0.0
ERR309107,0.0031130149,0.0025088512,0.0069585056,0.001964871,0.0069109234,0.015711546,0.9497373,0.013095046,0.0
ERR308758,0.0031186806,0.0025123083,0.006979142,0.0019639812,0.0069331136,0.015764685,0.94959694,0.013131196,0.0
ERR309713,0.0031153348,0.0025113763,0.0069586034,0.001965768,0.0069112834,0.015712261,0.94973254,0.013092828,0.0
ERR308566,0.0031133203,0.0025090778,0.0069597173,0.0019648434,0.006912223,0.015714584,0.94972914,0.013097044,0.0
ERR309751,0.0031130153,0.0025088224,0.0069585065,0.0019649293,0.0069109243,0.015711548,0.9497373,0.01309496,0.0
ERR308669,0.0031130165,0.0025088524,0.0069583924,0.0019648718,0.0069109267,0.015711525,0.9497375,0.013094964,0.0
ERR308593,0.0031129578,0.002508881,0.006958508,0.0019648133,0.0069108675,0.015711524,0.9497375,0.0130949635,0.0
ERR308515,0.0031130149,0.0025088512,0.0069585056,0.0019648129,0.0069109234,0.015711576,0.94973725,0.013094988,0.0
ERR309817,0.0031130179,0.0025088827,0.0069583957,0.0019649018,0.0069108135,0.015711503,0.9497377,0.013094855,0.0
ERR309080,0.0031139432,0.002509949,0.006957691,0.001965353,0.0069101956,0.015710048,0.94974035,0.013092479,0.0
ERR309486,0.0031131213,0.0025089595,0.006958745,0.0019648646,0.006911279,0.01571231,0.9497352,0.013095439,0.0
ERR309129,0.0031138284,0.0025097756,0.006957665,0.0019652958,0.0069104605,0.015710639,0.94974,0.013092368,0.0
ERR309084,0.0031132246,0.002508978,0.006959123,0.0019648564,0.00691157,0.015713263,0.9497329,0.013096113,0.0
ERR309503,0.0031150635,0.0025114336,0.0069551175,0.001965981,0.0069089304,0.01571382,0.9497446,0.013085216,0.0
ERR308818,0.0031168323,0.0025108883,0.006941914,0.0019675498,0.006914293,0.015786968,0.94970995,0.013051648,0.0
ERR308935,0.0031129865,0.0025088517,0.0069584493,0.001964813,0.0069109253,0.01571158,0.9497374,0.013094962,0.0
ERR309783,0.0031130172,0.002508882,0.006958336,0.0019648722,0.006910928,0.015711557,0.94973755,0.013094852,0.0
ERR308911,0.0031136079,0.0025095583,0.0069580935,0.0019651689,0.0069106566,0.015710961,0.9497382,0.013093695,0.0
ERR308908,0.0031158938,0.0025120797,0.006958501,0.0019659463,0.0069111222,0.015711827,0.94973284,0.013091777,0.0
ERR309746,0.0031130123,0.0025088782,0.0069585,0.0019648112,0.006911005,0.015711796,0.94973683,0.013095152,0.0
ERR309700,0.0031129862,0.0025088806,0.0069584483,0.0019648713,0.0069109243,0.015711548,0.9497373,0.013095018,0.0
ERR309073,0.0031130444,0.0025088515,0.0069584483,0.001964813,0.0069109243,0.015711548,0.9497373,0.01309499,0.0
ERR309303,0.0031146868,0.0025107535,0.006958011,0.0019655486,0.0069107194,0.015711553,0.94973654,0.013092191,0.0
ERR308999,0.0013154382,0.0004770189,0.0009565854,0.00096425775,0.0017676034,0.9875553,0.005233374,0.0017304266,0.0
ERR309432,0.003113127,0.0025089933,0.0069585834,0.0019648683,0.00691103,0.015711874,0.9497363,0.013095144,0.0
ERR309048,0.0031135883,0.0025094552,0.006958632,0.0019650692,0.006911137,0.015712317,0.9497349,0.013094864,0.0
ERR308781,0.0031130149,0.0025088512,0.0069585056,0.001964871,0.0069109234,0.015711576,0.94973725,0.013095017,0.0
ERR309207,0.004068296,0.00041449745,0.00047509788,0.0015264989,0.0071952245,0.9049583,0.0809642,0.00039783455,0.0
ERR309314,0.0031130146,0.0025088508,0.0069585047,0.0019648126,0.006910952,0.015711632,0.9497372,0.013095016,0.0
ERR309536,0.0031132745,0.0025090005,0.0069593373,0.001964851,0.006911843,0.015713744,0.9497314,0.013096514,0.0
ERR308397,0.003113075,0.002508969,0.0069584516,0.001964901,0.006910811,0.015711468,0.9497375,0.013094821,0.0
ERR308575,0.0031132507,0.002508999,0.006958425,0.0019649018,0.0069108717,0.015711445,0.9497375,0.013094679,0.0
ERR308590,0.0031130405,0.0025088773,0.006958556,0.0019648687,0.006911032,0.015711877,0.94973654,0.013095176,0.0
ERR308354,0.003113228,0.0025089807,0.006959043,0.0019648003,0.00691149,0.015712988,0.94973356,0.013095923,0.0
ERR308942,0.0031132288,0.0025091795,0.006958208,0.0019649356,0.0069106547,0.015711103,0.94973856,0.013094128,0.0
ERR308790,0.0031148652,0.0025100505,0.0069650584,0.0019646292,0.006918004,0.015728613,0.94969225,0.013106586,0.0
ERR308326,0.0031131208,0.0025089881,0.006958802,0.0019648643,0.006911191,0.015712338,0.9497353,0.0130954385,0.0
ERR308449,0.0031132542,0.0025090892,0.0069582877,0.0019649914,0.0069108214,0.01571158,0.94973767,0.013094317,0.0
ERR308629,0.0038149506,0.002390305,0.0063904705,0.0026294757,0.009077341,0.016419917,0.94723624,0.012041306,0.0
ERR309798,0.0031280639,0.0025259724,0.006954784,0.0019709994,0.0069083353,0.015703619,0.94973683,0.013071332,0.0
ERR308402,0.003113044,0.0025088803,0.0069585056,0.001964871,0.0069109234,0.015711546,0.9497372,0.013094988,0.0
ERR308325,0.0031130142,0.0025088796,0.006958475,0.0019649288,0.006910951,0.01571163,0.9497371,0.013095014,0.0
ERR308596,0.0031136824,0.0025093905,0.0069608674,0.0019647565,0.0069134613,0.01571782,0.9497208,0.0130991815,0.0
ERR1598805,0.0013154675,0.00047719653,0.0009567037,0.00096428714,0.001767603,0.98755443,0.0052339653,0.001730367,0.0
