,root:Engineered,root:Environmental,root:Host-associated,Unknown
ERR309477,7.14092e-05,0.00028535724,0.9995397,0.00010353327
ERR309611,7.140947e-05,0.00028526783,0.9995396,0.00010371208
ERR309166,7.140668e-05,0.00028547645,0.9995395,0.00010359287
ERR308284,7.1410155e-05,0.00028529763,0.9995396,0.00010365248
ERR308925,7.139749e-05,0.00028583407,0.99953914,0.00010365248
ERR308348,7.1410155e-05,0.00028535724,0.9995397,0.00010353327
ERR308691,7.140988e-05,0.00028523803,0.9995397,0.00010365248
ERR308752,7.13934e-05,0.0002859831,0.999539,0.00010359287
ERR308789,7.137999e-05,0.00028657913,0.9995385,0.00010353327
ERR308673,7.140559e-05,0.00028547645,0.9995394,0.00010377169
ERR309115,7.1406954e-05,0.00028544664,0.99953955,0.00010359287
ERR309302,7.140014e-05,0.00028571486,0.99953926,0.00010365248
ERR308343,7.1409944e-05,0.00028535724,0.9995397,0.00010353327
ERR308708,7.141008e-05,0.00028529763,0.9995396,0.00010365248
ERR309107,7.1406e-05,0.00028541684,0.9995395,0.00010371208
ERR308758,7.139238e-05,0.0002860725,0.99953896,0.00010359287
ERR309713,7.140246e-05,0.00028559566,0.99953943,0.00010359287
ERR308566,7.141008e-05,0.00028529763,0.9995397,0.00010359287
ERR309751,7.140341e-05,0.00028556585,0.9995394,0.00010365248
ERR308669,7.140947e-05,0.00028529763,0.9995397,0.00010359287
ERR308593,7.1409944e-05,0.00028535724,0.9995397,0.00010353327
ERR308515,7.1409406e-05,0.00028529763,0.9995396,0.00010365248
ERR309817,7.14075e-05,0.00028544664,0.9995396,0.00010353327
ERR309080,7.140477e-05,0.00028553605,0.9995395,0.00010359287
ERR309486,7.140566e-05,0.00028553605,0.99953943,0.00010365248
ERR309129,7.141008e-05,0.00028529763,0.9995396,0.00010365248
ERR309084,7.140858e-05,0.00028538704,0.9995396,0.00010359287
ERR309503,7.139613e-05,0.00028583407,0.999539,0.00010377169
ERR308818,7.140791e-05,0.00028544664,0.99953955,0.00010359287
ERR308935,7.1410155e-05,0.00028529763,0.9995396,0.00010365248
ERR309783,7.1400755e-05,0.00028565526,0.99953926,0.00010371208
ERR308911,7.1374e-05,0.00028678775,0.9995382,0.00010365248
ERR308908,7.1397895e-05,0.00028577447,0.99953914,0.00010371208
ERR309746,7.1409406e-05,0.00028532743,0.9995397,0.00010359287
ERR309700,7.140355e-05,0.00028556585,0.9995394,0.00010365248
ERR309073,7.1410155e-05,0.00028529763,0.9995396,0.00010365248
ERR309303,7.13806e-05,0.00028651953,0.99953854,0.00010353327
ERR308999,7.1406066e-05,0.00028547645,0.9995395,0.00010365248
ERR309432,7.1409e-05,0.00028532743,0.9995396,0.00010365248
ERR309048,7.140791e-05,0.00028538704,0.9995396,0.00010359287
ERR308781,7.1408314e-05,0.00028538704,0.9995396,0.00010359287
ERR309207,7.140879e-05,0.00028538704,0.9995396,0.00010359287
ERR309314,7.140804e-05,0.00028532743,0.9995396,0.00010365248
ERR309536,7.140954e-05,0.00028529763,0.9995397,0.00010359287
ERR308397,7.141008e-05,0.00028529763,0.99953973,0.00010353327
ERR308575,7.14028e-05,0.00028556585,0.9995394,0.00010365248
ERR308590,7.141008e-05,0.00028529763,0.9995396,0.00010365248
ERR308354,7.1407296e-05,0.00028544664,0.9995395,0.00010365248
ERR308942,7.140518e-05,0.00028544664,0.9995395,0.00010365248
ERR308790,7.1401504e-05,0.00028565526,0.9995393,0.00010365248
ERR308326,7.140709e-05,0.00028544664,0.9995395,0.00010365248
ERR308449,7.140613e-05,0.00028547645,0.9995395,0.00010365248
ERR308629,7.140981e-05,0.00028535724,0.9995397,0.00010353327
ERR309798,7.136093e-05,0.0002874136,0.9995377,0.00010353327
ERR308402,7.140886e-05,0.00028538704,0.9995396,0.00010359287
ERR308325,7.140974e-05,0.00028535724,0.9995397,0.00010353327
ERR308596,7.140314e-05,0.00028556585,0.9995393,0.00010371208
ERR1598805,7.140804e-05,0.00028532743,0.9995396,0.00010365248
ERR1598748,7.140913e-05,0.00028526783,0.9995397,0.00010365248
ERR1599437,7.1410155e-05,0.00028529763,0.9995396,0.00010365248
ERR1599044,7.141002e-05,0.00028529763,0.9995396,0.00010365248
ERR1598376,7.141002e-05,0.00028529763,0.9995396,0.00010365248
ERR1598997,7.140668e-05,0.00028547645,0.9995395,0.00010359287
ERR1598222,7.140824e-05,0.00028538704,0.9995396,0.00010359287
ERR1598378,7.1409944e-05,0.00028535724,0.9995397,0.00010353327
ERR1598315,7.1410155e-05,0.00028529763,0.9995396,0.00010365248
ERR1599278,7.1409406e-05,0.00028529763,0.9995396,0.00010365248
ERR1598168,7.141008e-05,0.00028529763,0.9995397,0.00010359287
ERR1599219,7.1410155e-05,0.00028529763,0.9995396,0.00010365248
ERR1598319,7.1410155e-05,0.00028535724,0.9995397,0.00010353327
ERR1599309,7.14058e-05,0.00028541684,0.9995395,0.00010371208
ERR1599627,7.141008e-05,0.00028529763,0.9995397,0.00010359287
ERR1598834,7.140913e-05,0.00028541684,0.9995396,0.00010353327
ERR1599594,7.1410155e-05,0.00028529763,0.9995396,0.00010365248
ERR1599399,7.1409e-05,0.00028532743,0.9995396,0.00010365248
ERR1598169,7.141002e-05,0.00028529763,0.9995396,0.00010365248
ERR1598649,7.1410155e-05,0.00028529763,0.9995396,0.00010365248
ERR1598310,7.141008e-05,0.00028529763,0.9995396,0.00010365248
ERR1598469,7.1406546e-05,0.00028547645,0.9995395,0.00010359287
ERR1598706,7.140164e-05,0.00028565526,0.9995393,0.00010365248
ERR1599338,7.14092e-05,0.00028532743,0.9995396,0.00010365248
