,root:Engineered:Food_production:Dairy_products,root:Environmental:Aquatic:Thermal_springs,root:Environmental:Terrestrial:Deep_subsurface,root:Environmental:Terrestrial:Soil,root:Host-associated:Birds:Digestive_system,root:Host-associated:Human:Digestive_system,root:Host-associated:Human:Reproductive_system,root:Host-associated:Human:Respiratory_system,root:Host-associated:Human:Skin,root:Host-associated:Mammals:Digestive_system,root:Host-associated:Mammals:Gastrointestinal_tract,root:Host-associated:Plants:Root,Unknown
ERR308851,0.003572383,0.0029652081,0.0019365824,0.0006406664,0.002906408,0.0027054287,0.00055784325,0.004697772,0.0036540956,0.9678381,0.0042036683,0.004321941,0.0
ERR308648,0.003574528,0.0029418909,0.0019083775,0.0006378116,0.0028721695,0.0026903676,0.00055259664,0.0047093346,0.0036452727,0.96799636,0.0041807387,0.004290568,0.0
ERR309242,0.0035746016,0.0029416108,0.0019078886,0.00063778507,0.0028717138,0.0026901744,0.00055242353,0.00470953,0.0036452296,0.9679986,0.0041804053,0.0042900597,0.0
ERR309755,0.0035741602,0.002943641,0.0019104419,0.0006380612,0.0028747688,0.0026915385,0.0005529065,0.0047082705,0.0036458387,0.96798486,0.0041825795,0.004292991,0.0
ERR308430,0.0035743932,0.0029429628,0.0019096093,0.0006380078,0.0028737686,0.0026910922,0.0005528232,0.0047087753,0.0036456923,0.967989,0.004181765,0.0042920313,0.0
ERR308406,0.0035736298,0.0029483212,0.001916118,0.0006385793,0.0028816746,0.002694655,0.00055398495,0.004705832,0.0036476715,0.9679531,0.0041870703,0.0042993757,0.0
ERR309001,0.0035739166,0.0029458702,0.0019131668,0.00063821924,0.0028781106,0.0026930438,0.0005534468,0.0047070603,0.0036467623,0.96796983,0.0041845995,0.0042960607,0.0
ERR308287,0.0035735888,0.0029492814,0.0019173237,0.0006386597,0.0028830154,0.0026953258,0.0005542709,0.004705369,0.0036480976,0.9679462,0.004187958,0.004301022,0.0
ERR309522,0.0035730854,0.002950392,0.0019185031,0.00063868257,0.0028845067,0.002695679,0.00055458694,0.0047047376,0.003648295,0.9679406,0.004188676,0.004302119,0.0
ERR309302,0.0035746275,0.0029416666,0.0019079745,0.0006378429,0.0028717988,0.0026901427,0.0005525107,0.0047094086,0.0036452555,0.9679982,0.0041805184,0.0042900853,0.0
ERR309666,0.003574577,0.0029414685,0.0019078326,0.00063775666,0.0028715713,0.00269009,0.0005524827,0.004709536,0.0036451465,0.9679992,0.004180352,0.0042899484,0.0
ERR308687,0.0035745932,0.0029417793,0.0019081472,0.00063775433,0.0028720286,0.002690285,0.00055250997,0.0047093434,0.0036453088,0.9679973,0.004180688,0.004290313,0.0
