,root:Diseases:Digestive System Diseases,root:Diseases:Hemic and Lymphatic Diseases,root:Infections:Bacterial Infections and Mycoses,Unknown
SRR7690042,0.57750356,0.0683462,0.013467908,0.34068233
SRR5548651,0.5028946,0.055303156,0.037729442,0.40407282
SRR5020876,0.09050986,0.013824046,0.009108216,0.8865579
SRR5758129,0.2441802,0.10716662,0.5019556,0.14669752
ERR719178,0.09174308,0.014079064,0.009383768,0.8847941
ERR011150,0.090768546,0.01388073,0.009113699,0.886237
SRR5866359,0.09048587,0.013818413,0.009104013,0.8865917
SRR5602036,0.09048504,0.013817728,0.0090972185,0.8866
ERR719029,0.10982737,0.015990525,0.009936154,0.86424595
SRR5429072,0.53273696,0.060795277,0.014420748,0.39204705
SRR5761712,0.57473207,0.06774771,0.013555169,0.34396505
SRR6265293,0.3314447,0.029235154,0.0130185485,0.6263016
SRR6724380,0.5770057,0.06825173,0.013457298,0.3412853
SRR5758125,0.057353266,0.20395012,0.73869663,0.0
SRR6474301,0.090743184,0.013879597,0.00918448,0.88619274
SRR5580410,0.10224727,0.015044391,0.010619104,0.87208927
SRR5495956,0.13379091,0.034832895,0.19056168,0.64081454
SRR5202884,0.0904856,0.013817936,0.009098142,0.88659835
SRR6264071,0.0904848,0.013817668,0.00909704,0.8866005
ERR634981,0.5781282,0.06943801,0.013833612,0.33860016
SRR5758111,0.08190438,0.14048773,0.68409973,0.093508124
SRR5903360,0.090958625,0.013922483,0.009125829,0.88599306
SRR2175767,0.31113303,0.03066808,0.011863112,0.6463358
SRR5947858,0.43595046,0.03713897,0.020752251,0.50615835
SRR5761746,0.090545386,0.013832629,0.009118348,0.88650364
SRR5549005,0.5769571,0.0682466,0.013460308,0.341336
SRR5803758,0.09158051,0.014054358,0.009358227,0.8850069
ERR719606,0.09080446,0.013890743,0.009152681,0.88615215
SRR6265233,0.09075883,0.01388514,0.009213299,0.88614273
SRR5711562,0.5778542,0.068449944,0.0134803355,0.34021556
ERR209319,0.09588617,0.014676511,0.00933516,0.88010216
ERR526084,0.57699126,0.06824672,0.013457239,0.34130478
SRR961843,0.09057081,0.013849527,0.009281665,0.886298
SRR5343028,0.0904848,0.013817668,0.00909704,0.8866005
SRR6264844,0.09048477,0.013817728,0.009097964,0.88659954
SRR5548524,0.57703424,0.068262994,0.013459802,0.34124297
ERR209362,0.09094611,0.013918519,0.00921759,0.8859178
ERR525801,0.5767768,0.068685055,0.013544738,0.3409934
SRR2142193,0.5770052,0.06825152,0.013457298,0.34128594
SRR5648864,0.090593964,0.013843507,0.00912106,0.88644147
ERR720077,0.09101981,0.013938218,0.009178132,0.88586384
ERR720128,0.090556115,0.013835371,0.009123117,0.8864854
ERR719452,0.091884196,0.014120668,0.009104043,0.8848911
ERR209829,0.555801,0.062390387,0.013407618,0.36840105
SRR5651409,0.5775707,0.06945881,0.013740152,0.3392303
SRR6185165,0.5754334,0.06770739,0.013455182,0.34340405
SRR1999165,0.09048477,0.013817698,0.009097904,0.88659966
ERR209360,0.09090164,0.013910055,0.009209812,0.88597846
ERR209740,0.26746136,0.019733489,0.011910677,0.7008945
SRR5802384,0.5769653,0.068247706,0.01345706,0.34132993
SRR5602060,0.090488106,0.013818681,0.009100676,0.8865925
SRR6474248,0.09048435,0.013818353,0.009107649,0.88658965
SRR6424587,0.057573814,0.20458959,0.7378366,0.0
SRR5079213,0.089028805,0.015051365,0.07106915,0.8248507
SRR6264279,0.0904848,0.013817668,0.00909704,0.8866005
SRR5202973,0.09048477,0.013817728,0.009097666,0.88659984
ERR525700,0.5550947,0.06261131,0.016217679,0.36607623
ERR719218,0.09121305,0.014016807,0.009997606,0.88477254
SRR5983404,0.5134338,0.05152458,0.016207367,0.4188342
SRR2673279,0.14258957,0.01997286,0.009790897,0.8276467
SRR1930138,0.09048769,0.013818562,0.009099901,0.8865938
ERR719263,0.09101564,0.013937414,0.0091866255,0.8858603
SRR5078567,0.09048477,0.013817728,0.009097606,0.8865999
SRR6182347,0.090486854,0.013818115,0.009097099,0.88659793
SRR5548203,0.5770057,0.06825176,0.013457328,0.34128523
SRR5813190,0.091967165,0.014107108,0.009240657,0.88468504
SRR7507688,0.09050843,0.013823479,0.009104937,0.8865632
SRR5548620,0.0912559,0.013988733,0.009100258,0.8856551
ERR011143,0.09052646,0.013828158,0.009114265,0.8865311
SRR1689535,0.57717156,0.0683406,0.013486624,0.3410012
SRR5203133,0.0904848,0.013817668,0.00909704,0.8866005
SRR5803794,0.0902071,0.014050335,0.013648301,0.88209426
SRR5079265,0.0904814,0.01382041,0.009141535,0.8865566
SRR5203237,0.0904848,0.013817668,0.00909704,0.8866005
ERR719999,0.090604305,0.01384446,0.009103626,0.8864476
SRR5431529,0.0904848,0.013817668,0.00909704,0.8866005
SRR051688,0.09165689,0.014808476,0.021627545,0.8719071
SRR2175771,0.43978527,0.03923586,0.037645757,0.4833331
SRR7507673,0.09048504,0.013817757,0.009097099,0.88660014
SRR961846,0.090556026,0.013842642,0.009229958,0.8863714
ERR525936,0.09287763,0.014270008,0.009401381,0.883451
SRR5580556,0.10752344,0.015240401,0.010244787,0.8669914
SRR6724477,0.09576768,0.0146752,0.009419084,0.88013804
SRR7507616,0.09112844,0.013960451,0.009124637,0.8857865
SRR1693255,0.090622604,0.013848066,0.009097666,0.8864317
SRR5218312,0.09566122,0.014776707,0.00953424,0.88002783
SRR5763459,0.14674908,0.019052505,0.010049552,0.8241489
ERR720112,0.09389219,0.014331877,0.012447029,0.8793289
SRR5203205,0.090657115,0.013855994,0.009101778,0.8863851
SRR5091615,0.09118667,0.013969243,0.0091649,0.8856792
SRR5650157,0.4911325,0.044095248,0.013288021,0.4514842
SRR6264521,0.091970146,0.014044017,0.010066599,0.88391924
SRR6265282,0.09052703,0.013828725,0.009120464,0.8865238
SRR5866588,0.09048486,0.013817668,0.00909704,0.88660043
SRR5577147,0.09049448,0.013821989,0.009125322,0.8865582
SRR5580413,0.09052202,0.013831824,0.009173691,0.88647246
SRR6264135,0.0904848,0.013817668,0.00909704,0.8866005
SRR5813447,0.09054956,0.013834834,0.009135574,0.88648003
SRR5758052,0.0904848,0.013817668,0.00909704,0.8866005
SRR6264432,0.0904848,0.013817638,0.009097189,0.8866004
SRR6264651,0.0904848,0.013817668,0.00909704,0.8866005
SRR7464883,0.09061524,0.013849348,0.0091404915,0.8863949
SRR5579018,0.091645956,0.01409772,0.009551972,0.88470435
SRR5651442,0.09073138,0.01387006,0.009104192,0.88629436
SRR5431390,0.090485275,0.013817787,0.009097576,0.88659936
SRR5578979,0.090485126,0.013817698,0.009097248,0.8865999
SRR5648953,0.09063655,0.013852984,0.0091231465,0.88638735
SRR5758057,0.09461331,0.014566302,0.009472966,0.8813474
ERR719373,0.09041393,0.014176697,0.015437305,0.8799721
SRR5813428,0.090642124,0.013844162,0.009154797,0.8863589
SRR5580461,0.08977866,0.014906615,0.03998807,0.85532665
SRR6264163,0.09048486,0.013817757,0.009098887,0.88659847
SRR5343114,0.09055546,0.013833702,0.00910309,0.88650775
SRR6331393,0.09201005,0.0141432285,0.009163678,0.884683
ERR209169,0.09150839,0.014056176,0.010035545,0.8843999
SRR5757847,0.05692014,0.20268804,0.7403918,0.0
ERR719589,0.09219015,0.014103949,0.010117024,0.8835889
SRR5934931,0.12780589,0.01825279,0.009884626,0.8440567
SRR5549070,0.09519377,0.014776498,0.009197056,0.8808327
SRR5399516,0.0904848,0.013817668,0.00909704,0.8866005
SRR5947829,0.09096506,0.013987929,0.010289699,0.8847573
SRR6251469,0.0906778,0.01385811,0.0095945,0.8858696
SRR5757966,0.1078147,0.052909732,0.36519486,0.47408068
SRR6724527,0.5770057,0.06825176,0.013457328,0.34128523
SRR1009062,0.5770402,0.068259686,0.01345861,0.34124148
SRR5758058,0.090639025,0.013854444,0.009139478,0.8863671
SRR6264304,0.0904848,0.013817668,0.00909704,0.8866005
SRR5203113,0.09049797,0.013830841,0.009228021,0.88644314
SRR6265371,0.09049967,0.013821185,0.009100199,0.8865789
SRR5757929,0.09092501,0.0157215,0.037970126,0.8553834
SRR5399513,0.0904848,0.013817668,0.00909704,0.8866005
SRR6724470,0.5770057,0.06825176,0.013457328,0.34128523
SRR6265317,0.090480804,0.013820887,0.009149641,0.88654864
SRR5602145,0.09033418,0.014220774,0.015488267,0.8799568
ERR720003,0.090618014,0.01384747,0.00910306,0.88643146
SRR6724535,0.09127119,0.013997346,0.0092947185,0.8854368
ERR321550,0.09085557,0.013903916,0.009211212,0.8860293
SRR5648855,0.0904848,0.013817668,0.00909704,0.8866005
ERR719764,0.12409833,0.01722166,0.009801686,0.8488783
SRR6928793,0.09113523,0.0141349435,0.011784285,0.88294554
SRR5431501,0.0904848,0.013817668,0.0090973675,0.88660014
SRR5602141,0.090516806,0.013837397,0.009259582,0.8863862
ERR719885,0.09243986,0.014138699,0.009984076,0.8834374
ERR719473,0.090963155,0.013923556,0.009144336,0.8859689
SRR6251452,0.47497532,0.052152067,0.012769282,0.46010333
SRR5548656,0.5770057,0.06825176,0.013457328,0.34128523
SRR5202992,0.0904848,0.013817668,0.00909704,0.8866005
ERR209171,0.090631545,0.013851464,0.009128332,0.88638866
SRR5091469,0.093586594,0.014286011,0.011696994,0.8804304
SRR5203045,0.0904848,0.013817638,0.009097278,0.88660026
ERR209085,0.090485275,0.013817757,0.009097606,0.88659936
ERR209373,0.09528983,0.0145949125,0.009379685,0.8807356
SRR5758001,0.06793597,0.2328752,0.69918877,0.0
SRR6265466,0.09070477,0.013869911,0.009179473,0.88624585
SRR5761713,0.5435662,0.059364945,0.01386711,0.38320172
SRR5429165,0.07043514,0.6109129,0.18587601,0.1327759
SRR6264689,0.090485334,0.013817787,0.009097427,0.8865994
SRR5866427,0.092273355,0.014181614,0.009163082,0.88438195
SRR064887,0.57700986,0.068252355,0.013457328,0.34128046
SRR6185231,0.090485096,0.013817817,0.009098977,0.8865981
SRR5813224,0.090511054,0.013823956,0.00910449,0.8865605
SRR5649084,0.090616405,0.013856858,0.009231329,0.88629544
ERR209867,0.508602,0.054785907,0.013053626,0.42355847
ERR209826,0.3291328,0.033227503,0.011802703,0.62583697
SRR6928761,0.09071806,0.013869315,0.009099066,0.88631356
SRR6265626,0.54411006,0.059443027,0.013943553,0.3825034
ERR719544,0.09131202,0.014090925,0.011305809,0.88329124
SRR5429342,0.26845908,0.053990006,0.0101337135,0.66741717
SRR5079038,0.08969933,0.014548659,0.030117303,0.8656347
SRR1765928,0.089029044,0.015051186,0.07104647,0.8248733
SRR5548405,0.5770057,0.06825176,0.013457328,0.34128523
SRR6264841,0.0904848,0.013817638,0.009097129,0.88660043
SRR5218364,0.55048114,0.06215647,0.013318598,0.37404376
SRR5649132,0.090844035,0.014172584,0.013446093,0.8815373
SRR5429327,0.5776447,0.06836361,0.013468564,0.34052312
ERR719740,0.1887841,0.019931644,0.013886929,0.77739733
ERR719623,0.09050396,0.0138219,0.0090972185,0.8865769
SRR5203305,0.090485364,0.013817787,0.009097189,0.88659966
SRR5431383,0.0904848,0.013817668,0.009097159,0.8866004
SRR5218366,0.31367156,0.14882937,0.22701466,0.3104844
SRR5202978,0.09048477,0.013817698,0.009097546,0.8866
SRR5983279,0.11222336,0.016134232,0.0098229945,0.8618194
SRR5757925,0.1457591,0.019870669,0.05561456,0.77875566
ERR209680,0.57699883,0.068251014,0.013458312,0.34129184
SRR1766039,0.09061396,0.013849705,0.00914675,0.8863896
SRR5399884,0.09049955,0.013821572,0.009105235,0.8865737
SRR1930253,0.0904848,0.013817668,0.00909704,0.8866005
SRR5580449,0.09481725,0.014470309,0.0096900165,0.88102245
ERR719056,0.09414318,0.014443785,0.010631174,0.8807819
SRR6450953,0.14287946,0.024650246,0.009423584,0.8230467
SRR6264062,0.0904848,0.013817668,0.00909704,0.8866005
ERR1637160,0.0904848,0.013817668,0.00909704,0.8866005
ERR719114,0.097274005,0.014802247,0.009236813,0.8786869
SRR7690038,0.5766483,0.06825736,0.013504744,0.34158957
SRR5648767,0.091285706,0.013995945,0.00916779,0.88555056
SRR5757961,0.07274845,0.092087746,0.53209513,0.30306864
SRR5343024,0.0904848,0.013817668,0.00909704,0.8866005
ERR209583,0.09151301,0.01403594,0.009108126,0.88534296
SRR5580637,0.090678096,0.013860881,0.009108901,0.8863521
SRR5866464,0.09234527,0.0140993,0.009516656,0.8840388
ERR719613,0.09079695,0.013889402,0.0091573,0.8861563
SRR6424544,0.09048504,0.013817698,0.009097099,0.88660014
SRR5429242,0.072003424,0.6087193,0.18665954,0.13261771
SRR5758006,0.26985994,0.31224504,0.099460304,0.31843472
SRR5802285,0.09048486,0.013817728,0.009097457,0.88659996
ERR695627,0.56792325,0.06557226,0.013444215,0.35306025
SRR6881413,0.04583642,0.16687828,0.7124134,0.0748719
SRR5803647,0.09096241,0.013923794,0.009161234,0.8859526
SRR5650059,0.55221915,0.060760498,0.01347816,0.3735422
SRR6942366,0.106366575,0.016352534,0.009423852,0.86785704
SRR5983403,0.09076011,0.013878852,0.009111315,0.8862497
SRR6942400,0.2220974,0.027482837,0.010864794,0.739555
SRR5548556,0.53148586,0.061568826,0.013081551,0.3938638
SRR5548507,0.5775441,0.06836748,0.013473958,0.34061444
SRR5649173,0.090485364,0.013817787,0.009097099,0.8865998
SRR5429324,0.07038954,0.6109526,0.18582675,0.1328311
SRR5866448,0.12681964,0.018638372,0.009559423,0.84498256
SRR5903348,0.090509474,0.013826549,0.009141475,0.88652253
SRR5429087,0.07206285,0.6142719,0.18976098,0.12390429
SRR5649071,0.090485066,0.013817757,0.00909704,0.88660014
SRR2914199,0.0904848,0.013817698,0.009097785,0.8865997
SRR5580596,0.09055951,0.013849765,0.0093051195,0.8862856
SRR961732,0.0904848,0.013817668,0.009097159,0.8866004
ERR719889,0.09265411,0.014169663,0.010456353,0.8827199
SRR5796789,0.58926225,0.071490705,0.01392737,0.32531965
ERR719834,0.09088045,0.0139089525,0.009173542,0.88603705
SRR5610071,0.090557635,0.013833761,0.009097576,0.886511
SRR6450978,0.091020614,0.013936311,0.009099603,0.8859435
SRR5711550,0.5766891,0.068187445,0.013455093,0.3416683
SRR5649119,0.090485215,0.013817787,0.009097636,0.88659936
ERR720129,0.09055886,0.013836205,0.009126216,0.8864787
ERR209483,0.3582311,0.03535703,0.0123432875,0.5940686
SRR5580548,0.0909183,0.013938904,0.009749442,0.8853934
SRR5609952,0.0904727,0.03725913,0.21896893,0.6532992
SRR5218382,0.5737006,0.06717017,0.013457179,0.345672
SRR6265348,0.09134737,0.014016479,0.009885192,0.88475096
SRR5548517,0.57703394,0.06827825,0.013464689,0.34122312
SRR6264003,0.09060383,0.0138453245,0.009117812,0.886433
SRR5343092,0.49174583,0.051635772,0.012948543,0.44366992
SRR5578993,0.096145004,0.019021958,0.098819464,0.7860136
SRR6264256,0.0904848,0.013817668,0.00909704,0.8866005
SRR7690058,0.4818249,0.051633537,0.020515889,0.4460256
ERR525770,0.08902958,0.015050679,0.070993364,0.8249264
ERR209440,0.09095988,0.013923526,0.009126574,0.88599
SRR5079269,0.0904848,0.013817668,0.00909704,0.8866005
SRR5757780,0.0554808,0.19846007,0.74605906,0.0
SRR5343178,0.0904848,0.013817668,0.00909704,0.8866005
SRR5079072,0.0904848,0.013817668,0.00909704,0.8866005
SRR2914204,0.09617585,0.015065938,0.009122789,0.87963545
SRR6264286,0.09360331,0.014418483,0.009237468,0.88274074
SRR6185278,0.09060383,0.01385197,0.009210497,0.8863337
ERR525890,0.45035484,0.044807315,0.013279498,0.4915583
SRR5802231,0.09241545,0.014207989,0.009208739,0.8841678
SRR6264202,0.09048471,0.013817787,0.009098649,0.8865988
SRR5649098,0.0904848,0.013817668,0.009097129,0.8866004
SRR5649184,0.0904848,0.013817668,0.00909704,0.8866005
ERR719816,0.09054595,0.013916582,0.010262281,0.8852752
ERR719532,0.09103933,0.013975024,0.009889305,0.8850963
SRR064862,0.5770057,0.06825176,0.013457328,0.34128523
SRR5650114,0.57709074,0.068354905,0.013500273,0.34105408
ERR525948,0.08906874,0.015069872,0.07068473,0.82517666
SRR1763560,0.3451929,0.040424198,0.011639863,0.602743
SRR6182304,0.0904848,0.013817668,0.00909704,0.8866005
ERR719438,0.091454595,0.014029533,0.009101629,0.88541424
ERR525763,0.09099457,0.013928622,0.009147614,0.8859292
SRR5429215,0.070384204,0.6109674,0.18580985,0.13283855
ERR720068,0.09052628,0.013827175,0.009101957,0.8865446
ERR209899,0.10356668,0.015455991,0.009326041,0.8716513
SRR5078953,0.0904848,0.013817668,0.009097159,0.8866004
ERR1637182,0.089028776,0.0150514245,0.07106912,0.8248507
SRR7423259,0.0907661,0.0138864815,0.009213716,0.8861337
SRR5431392,0.09048486,0.013817638,0.009097129,0.8866004
SRR5580539,0.090797454,0.013887227,0.00910905,0.88620627
SRR5548520,0.5770057,0.06825176,0.013457328,0.34128523
SRR5079051,0.09047949,0.01382193,0.009166658,0.88653195
SRR2918683,0.57700586,0.06825173,0.013457328,0.3412851
SRR5711539,0.5782124,0.06872076,0.0135605335,0.33950633
SRR5649166,0.0904848,0.013817638,0.009097189,0.8866004
SRR6264536,0.09048486,0.013817668,0.00909704,0.88660043
SRR5757767,0.06944832,0.14769942,0.70091337,0.08193886
SRR6901805,0.09048495,0.013817698,0.0090972185,0.88660014
SRR5203148,0.09048489,0.013817668,0.009097129,0.8866003
SRR7507347,0.1274209,0.01760298,0.01200372,0.8429724
DRR067938,0.046460927,0.16915557,0.720308,0.06407547
SRR5431538,0.0904848,0.013817668,0.00909704,0.8866005
SRR5813233,0.09067947,0.01386103,0.009104848,0.8863547
ERR719751,0.09055963,0.013834447,0.009100646,0.88650525
SRR5803756,0.08989486,0.014305383,0.021188974,0.8746108
SRR5202989,0.0904887,0.013819039,0.009103537,0.8865887
SRR051679,0.090800405,0.013887644,0.009108096,0.8862039
SRR6265271,0.0904848,0.013817668,0.00909704,0.8866005
SRR1687439,0.5714752,0.066925585,0.013581365,0.3480178
SRR5578944,0.09049663,0.01382035,0.009098262,0.88658476
ERR505106,0.09098092,0.013934493,0.009258509,0.8858261
SRR5429325,0.07038507,0.6109656,0.18581182,0.13283747
SRR5813387,0.09049663,0.01382032,0.009097785,0.88658524
SRR5758086,0.075749755,0.10537401,0.56813204,0.25074422
ERR719132,0.090489656,0.0138188,0.009098291,0.8865932
SRR5648991,0.090574026,0.013837457,0.009098977,0.8864895
SRR6928762,0.09048489,0.013817668,0.009097189,0.88660026
SRR5602082,0.0905661,0.013982445,0.011181861,0.8842696
SRR5202940,0.0904848,0.013817668,0.009097159,0.8866004
SRR5758122,0.5308436,0.05771175,0.02096036,0.39048433
SRR5761776,0.0904848,0.013817668,0.00909704,0.8866005
ERR720049,0.09117079,0.013961732,0.0092225075,0.885645
ERR209180,0.11201146,0.016830236,0.009856552,0.8613018
ERR720051,0.09066248,0.0138576925,0.009123266,0.8863566
ERR719195,0.09158152,0.0140508115,0.009327799,0.88503987
SRR5761653,0.09121281,0.014044106,0.01004523,0.88469785
SRR6265576,0.0904848,0.013817668,0.00909704,0.8866005
SRR5650088,0.09166908,0.014063597,0.009208053,0.88505924
SRR5078751,0.0904848,0.013817668,0.00909704,0.8866005
SRR5548310,0.5775707,0.068336636,0.013464034,0.34062868
SRR051686,0.57240826,0.066955954,0.013481021,0.34715474
SRR7507694,0.090567976,0.01385209,0.009304792,0.8862752
SRR5813252,0.09112114,0.013955325,0.009241819,0.88568175
SRR064898,0.57700574,0.06825173,0.013457328,0.34128523
SRR6182376,0.09056568,0.01383698,0.009118408,0.8864789
SRR5548207,0.5770074,0.06825197,0.013457298,0.34128332
SRR497946,0.5587522,0.13004693,0.050290346,0.2609105
SRR5947867,0.13431653,0.016841859,0.010002494,0.8388391
ERR011140,0.09102422,0.013930023,0.009170353,0.8858754
SRR5078753,0.0904848,0.013817668,0.00909704,0.8866005
SRR5399242,0.5770057,0.06825176,0.013457328,0.34128523
SRR5866289,0.09161538,0.01401183,0.009258151,0.88511467
SRR5429090,0.07356569,0.6026637,0.18519858,0.1385721
SRR6331373,0.09049013,0.01381892,0.009098172,0.88659275
SRR5548320,0.5770057,0.06825176,0.013457328,0.34128523
SRR5548659,0.5770072,0.06825194,0.013457298,0.34128356
ERR719265,0.091058314,0.013947487,0.0092161,0.88577807
SRR5548683,0.14500546,0.27004352,0.584951,0.0
ERR719161,0.0910922,0.013980806,0.009780377,0.8851466
ERR719120,0.09497437,0.0145229995,0.009198993,0.88130367
SRR7423236,0.091391265,0.014018029,0.009114683,0.885476
SRR5203181,0.09048453,0.013818026,0.00910306,0.8865944
SRR5203189,0.09052724,0.013829231,0.00912565,0.8865179
SRR5548949,0.5770066,0.06825286,0.013457775,0.34128278
